t_s,phase,speed_index,omega_cmd_rad_s,dir,pos_ref_target,vel_ref_target,kp_target,kd_target,t_ref_target,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,tau1_nm,tau2_nm,tau3_nm,tau4_nm,tau5_nm,tau6_nm
4.024028,vel_pos,0,0.010000,1,0.000201,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.129938,0.595350,-0.841050,-0.080509,-1.128084,-0.033545
4.026028,vel_pos,0,0.010000,1,0.000221,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.129938,0.595350,-0.841050,-0.080509,-1.128084,-0.033545
4.028061,vel_pos,0,0.010000,1,0.000241,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.129938,0.595350,-0.841050,-0.090093,-1.128084,-0.033545
4.030028,vel_pos,0,0.010000,1,0.000261,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.129938,0.595350,-0.841050,-0.090093,-1.128084,-0.062299
4.032082,vel_pos,0,0.010000,1,0.000281,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.100406,0.598894,-0.841050,-0.090093,-1.128084,-0.062299
4.034030,vel_pos,0,0.010000,1,0.000301,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.100406,0.598894,-0.829237,-0.072841,-1.115624,-0.050797
4.036029,vel_pos,0,0.010000,1,0.000321,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.100406,0.598894,-0.829237,-0.072841,-1.115624,-0.050797
4.038035,vel_pos,0,0.010000,1,0.000341,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.086231,0.602437,-0.837506,-0.087218,-1.123292,-0.050797
4.040037,vel_pos,0,0.010000,1,0.000361,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.086231,0.602437,-0.837506,-0.087218,-1.123292,-0.050797
4.042063,vel_pos,0,0.010000,1,0.000381,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.086231,0.602437,-0.837506,-0.087218,-1.123292,-0.050797
4.044037,vel_pos,0,0.010000,1,0.000401,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.086231,0.602437,-0.837506,-0.087218,-1.123292,-0.020127
4.046037,vel_pos,0,0.010000,1,0.000421,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.086231,0.602437,-0.837506,-0.087218,-1.123292,-0.020127
4.048073,vel_pos,0,0.010000,1,0.000441,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.075600,0.596531,-0.839869,-0.091052,-1.122333,-0.020127
4.050029,vel_pos,0,0.010000,1,0.000461,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.075600,0.596531,-0.839869,-0.091052,-1.122333,-0.034504
4.051990,vel_pos,0,0.010000,1,0.000480,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.075600,0.596531,-0.839869,-0.091052,-1.122333,-0.034504
4.054105,vel_pos,0,0.010000,1,0.000501,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.085050,0.602437,-0.841050,-0.080509,-1.129042,-0.057506
4.056037,vel_pos,0,0.010000,1,0.000521,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.085050,0.602437,-0.841050,-0.080509,-1.129042,-0.057506
4.058031,vel_pos,0,0.010000,1,0.000541,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.075600,0.589444,-0.835144,-0.080509,-1.129042,-0.057506
4.060033,vel_pos,0,0.010000,1,0.000561,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.075600,0.589444,-0.835144,-0.080509,-1.110832,-0.057506
4.062047,vel_pos,0,0.010000,1,0.000581,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.075600,0.589444,-0.835144,-0.080509,-1.110832,-0.057506
4.064029,vel_pos,0,0.010000,1,0.000601,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.075600,0.589444,-0.835144,-0.097761,-1.110832,-0.041213
4.066027,vel_pos,0,0.010000,1,0.000621,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.075600,0.589444,-0.835144,-0.097761,-1.110832,-0.041213
4.068059,vel_pos,0,0.010000,1,0.000641,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.082687,0.603619,-0.842231,-0.092010,-1.117541,-0.041213
4.070037,vel_pos,0,0.010000,1,0.000661,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.082687,0.603619,-0.842231,-0.092010,-1.117541,-0.031629
4.072072,vel_pos,0,0.010000,1,0.000681,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.054337,0.598894,-0.842231,-0.092010,-1.117541,-0.031629
4.074050,vel_pos,0,0.010000,1,0.000701,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.054337,0.598894,-0.842231,-0.092010,-1.124250,-0.031629
4.076035,vel_pos,0,0.010000,1,0.000721,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.054337,0.598894,-0.842231,-0.092010,-1.124250,-0.031629
4.078112,vel_pos,0,0.010000,1,0.000741,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.054337,0.607162,-0.842231,-0.092010,-1.126167,-0.031629
4.080038,vel_pos,0,0.010000,1,0.000761,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.054337,0.607162,-0.842231,-0.092010,-1.126167,-0.027795
4.082079,vel_pos,0,0.010000,1,0.000781,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.051975,0.607162,-0.842231,-0.092010,-1.126167,-0.027795
4.084082,vel_pos,0,0.010000,1,0.000801,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.051975,0.607162,-0.838687,-0.080509,-1.126167,-0.041213
4.086036,vel_pos,0,0.010000,1,0.000821,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.051975,0.607162,-0.838687,-0.080509,-1.126167,-0.041213
4.088184,vel_pos,0,0.010000,1,0.000842,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.055519,0.605981,-0.855225,-0.092969,-1.113707,-0.040254
4.090025,vel_pos,0,0.010000,1,0.000861,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.055519,0.605981,-0.855225,-0.092969,-1.113707,-0.040254
4.092034,vel_pos,0,0.010000,1,0.000881,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.046069,0.604800,-0.855225,-0.092969,-1.113707,-0.040254
4.094028,vel_pos,0,0.010000,1,0.000901,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.046069,0.604800,-0.833962,-0.092969,-1.113707,-0.040254
4.096037,vel_pos,0,0.010000,1,0.000921,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.046069,0.604800,-0.833962,-0.092969,-1.113707,-0.040254
4.098069,vel_pos,0,0.010000,1,0.000941,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.046069,0.604800,-0.833962,-0.087218,-1.123292,-0.040254
4.100028,vel_pos,0,0.010000,1,0.000961,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.046069,0.604800,-0.833962,-0.087218,-1.123292,-0.042171
4.102103,vel_pos,0,0.010000,1,0.000981,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.033075,0.601256,-0.833962,-0.087218,-1.123292,-0.042171
4.104061,vel_pos,0,0.010000,1,0.001001,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.033075,0.601256,-0.841050,-0.076675,-1.125209,-0.034504
4.106038,vel_pos,0,0.010000,1,0.001021,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.033075,0.601256,-0.841050,-0.076675,-1.125209,-0.034504
4.108031,vel_pos,0,0.010000,1,0.001041,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.024806,0.592988,-0.836325,-0.084343,-1.114666,-0.034504
4.110037,vel_pos,0,0.010000,1,0.001061,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.024806,0.592988,-0.836325,-0.084343,-1.114666,-0.034504
4.112032,vel_pos,0,0.010000,1,0.001081,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.024806,0.592988,-0.836325,-0.084343,-1.114666,-0.034504
4.114029,vel_pos,0,0.010000,1,0.001101,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.024806,0.615431,-0.836325,-0.084343,-1.114666,-0.036421
4.116028,vel_pos,0,0.010000,1,0.001121,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.024806,0.615431,-0.836325,-0.084343,-1.114666,-0.036421
4.118038,vel_pos,0,0.010000,1,0.001141,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.029531,0.615431,-0.831600,-0.085301,-1.114666,-0.036421
4.120028,vel_pos,0,0.010000,1,0.001161,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.029531,0.615431,-0.831600,-0.085301,-1.119458,-0.034504
4.122052,vel_pos,0,0.010000,1,0.001181,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.008269,0.615431,-0.831600,-0.085301,-1.119458,-0.034504
4.124028,vel_pos,0,0.010000,1,0.001201,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.008269,0.602437,-0.852862,-0.081467,-1.127125,-0.052714
4.126027,vel_pos,0,0.010000,1,0.001221,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.008269,0.602437,-0.852862,-0.081467,-1.127125,-0.052714
4.128051,vel_pos,0,0.010000,1,0.001241,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.017719,0.589444,-0.836325,-0.081467,-1.127125,-0.052714
4.130035,vel_pos,0,0.010000,1,0.001261,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.017719,0.589444,-0.836325,-0.081467,-1.114666,-0.052714
4.132068,vel_pos,0,0.010000,1,0.001281,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.017719,0.589444,-0.836325,-0.081467,-1.114666,-0.052714
4.133986,vel_pos,0,0.010000,1,0.001300,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.017719,0.589444,-0.836325,-0.089135,-1.114666,-0.042171
4.136035,vel_pos,0,0.010000,1,0.001321,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.017719,0.589444,-0.836325,-0.089135,-1.114666,-0.042171
4.138133,vel_pos,0,0.010000,1,0.001342,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.017719,0.592988,-0.845775,-0.085301,-1.114666,-0.042171
4.139982,vel_pos,0,0.010000,1,0.001360,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.017719,0.592988,-0.845775,-0.085301,-1.122333,-0.028753
4.142890,vel_pos,0,0.010000,1,0.001389,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.011813,0.603619,-0.832781,-0.092969,-1.125209,-0.028753
4.144235,vel_pos,0,0.010000,1,0.001403,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.011813,0.603619,-0.832781,-0.092969,-1.125209,-0.028753
4.146037,vel_pos,0,0.010000,1,0.001421,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.011813,0.603619,-0.832781,-0.092969,-1.125209,-0.028753
4.148030,vel_pos,0,0.010000,1,0.001441,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.011813,0.600075,-0.832781,-0.092969,-1.125209,-0.028753
4.150028,vel_pos,0,0.010000,1,0.001461,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,-0.011813,0.600075,-0.832781,-0.092969,-1.135751,-0.023003
4.152030,vel_pos,0,0.010000,1,0.001481,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,0.000000,0.600075,-0.832781,-0.092969,-1.135751,-0.023003
4.154046,vel_pos,0,0.010000,1,0.001501,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,0.000000,0.600075,-0.842231,-0.085301,-1.135751,-0.009584
4.156037,vel_pos,0,0.010000,1,0.001521,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,0.000000,0.600075,-0.842231,-0.085301,-1.135751,-0.009584
4.158118,vel_pos,0,0.010000,1,0.001541,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,0.011813,0.607162,-0.850500,-0.097761,-1.122333,-0.026836
4.160040,vel_pos,0,0.010000,1,0.001561,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,0.011813,0.607162,-0.850500,-0.097761,-1.122333,-0.026836
4.162030,vel_pos,0,0.010000,1,0.001581,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,0.016537,0.598894,-0.850500,-0.097761,-1.122333,-0.026836
4.164029,vel_pos,0,0.010000,1,0.001601,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,0.016537,0.598894,-0.845775,-0.097761,-1.121375,-0.026836
4.166029,vel_pos,0,0.010000,1,0.001621,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,0.016537,0.598894,-0.845775,-0.097761,-1.121375,-0.026836
4.168063,vel_pos,0,0.010000,1,0.001641,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,0.016537,0.598894,-0.845775,-0.086260,-1.121375,-0.046964
4.170037,vel_pos,0,0.010000,1,0.001661,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,0.016537,0.598894,-0.845775,-0.086260,-1.121375,-0.046964
4.172049,vel_pos,0,0.010000,1,0.001681,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,0.016537,0.598894,-0.845775,-0.086260,-1.121375,-0.046964
4.174028,vel_pos,0,0.010000,1,0.001701,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,0.009450,0.603619,-0.845775,-0.086260,-1.126167,-0.025878
4.176036,vel_pos,0,0.010000,1,0.001721,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,0.009450,0.603619,-0.845775,-0.086260,-1.126167,-0.025878
4.178217,vel_pos,0,0.010000,1,0.001742,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,0.014175,0.594169,-0.838687,-0.081467,-1.126167,-0.025878
4.180028,vel_pos,0,0.010000,1,0.001761,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,0.014175,0.594169,-0.838687,-0.081467,-1.127125,-0.025878
4.182052,vel_pos,0,0.010000,1,0.001781,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,0.031894,0.594169,-0.838687,-0.081467,-1.127125,-0.025878
4.184068,vel_pos,0,0.010000,1,0.001801,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,0.031894,0.594169,-0.838687,-0.081467,-1.127125,-0.039296
4.186032,vel_pos,0,0.010000,1,0.001821,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,0.031894,0.594169,-0.838687,-0.081467,-1.127125,-0.039296
4.188077,vel_pos,0,0.010000,1,0.001841,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,0.031894,0.604800,-0.835144,-0.081467,-1.127125,-0.039296
4.190157,vel_pos,0,0.010000,1,0.001862,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,0.031894,0.604800,-0.835144,-0.084343,-1.120416,-0.040254
4.192377,vel_pos,0,0.010000,1,0.001884,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,0.021263,0.604800,-0.836325,-0.084343,-1.120416,-0.040254
4.194061,vel_pos,0,0.010000,1,0.001901,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,0.021263,0.604800,-0.836325,-0.092010,-1.122333,-0.044088
4.196036,vel_pos,0,0.010000,1,0.001921,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,0.021263,0.604800,-0.836325,-0.092010,-1.122333,-0.044088
4.198108,vel_pos,0,0.010000,1,0.001941,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,0.049612,0.596531,-0.850500,-0.092010,-1.116583,-0.044088
4.200033,vel_pos,0,0.010000,1,0.001961,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,0.049612,0.596531,-0.850500,-0.092010,-1.116583,-0.044088
4.202048,vel_pos,0,0.010000,1,0.001981,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,0.049612,0.596531,-0.850500,-0.092010,-1.116583,-0.044088
4.204031,vel_pos,0,0.010000,1,0.002001,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,0.049612,0.596531,-0.850500,-0.088176,-1.116583,-0.041213
4.206038,vel_pos,0,0.010000,1,0.002021,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,0.049612,0.596531,-0.850500,-0.088176,-1.116583,-0.041213
4.208072,vel_pos,0,0.010000,1,0.002041,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,0.042525,0.600075,-0.846956,-0.082426,-1.124250,-0.041213
4.210037,vel_pos,0,0.010000,1,0.002061,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,0.042525,0.600075,-0.846956,-0.082426,-1.124250,-0.035462
4.212050,vel_pos,0,0.010000,1,0.002081,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,0.018900,0.600075,-0.846956,-0.082426,-1.124250,-0.035462
4.214086,vel_pos,0,0.010000,1,0.002101,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,0.018900,0.608344,-0.841050,-0.092010,-1.123292,-0.035462
4.216028,vel_pos,0,0.010000,1,0.002121,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,0.018900,0.608344,-0.841050,-0.092010,-1.123292,-0.035462
4.218029,vel_pos,0,0.010000,1,0.002141,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,0.055519,0.602437,-0.841050,-0.092010,-1.130959,-0.035462
4.220028,vel_pos,0,0.010000,1,0.002161,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,0.055519,0.602437,-0.841050,-0.092010,-1.130959,-0.033545
4.222052,vel_pos,0,0.010000,1,0.002181,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,0.055519,0.602437,-0.841050,-0.092010,-1.130959,-0.033545
4.224032,vel_pos,0,0.010000,1,0.002201,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,0.055519,0.602437,-0.833962,-0.081467,-1.130959,-0.037379
4.226029,vel_pos,0,0.010000,1,0.002221,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,0.055519,0.602437,-0.833962,-0.081467,-1.130959,-0.037379
4.228250,vel_pos,0,0.010000,1,0.002243,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,0.073237,0.591806,-0.841050,-0.091052,-1.120416,-0.034504
4.229978,vel_pos,0,0.010000,1,0.002260,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,0.073237,0.591806,-0.841050,-0.091052,-1.120416,-0.034504
4.232058,vel_pos,0,0.010000,1,0.002281,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,0.068512,0.591806,-0.844594,-0.091052,-1.116583,-0.034504
4.234031,vel_pos,0,0.010000,1,0.002301,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,0.068512,0.591806,-0.844594,-0.091052,-1.116583,-0.034504
4.236038,vel_pos,0,0.010000,1,0.002321,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,0.068512,0.591806,-0.844594,-0.091052,-1.116583,-0.034504
4.238039,vel_pos,0,0.010000,1,0.002341,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,0.068512,0.591806,-0.844594,-0.093927,-1.116583,-0.034504
4.240021,vel_pos,0,0.010000,1,0.002360,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,0.068512,0.591806,-0.844594,-0.093927,-1.116583,-0.047922
4.242994,vel_pos,0,0.010000,1,0.002390,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,0.077962,0.602437,-0.856406,-0.092969,-1.116583,-0.047922
4.244314,vel_pos,0,0.010000,1,0.002403,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,0.077962,0.602437,-0.856406,-0.092969,-1.113707,-0.040254
4.246037,vel_pos,0,0.010000,1,0.002421,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,0.077962,0.602437,-0.856406,-0.092969,-1.113707,-0.040254
4.248042,vel_pos,0,0.010000,1,0.002441,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,0.081506,0.607162,-0.832781,-0.089135,-1.122333,-0.040254
4.249991,vel_pos,0,0.010000,1,0.002460,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,0.081506,0.607162,-0.832781,-0.089135,-1.122333,-0.040254
4.252017,vel_pos,0,0.010000,1,0.002480,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,0.072056,0.607162,-0.832781,-0.089135,-1.122333,-0.040254
4.254050,vel_pos,0,0.010000,1,0.002501,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,0.072056,0.595350,-0.832781,-0.089135,-1.122333,-0.024919
4.256038,vel_pos,0,0.010000,1,0.002521,0.010000,15.000,1.000,0.000,0.000000,-0.003000,0.003000,0.002000,0.022000,0.001000,0.072056,0.595350,-0.832781,-0.089135,-1.122333,-0.024919
