t_s,q_ref_target_rad,omega_ref_target_rad_s,q_target_rad,qd_target_rad_s,tau_ff_target_nm,tau_pd_target_nm,tau_total_target_model_nm,tau_total_target_actual_nm
0.322038,0.036500,0.100000,0.005000,0.000000,3.180838,0.578620,3.759458,1.879729
0.327606,0.037000,0.100000,0.005000,0.000000,3.180838,0.586546,3.767384,1.883692
0.332278,0.037500,0.100000,0.005000,0.000000,3.180838,0.594472,3.775311,1.887655
0.337618,0.038000,0.100000,0.005000,0.000000,3.180838,0.602398,3.783237,1.891618
0.342815,0.038500,0.100000,0.005000,0.000000,3.180838,0.610325,3.791163,1.895582
0.347585,0.039000,0.100000,0.005000,0.000000,3.180838,0.618251,3.799089,1.899545
0.353303,0.039500,0.100000,0.005000,0.000000,3.180838,0.626177,3.807016,1.903508
0.358101,0.040000,0.100000,0.005000,0.000000,3.180838,0.634104,3.814942,1.907471
0.363197,0.040500,0.100000,0.005000,0.000000,3.180838,0.642030,3.822868,1.911434
0.368297,0.041000,0.100000,0.005000,0.000000,3.180838,0.649956,3.830795,1.915397
0.373389,0.041500,0.100000,0.005000,0.000000,3.180838,0.657882,3.838721,1.919360
0.378679,0.042000,0.100000,0.005000,0.000000,3.180838,0.665809,3.846647,1.923324
0.383995,0.042500,0.100000,0.005000,0.000000,3.180838,0.673735,3.854574,1.927287
0.388632,0.043000,0.100000,0.005000,0.000000,3.180838,0.681661,3.862500,1.931250
0.394215,0.043500,0.100000,0.005000,0.000000,3.180838,0.689588,3.870426,1.935213
0.399411,0.044000,0.100000,0.005000,0.005000,3.180838,0.693551,3.874389,1.937195
0.404677,0.044500,0.100000,0.005000,0.005000,3.180838,0.701477,3.882316,1.941158
0.409934,0.045000,0.100000,0.005000,0.000000,3.180838,0.713367,3.894205,1.947102
0.415179,0.045500,0.100000,0.005000,0.009000,3.180838,0.714159,3.894998,1.947499
0.420363,0.046000,0.100000,0.005000,0.009000,3.180838,0.722085,3.902924,1.951462
0.425213,0.046500,0.100000,0.005000,0.000000,3.180838,0.737145,3.917984,1.958992
0.431307,0.047000,0.100000,0.005000,0.000000,3.180838,0.745072,3.925910,1.962955
0.436717,0.047500,0.100000,0.005000,0.000000,3.180838,0.752998,3.933836,1.966918
0.441975,0.048000,0.100000,0.005000,0.000000,3.180838,0.760924,3.941763,1.970881
0.447636,0.048500,0.100000,0.005000,0.000000,3.180838,0.768851,3.949689,1.974845
0.452176,0.049000,0.100000,0.005000,0.000000,3.180838,0.776777,3.957615,1.978808
0.457273,0.049500,0.100000,0.005000,0.000000,3.180838,0.784703,3.965542,1.982771
0.462740,0.050000,0.100000,0.005000,0.000000,3.180838,0.792630,3.973468,1.986734
0.467815,0.050500,0.100000,0.005000,0.000000,3.180838,0.800556,3.981394,1.990697
0.472751,0.051000,0.100000,0.005000,0.000000,3.180838,0.808482,3.989321,1.994660
0.482397,0.051500,0.100000,0.005000,0.000000,3.180838,0.816408,3.997247,1.998623
0.487812,0.052000,0.100000,0.005000,0.000000,3.180838,0.824335,4.005173,2.002587
0.492921,0.052500,0.100000,0.005000,0.000000,3.180838,0.832261,4.013099,2.006550
0.501566,0.053000,0.100000,0.005000,0.000000,3.180838,0.840187,4.021026,2.010513
0.503187,0.053500,0.100000,0.005000,0.000000,3.180838,0.848114,4.028952,2.014476
0.508317,0.054000,0.100000,0.005000,0.000000,3.180838,0.856040,4.036878,2.018439
0.513380,0.054500,0.100000,0.005000,0.000000,3.180838,0.863966,4.044805,2.022402
0.519043,0.055000,0.100000,0.005000,0.000000,3.180838,0.871892,4.052731,2.026365
0.523914,0.055500,0.100000,0.005000,0.000000,3.180838,0.879819,4.060657,2.030329
0.529020,0.056000,0.100000,0.005000,0.000000,3.180838,0.887745,4.068583,2.034292
0.534299,0.056500,0.100000,0.005000,0.000000,3.180838,0.895671,4.076510,2.038255
0.539389,0.057000,0.100000,0.005000,0.000000,3.180838,0.903598,4.084436,2.042218
0.544498,0.057500,0.100000,0.005000,0.000000,3.180838,0.911524,4.092362,2.046181
0.549823,0.058000,0.100000,0.005000,0.000000,3.180838,0.919450,4.100289,2.050144
0.554992,0.058500,0.100000,0.005000,0.000000,3.180838,0.927377,4.108215,2.054107
0.560393,0.059000,0.100000,0.005000,0.000000,3.180838,0.935303,4.116141,2.058071
0.565527,0.059500,0.100000,0.005000,0.000000,3.180838,0.943229,4.124068,2.062034
0.570787,0.060000,0.100000,0.005000,0.000000,3.180838,0.951155,4.131994,2.065997
0.577120,0.060500,0.100000,0.005000,0.031000,3.180838,0.934510,4.115349,2.057674
0.582765,0.061000,0.100000,0.005000,0.000000,3.180838,0.967008,4.147846,2.073923
0.587794,0.061500,0.100000,0.005000,0.000000,3.180838,0.974934,4.155773,2.077886
0.592991,0.062000,0.100000,0.005000,0.000000,3.180838,0.982861,4.163699,2.081850
0.598060,0.062500,0.100000,0.005000,0.000000,3.180838,0.990787,4.171625,2.085813
0.603145,0.063000,0.100000,0.005000,0.006000,3.180838,0.993957,4.174796,2.087398
0.608355,0.063500,0.100000,0.005000,0.000000,3.180838,1.006639,4.187478,2.093739
0.613346,0.064000,0.100000,0.005000,0.000000,3.180838,1.014566,4.195404,2.097702
0.618645,0.064500,0.100000,0.005000,0.000000,3.180838,1.022492,4.203330,2.101665
0.623548,0.065000,0.100000,0.005000,0.000000,3.180838,1.030418,4.211257,2.105628
0.629130,0.065500,0.100000,0.005000,0.000000,3.180838,1.038345,4.219183,2.109592
0.634325,0.066000,0.100000,0.005000,0.000000,3.180838,1.046271,4.227109,2.113555
0.639856,0.066500,0.100000,0.005000,0.000000,3.180838,1.054197,4.235036,2.117518
0.645122,0.067000,0.100000,0.005000,0.000000,3.180838,1.062124,4.242962,2.121481
0.650329,0.067500,0.100000,0.005000,0.000000,3.180838,1.070050,4.250888,2.125444
0.656786,0.068000,0.100000,0.005000,0.000000,3.180838,1.077976,4.258815,2.129407
0.663104,0.068500,0.100000,0.005000,0.000000,3.180838,1.085902,4.266741,2.133370
0.668330,0.069000,0.100000,0.005000,0.000000,3.180838,1.093829,4.274667,2.137334
0.674487,0.069500,0.100000,0.005000,0.000000,3.180838,1.101755,4.282593,2.141297
0.682357,0.070000,0.100000,0.005000,0.000000,3.180838,1.109681,4.290520,2.145260
0.687466,0.070500,0.100000,0.005000,0.000000,3.180838,1.117608,4.298446,2.149223
0.692547,0.071000,0.100000,0.005000,0.000000,3.180838,1.125534,4.306372,2.153186
0.697609,0.071500,0.100000,0.005000,0.000000,3.180838,1.133460,4.314299,2.157149
0.702679,0.072000,0.100000,0.005000,0.000000,3.180838,1.141387,4.322225,2.161112
0.707899,0.072500,0.100000,0.005000,0.000000,3.180838,1.149313,4.330151,2.165076
0.713269,0.073000,0.100000,0.005000,0.000000,3.180838,1.157239,4.338078,2.169039
0.718592,0.073500,0.100000,0.005000,0.000000,3.180838,1.165165,4.346004,2.173002
0.724053,0.074000,0.100000,0.005000,0.000000,3.180838,1.173092,4.353930,2.176965
0.729140,0.074500,0.100000,0.005000,0.000000,3.180838,1.181018,4.361856,2.180928
0.737864,0.075000,0.100000,0.005000,0.000000,3.180838,1.188944,4.369783,2.184891
0.743088,0.075500,0.100000,0.005000,0.000000,3.180838,1.196871,4.377709,2.188854
0.748272,0.076000,0.100000,0.005000,0.000000,3.180838,1.204797,4.385635,2.192818
0.754051,0.076500,0.100000,0.005000,0.000000,3.180838,1.212723,4.393562,2.196781
0.758875,0.077000,0.100000,0.005000,0.000000,3.180838,1.220649,4.401488,2.200744
0.764505,0.077500,0.100000,0.005000,0.000000,3.180838,1.228576,4.409414,2.204707
0.769558,0.078000,0.100000,0.005000,0.000000,3.180838,1.236502,4.417340,2.208670
0.775453,0.078500,0.100000,0.005000,0.001000,3.180838,1.243636,4.424474,2.212237
0.780633,0.079000,0.100000,0.005000,0.002000,3.180838,1.250769,4.431608,2.215804
0.785831,0.079500,0.100000,0.005000,0.034000,3.180838,1.233332,4.414170,2.207085
0.794138,0.080000,0.100000,0.005000,0.040000,3.180838,1.236502,4.417340,2.208670
0.799486,0.080500,0.100000,0.006000,0.042000,3.179577,1.226990,4.406568,2.203284
0.805244,0.081000,0.100000,0.006000,0.042000,3.179577,1.234917,4.414494,2.207247
0.810468,0.081500,0.100000,0.006000,0.022000,3.179577,1.258696,4.438273,2.219136
0.816472,0.082000,0.100000,0.006000,0.018000,3.179577,1.269792,4.449370,2.224685
0.821429,0.082500,0.100000,0.006000,0.018000,3.179577,1.277719,4.457296,2.228648
0.826789,0.083000,0.100000,0.006000,0.020000,3.179577,1.284060,4.463637,2.231818
0.831622,0.083500,0.100000,0.006000,0.024000,3.179577,1.288816,4.468393,2.234196
0.836704,0.084000,0.100000,0.006000,0.024000,3.179577,1.296742,4.476319,2.238160
0.841802,0.084500,0.100000,0.006000,0.000000,3.179577,1.323691,4.503268,2.251634
0.847236,0.085000,0.100000,0.006000,0.000000,3.179577,1.331618,4.511195,2.255597
0.852177,0.085500,0.100000,0.006000,-0.020000,3.179577,1.355396,4.534974,2.267487
0.857170,0.086000,0.100000,0.006000,-0.020000,3.179577,1.363323,4.542900,2.271450
0.862833,0.086500,0.100000,0.006000,-0.007000,3.179577,1.360945,4.540522,2.270261
0.867794,0.087000,0.100000,0.006000,-0.003000,3.179577,1.365701,4.545278,2.272639
0.872594,0.087500,0.100000,0.006000,-0.003000,3.179577,1.373627,4.553204,2.276602
0.878051,0.088000,0.100000,0.006000,0.000000,3.179577,1.379175,4.558752,2.279376
0.882844,0.088500,0.100000,0.006000,0.000000,3.179577,1.387102,4.566679,2.283339
0.887930,0.089000,0.100000,0.006000,0.000000,3.179577,1.395028,4.574605,2.287303
0.893295,0.089500,0.100000,0.006000,0.000000,3.179577,1.402954,4.582531,2.291266
0.898985,0.090000,0.100000,0.006000,0.004000,3.179577,1.407710,4.587287,2.293644
0.906453,0.090500,0.100000,0.006000,0.000000,3.179577,1.418807,4.598384,2.299192
0.908810,0.091000,0.100000,0.006000,0.000000,3.179577,1.426733,4.606310,2.303155
0.914457,0.091500,0.100000,0.006000,0.000000,3.179577,1.434659,4.614237,2.307118
0.920481,0.092000,0.100000,0.006000,0.000000,3.179577,1.442586,4.622163,2.311081
0.927401,0.092500,0.100000,0.006000,0.000000,3.179577,1.450512,4.630089,2.315045
0.932606,0.093000,0.100000,0.006000,0.000000,3.179577,1.458438,4.638015,2.319008
0.937728,0.093500,0.100000,0.006000,0.000000,3.179577,1.466365,4.645942,2.322971
0.942917,0.094000,0.100000,0.006000,0.000000,3.179577,1.474291,4.653868,2.326934
0.948158,0.094500,0.100000,0.006000,0.000000,3.179577,1.482217,4.661794,2.330897
0.953828,0.095000,0.100000,0.006000,0.000000,3.179577,1.490143,4.669721,2.334860
0.959037,0.095500,0.100000,0.006000,0.000000,3.179577,1.498070,4.677647,2.338823
0.964468,0.096000,0.100000,0.006000,0.000000,3.179577,1.505996,4.685573,2.342787
0.970225,0.096500,0.100000,0.006000,0.000000,3.179577,1.513922,4.693499,2.346750
0.975357,0.097000,0.100000,0.006000,0.020000,3.179577,1.505996,4.685573,2.342787
0.980468,0.097500,0.100000,0.006000,0.020000,3.179577,1.513922,4.693499,2.346750
0.985708,0.098000,0.100000,0.006000,0.000000,3.179577,1.537701,4.717278,2.358639
0.990782,0.098500,0.100000,0.006000,0.000000,3.179577,1.545628,4.725205,2.362602
0.996170,0.099000,0.100000,0.006000,0.000000,3.179577,1.553554,4.733131,2.366565
1.001370,0.099500,0.100000,0.006000,0.000000,3.179577,1.561480,4.741057,2.370529
1.006667,0.100000,0.100000,0.006000,0.000000,3.179577,1.569406,4.748984,2.374492
1.011811,0.100500,0.100000,0.006000,0.000000,3.179577,1.577333,4.756910,2.378455
1.016990,0.101000,0.100000,0.006000,0.000000,3.179577,1.585259,4.764836,2.382418
1.021900,0.101500,0.100000,0.006000,0.000000,3.179577,1.593185,4.772762,2.386381
1.027404,0.102000,0.100000,0.006000,0.000000,3.179577,1.601112,4.780689,2.390344
1.032174,0.102500,0.100000,0.006000,0.000000,3.179577,1.609038,4.788615,2.394308
1.037204,0.103000,0.100000,0.006000,0.000000,3.179577,1.616964,4.796541,2.398271
1.042335,0.103500,0.100000,0.006000,0.000000,3.179577,1.624891,4.804468,2.402234
1.047366,0.104000,0.100000,0.006000,0.000000,3.179577,1.632817,4.812394,2.406197
1.052519,0.104500,0.100000,0.006000,0.000000,3.179577,1.640743,4.820320,2.410160
1.057526,0.105000,0.100000,0.006000,0.000000,3.179577,1.648669,4.828247,2.414123
1.062741,0.105500,0.100000,0.006000,0.000000,3.179577,1.656596,4.836173,2.418086
1.071399,0.106000,0.100000,0.006000,0.000000,3.179577,1.664522,4.844099,2.422050
1.073184,0.106500,0.100000,0.006000,0.000000,3.179577,1.672448,4.852025,2.426013
1.079217,0.107000,0.100000,0.006000,0.000000,3.179558,1.680330,4.859888,2.429944
1.083454,0.107500,0.100000,0.006000,0.000000,3.179539,1.688211,4.867751,2.433875
1.088796,0.108000,0.100000,0.006000,0.000000,3.179539,1.696137,4.875677,2.437838
1.094529,0.108500,0.100000,0.006000,0.000000,3.179539,1.704063,4.883602,2.441801
1.099704,0.109000,0.100000,0.006000,0.000000,3.179521,1.711944,4.891464,2.445732
1.104786,0.109500,0.100000,0.006000,0.000000,3.179502,1.719824,4.899326,2.449663
1.109951,0.110000,0.100000,0.006000,0.000000,3.179502,1.727749,4.907252,2.453626
1.115040,0.110500,0.100000,0.006000,0.000000,3.179484,1.735629,4.915113,2.457557
1.121692,0.111000,0.100000,0.006000,0.000000,3.179449,1.743462,4.922911,2.461455
1.126769,0.111500,0.100000,0.006000,0.000000,3.179431,1.751341,4.930772,2.465386
1.131890,0.112000,0.100000,0.006000,0.000000,3.179414,1.759219,4.938633,2.469317
1.137269,0.112500,0.100000,0.006000,0.000000,3.179414,1.767143,4.946557,2.473279
1.142150,0.113000,0.100000,0.006000,0.000000,3.179414,1.775068,4.954482,2.477241
1.147625,0.113500,0.100000,0.006000,0.000000,3.179414,1.782992,4.962406,2.481203
1.152659,0.114000,0.100000,0.006000,0.000000,3.179414,1.790916,4.970331,2.485165
1.157536,0.114500,0.100000,0.006000,0.000000,3.179414,1.798841,4.978255,2.489128
1.162611,0.115000,0.100000,0.006000,0.000000,3.179414,1.806765,4.986179,2.493090
1.168718,0.115500,0.100000,0.007000,0.001000,3.178152,1.798048,4.976200,2.488100
1.173602,0.116000,0.100000,0.007000,0.001000,3.178152,1.805973,4.984125,2.492062
1.179017,0.116500,0.100000,0.007000,0.000000,3.178152,1.814690,4.992842,2.496421
1.183777,0.117000,0.100000,0.007000,0.000000,3.178153,1.822616,5.000769,2.500385
1.188884,0.117500,0.100000,0.007000,0.000000,3.178153,1.830541,5.008693,2.504347
1.197006,0.118000,0.100000,0.007000,0.010000,3.178152,1.830538,5.008690,2.504345
1.201789,0.118500,0.100000,0.007000,0.024000,3.178152,1.827369,5.005521,2.502760
1.207107,0.119000,0.100000,0.007000,0.024000,3.178152,1.835293,5.013445,2.506723
1.212158,0.119500,0.100000,0.007000,0.044000,3.178152,1.827369,5.005521,2.502760
1.217637,0.120000,0.100000,0.008000,0.088000,3.176886,1.784577,4.961463,2.480732
1.222306,0.120500,0.100000,0.008000,0.088000,3.176886,1.792501,4.969388,2.484694
1.227913,0.121000,0.100000,0.008000,0.093000,3.176886,1.796463,4.973350,2.486675
1.232633,0.121500,0.100000,0.009000,0.137000,3.175618,1.753672,4.929289,2.464645
1.237709,0.122000,0.100000,0.010000,0.150000,3.174346,1.735445,4.909791,2.454896
1.242921,0.122500,0.100000,0.010000,0.150000,3.174346,1.743370,4.917716,2.458858
1.248828,0.123000,0.100000,0.011000,0.195000,3.173071,1.699786,4.872856,2.436428
1.253343,0.123500,0.100000,0.012000,0.156000,3.171793,1.722766,4.894559,2.447280
1.259053,0.124000,0.100000,0.012000,0.156000,3.171793,1.730691,4.902483,2.451242
1.264563,0.124500,0.100000,0.014000,0.193000,3.169227,1.677597,4.846824,2.423412
1.269879,0.125000,0.100000,0.015000,0.225000,3.167939,1.644315,4.812254,2.406127
1.275310,0.125500,0.100000,0.017000,0.267000,3.165354,1.587259,4.752613,2.376307
1.280459,0.126000,0.100000,0.017000,0.267000,3.165340,1.595141,4.760481,2.380241
1.285592,0.126500,0.100000,0.019000,0.230000,3.162743,1.600688,4.763431,2.381715
1.290682,0.127000,0.100000,0.021000,0.288000,3.160133,1.530955,4.691088,2.345544
1.295913,0.127500,0.100000,0.021000,0.288000,3.160133,1.538880,4.699012,2.349506
1.301083,0.128000,0.100000,0.025000,0.278000,3.154875,1.491334,4.646210,2.323105
1.306271,0.128500,0.100000,0.027000,0.322000,3.152228,1.432695,4.584923,2.292461
1.311291,0.129000,0.100000,0.027000,0.322000,3.152239,1.440657,4.592897,2.296448
1.316874,0.129500,0.100000,0.030000,0.341000,3.148244,1.385979,4.534223,2.267111
1.322753,0.130000,0.100000,0.032000,0.323000,3.145564,1.376470,4.522034,2.261017
1.327172,0.130500,0.100000,0.032000,0.323000,3.145564,1.384394,4.529958,2.264979
1.332368,0.131000,0.100000,0.034000,0.334000,3.142872,1.351904,4.494776,2.247388
1.337342,0.131500,0.100000,0.037000,0.348000,3.138810,1.301188,4.439998,2.219999
1.342439,0.132000,0.100000,0.039000,0.380000,3.136086,1.252057,4.388143,2.194071
1.348094,0.132500,0.100000,0.039000,0.380000,3.136086,1.259981,4.396067,2.198033
1.352813,0.133000,0.100000,0.042000,0.337000,3.131977,1.254434,4.386411,2.193205
1.358013,0.133500,0.100000,0.044000,0.342000,3.129222,1.226698,4.355920,2.177960
1.363277,0.134000,0.100000,0.047000,0.379000,3.125066,1.157756,4.282822,2.141411
1.368643,0.134500,0.100000,0.047000,0.379000,3.125066,1.165681,4.290747,2.145373
1.376247,0.135000,0.100000,0.049000,0.405000,3.122280,1.121304,4.243584,2.121792
1.379636,0.135500,0.100000,0.052000,0.389000,3.118077,1.094361,4.212438,2.106219
1.385032,0.136000,0.100000,0.052000,0.389000,3.118077,1.102285,4.220362,2.110181
1.390008,0.136500,0.100000,0.055000,0.351000,3.113846,1.092776,4.206622,2.103311
1.395577,0.137000,0.100000,0.057000,0.399000,3.111010,1.030966,4.141975,2.070988
1.400758,0.137500,0.100000,0.060000,0.399000,3.106732,0.991344,4.098076,2.049038
1.405947,0.138000,0.100000,0.060000,0.399000,3.106732,0.999268,4.106000,2.053000
1.418064,0.138500,0.100000,0.065000,0.313000,3.099541,0.996098,4.095639,2.047820
1.424509,0.139000,0.100000,0.068000,0.348000,3.095189,0.928741,4.023930,2.011965
1.429120,0.139500,0.100000,0.070000,0.401000,3.092272,0.862968,3.955240,1.977620
1.435272,0.140000,0.100000,0.073000,0.377000,3.087874,0.842365,3.930238,1.965119
1.440466,0.140500,0.100000,0.073000,0.377000,3.087874,0.850289,3.938163,1.969081
1.445522,0.141000,0.100000,0.075000,0.333000,3.084926,0.861383,3.946309,1.973155
1.453234,0.141500,0.100000,0.077000,0.271000,3.081966,0.886741,3.968707,1.984354
1.459017,0.142000,0.100000,0.080000,0.335000,3.077502,0.796403,3.873906,1.936953
1.464738,0.142500,0.100000,0.082000,0.337000,3.074512,0.771045,3.845557,1.922778
1.470259,0.143000,0.100000,0.084000,0.276000,3.071508,0.795611,3.867119,1.933560
1.476518,0.143500,0.100000,0.084000,0.276000,3.071508,0.803535,3.875043,1.937522
1.481745,0.144000,0.100000,0.086000,0.252000,3.068493,0.798780,3.867273,1.933637
1.489394,0.144500,0.100000,0.088000,0.265000,3.065465,0.764705,3.830171,1.915085
1.494302,0.145000,0.100000,0.089000,0.247000,3.063947,0.771045,3.834992,1.917496
1.499507,0.145500,0.100000,0.091000,0.250000,3.060901,0.744894,3.805795,1.902898
1.506170,0.146000,0.100000,0.093000,0.263000,3.057842,0.710819,3.768662,1.884331
1.511275,0.146500,0.100000,0.093000,0.263000,3.057842,0.718744,3.776586,1.888293
1.516564,0.147000,0.100000,0.094000,0.170000,3.056308,0.784516,3.840825,1.920412
1.528240,0.147500,0.100000,0.097000,0.182000,3.051689,0.735385,3.787074,1.893537
1.533330,0.148000,0.100000,0.098000,0.196000,3.050143,0.716367,3.766509,1.883255
1.538463,0.148500,0.100000,0.099000,0.196000,3.048594,0.708442,3.757036,1.878518
1.543577,0.149000,0.100000,0.099000,0.196000,3.048594,0.716367,3.764960,1.882480
1.548978,0.149500,0.100000,0.100000,0.059000,3.047042,0.817007,3.864048,1.932024
1.554608,0.150000,0.100000,0.100000,0.039000,3.047042,0.840780,3.887821,1.943911
1.562559,0.150500,0.100000,0.101000,0.088000,3.045487,0.794026,3.839512,1.919756
1.567571,0.151000,0.100000,0.101000,0.088000,3.045487,0.801950,3.847437,1.923718
1.573527,0.151500,0.100000,0.102000,0.129000,3.043928,0.761536,3.805464,1.902732
1.578414,0.152000,0.100000,0.102000,0.129000,3.043928,0.769460,3.813388,1.906694
1.583544,0.152500,0.100000,0.103000,0.072000,3.042367,0.806705,3.849072,1.924536
1.588791,0.153000,0.100000,0.103000,0.002000,3.042367,0.870100,3.912467,1.956234
1.593974,0.153500,0.100000,0.103000,0.002000,3.042367,0.878024,3.920392,1.960196
1.599357,0.154000,0.100000,0.103000,0.000000,3.042367,0.887534,3.929901,1.964950
1.604387,0.154500,0.100000,0.103000,0.006000,3.042367,0.890704,3.933071,1.966535
1.609615,0.155000,0.100000,0.103000,0.020000,3.042367,0.887534,3.929901,1.964950
1.614965,0.155500,0.100000,0.103000,0.020000,3.042367,0.895458,3.937825,1.968913
1.621731,0.156000,0.100000,0.103000,0.000000,3.042367,0.919231,3.961599,1.980799
1.627123,0.156500,0.100000,0.103000,0.000000,3.042367,0.927156,3.969523,1.984761
1.632741,0.157000,0.100000,0.103000,0.000000,3.042367,0.935080,3.977447,1.988724
1.637983,0.157500,0.100000,0.103000,0.000000,3.042367,0.943005,3.985372,1.992686
1.643520,0.158000,0.100000,0.103000,0.000000,3.042367,0.950929,3.993296,1.996648
1.649590,0.158500,0.100000,0.103000,0.000000,3.042361,0.958879,4.001240,2.000620
