t_s,q_ref_target_rad,omega_ref_target_rad_s,q_target_rad,tau_ff_target_nm,tau_total_target_est_nm
0.000076,0.006000,0.100000,0.006000,3.179669,3.179669
0.011201,0.007000,0.100000,0.006000,3.179649,3.180649
0.014374,0.008000,0.100000,0.006000,3.179649,3.181649
0.018703,0.009000,0.100000,0.006000,3.179649,3.182649
0.024231,0.010000,0.100000,0.006000,3.179669,3.183669
0.027607,0.011000,0.100000,0.006000,3.179669,3.184669
0.030964,0.012000,0.100000,0.006000,3.179669,3.185669
0.038572,0.013000,0.100000,0.006000,3.179649,3.186649
0.042005,0.014000,0.100000,0.006000,3.179649,3.187649
0.055020,0.015000,0.100000,0.005000,3.180912,3.190912
0.058527,0.016000,0.100000,0.005000,3.180912,3.191912
0.061963,0.017000,0.100000,0.005000,3.180912,3.192912
0.065216,0.018000,0.100000,0.005000,3.180912,3.193912
0.069358,0.019000,0.100000,0.005000,3.180912,3.194912
0.072689,0.020000,0.100000,0.004000,3.182171,3.198171
0.076416,0.021000,0.100000,0.004000,3.182150,3.199150
0.079994,0.022000,0.100000,0.004000,3.182150,3.200150
0.085575,0.023000,0.100000,0.004000,3.182150,3.201150
0.090539,0.024000,0.100000,0.004000,3.182130,3.202130
0.092068,0.025000,0.100000,0.004000,3.182130,3.203130
0.093545,0.026000,0.100000,0.004000,3.182130,3.204130
0.097038,0.027000,0.100000,0.004000,3.182130,3.205130
0.100359,0.028000,0.100000,0.004000,3.182130,3.206130
0.103758,0.029000,0.100000,0.004000,3.182130,3.207130
0.118003,0.030000,0.100000,0.004000,3.182130,3.208130
0.133114,0.031000,0.100000,0.004000,3.182130,3.209130
0.137578,0.032000,0.100000,0.004000,3.182130,3.210130
0.141902,0.033000,0.100000,0.004000,3.182130,3.211130
0.145166,0.034000,0.100000,0.004000,3.182130,3.212130
0.149034,0.035000,0.100000,0.004000,3.182130,3.213130
0.152297,0.036000,0.100000,0.004000,3.182130,3.214130
0.157882,0.037000,0.100000,0.004000,3.182130,3.215130
0.161206,0.038000,0.100000,0.004000,3.182130,3.216130
0.165723,0.039000,0.100000,0.004000,3.182129,3.217129
0.168983,0.040000,0.100000,0.004000,3.182129,3.218129
0.172470,0.041000,0.100000,0.004000,3.182128,3.219128
0.175780,0.042000,0.100000,0.004000,3.182128,3.220128
0.201767,0.043000,0.100000,0.004000,3.182119,3.221119
0.210060,0.044000,0.100000,0.004000,3.182116,3.222116
0.212351,0.045000,0.100000,0.004000,3.182116,3.223116
0.215904,0.046000,0.100000,0.004000,3.182116,3.224116
