time_s,joint1_angle_rad,joint2_angle_rad,joint3_angle_rad,joint4_angle_rad,joint5_angle_rad,joint6_angle_rad,joint1_vel_rad_s,joint2_vel_rad_s,joint3_vel_rad_s,joint4_vel_rad_s,joint5_vel_rad_s,joint6_vel_rad_s,joint1_acc_rad_s2,joint2_acc_rad_s2,joint3_acc_rad_s2,joint4_acc_rad_s2,joint5_acc_rad_s2,joint6_acc_rad_s2
0,0.000881965,0.532564355,-0.528328267,0.00180796,-0.527561788,0.000901653,-0.151823213,-0.23223925,-0.233206806,-0.184613348,-0.312752598,-0.120049045,7.903732334,9.172251571,8.792158906,7.10983394,9.040646693,5.441873117
0.0051,0.000209373,0.531498116,-0.529404123,0.000958491,-0.529039828,0.000360153,-0.11215051,-0.186110037,-0.188863157,-0.148591038,-0.26698401,-0.092307909,7.654190444,8.917635734,8.59750738,7.016562508,8.907819391,5.437003783
0.0102,-0.000264134,0.530663825,-0.530256359,0.000291523,-0.530286176,-3.99E-05,-0.073750471,-0.141279366,-0.14551223,-0.113044411,-0.22189284,-0.064591606,7.404648554,8.663019896,8.402855855,6.923291075,8.774992088,5.432134448
0.0153,-0.000545045,0.530054859,-0.530890036,-0.000195371,-0.531304287,-0.000298723,-0.036623095,-0.097747234,-0.103154027,-0.077973469,-0.17747909,-0.036900137,7.155106663,8.408404058,8.208204329,6.830019642,8.642164786,5.427265114
0.0204,-0.000639853,0.529664596,-0.531310217,-0.000504615,-0.532097615,-0.000416354,-0.000768383,-0.055513644,-0.061788546,-0.043378211,-0.13374276,-0.009233502,6.905564773,8.15378822,8.013552804,6.73674821,8.509337483,5.42239578
0.0256,-0.000555046,0.529486412,-0.531521966,-0.000638637,-0.532669615,-0.000392947,0.033813666,-0.014578595,-0.021415788,-0.009258637,-0.090683848,0.0184083,6.656022883,7.899172383,7.818901278,6.643476777,8.376510181,5.417526445
0.0307,-0.000297117,0.529513687,-0.531530346,-0.000599862,-0.533023742,-0.000228631,0.06712305,0.025057914,0.017964247,0.024385253,-0.048302356,0.046025268,6.406480993,7.644556545,7.624249752,6.550205344,8.243682879,5.412657111
0.0358,0.000127445,0.529739796,-0.531340419,-0.000390716,-0.53316345,7.65E-05,0.099159772,0.063395882,0.056351559,0.057553458,-0.006598283,0.073617402,6.156939103,7.389940707,7.429598227,6.456933911,8.110855576,5.407787777
0.0408,0.000712149,0.530158117,-0.530957248,-1.36E-05,-0.533092196,0.000522224,0.129923829,0.100435309,0.093746149,0.090245978,0.034428371,0.101184703,5.907397213,7.13532487,7.234946701,6.363662479,7.978028274,5.402918442
0.0459,0.001450505,0.530762028,-0.530385896,0.000528984,-0.532813432,0.00110851,0.159415223,0.136176196,0.130148016,0.122462815,0.074777606,0.12872717,5.657855322,6.880709032,7.040295176,6.270391046,7.845200971,5.398049108
