time_s,joint1_target_angle_rad,joint2_target_angle_rad,joint3_target_angle_rad,joint4_target_angle_rad,joint5_target_angle_rad,joint6_target_angle_rad,joint1_angle_rad,joint2_angle_rad,joint3_angle_rad,joint4_angle_rad,joint5_angle_rad,joint6_angle_rad,joint1_velocity_rad_s,joint2_velocity_rad_s,joint3_velocity_rad_s,joint4_velocity_rad_s,joint5_velocity_rad_s,joint6_velocity_rad_s,joint1_torque_nm,joint2_torque_nm,joint3_torque_nm,joint4_torque_nm,joint5_torque_nm,joint6_torque_nm,mode,excited_joint,freq_hz,amp_deg
0.0000,0.000000,0.523599,-0.523599,0.000000,0.000000,0.000000,0.000000,0.530000,-0.531000,0.000000,-0.008000,0.000000,0.000000,-0.001000,0.001000,-0.028000,0.032000,-0.007000,-0.005906,0.268144,-1.138725,-0.023003,-1.215302,-0.068049,single_joint_sine,2,0.3,30.0
0.0000,0.000000,0.523599,-0.523599,0.000000,0.000000,0.000000,0.000000,0.530000,-0.531000,0.000000,-0.008000,0.000000,0.000000,-0.001000,0.001000,-0.028000,0.032000,-0.007000,-0.005906,0.268144,-1.138725,-0.023003,-1.215302,-0.068049,single_joint_sine,2,0.3,30.0
0.0040,0.000000,0.527491,-0.523599,0.000000,0.000000,0.000000,0.000000,0.530000,-0.531000,0.000000,-0.008000,0.000000,0.000000,0.010000,0.000000,0.032000,0.005000,-0.107000,-0.005906,0.261056,-1.131637,-0.083384,-1.226803,-0.003834,single_joint_sine,2,0.3,30.0
0.0074,0.000000,0.530842,-0.523599,0.000000,0.000000,0.000000,0.000000,0.530000,-0.531000,0.000000,-0.008000,0.000000,0.000000,0.010000,0.000000,0.032000,0.005000,-0.107000,-0.011813,0.261056,-1.131637,-0.083384,-1.226803,-0.003834,single_joint_sine,2,0.3,30.0
0.0107,0.000000,0.534193,-0.523599,0.000000,0.000000,0.000000,0.000000,0.530000,-0.531000,0.000000,-0.008000,0.000000,0.000000,0.008000,0.000000,0.032000,0.005000,-0.107000,-0.005906,0.275231,-1.131637,-0.083384,-1.226803,-0.003834,single_joint_sine,2,0.3,30.0
0.0143,0.000000,0.537718,-0.523599,0.000000,0.000000,0.000000,0.000000,0.530000,-0.531000,0.000000,-0.008000,0.000000,0.000000,0.008000,0.001000,-0.005000,0.011000,0.059000,-0.005906,0.275231,-1.148175,-0.076675,-1.222011,-0.092010,single_joint_sine,2,0.3,30.0
0.0178,0.000000,0.541139,-0.523599,0.000000,0.000000,0.000000,0.000000,0.530000,-0.531000,0.000000,-0.008000,0.000000,0.000000,0.024000,0.002000,-0.015000,0.000000,0.003000,-0.005906,0.348469,-1.158806,-0.070925,-1.209551,-0.030670,single_joint_sine,2,0.3,30.0
0.0212,0.000000,0.544490,-0.523599,0.000000,0.000000,0.000000,0.000000,0.530000,-0.531000,0.000000,-0.008000,0.000000,0.000000,0.024000,-0.002000,0.036000,-0.026000,0.076000,-0.008269,0.348469,-1.157625,-0.070925,-1.212427,-0.090093,single_joint_sine,2,0.3,30.0
0.0248,0.000000,0.548051,-0.523599,0.000000,0.000000,0.000000,0.000000,0.530000,-0.531000,0.000000,-0.008000,0.000000,0.000000,0.024000,-0.002000,0.036000,-0.026000,0.076000,-0.008269,0.348469,-1.157625,-0.070925,-1.212427,-0.090093,single_joint_sine,2,0.3,30.0
0.0286,0.000000,0.551751,-0.523599,0.000000,0.000000,0.000000,0.000000,0.531000,-0.531000,0.000000,-0.008000,0.000000,0.000000,0.029000,-0.002000,0.036000,-0.026000,0.076000,-0.009450,0.484312,-1.157625,-0.070925,-1.212427,-0.090093,single_joint_sine,2,0.3,30.0
0.0320,0.000000,0.555102,-0.523599,0.000000,0.000000,0.000000,0.000000,0.531000,-0.531000,0.000000,-0.008000,0.000000,0.000000,0.114000,0.000000,0.023000,-0.007000,-0.205000,-0.003544,0.419344,-1.170619,-0.076675,-1.210510,0.032587,single_joint_sine,2,0.3,30.0
0.0354,0.000000,0.558523,-0.523599,0.000000,0.000000,0.000000,0.000000,0.531000,-0.531000,0.000000,-0.008000,0.000000,0.000000,0.114000,0.000000,0.023000,-0.007000,-0.205000,-0.003544,0.419344,-1.170619,-0.076675,-1.210510,0.032587,single_joint_sine,2,0.3,30.0
0.0394,0.000000,0.562415,-0.523599,0.000000,0.000000,0.000000,0.000000,0.532000,-0.531000,0.000000,-0.008000,0.000000,0.000000,0.119000,0.002000,-0.101000,-0.030000,0.040000,-0.003544,0.592988,-1.156444,-0.038338,-1.225845,-0.080509,single_joint_sine,2,0.3,30.0
0.0428,0.000000,0.565766,-0.523599,0.000000,0.000000,0.000000,0.000000,0.532000,-0.531000,0.000000,-0.008000,0.000000,0.001000,0.119000,0.002000,-0.101000,-0.030000,0.040000,-0.005906,0.592988,-1.156444,-0.038338,-1.225845,-0.080509,single_joint_sine,2,0.3,30.0
0.0462,0.000000,0.569100,-0.523599,0.000000,0.000000,0.000000,0.000000,0.533000,-0.531000,0.000000,-0.008000,0.000000,-0.001000,0.129000,0.000000,-0.023000,-0.005000,0.040000,-0.018900,0.817425,-1.129275,-0.059423,-1.205718,-0.080509,single_joint_sine,2,0.3,30.0
0.0496,0.000000,0.572503,-0.523599,0.000000,0.000000,0.000000,0.000000,0.533000,-0.531000,0.000000,-0.008000,0.000000,-0.001000,0.129000,0.000000,-0.023000,-0.005000,0.005000,-0.018900,0.817425,-1.129275,-0.059423,-1.205718,-0.050797,single_joint_sine,2,0.3,30.0
0.0531,0.000000,0.575906,-0.523599,0.000000,0.000000,0.000000,0.000000,0.534000,-0.531000,0.000000,-0.009000,0.000000,-0.001000,0.177000,0.002000,0.051000,-0.023000,-0.120000,-0.018900,0.763088,-1.144631,-0.071883,-1.149170,-0.050797,single_joint_sine,2,0.3,30.0
0.0565,0.000000,0.579292,-0.523599,0.000000,0.000000,0.000000,0.000000,0.534000,-0.531000,0.000000,-0.009000,0.000000,0.000000,0.177000,-0.004000,-0.026000,-0.034000,-0.011000,-0.005906,0.763088,-1.113919,-0.055590,-1.119458,-0.098719,single_joint_sine,2,0.3,30.0
0.0600,0.000000,0.582678,-0.523599,0.000000,0.000000,0.000000,0.000000,0.534000,-0.531000,0.000000,-0.009000,0.000000,0.000000,0.177000,-0.004000,-0.026000,-0.034000,-0.011000,-0.005906,0.763088,-1.113919,-0.055590,-1.119458,-0.098719,single_joint_sine,2,0.3,30.0
0.0635,0.000000,0.586064,-0.523599,0.000000,0.000000,0.000000,0.000000,0.535000,-0.531000,0.000000,-0.009000,0.000000,-0.002000,0.236000,-0.004000,-0.026000,-0.034000,-0.011000,-0.009450,0.903656,-1.113919,-0.055590,-1.119458,-0.098719,single_joint_sine,2,0.3,30.0
0.0668,0.000000,0.589398,-0.523599,0.000000,0.000000,0.000000,0.000000,0.537000,-0.531000,0.000000,-0.009000,0.000000,0.000000,0.279000,-0.002000,0.003000,-0.028000,0.107000,-0.003544,0.858769,-1.095019,-0.080509,-1.073453,-0.063257,single_joint_sine,2,0.3,30.0
0.0703,0.000000,0.592784,-0.523599,0.000000,0.000000,0.000000,0.000000,0.537000,-0.531000,0.000000,-0.009000,0.000000,0.000000,0.279000,-0.002000,0.003000,-0.028000,0.107000,-0.003544,0.858769,-1.095019,-0.080509,-1.073453,-0.063257,single_joint_sine,2,0.3,30.0
0.0738,0.000000,0.596152,-0.523599,0.000000,0.000000,0.000000,0.000000,0.539000,-0.531000,0.000000,-0.009000,0.000000,0.000000,0.291000,-0.002000,0.034000,-0.040000,0.074000,-0.003544,0.874125,-1.093837,-0.087218,-1.038949,-0.088176,single_joint_sine,2,0.3,30.0
0.0771,0.000000,0.599468,-0.523599,0.000000,0.000000,0.000000,0.000000,0.539000,-0.531000,0.000000,-0.009000,0.000000,0.000000,0.291000,-0.002000,-0.007000,-0.040000,0.074000,-0.007087,0.874125,-1.093837,-0.065174,-1.038949,-0.088176,single_joint_sine,2,0.3,30.0
0.0806,0.000000,0.602819,-0.523599,0.000000,0.000000,0.000000,0.000000,0.539000,-0.531000,0.000000,-0.009000,0.000000,0.000000,0.291000,-0.002000,-0.007000,-0.040000,0.074000,-0.007087,0.874125,-1.093837,-0.065174,-1.038949,-0.088176,single_joint_sine,2,0.3,30.0
0.0840,0.000000,0.606188,-0.523599,0.000000,0.000000,0.000000,0.000000,0.542000,-0.531000,0.000000,-0.010000,0.000000,-0.001000,0.331000,0.000000,-0.007000,-0.036000,-0.005000,-0.004725,0.928462,-1.089112,-0.065174,-1.010196,-0.060382,single_joint_sine,2,0.3,30.0
0.0875,0.000000,0.609556,-0.523599,0.000000,0.000000,0.000000,0.000000,0.544000,-0.531000,0.000000,-0.010000,0.000000,-0.001000,0.414000,-0.002000,0.000000,-0.030000,-0.015000,-0.004725,0.802069,-1.115100,-0.061340,-0.965149,-0.023961,single_joint_sine,2,0.3,30.0
0.0909,0.000000,0.612872,-0.523599,0.000000,0.000000,0.000000,0.000000,0.544000,-0.531000,0.000000,-0.010000,0.000000,0.000000,0.414000,-0.013000,0.000000,-0.030000,-0.015000,-0.011813,0.802069,-1.087931,-0.061340,-0.965149,-0.023961,single_joint_sine,2,0.3,30.0
0.0943,0.000000,0.616223,-0.523599,0.000000,0.000000,0.000000,0.000000,0.544000,-0.531000,0.000000,-0.010000,0.000000,0.000000,0.414000,-0.013000,0.011000,-0.003000,-0.076000,-0.011813,0.802069,-1.087931,-0.082426,-0.959398,-0.008626,single_joint_sine,2,0.3,30.0
0.0978,0.000000,0.619574,-0.523599,0.000000,0.000000,0.000000,0.000000,0.547000,-0.531000,0.000000,-0.010000,0.000000,0.000000,0.429000,-0.013000,0.011000,-0.003000,-0.076000,-0.010631,0.842231,-1.087931,-0.082426,-0.959398,-0.008626,single_joint_sine,2,0.3,30.0
0.1012,0.000000,0.622891,-0.523599,0.000000,0.000000,0.000000,0.000000,0.551000,-0.531000,0.000000,-0.010000,0.000000,0.003000,0.506000,-0.007000,-0.009000,0.001000,-0.076000,-0.015356,0.628425,-1.104469,-0.038338,-0.966108,-0.008626,single_joint_sine,2,0.3,30.0
0.1047,0.000000,0.626224,-0.523599,0.000000,0.000000,0.000000,0.000000,0.551000,-0.531000,0.000000,-0.010000,0.000000,0.003000,0.506000,-0.007000,-0.009000,0.001000,0.019000,-0.015356,0.628425,-1.104469,-0.038338,-0.966108,-0.079551,single_joint_sine,2,0.3,30.0
0.1090,0.000000,0.630395,-0.523599,0.000000,0.000000,0.000000,0.000000,0.554000,-0.531000,0.000000,-0.010000,0.000000,0.003000,0.464000,-0.002000,0.024000,0.007000,-0.003000,-0.015356,0.817425,-1.117462,-0.090093,-0.977609,-0.059423,single_joint_sine,2,0.3,30.0
