time_s,tau_cmd_j1,tau_cmd_j2,tau_cmd_j3,tau_cmd_j4,tau_cmd_j5,tau_cmd_j6,tau_meas_j1,tau_meas_j2,tau_meas_j3,tau_meas_j4,tau_meas_j5,tau_meas_j6
0.0016841404139995575,-2.168404344971009e-17,3.2123156455873785,-2.8025274892854806,0.0004924757732405814,-0.228714639609757,3.63519693098104e-06,0.004725,-0.004725,0.023625,-0.001533504,0.0023002559999999997,0.0
0.012247582897543907,-2.168404344971009e-17,3.2123156455873785,-2.8025274892854806,0.0004924757732405814,-0.228714639609757,3.63519693098104e-06,-0.00945,1.0583999999999998,-0.911925,0.0,-0.0038337599999999994,0.001533504
0.023586560040712357,-2.190088388420719e-17,3.211777876541538,-2.8025274892854806,0.0004924757732405814,-0.228714639609757,3.63519693098104e-06,0.118125,2.3152500000000003,-1.998675,0.015335039999999998,-0.17788646400000002,0.01150128
0.034426456317305565,-2.168404344971009e-17,3.211234093190834,-2.8025274892854806,0.0004924757732405814,-0.228714639609757,3.63519693098104e-06,0.14175000000000001,3.246075,-3.2791499999999996,0.016868544,-0.23462611200000003,0.022235808000000003
0.04639367572963238,-2.168404344971009e-17,3.211234093190834,-2.8025274892854806,0.0004924757732405814,-0.228714639609757,3.63519693098104e-06,0.14175000000000001,2.6365499999999997,-2.6271,0.026069567999999998,-0.213157056,0.0191688
0.05628476291894913,-1.1492543028346347e-17,3.2101888742648192,-2.8030229110997094,0.0004601758502656983,-0.22871358592096475,3.6351518846754794e-06,0.13702499999999998,3.05235,-2.641275,0.026069567999999998,-0.24152687999999997,0.024536064
0.06576185114681721,-1.0191500421363742e-17,3.2101286349256983,-2.8030831504388294,0.000427820320576317,-0.22877277498209977,3.6361584614710994e-06,0.13229999999999997,2.9673,-2.646,0.026069567999999998,-0.24152687999999997,0.02300256
0.0760206151753664,-1.0191500421363742e-17,3.2101286349256983,-2.8030831504388294,0.000427820320576317,-0.22877277498209977,3.6361584614710994e-06,0.10394999999999999,2.88225,-2.603475,0.028369824,-0.20548953600000003,0.023769312
0.08612002432346344,-1.0191500421363742e-17,3.2101286349256983,-2.8030831504388294,0.000427820320576317,-0.22877277498209977,3.6361584614710994e-06,0.118125,2.924775,-2.641275,0.025302816,-0.20548953600000003,0.024536064
0.09645950049161911,-1.1492543028346347e-17,3.2101888742648192,-2.8030229110997094,0.0004601758502656983,-0.22871358592096475,3.6351518846754794e-06,0.127575,2.849175,-2.65545,0.026836320000000004,-0.22312483199999997,0.022235808000000003
0.10652842000126839,-1.0191500421363742e-17,3.2101286349256983,-2.8030831504388294,0.000427820320576317,-0.22877277498209977,3.6361584614710994e-06,0.12285,2.7971999999999997,-2.622375,0.02300256,-0.23155910399999996,0.022235808000000003
0.11639313027262688,-1.0191500421363742e-17,3.2101286349256983,-2.8030831504388294,0.000427820320576317,-0.22877277498209977,3.6361584614710994e-06,0.12285,2.8539,-2.61765,0.026069567999999998,-0.21852432,0.026069567999999998
0.12663636356592178,-1.0191500421363742e-17,3.2101286349256983,-2.8030831504388294,0.000427820320576317,-0.22877277498209977,3.6361584614710994e-06,0.1512,2.8728,-2.6271,0.028369824,-0.23232585599999997,0.025302816
0.13610795512795448,-1.0191500421363742e-17,3.2101286349256983,-2.8030831504388294,0.000427820320576317,-0.22877277498209977,3.6361584614710994e-06,0.127575,2.896425,-2.6271,0.028369824,-0.22312483199999997,0.024536064
0.14560127817094326,-1.0191500421363742e-17,3.2101286349256983,-2.8030831504388294,0.000427820320576317,-0.22877277498209977,3.6361584614710994e-06,0.127575,2.896425,-2.6837999999999997,0.026069567999999998,-0.22542508800000002,0.02300256
0.1561309564858675,-1.0191500421363742e-17,3.2101286349256983,-2.8030831504388294,0.000427820320576317,-0.22877277498209977,3.6361584614710994e-06,0.11339999999999999,2.88225,-2.641275,0.026836320000000004,-0.22389158400000003,0.02300256
0.16702417470514774,-1.0191500421363742e-17,3.2101286349256983,-2.8030831504388294,0.000427820320576317,-0.22877277498209977,3.6361584614710994e-06,0.118125,2.86335,-2.67435,0.026069567999999998,-0.22619183999999998,0.024536064
0.1770385429263115,-1.0191500421363742e-17,3.2101286349256983,-2.8030831504388294,0.000427820320576317,-0.22877277498209977,3.6361584614710994e-06,0.089775,2.877525,-2.61765,0.025302816,-0.228492096,0.026069567999999998
0.1872251946479082,-1.0191500421363742e-17,3.2101286349256983,-2.8030831504388294,0.000427820320576317,-0.22877277498209977,3.6361584614710994e-06,0.13229999999999997,2.90115,-2.6271,0.032203584,-0.226958592,0.023769312
0.19799857772886753,-1.0191500421363742e-17,3.2101286349256983,-2.8030831504388294,0.000427820320576317,-0.22877277498209977,3.6361584614710994e-06,0.11339999999999999,2.886975,-2.6271,0.030670079999999995,-0.23539286400000003,-0.005367264
0.2066511232405901,-1.0191500421363742e-17,3.2101286349256983,-2.8030831504388294,0.000427820320576317,-0.22877277498209977,3.6361584614710994e-06,0.11339999999999999,2.9673,-2.5656749999999997,0.009201023999999999,-0.228492096,0.027603072
0.2166333831846714,-1.0191500421363742e-17,3.2101286349256983,-2.8030831504388294,0.000427820320576317,-0.22877277498209977,3.6361584614710994e-06,0.1512,2.9106,-2.6365499999999997,0.039871104,-0.227725344,0.026836320000000004
0.2265369687229395,-1.0191500421363742e-17,3.2101286349256983,-2.8030831504388294,0.000427820320576317,-0.22877277498209977,3.6361584614710994e-06,0.1512,2.8728,-2.7074249999999997,0.009201023999999999,-0.2300256,0.030670079999999995
0.23653866350650787,-1.0191500421363742e-17,3.2101286349256983,-2.8030831504388294,0.000427820320576317,-0.22877277498209977,3.6361584614710994e-06,0.127575,2.858625,-2.603475,0.021469056,-0.22312483199999997,0.023769312
0.24649281613528728,-1.0191500421363742e-17,3.2101286349256983,-2.8030831504388294,0.000427820320576317,-0.22877277498209977,3.6361584614710994e-06,0.127575,2.8539,-2.6365499999999997,0.023769312,-0.220057824,0.023769312
