time_s,joint1_angle_rad,joint2_angle_rad,joint3_angle_rad,joint4_angle_rad,joint5_angle_rad,joint6_angle_rad,joint1_velocity_rad_s,joint2_velocity_rad_s,joint3_velocity_rad_s,joint4_velocity_rad_s,joint5_velocity_rad_s,joint6_velocity_rad_s,joint1_torque_nm,joint2_torque_nm,joint3_torque_nm,joint4_torque_nm,joint5_torque_nm,joint6_torque_nm
0.0000,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,-0.002000,-0.003000,-0.011000,-0.013000,-0.013000,0.005000,-0.125213,-0.680400,-0.864675,0.014377,-0.587524,-0.006709
0.0021,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,-0.002000,-0.003000,-0.011000,-0.013000,-0.013000,0.005000,-0.125213,-0.680400,-0.864675,0.014377,-0.587524,-0.006709
0.0049,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.005000,-0.003000,-0.001000,-0.001000,-0.013000,-0.001000,-0.145294,-0.680400,-0.868219,0.009584,-0.587524,-0.005751
0.0069,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.005000,-0.003000,-0.001000,-0.001000,-0.013000,-0.001000,-0.145294,-0.680400,-0.868219,0.009584,-0.587524,-0.005751
0.0090,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.000000,-0.003000,-0.001000,-0.001000,-0.013000,-0.001000,-0.145294,-0.680400,-0.868219,0.009584,-0.587524,-0.005751
0.0111,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.000000,0.000000,-0.001000,-0.011000,-0.009000,0.003000,-0.145294,-0.693394,-0.868219,0.006709,-0.579856,-0.030670
0.0132,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.000000,0.000000,-0.001000,-0.011000,-0.009000,0.003000,-0.145294,-0.693394,-0.868219,0.006709,-0.579856,-0.030670
0.0152,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.001000,0.000000,0.000000,-0.011000,0.009000,0.003000,-0.134662,-0.698119,-0.856406,0.006709,-0.581773,-0.030670
0.0173,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.001000,0.000000,0.000000,-0.011000,0.009000,0.003000,-0.134662,-0.698119,-0.856406,0.006709,-0.581773,-0.030670
0.0194,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.001000,0.000000,-0.002000,0.021000,0.009000,0.003000,-0.134662,-0.679219,-0.851681,0.004792,-0.581773,-0.030670
0.0215,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.001000,0.000000,-0.002000,0.021000,0.011000,-0.003000,-0.134662,-0.679219,-0.851681,0.004792,-0.579856,-0.013418
0.0237,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.001000,0.000000,-0.002000,0.021000,0.011000,-0.003000,-0.134662,-0.679219,-0.851681,0.004792,-0.579856,-0.013418
0.0258,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.001000,0.000000,0.000000,-0.005000,0.011000,-0.007000,-0.150019,-0.679219,-0.855225,0.005751,-0.579856,-0.009584
0.0279,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.001000,0.000000,0.000000,-0.005000,0.011000,-0.007000,-0.150019,-0.679219,-0.855225,0.005751,-0.579856,-0.009584
0.0299,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.000000,-0.001000,0.000000,0.000000,0.007000,0.000000,-0.146475,-0.678037,-0.855225,0.006709,-0.569313,-0.012460
0.0320,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.000000,-0.001000,0.000000,0.000000,0.007000,0.000000,-0.146475,-0.678037,-0.855225,0.006709,-0.569313,-0.012460
0.0343,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.000000,0.000000,0.000000,0.000000,0.007000,0.000000,-0.146475,-0.687487,-0.855225,0.006709,-0.569313,-0.012460
0.0364,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.000000,0.000000,0.005000,0.000000,0.001000,0.000000,-0.146475,-0.687487,-0.864675,0.006709,-0.536726,-0.012460
0.0385,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.000000,0.000000,0.005000,0.000000,0.001000,0.000000,-0.146475,-0.687487,-0.864675,0.006709,-0.536726,-0.012460
0.0405,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.000000,0.000000,0.000000,0.017000,0.001000,-0.001000,-0.142931,-0.687487,-0.868219,0.009584,-0.536726,-0.015335
0.0426,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.000000,0.000000,0.000000,0.017000,0.001000,-0.001000,-0.142931,-0.687487,-0.868219,0.009584,-0.536726,-0.015335
0.0448,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.000000,0.005000,-0.004000,0.000000,-0.009000,0.001000,-0.133481,-0.688669,-0.877669,0.014377,-0.576022,0.026836
0.0469,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.000000,0.005000,-0.004000,0.000000,-0.009000,0.001000,-0.133481,-0.688669,-0.877669,0.014377,-0.576022,0.026836
0.0495,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.003000,0.004000,-0.004000,0.000000,0.007000,0.001000,-0.148837,-0.688669,-0.877669,0.014377,-0.583690,0.026836
0.0516,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.003000,0.004000,-0.004000,0.000000,0.007000,0.001000,-0.148837,-0.688669,-0.877669,0.014377,-0.583690,0.026836
0.0537,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.003000,0.004000,-0.004000,0.000000,0.007000,0.001000,-0.148837,-0.688669,-0.877669,0.014377,-0.583690,0.026836
0.0557,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.003000,0.002000,0.000000,0.015000,0.005000,-0.007000,-0.148837,-0.688669,-0.876487,-0.008626,-0.571230,-0.042171
0.0578,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.003000,0.002000,0.000000,0.015000,0.005000,-0.007000,-0.148837,-0.688669,-0.876487,-0.008626,-0.571230,-0.042171
0.0599,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.002000,0.002000,0.002000,-0.021000,0.005000,0.023000,-0.148837,-0.688669,-0.869400,0.026836,-0.571230,-0.023961
0.0619,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.002000,0.002000,0.002000,-0.021000,0.005000,0.023000,-0.148837,-0.688669,-0.869400,0.026836,-0.571230,-0.023961
0.0647,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.000000,0.001000,0.002000,-0.021000,0.005000,0.023000,-0.150019,-0.693394,-0.869400,0.026836,-0.571230,-0.023961
0.0668,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.000000,0.001000,0.002000,0.030000,0.000000,-0.009000,-0.150019,-0.693394,-0.869400,0.003834,-0.573147,-0.005751
0.0691,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.000000,0.001000,0.002000,0.030000,0.000000,-0.009000,-0.150019,-0.693394,-0.869400,0.003834,-0.573147,-0.005751
0.0711,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.000000,0.003000,0.008000,0.030000,-0.001000,-0.009000,-0.150019,-0.704025,-0.877669,0.003834,-0.561646,-0.005751
0.0736,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.000000,0.003000,0.008000,0.030000,-0.001000,-0.009000,-0.150019,-0.704025,-0.877669,0.003834,-0.561646,-0.005751
0.0756,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.001000,0.003000,0.003000,-0.007000,-0.001000,0.007000,-0.148837,-0.704025,-0.862312,0.007668,-0.561646,-0.010543
0.0777,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.001000,0.003000,0.003000,-0.007000,-0.001000,0.007000,-0.148837,-0.704025,-0.862312,0.007668,-0.561646,-0.010543
0.0798,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,-0.004000,0.002000,0.003000,-0.007000,-0.001000,0.007000,-0.131119,-0.698119,-0.862312,0.007668,-0.561646,-0.010543
0.0819,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,-0.004000,0.002000,0.003000,-0.013000,0.005000,-0.001000,-0.131119,-0.698119,-0.862312,0.015335,-0.562604,0.019169
0.0846,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.000000,0.000000,0.000000,0.023000,0.005000,-0.001000,-0.133481,-0.688669,-0.864675,0.003834,-0.562604,0.019169
0.0867,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.000000,0.000000,0.000000,0.023000,0.026000,-0.001000,-0.133481,-0.688669,-0.864675,0.003834,-0.577939,0.019169
0.0894,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.000000,0.000000,0.000000,0.023000,0.026000,-0.001000,-0.133481,-0.688669,-0.864675,0.003834,-0.577939,0.019169
0.0914,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.000000,0.002000,0.000000,0.023000,-0.017000,-0.003000,-0.133481,-0.691031,-0.857587,0.003834,-0.574106,-0.019169
0.0936,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.000000,0.002000,0.000000,0.023000,-0.017000,-0.003000,-0.133481,-0.691031,-0.857587,0.003834,-0.574106,-0.019169
0.0957,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,-0.002000,0.002000,0.000000,-0.021000,-0.017000,0.023000,-0.119306,-0.691031,-0.868219,0.009584,-0.574106,-0.036421
0.0977,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,-0.002000,0.002000,0.000000,-0.021000,-0.017000,0.023000,-0.119306,-0.691031,-0.868219,0.009584,-0.574106,-0.036421
0.0998,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.000000,-0.002000,0.000000,-0.005000,-0.013000,-0.009000,-0.133481,-0.699300,-0.868219,0.007668,-0.569313,-0.004792
0.1019,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.000000,-0.002000,0.000000,-0.005000,-0.013000,-0.009000,-0.133481,-0.699300,-0.868219,0.007668,-0.569313,-0.004792
0.1040,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.000000,-0.002000,0.000000,-0.005000,-0.013000,-0.009000,-0.133481,-0.699300,-0.868219,0.007668,-0.569313,-0.004792
0.1061,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.000000,-0.003000,-0.004000,-0.005000,-0.003000,-0.009000,-0.133481,-0.689850,-0.850500,0.007668,-0.571230,-0.004792
0.1082,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.000000,-0.003000,-0.004000,-0.005000,-0.003000,-0.009000,-0.133481,-0.689850,-0.850500,0.007668,-0.571230,-0.004792
0.1103,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.000000,-0.003000,-0.002000,0.005000,-0.003000,-0.013000,-0.133481,-0.689850,-0.856406,0.002875,-0.571230,-0.000958
0.1123,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.000000,-0.003000,-0.002000,0.005000,-0.003000,-0.013000,-0.133481,-0.689850,-0.856406,0.002875,-0.571230,-0.000958
0.1144,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,-0.003000,0.002000,0.000000,0.005000,-0.003000,-0.013000,-0.129938,-0.708750,-0.875306,0.002875,-0.571230,-0.000958
0.1165,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,-0.003000,0.002000,0.000000,-0.003000,-0.007000,-0.009000,-0.129938,-0.708750,-0.875306,0.014377,-0.571230,-0.006709
0.1196,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,-0.001000,0.002000,0.000000,-0.003000,-0.007000,-0.009000,-0.129938,-0.708750,-0.875306,0.014377,-0.571230,-0.006709
0.1216,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,-0.001000,0.000000,0.000000,0.001000,-0.003000,-0.009000,-0.129938,-0.709931,-0.875306,0.019169,-0.562604,-0.006709
0.1241,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,-0.001000,0.000000,0.000000,0.001000,-0.003000,-0.009000,-0.129938,-0.709931,-0.875306,0.019169,-0.562604,-0.006709
0.1262,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,-0.001000,-0.002000,0.000000,0.001000,0.011000,0.000000,-0.129938,-0.706387,-0.863494,0.019169,-0.556854,-0.013418
0.1287,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,-0.001000,-0.002000,0.000000,0.001000,0.011000,0.000000,-0.129938,-0.706387,-0.863494,0.019169,-0.556854,-0.013418
0.1307,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.002000,-0.002000,-0.002000,0.001000,0.011000,0.013000,-0.140569,-0.706387,-0.881212,0.006709,-0.556854,0.004792
0.1328,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.002000,-0.002000,-0.002000,0.001000,0.011000,0.013000,-0.140569,-0.706387,-0.881212,0.006709,-0.556854,0.004792
0.1349,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.002000,-0.002000,-0.002000,-0.003000,0.015000,-0.009000,-0.140569,-0.695756,-0.881212,0.009584,-0.561646,-0.002875
0.1369,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.002000,-0.002000,-0.002000,-0.003000,0.015000,-0.009000,-0.140569,-0.695756,-0.881212,0.009584,-0.561646,-0.002875
0.1394,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.002000,0.001000,-0.002000,-0.003000,0.015000,-0.009000,-0.140569,-0.724106,-0.881212,0.009584,-0.561646,-0.002875
0.1415,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.002000,0.001000,0.008000,-0.003000,0.011000,-0.009000,-0.140569,-0.724106,-0.880031,0.009584,-0.570272,-0.002875
0.1438,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.002000,0.001000,0.008000,-0.003000,0.011000,-0.009000,-0.140569,-0.724106,-0.880031,0.009584,-0.570272,-0.002875
0.1459,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.004000,0.001000,0.005000,-0.007000,0.011000,-0.007000,-0.138206,-0.724106,-0.885937,0.017252,-0.570272,-0.015335
0.1479,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.004000,0.001000,0.005000,-0.007000,0.011000,-0.007000,-0.138206,-0.724106,-0.885937,0.017252,-0.570272,-0.015335
0.1500,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.000000,0.005000,-0.004000,-0.007000,-0.015000,-0.005000,-0.138206,-0.704025,-0.883575,0.018210,-0.543435,-0.006709
0.1521,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.000000,0.005000,-0.004000,-0.007000,-0.015000,-0.005000,-0.138206,-0.704025,-0.883575,0.018210,-0.543435,-0.006709
0.1542,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.000000,0.005000,-0.004000,-0.007000,-0.015000,-0.005000,-0.138206,-0.704025,-0.883575,0.018210,-0.543435,-0.006709
0.1562,0.000000,1.392000,-0.354000,0.002000,-0.006000,0.000000,-0.001000,0.000000,-0.004000,-0.011000,0.023000,-0.005000,-0.147656,-0.700481,-0.883575,0.008626,-0.557812,-0.006709
0.1585,0.000000,1.392000,-0.354000,0.002000,-0.006000,0.000000,-0.001000,0.000000,-0.004000,-0.011000,0.023000,-0.005000,-0.147656,-0.700481,-0.883575,0.008626,-0.557812,-0.006709
0.1606,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,-0.001000,-0.005000,-0.002000,-0.011000,0.009000,0.000000,-0.147656,-0.701662,-0.885937,0.008626,-0.552061,0.000958
0.1627,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,-0.001000,-0.005000,-0.002000,-0.011000,0.009000,0.000000,-0.147656,-0.701662,-0.885937,0.008626,-0.552061,0.000958
0.1647,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.002000,-0.005000,0.000000,0.001000,0.009000,0.000000,-0.145294,-0.701662,-0.883575,0.009584,-0.552061,0.000000
0.1668,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.002000,-0.005000,0.000000,0.001000,0.009000,0.000000,-0.145294,-0.701662,-0.883575,0.009584,-0.552061,0.000000
0.1689,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.002000,-0.005000,0.000000,0.001000,0.009000,0.000000,-0.145294,-0.701662,-0.883575,0.009584,-0.552061,0.000000
0.1710,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.000000,0.000000,0.000000,-0.003000,0.001000,0.000000,-0.153562,-0.727650,-0.883575,0.016293,-0.554937,-0.012460
0.1731,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.000000,0.000000,0.000000,-0.003000,0.001000,0.000000,-0.153562,-0.727650,-0.883575,0.016293,-0.554937,-0.012460
0.1751,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.000000,0.002000,-0.002000,-0.003000,-0.005000,0.000000,-0.153562,-0.699300,-0.877669,0.016293,-0.551103,-0.012460
0.1772,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.000000,0.002000,-0.002000,-0.003000,-0.005000,0.000000,-0.153562,-0.699300,-0.877669,0.016293,-0.551103,-0.012460
0.1799,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.001000,0.002000,-0.003000,-0.001000,-0.005000,0.059000,-0.132300,-0.699300,-0.874125,0.015335,-0.551103,0.004792
0.1819,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.001000,0.002000,-0.003000,-0.001000,-0.005000,0.059000,-0.132300,-0.699300,-0.874125,0.015335,-0.551103,0.004792
0.1841,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.001000,0.002000,-0.003000,-0.001000,-0.005000,0.059000,-0.132300,-0.699300,-0.874125,0.015335,-0.551103,0.004792
0.1861,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.000000,0.002000,0.000000,0.026000,0.001000,-0.069000,-0.135844,-0.713475,-0.876487,-0.006709,-0.558771,0.008626
0.1885,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,0.000000,0.002000,0.000000,0.026000,0.001000,-0.069000,-0.135844,-0.713475,-0.876487,-0.006709,-0.558771,0.008626
0.1906,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,-0.001000,-0.001000,0.000000,-0.023000,-0.005000,-0.069000,-0.131119,-0.715838,-0.876487,0.014377,-0.552061,0.008626
0.1926,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,-0.001000,-0.001000,0.000000,-0.023000,-0.005000,-0.069000,-0.131119,-0.715838,-0.876487,0.014377,-0.552061,0.008626
0.1950,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,-0.001000,-0.002000,0.003000,-0.023000,-0.009000,-0.069000,-0.131119,-0.704025,-0.872944,0.014377,-0.544394,0.008626
0.1971,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,-0.001000,-0.002000,0.003000,-0.023000,-0.009000,-0.023000,-0.131119,-0.704025,-0.872944,0.014377,-0.544394,-0.004792
0.1991,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,-0.003000,-0.002000,0.003000,-0.023000,-0.009000,-0.023000,-0.121669,-0.704025,-0.872944,0.014377,-0.544394,-0.004792
0.2012,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,-0.003000,-0.002000,-0.004000,-0.001000,-0.009000,0.001000,-0.121669,-0.704025,-0.870581,0.013418,-0.544394,-0.015335
0.2033,0.000000,1.392000,-0.354000,0.002000,-0.007000,0.000000,-0.003000,-0.002000,-0.004000,-0.001000,-0.009000,0.001000,-0.121669,-0.704025,-0.870581,0.013418,-0.544394,-0.015335
0.2053,0.000000,1.392000,-0.354000,0.002000,-0.006000,0.000000,0.000000,0.000000,-0.004000,-0.011000,0.017000,0.007000,-0.141750,-0.722925,-0.870581,0.002875,-0.561646,-0.012460
0.2074,0.000000,1.392000,-0.354000,0.002000,-0.006000,0.000000,0.000000,0.000000,-0.004000,-0.011000,0.017000,0.007000,-0.141750,-0.722925,-0.870581,0.002875,-0.561646,-0.012460
0.2095,0.000000,1.392000,-0.354000,0.002000,-0.006000,0.000000,0.000000,-0.002000,0.000000,-0.011000,0.017000,0.007000,-0.141750,-0.713475,-0.878850,0.002875,-0.561646,-0.012460
0.2116,0.000000,1.392000,-0.354000,0.002000,-0.006000,0.000000,0.000000,-0.002000,0.000000,-0.011000,-0.005000,0.007000,-0.141750,-0.713475,-0.878850,0.002875,-0.555895,-0.012460
0.2136,0.000000,1.392000,-0.354000,0.002000,-0.006000,0.000000,0.000000,-0.002000,0.000000,-0.011000,-0.005000,0.007000,-0.141750,-0.713475,-0.878850,0.002875,-0.555895,-0.012460
0.2157,0.000000,1.392000,-0.354000,0.002000,-0.006000,0.000000,0.001000,0.000000,0.002000,-0.007000,-0.005000,0.007000,-0.125213,-0.720562,-0.882394,0.010543,-0.555895,-0.011501
0.2178,0.000000,1.392000,-0.354000,0.002000,-0.006000,0.000000,0.001000,0.000000,0.002000,-0.007000,-0.005000,0.007000,-0.125213,-0.720562,-0.882394,0.010543,-0.555895,-0.011501
0.2201,0.000000,1.392000,-0.354000,0.002000,-0.006000,0.000000,-0.002000,0.000000,0.000000,-0.019000,0.001000,0.001000,-0.135844,-0.720562,-0.887119,0.013418,-0.553020,-0.018210
0.2221,0.000000,1.392000,-0.354000,0.002000,-0.006000,0.000000,-0.002000,0.000000,0.000000,-0.019000,0.001000,0.001000,-0.135844,-0.720562,-0.887119,0.013418,-0.553020,-0.018210
0.2242,0.000000,1.392000,-0.354000,0.002000,-0.006000,0.000000,0.000000,-0.002000,0.000000,-0.019000,0.001000,0.001000,-0.127575,-0.709931,-0.887119,0.013418,-0.553020,-0.018210
0.2263,0.000000,1.392000,-0.354000,0.002000,-0.006000,0.000000,0.000000,-0.002000,0.000000,0.007000,0.011000,0.001000,-0.127575,-0.709931,-0.887119,0.005751,-0.553978,-0.018210
0.2285,0.000000,1.392000,-0.354000,0.002000,-0.006000,0.000000,0.000000,-0.002000,0.000000,0.007000,0.011000,0.001000,-0.127575,-0.709931,-0.887119,0.005751,-0.553978,-0.018210
0.2305,0.000000,1.392000,-0.354000,0.002000,-0.006000,0.000000,0.000000,-0.002000,-0.001000,0.007000,0.000000,-0.007000,-0.127575,-0.707569,-0.877669,0.005751,-0.550145,-0.003834
0.2326,0.000000,1.392000,-0.354000,0.002000,-0.006000,0.000000,0.000000,-0.002000,-0.001000,0.007000,0.000000,-0.007000,-0.127575,-0.707569,-0.877669,0.005751,-0.550145,-0.003834
0.2348,0.000000,1.392000,-0.354000,0.002000,-0.006000,0.000000,0.004000,-0.002000,-0.002000,0.011000,0.000000,-0.013000,-0.138206,-0.707569,-0.883575,0.007668,-0.550145,-0.004792
0.2369,0.000000,1.392000,-0.354000,0.002000,-0.006000,0.000000,0.004000,-0.002000,-0.002000,0.011000,0.000000,-0.013000,-0.138206,-0.707569,-0.883575,0.007668,-0.550145,-0.004792
0.2395,0.000000,1.392000,-0.354000,0.002000,-0.006000,0.000000,-0.002000,0.002000,-0.002000,0.000000,0.000000,-0.013000,-0.135844,-0.708750,-0.883575,0.012460,-0.550145,-0.004792
0.2416,0.000000,1.392000,-0.354000,0.002000,-0.006000,0.000000,-0.002000,0.002000,-0.002000,0.000000,-0.021000,0.011000,-0.135844,-0.708750,-0.883575,0.012460,-0.550145,-0.010543
0.2448,0.000000,1.392000,-0.354000,0.002000,-0.006000,0.000000,-0.002000,-0.001000,-0.004000,0.000000,0.000000,0.011000,-0.135844,-0.705206,-0.887119,0.012460,-0.550145,-0.010543
0.2468,0.000000,1.392000,-0.354000,0.002000,-0.006000,0.000000,-0.002000,-0.001000,-0.004000,0.000000,0.000000,0.011000,-0.135844,-0.705206,-0.887119,0.012460,-0.550145,-0.010543
0.2489,0.000000,1.392000,-0.354000,0.002000,-0.006000,0.000000,-0.002000,-0.001000,-0.004000,0.000000,0.000000,0.011000,-0.135844,-0.705206,-0.887119,0.012460,-0.550145,-0.010543
0.2510,0.000000,1.392000,-0.354000,0.002000,-0.006000,0.000000,-0.001000,0.000000,-0.003000,0.009000,0.000000,0.000000,-0.128756,-0.717019,-0.881212,0.003834,-0.550145,-0.018210
0.2534,0.000000,1.392000,-0.354000,0.002000,-0.006000,0.000000,-0.001000,0.000000,-0.003000,0.009000,0.000000,0.000000,-0.128756,-0.717019,-0.881212,0.003834,-0.550145,-0.018210
0.2555,0.000000,1.392000,-0.354000,0.002000,-0.006000,0.000000,-0.001000,0.000000,0.001000,0.000000,0.017000,0.001000,-0.128756,-0.717019,-0.890662,0.013418,-0.552061,-0.000958
0.2576,0.000000,1.392000,-0.354000,0.002000,-0.006000,0.000000,-0.001000,0.000000,0.001000,0.000000,0.017000,0.001000,-0.128756,-0.717019,-0.890662,0.013418,-0.552061,-0.000958
0.2598,0.000000,1.392000,-0.354000,0.002000,-0.006000,0.000000,0.000000,0.000000,0.001000,0.005000,0.000000,0.001000,-0.139387,-0.722925,-0.890662,0.000000,-0.559729,-0.000958
0.2619,0.000000,1.392000,-0.354000,0.002000,-0.006000,0.000000,0.000000,0.000000,0.001000,0.005000,0.000000,0.001000,-0.139387,-0.722925,-0.890662,0.000000,-0.559729,-0.000958
0.2640,0.000000,1.392000,-0.354000,0.002000,-0.006000,0.000000,0.000000,0.000000,0.001000,0.005000,0.000000,0.001000,-0.139387,-0.722925,-0.890662,0.000000,-0.559729,-0.000958
0.2662,0.000000,1.392000,-0.354000,0.002000,-0.006000,0.000000,0.000000,0.000000,-0.002000,0.005000,0.009000,0.011000,-0.139387,-0.726469,-0.878850,0.000000,-0.551103,-0.022044
0.2684,0.000000,1.392000,-0.354000,0.002000,-0.006000,0.000000,0.000000,0.000000,-0.002000,0.005000,0.009000,0.011000,-0.139387,-0.726469,-0.878850,0.000000,-0.551103,-0.022044
0.2705,0.000000,1.392000,-0.354000,0.002000,-0.006000,0.000000,0.005000,0.000000,-0.002000,-0.001000,0.009000,-0.009000,-0.137025,-0.726469,-0.882394,0.010543,-0.551103,-0.013418
0.2726,0.000000,1.392000,-0.354000,0.002000,-0.006000,0.000000,0.005000,0.000000,-0.002000,-0.001000,0.009000,-0.009000,-0.137025,-0.726469,-0.882394,0.010543,-0.551103,-0.013418
0.2747,0.000000,1.392000,-0.354000,0.002000,-0.006000,0.000000,0.002000,-0.001000,-0.002000,-0.005000,0.007000,0.011000,-0.139387,-0.720562,-0.882394,0.014377,-0.559729,-0.014377
0.2769,0.000000,1.392000,-0.354000,0.002000,-0.006000,0.000000,0.002000,-0.001000,-0.002000,-0.005000,0.007000,0.011000,-0.139387,-0.720562,-0.882394,0.014377,-0.559729,-0.014377
0.2794,0.000000,1.392000,-0.354000,0.002000,-0.006000,0.000000,0.002000,0.000000,-0.006000,-0.005000,0.007000,0.011000,-0.139387,-0.718200,-0.876487,0.014377,-0.559729,-0.014377
0.2814,0.000000,1.392000,-0.354000,0.002000,-0.006000,0.000000,0.002000,0.000000,-0.006000,-0.005000,0.001000,0.011000,-0.139387,-0.718200,-0.876487,0.014377,-0.549186,-0.014377
0.2841,0.000000,1.392000,-0.354000,0.002000,-0.006000,0.000000,0.004000,0.000000,-0.006000,-0.005000,0.001000,0.011000,-0.144112,-0.725287,-0.876487,0.014377,-0.549186,-0.014377
