t_s,q_ref_target_rad,omega_ref_target_rad_s,q_target_rad,tau_ff_target_nm,tau_total_target_est_nm
0.001061,0.191000,0.100000,0.191000,2.893139,2.893139
0.015821,0.192000,0.100000,0.191000,2.893139,2.909139
0.027099,0.193000,0.100000,0.191000,2.893139,2.925139
0.037157,0.194000,0.100000,0.191000,2.893139,2.941139
0.046504,0.195000,0.100000,0.191000,2.893139,2.957139
0.057554,0.196000,0.100000,0.191000,2.893087,2.973087
0.067056,0.197000,0.100000,0.191000,2.893036,2.989036
0.077676,0.198000,0.100000,0.191000,2.893011,3.005011
0.087949,0.199000,0.100000,0.191000,2.892987,3.020987
0.098208,0.200000,0.100000,0.191000,2.892962,3.036962
0.108580,0.201000,0.100000,0.191000,2.892914,3.052914
0.118835,0.202000,0.100000,0.192000,2.891066,3.051066
0.129193,0.203000,0.100000,0.193000,2.889192,3.049192
0.139583,0.204000,0.100000,0.194000,2.887314,3.047314
0.149613,0.205000,0.100000,0.196000,2.883645,3.027645
0.160015,0.206000,0.100000,0.197000,2.881734,3.025734
0.170143,0.207000,0.100000,0.200000,2.876150,2.988150
0.180282,0.208000,0.100000,0.202000,2.872420,2.968420
0.190958,0.209000,0.100000,0.203000,2.870467,2.966467
0.201053,0.210000,0.100000,0.206000,2.864803,2.928803
0.210757,0.211000,0.100000,0.207000,2.862817,2.926817
0.221220,0.212000,0.100000,0.209000,2.858997,2.906997
0.231481,0.213000,0.100000,0.210000,2.857050,2.905050
0.242617,0.214000,0.100000,0.210000,2.857008,2.921008
0.251958,0.215000,0.100000,0.211000,2.855101,2.919101
0.262187,0.216000,0.100000,0.211000,2.855101,2.935101
0.273408,0.217000,0.100000,0.211000,2.855101,2.951101
0.283546,0.218000,0.100000,0.211000,2.855101,2.967101
0.293669,0.219000,0.100000,0.211000,2.855101,2.983101
0.304000,0.220000,0.100000,0.211000,2.855101,2.999101
0.314130,0.221000,0.100000,0.213000,2.851321,2.979321
0.324448,0.222000,0.100000,0.214000,2.849427,2.977427
0.334318,0.223000,0.100000,0.215000,2.847530,2.975530
0.344663,0.224000,0.100000,0.217000,2.843727,2.955727
0.354834,0.225000,0.100000,0.218000,2.841822,2.953822
0.364942,0.226000,0.100000,0.220000,2.838002,2.934002
0.375319,0.227000,0.100000,0.222000,2.834171,2.914171
0.385536,0.228000,0.100000,0.223000,2.832252,2.912252
0.395473,0.229000,0.100000,0.225000,2.828404,2.892404
0.406157,0.230000,0.100000,0.226000,2.826476,2.890476
0.418666,0.231000,0.100000,0.227000,2.824544,2.888544
0.426267,0.232000,0.100000,0.227000,2.824544,2.904544
0.437057,0.233000,0.100000,0.227000,2.824544,2.920544
0.446949,0.234000,0.100000,0.227000,2.824544,2.936544
0.459570,0.235000,0.100000,0.227000,2.824544,2.952544
0.467419,0.236000,0.100000,0.227000,2.824544,2.968544
0.477704,0.237000,0.100000,0.227000,2.824544,2.984544
0.487936,0.238000,0.100000,0.228000,2.822611,2.982611
0.498068,0.239000,0.100000,0.228000,2.822611,2.998611
0.509505,0.240000,0.100000,0.231000,2.816792,2.960792
0.519951,0.241000,0.100000,0.233000,2.812899,2.940899
0.529807,0.242000,0.100000,0.234000,2.810948,2.938948
0.539941,0.243000,0.100000,0.236000,2.807038,2.919038
