t_s,q_ref_target_rad,omega_ref_target_rad_s,q_target_rad,tau_ff_target_nm,tau_total_target_est_nm
0.550081,0.244000,0.100000,0.240000,2.799185,2.863185
0.560222,0.245000,0.100000,0.241000,2.797214,2.861214
0.570363,0.246000,0.100000,0.243000,2.793265,2.841265
0.580524,0.247000,0.100000,0.244000,2.791286,2.839286
0.590621,0.248000,0.100000,0.245000,2.789305,2.837305
0.600795,0.249000,0.100000,0.245000,2.789305,2.853305
0.610905,0.250000,0.100000,0.245000,2.789305,2.869305
0.621041,0.251000,0.100000,0.244000,2.791286,2.903286
0.632162,0.252000,0.100000,0.244000,2.791286,2.919286
0.642483,0.253000,0.100000,0.244000,2.791286,2.935286
0.651810,0.254000,0.100000,0.244000,2.791286,2.951286
0.662534,0.255000,0.100000,0.245000,2.789305,2.949305
0.672699,0.256000,0.100000,0.246000,2.787320,2.947320
0.682943,0.257000,0.100000,0.247000,2.785333,2.945333
0.693250,0.258000,0.100000,0.250000,2.779355,2.907355
0.703527,0.259000,0.100000,0.251000,2.777357,2.905357
0.713826,0.260000,0.100000,0.254000,2.771345,2.867345
0.724074,0.261000,0.100000,0.257000,2.765309,2.829309
0.734286,0.262000,0.100000,0.258000,2.763291,2.827291
0.744604,0.263000,0.100000,0.260000,2.759247,2.807247
0.754606,0.264000,0.100000,0.261000,2.757221,2.805221
0.764744,0.265000,0.100000,0.262000,2.755193,2.803193
0.775385,0.266000,0.100000,0.262000,2.755193,2.819193
0.785239,0.267000,0.100000,0.262000,2.755193,2.835193
0.795664,0.268000,0.100000,0.262000,2.755193,2.851193
0.805698,0.269000,0.100000,0.262000,2.755193,2.867193
0.815713,0.270000,0.100000,0.262000,2.755193,2.883193
0.826991,0.271000,0.100000,0.262000,2.755193,2.899193
0.836829,0.272000,0.100000,0.262000,2.755193,2.915193
0.846953,0.273000,0.100000,0.262000,2.755193,2.931193
0.859583,0.274000,0.100000,0.263000,2.753161,2.929161
0.867569,0.275000,0.100000,0.264000,2.751127,2.927127
0.877662,0.276000,0.100000,0.265000,2.749090,2.925090
0.888208,0.277000,0.100000,0.267000,2.745008,2.905008
0.898142,0.278000,0.100000,0.269000,2.740914,2.884914
0.908460,0.279000,0.100000,0.273000,2.732695,2.828695
0.918801,0.280000,0.100000,0.274000,2.730633,2.826633
0.929377,0.281000,0.100000,0.278000,2.722359,2.770359
0.939328,0.282000,0.100000,0.280000,2.718206,2.750206
0.949621,0.283000,0.100000,0.281000,2.716125,2.748125
0.959992,0.284000,0.100000,0.282000,2.714042,2.746042
0.970276,0.285000,0.100000,0.283000,2.711956,2.743956
0.980927,0.286000,0.100000,0.282000,2.714042,2.778042
0.990699,0.287000,0.100000,0.282000,2.714042,2.794042
1.001107,0.288000,0.100000,0.282000,2.714042,2.810042
1.012828,0.289000,0.100000,0.282000,2.714042,2.826042
1.021060,0.290000,0.100000,0.282000,2.714042,2.842042
1.031304,0.291000,0.100000,0.283000,2.711956,2.839956
1.044623,0.292000,0.100000,0.283000,2.711956,2.855956
1.051923,0.293000,0.100000,0.284000,2.709867,2.853867
1.063098,0.294000,0.100000,0.286000,2.705681,2.833681
1.073271,0.295000,0.100000,0.286000,2.705681,2.849681
1.083378,0.296000,0.100000,0.289000,2.699382,2.811382
1.093673,0.297000,0.100000,0.291000,2.695169,2.791169
1.103905,0.298000,0.100000,0.293000,2.690945,2.770945
1.114194,0.299000,0.100000,0.294000,2.688830,2.768830
1.124448,0.300000,0.100000,0.296000,2.684590,2.748590
1.134664,0.301000,0.100000,0.298000,2.680339,2.728339
1.144898,0.302000,0.100000,0.298000,2.680339,2.744339
1.154774,0.303000,0.100000,0.298000,2.680339,2.760339
1.165397,0.304000,0.100000,0.299000,2.678210,2.758210
1.175082,0.305000,0.100000,0.299000,2.678210,2.774210
1.185242,0.306000,0.100000,0.299000,2.678210,2.790210
1.195554,0.307000,0.100000,0.299000,2.678210,2.806210
1.205633,0.308000,0.100000,0.301000,2.673943,2.785943
1.215763,0.309000,0.100000,0.301000,2.673943,2.801943
1.226220,0.310000,0.100000,0.302000,2.671806,2.799806
1.236508,0.311000,0.100000,0.303000,2.669666,2.797666
1.246394,0.312000,0.100000,0.304000,2.667523,2.795523
1.256680,0.313000,0.100000,0.306000,2.663230,2.775230
1.267067,0.314000,0.100000,0.307000,2.661079,2.773079
1.278371,0.315000,0.100000,0.309000,2.656770,2.752770
1.288796,0.316000,0.100000,0.310000,2.654611,2.750611
1.299159,0.317000,0.100000,0.312000,2.650286,2.730286
1.309365,0.318000,0.100000,0.313000,2.648119,2.728119
1.319593,0.319000,0.100000,0.314000,2.645950,2.725950
1.329692,0.320000,0.100000,0.314000,2.645950,2.741950
1.340106,0.321000,0.100000,0.315000,2.643778,2.739778
1.349980,0.322000,0.100000,0.316000,2.641604,2.737604
1.360274,0.323000,0.100000,0.316000,2.641604,2.753604
1.370815,0.324000,0.100000,0.317000,2.639427,2.751427
1.380892,0.325000,0.100000,0.318000,2.637247,2.749247
1.390979,0.326000,0.100000,0.319000,2.635064,2.747064
1.401053,0.327000,0.100000,0.320000,2.632879,2.744879
1.411060,0.328000,0.100000,0.321000,2.630691,2.742691
1.422544,0.329000,0.100000,0.322000,2.628501,2.740501
1.432581,0.330000,0.100000,0.324000,2.624113,2.720113
1.443549,0.331000,0.100000,0.324000,2.624113,2.736113
1.452141,0.332000,0.100000,0.325000,2.621914,2.733914
1.462448,0.333000,0.100000,0.326000,2.619713,2.731713
1.472733,0.334000,0.100000,0.327000,2.617510,2.729510
1.483390,0.335000,0.100000,0.329000,2.613095,2.709095
1.493785,0.336000,0.100000,0.330000,2.610884,2.706884
1.504109,0.337000,0.100000,0.331000,2.608670,2.704670
1.514443,0.338000,0.100000,0.332000,2.606453,2.702453
1.524645,0.339000,0.100000,0.332000,2.606453,2.718453
1.534803,0.340000,0.100000,0.333000,2.604234,2.716234
1.545069,0.341000,0.100000,0.333000,2.604234,2.732234
1.555023,0.342000,0.100000,0.334000,2.602012,2.730012
1.565430,0.343000,0.100000,0.334000,2.602012,2.746012
1.575853,0.344000,0.100000,0.334000,2.602012,2.762012
1.585552,0.345000,0.100000,0.336000,2.597561,2.741561
1.595682,0.346000,0.100000,0.338000,2.593099,2.721099
1.607061,0.347000,0.100000,0.340000,2.588627,2.700627
1.616896,0.348000,0.100000,0.341000,2.586387,2.698387
1.629170,0.349000,0.100000,0.344000,2.579652,2.659652
1.636754,0.350000,0.100000,0.344000,2.579652,2.675652
1.646637,0.351000,0.100000,0.345000,2.577402,2.673402
1.658304,0.352000,0.100000,0.347000,2.572894,2.652894
1.668630,0.353000,0.100000,0.348000,2.570636,2.650636
1.678796,0.354000,0.100000,0.349000,2.568375,2.648375
1.689214,0.355000,0.100000,0.350000,2.566112,2.646112
1.699512,0.356000,0.100000,0.350000,2.566112,2.662112
1.709653,0.357000,0.100000,0.351000,2.563846,2.659846
1.719779,0.358000,0.100000,0.351000,2.563846,2.675846
1.729811,0.359000,0.100000,0.351000,2.563846,2.691846
1.739987,0.360000,0.100000,0.352000,2.561578,2.689578
1.750117,0.361000,0.100000,0.352000,2.561578,2.705578
1.760272,0.362000,0.100000,0.353000,2.559307,2.703307
1.770401,0.363000,0.100000,0.354000,2.557034,2.701034
1.780525,0.364000,0.100000,0.356000,2.552480,2.680480
1.790655,0.365000,0.100000,0.357000,2.550199,2.678199
1.800799,0.366000,0.100000,0.360000,2.543340,2.639340
1.810939,0.367000,0.100000,0.361000,2.541049,2.637049
1.821080,0.368000,0.100000,0.363000,2.536459,2.616459
1.831274,0.369000,0.100000,0.364000,2.534160,2.614160
1.842540,0.370000,0.100000,0.365000,2.531859,2.611859
1.852301,0.371000,0.100000,0.366000,2.529555,2.609555
1.862157,0.372000,0.100000,0.367000,2.527248,2.607248
1.872420,0.373000,0.100000,0.367000,2.527248,2.623248
1.882725,0.374000,0.100000,0.367000,2.527248,2.639248
1.892863,0.375000,0.100000,0.368000,2.524939,2.636939
1.903232,0.376000,0.100000,0.368000,2.524939,2.652939
1.913467,0.377000,0.100000,0.368000,2.524939,2.668939
1.923658,0.378000,0.100000,0.368000,2.524939,2.684939
1.933875,0.379000,0.100000,0.370000,2.520314,2.664314
1.944258,0.380000,0.100000,0.371000,2.517997,2.661997
1.954311,0.381000,0.100000,0.374000,2.511033,2.623033
1.964553,0.382000,0.100000,0.375000,2.508706,2.620706
1.974872,0.383000,0.100000,0.379000,2.499375,2.563375
1.984772,0.384000,0.100000,0.380000,2.497036,2.561036
1.995252,0.385000,0.100000,0.382000,2.492350,2.540350
2.005133,0.386000,0.100000,0.384000,2.487654,2.519654
2.015612,0.387000,0.100000,0.384000,2.487654,2.535654
2.025945,0.388000,0.100000,0.385000,2.485303,2.533303
2.035927,0.389000,0.100000,0.385000,2.485303,2.549303
2.045754,0.390000,0.100000,0.385000,2.485303,2.565303
