time_s,joint1_target_angle_rad,joint2_target_angle_rad,joint3_target_angle_rad,joint4_target_angle_rad,joint5_target_angle_rad,joint6_target_angle_rad,joint1_angle_rad,joint2_angle_rad,joint3_angle_rad,joint4_angle_rad,joint5_angle_rad,joint6_angle_rad,joint1_velocity_rad_s,joint2_velocity_rad_s,joint3_velocity_rad_s,joint4_velocity_rad_s,joint5_velocity_rad_s,joint6_velocity_rad_s,joint1_torque_nm,joint2_torque_nm,joint3_torque_nm,joint4_torque_nm,joint5_torque_nm,joint6_torque_nm,mode,excited_joint,freq_hz,amp_deg
0.0000,0.000000,0.523599,-0.523599,0.000000,0.523599,0.000000,0.000000,0.530000,-0.530000,0.000000,0.515000,0.000000,-0.002000,-0.005000,0.002000,0.015000,0.009000,0.026000,0.001181,0.266962,-1.268663,-0.112137,-1.009237,-0.087218,single_joint_sine,4,0.3,30.0
0.0000,0.000000,0.523599,-0.523599,0.000003,0.523599,0.000000,0.000000,0.530000,-0.531000,0.000000,0.515000,0.000000,-0.002000,-0.005000,-0.004000,-0.015000,0.003000,0.026000,0.001181,0.268144,-1.262756,-0.099678,-1.003487,-0.087218,single_joint_sine,4,0.3,30.0
0.0051,0.000000,0.523599,-0.523599,0.005004,0.523599,0.000000,0.000000,0.530000,-0.530000,0.000000,0.515000,0.000000,-0.005000,0.000000,0.000000,-0.021000,0.005000,-0.011000,-0.011813,0.268144,-1.262756,-0.098719,-1.019780,-0.059423,single_joint_sine,4,0.3,30.0
0.0102,0.000000,0.523599,-0.523599,0.010049,0.523599,0.000000,0.000000,0.530000,-0.530000,0.000000,0.515000,0.000000,0.007000,0.000000,0.000000,-0.021000,0.005000,0.057000,-0.018900,0.268144,-1.262756,-0.098719,-1.019780,-0.128431,single_joint_sine,4,0.3,30.0
0.0155,0.000000,0.523599,-0.523599,0.015268,0.523599,0.000000,0.000000,0.530000,-0.530000,0.000000,0.515000,0.000000,0.007000,-0.002000,0.002000,0.000000,0.000000,0.013000,-0.018900,0.265781,-1.265119,-0.100636,-1.006362,-0.085301,single_joint_sine,4,0.3,30.0
0.0210,0.000000,0.523599,-0.523599,0.020699,0.523599,0.000000,0.000000,0.530000,-0.530000,0.000000,0.515000,0.000000,0.001000,0.000000,0.000000,0.015000,-0.021000,0.013000,0.000000,0.250425,-1.260394,-0.081467,-1.010196,-0.085301,single_joint_sine,4,0.3,30.0
0.0261,0.000000,0.523599,-0.523599,0.025719,0.523599,0.000000,0.000000,0.530000,-0.530000,0.000000,0.515000,0.000000,-0.002000,0.004000,0.000000,0.015000,-0.021000,0.001000,0.003544,0.270506,-1.259212,-0.081467,-1.010196,-0.081467,single_joint_sine,4,0.3,30.0
0.0312,0.000000,0.523599,-0.523599,0.030761,0.523599,0.000000,0.000000,0.530000,-0.530000,0.000000,0.515000,0.000000,-0.002000,-0.002000,0.000000,0.015000,-0.009000,0.038000,0.003544,0.269325,-1.259212,-0.025878,-1.011154,-0.133223,single_joint_sine,4,0.3,30.0
0.0363,0.000000,0.523599,-0.523599,0.035782,0.523599,0.000000,0.000000,0.530000,-0.530000,0.001000,0.514000,0.000000,0.000000,-0.002000,0.000000,0.061000,-0.017000,0.017000,-0.010631,0.259875,-1.268663,0.059423,-0.983359,-0.081467,single_joint_sine,4,0.3,30.0
0.0418,0.000000,0.523599,-0.523599,0.041167,0.523599,0.000000,0.000000,0.530000,-0.530000,0.001000,0.514000,0.000000,-0.007000,-0.002000,0.000000,0.061000,-0.017000,-0.026000,-0.007087,0.259875,-1.268663,0.059423,-0.983359,-0.083384,single_joint_sine,4,0.3,30.0
