t_s,q_ref_target_rad,omega_ref_target_rad_s,q_target_rad,tau_ff_target_nm,tau_total_target_est_nm
0.401428,0.045000,0.100000,0.039000,3.136178,3.256178
0.411440,0.046000,0.100000,0.040000,3.134809,3.254809
0.425019,0.047000,0.100000,0.040000,3.134809,3.274809
0.432657,0.048000,0.100000,0.041000,3.133438,3.273438
0.442339,0.049000,0.100000,0.042000,3.132063,3.272063
0.452853,0.050000,0.100000,0.043000,3.130685,3.270685
0.462373,0.051000,0.100000,0.044000,3.129303,3.269303
0.473221,0.052000,0.100000,0.045000,3.127919,3.267919
0.483645,0.053000,0.100000,0.046000,3.126531,3.266531
0.493935,0.054000,0.100000,0.048000,3.123747,3.243747
0.504475,0.055000,0.100000,0.051000,3.119547,3.199547
0.514491,0.056000,0.100000,0.052000,3.118141,3.198141
0.524760,0.057000,0.100000,0.053000,3.116732,3.196732
0.534792,0.058000,0.100000,0.053000,3.116732,3.216732
0.545051,0.059000,0.100000,0.054000,3.115319,3.215319
0.555208,0.060000,0.100000,0.054000,3.115319,3.235319
0.565312,0.061000,0.100000,0.054000,3.115319,3.255319
0.575470,0.062000,0.100000,0.055000,3.113904,3.253904
0.586118,0.063000,0.100000,0.055000,3.113904,3.273904
0.596197,0.064000,0.100000,0.057000,3.111063,3.251063
0.606347,0.065000,0.100000,0.058000,3.109638,3.249638
0.616888,0.066000,0.100000,0.060000,3.106779,3.226779
0.628039,0.067000,0.100000,0.062000,3.103908,3.203908
0.638096,0.068000,0.100000,0.064000,3.101024,3.181024
0.648161,0.069000,0.100000,0.065000,3.099577,3.179577
0.658551,0.070000,0.100000,0.065000,3.099577,3.199577
0.668811,0.071000,0.100000,0.067000,3.096675,3.176675
0.679061,0.072000,0.100000,0.067000,3.096675,3.196675
0.689222,0.073000,0.100000,0.068000,3.095219,3.195219
0.699435,0.074000,0.100000,0.068000,3.095219,3.215219
0.709926,0.075000,0.100000,0.069000,3.093760,3.213760
0.719773,0.076000,0.100000,0.070000,3.092297,3.212297
0.729996,0.077000,0.100000,0.070000,3.092297,3.232297
0.740086,0.078000,0.100000,0.072000,3.089364,3.209364
0.750251,0.079000,0.100000,0.073000,3.087893,3.207893
0.760393,0.080000,0.100000,0.073000,3.087893,3.227893
0.770533,0.081000,0.100000,0.075000,3.084941,3.204941
0.780760,0.082000,0.100000,0.076000,3.083460,3.203460
0.791345,0.083000,0.100000,0.077000,3.081976,3.201976
0.801902,0.084000,0.100000,0.078000,3.080489,3.200489
0.812453,0.085000,0.100000,0.080000,3.077506,3.177506
0.824132,0.086000,0.100000,0.080000,3.077506,3.197506
0.832084,0.087000,0.100000,0.081000,3.076010,3.196010
0.842332,0.088000,0.100000,0.082000,3.074511,3.194511
0.852883,0.089000,0.100000,0.083000,3.073009,3.193009
0.863102,0.090000,0.100000,0.085000,3.069995,3.169995
0.873349,0.091000,0.100000,0.085000,3.069995,3.189995
0.883653,0.092000,0.100000,0.085000,3.069995,3.209995
0.893966,0.093000,0.100000,0.086000,3.068484,3.208484
0.904197,0.094000,0.100000,0.087000,3.066970,3.206970
0.914358,0.095000,0.100000,0.088000,3.065452,3.205452
0.924672,0.096000,0.100000,0.089000,3.063931,3.203931
0.934894,0.097000,0.100000,0.090000,3.062408,3.202408
0.945061,0.098000,0.100000,0.092000,3.059351,3.179351
0.955226,0.099000,0.100000,0.093000,3.057818,3.177818
0.965342,0.100000,0.100000,0.095000,3.054743,3.154743
0.975480,0.101000,0.100000,0.096000,3.053201,3.153201
0.985627,0.102000,0.100000,0.098000,3.050108,3.130108
0.995732,0.103000,0.100000,0.099000,3.048557,3.128557
1.005893,0.104000,0.100000,0.100000,3.047003,3.127003
1.016033,0.105000,0.100000,0.100000,3.047003,3.147003
1.026177,0.106000,0.100000,0.100000,3.047003,3.167003
1.036315,0.107000,0.100000,0.100000,3.047003,3.187003
1.047409,0.108000,0.100000,0.101000,3.045445,3.185445
1.057335,0.109000,0.100000,0.101000,3.045445,3.205445
1.067698,0.110000,0.100000,0.101000,3.045445,3.225445
1.078023,0.111000,0.100000,0.103000,3.042322,3.202322
1.088313,0.112000,0.100000,0.105000,3.039186,3.179186
1.098583,0.113000,0.100000,0.106000,3.037613,3.177613
1.108840,0.114000,0.100000,0.108000,3.034459,3.154459
1.119039,0.115000,0.100000,0.111000,3.029705,3.109705
1.129395,0.116000,0.100000,0.112000,3.028115,3.108115
1.139447,0.117000,0.100000,0.114000,3.024924,3.084924
1.149610,0.118000,0.100000,0.115000,3.023324,3.083324
1.159875,0.119000,0.100000,0.115000,3.023324,3.103324
1.169757,0.120000,0.100000,0.116000,3.021722,3.101722
1.180153,0.121000,0.100000,0.116000,3.021722,3.121722
1.190200,0.122000,0.100000,0.116000,3.021722,3.141722
1.200599,0.123000,0.100000,0.116000,3.021729,3.161729
1.210699,0.124000,0.100000,0.117000,3.020123,3.160123
1.220795,0.125000,0.100000,0.118000,3.018515,3.158515
1.231011,0.126000,0.100000,0.118000,3.018515,3.178515
1.243131,0.127000,0.100000,0.120000,3.015288,3.155288
1.254673,0.128000,0.100000,0.122000,3.012050,3.132050
1.262244,0.129000,0.100000,0.123000,3.010426,3.130426
1.272059,0.130000,0.100000,0.124000,3.008800,3.128800
1.282943,0.131000,0.100000,0.127000,3.003902,3.083902
1.291923,0.132000,0.100000,0.128000,3.002263,3.082263
1.302409,0.133000,0.100000,0.130000,2.998976,3.058976
1.314636,0.134000,0.100000,0.131000,2.997329,3.057329
1.324839,0.135000,0.100000,0.132000,2.995678,3.055678
1.334711,0.136000,0.100000,0.133000,2.994024,3.054024
1.344937,0.137000,0.100000,0.133000,2.994024,3.074024
1.355106,0.138000,0.100000,0.133000,2.994024,3.094024
1.365254,0.139000,0.100000,0.133000,2.994024,3.114024
1.375355,0.140000,0.100000,0.133000,2.994024,3.134024
1.385498,0.141000,0.100000,0.133000,2.994024,3.154024
1.395654,0.142000,0.100000,0.134000,2.992368,3.152368
1.406028,0.143000,0.100000,0.135000,2.990708,3.150708
1.416321,0.144000,0.100000,0.135000,2.990708,3.170708
1.426300,0.145000,0.100000,0.138000,2.985711,3.125711
1.436427,0.146000,0.100000,0.140000,2.982365,3.102365
1.448404,0.147000,0.100000,0.141000,2.980687,3.100687
1.458149,0.148000,0.100000,0.144000,2.975636,3.055636
1.467973,0.149000,0.100000,0.145000,2.973947,3.053947
1.477963,0.150000,0.100000,0.148000,2.968860,3.008860
1.488112,0.151000,0.100000,0.149000,2.967159,3.007159
1.498402,0.152000,0.100000,0.150000,2.965455,3.005455
1.508812,0.153000,0.100000,0.150000,2.965455,3.025455
1.518861,0.154000,0.100000,0.151000,2.963747,3.023747
1.529056,0.155000,0.100000,0.151000,2.963747,3.043747
1.539369,0.156000,0.100000,0.151000,2.963747,3.063747
1.549892,0.157000,0.100000,0.151000,2.963747,3.083747
1.559823,0.158000,0.100000,0.151000,2.963732,3.103732
1.569749,0.159000,0.100000,0.151000,2.963732,3.123732
1.580440,0.160000,0.100000,0.151000,2.963732,3.143732
1.590258,0.161000,0.100000,0.152000,2.962021,3.142021
1.600626,0.162000,0.100000,0.153000,2.960308,3.140308
1.610718,0.163000,0.100000,0.155000,2.956872,3.116872
1.621229,0.164000,0.100000,0.155000,2.956871,3.136871
1.631409,0.165000,0.100000,0.158000,2.951696,3.091696
1.643110,0.166000,0.100000,0.160000,2.948230,3.068230
1.652243,0.167000,0.100000,0.163000,2.943028,3.023028
1.663036,0.168000,0.100000,0.164000,2.941283,3.021283
1.672091,0.169000,0.100000,0.165000,2.939534,3.019534
1.683107,0.170000,0.100000,0.166000,2.937782,3.017782
1.692789,0.171000,0.100000,0.167000,2.936028,3.016028
1.703331,0.172000,0.100000,0.167000,2.936028,3.036028
1.713608,0.173000,0.100000,0.168000,2.934270,3.034270
1.723912,0.174000,0.100000,0.168000,2.934270,3.054270
1.734120,0.175000,0.100000,0.168000,2.934270,3.074270
1.744307,0.176000,0.100000,0.168000,2.934270,3.094270
1.754548,0.177000,0.100000,0.169000,2.932510,3.092510
1.764900,0.178000,0.100000,0.169000,2.932510,3.112510
1.775120,0.179000,0.100000,0.171000,2.928980,3.088980
1.785085,0.180000,0.100000,0.172000,2.927211,3.087211
1.795233,0.181000,0.100000,0.173000,2.925439,3.085439
1.805709,0.182000,0.100000,0.175000,2.921886,3.061886
1.816016,0.183000,0.100000,0.176000,2.920105,3.060105
1.826178,0.184000,0.100000,0.180000,2.912952,2.992952
1.836237,0.185000,0.100000,0.181000,2.911156,2.991156
1.846312,0.186000,0.100000,0.182000,2.909358,2.989358
1.856239,0.187000,0.100000,0.182000,2.909358,3.009358
1.866406,0.188000,0.100000,0.184000,2.905752,2.985752
1.877211,0.189000,0.100000,0.184000,2.905752,3.005752
1.888291,0.190000,0.100000,0.184000,2.905752,3.025752
1.897666,0.191000,0.100000,0.184000,2.905752,3.045752
1.908134,0.192000,0.100000,0.185000,2.903945,3.043945
1.918300,0.193000,0.100000,0.186000,2.902135,3.042135
1.928606,0.194000,0.100000,0.186000,2.902135,3.062135
1.938963,0.195000,0.100000,0.187000,2.900322,3.060322
1.949277,0.196000,0.100000,0.189000,2.896688,3.036688
1.959581,0.197000,0.100000,0.191000,2.893042,3.013042
1.969720,0.198000,0.100000,0.193000,2.889384,2.989384
1.979920,0.199000,0.100000,0.193000,2.889384,3.009384
1.989842,0.200000,0.100000,0.195000,2.885715,2.985715
2.000330,0.201000,0.100000,0.196000,2.883876,2.983876
2.010246,0.202000,0.100000,0.197000,2.882034,2.982034
2.020591,0.203000,0.100000,0.198000,2.880189,2.980189
2.030550,0.204000,0.100000,0.199000,2.878314,2.978314
2.040713,0.205000,0.100000,0.201000,2.874610,2.954610
