time_s,tau_j1,tau_j2,tau_j3,tau_j4,tau_j5,tau_j6
0.0002718828618526459,-1.734723475976807e-18,2.7699922670356467,-4.746468829131009,0.0529397517746972,-0.8526296341611475,0.004756139569443915
0.010201429948210716,-1.734723475976807e-18,2.7699922670356467,-4.746468829131009,0.0529397517746972,-0.8526296341611475,0.004756139569443915
0.020352229475975037,-1.6479873021779667e-17,2.7692956471456767,-4.746468829131009,0.052939751774697195,-0.8526296341611473,0.004756139569443913
0.03038046322762966,-2.3418766925686896e-17,2.7709176019668518,-4.744142738656009,0.05277023412574541,-0.8548374377145664,0.0047470059906779645
0.04057306423783302,1.734723475976807e-17,2.7716226652751157,-4.742726024634212,0.05479116073083187,-0.8550661631519616,0.005031301129085501
0.05059176869690418,1.1275702593849246e-17,2.774796501667182,-4.739552188242145,0.05828167439020525,-0.8526785680600182,0.005402945123779587
0.06080107018351555,1.8214596497756474e-17,2.7764164992650597,-4.737932190644267,0.06063370489477396,-0.8506790178612165,0.005929999653040168
0.0709279291331768,-3.8163916471489756e-17,2.779113556751822,-4.734515968095906,0.0642123138988862,-0.847409924367662,0.006339685594852118
0.08106730692088604,2.7755575615628914e-17,2.783820174665254,-4.7298093501824745,0.06689600163783228,-0.846351447356272,0.0068571102349712955
0.091195834800601,-6.938893903907228e-18,2.7920949018390697,-4.722253788070258,0.07329851463502474,-0.8402402449483403,0.007426478655798247
0.10134958103299141,4.85722573273506e-17,2.7974041110250525,-4.716944578884275,0.07747984006424792,-0.8367892715179861,0.007906131393787921
0.11145496368408203,-6.418476861114186e-17,2.8018953367812705,-4.7124533531280575,0.0847243874105434,-0.8315569510724448,0.008941963038970728
0.12190225161612034,-3.122502256758253e-17,2.815181987439935,-4.699166702469393,0.09290513671353709,-0.8226572614569583,0.009490289395238556
0.13204369135200977,2.0816681711721685e-17,2.823140150483937,-4.691208539425389,0.09943046726913539,-0.8157497685915843,0.010300495671984967
0.14220395870506763,-5.898059818321144e-17,2.8405043308826032,-4.673844359026724,0.11149042528372191,-0.8000411604444082,0.010986955677836968
0.1523639764636755,-3.2959746043559335e-17,2.849958295352101,-4.663671229495629,0.11770406456098322,-0.7947931635117764,0.011838191786261066
0.16271433979272842,0.0,2.86523949114396,-4.648390033703767,0.12678589098073775,-0.7835655955831713,0.012345086720514119
0.17337477207183838,3.642919299551295e-17,2.866759690524032,-4.647588999385296,0.12581358593364322,-0.7883527489989046,0.012383637813087791
0.18510468304157257,4.163336342344337e-17,2.8664233755632624,-4.6479253143460655,0.12595986811685572,-0.7894467216631592,0.012425010837665174
0.1952306553721428,-1.9081958235744878e-17,2.8669702135711734,-4.647378476338154,0.12646834079646244,-0.7897013981632146,0.012464389418546398
0.20533544942736626,-5.204170427930421e-18,2.867606151357738,-4.64674253855159,0.12624803232401682,-0.7909875547092197,0.01246431570589382
0.21556394174695015,-1.3877787807814457e-17,2.8676250375595185,-4.6467236523498086,0.1267739931281235,-0.790804319277529,0.012504165568667479
0.225679824128747,-1.3877787807814457e-17,2.8676250375595185,-4.6467236523498086,0.1267739931281235,-0.790804319277529,0.012504165568667479
0.2358094397932291,-1.3877787807814457e-17,2.8676250375595185,-4.6467236523498086,0.1267739931281235,-0.790804319277529,0.012504165568667479
0.24594200775027275,2.0816681711721685e-17,2.86762556926033,-4.646723120648997,0.12681383136586497,-0.7908052932943658,0.01254058108408386
0.2559844106435776,-1.0408340855860843e-17,2.8676260827763826,-4.646722607132944,0.12685365862422535,-0.7908062845067695,0.012576984058920207
0.26610112376511097,-1.0408340855860843e-17,2.8676260827763826,-4.646722607132944,0.12685365862422535,-0.7908062845067695,0.012576984058920207
0.27631018310785294,-1.0408340855860843e-17,2.8676260827763826,-4.646722607132944,0.12685365862422535,-0.7908062845067695,0.012576984058920207
0.28635711036622524,2.0816681711721685e-17,2.86762556926033,-4.646723120648997,0.12681383136586497,-0.7908052932943658,0.01254058108408386
0.29870932921767235,2.0816681711721685e-17,2.86762556926033,-4.646723120648997,0.12681383136586497,-0.7908052932943658,0.01254058108408386
0.3088981043547392,-1.0408340855860843e-17,2.8676260827763826,-4.646722607132944,0.12685365862422535,-0.7908062845067695,0.012576984058920207
0.31911679543554783,-1.0408340855860843e-17,2.8676260827763826,-4.646722607132944,0.12685365862422535,-0.7908062845067695,0.012576984058920207
0.32943845726549625,4.683753385137379e-17,2.8680608729845787,-4.6462878169247475,0.12703718214306764,-0.7903921935779115,0.012575983173609003
0.33968551456928253,4.683753385137379e-17,2.8680608729845787,-4.6462878169247475,0.12703718214306764,-0.7903921935779115,0.012575983173609003
0.3498060442507267,4.683753385137379e-17,2.8680608729845787,-4.6462878169247475,0.12703718214306764,-0.7903921935779115,0.012575983173609003
0.35993205942213535,4.683753385137379e-17,2.8680608729845787,-4.6462878169247475,0.12703718214306764,-0.7903921935779115,0.012575983173609003
0.37014200538396835,4.683753385137379e-17,2.8680608729845787,-4.6462878169247475,0.12703718214306764,-0.7903921935779115,0.012575983173609003
0.3802810963243246,4.683753385137379e-17,2.8680608729845787,-4.6462878169247475,0.12703718214306764,-0.7903921935779115,0.012575983173609003
0.3904120437800884,4.683753385137379e-17,2.8680608729845787,-4.6462878169247475,0.12703718214306764,-0.7903921935779115,0.012575983173609003
