time_s,target_angle_rad,joint1_angle_rad,joint2_angle_rad,joint3_angle_rad,joint4_angle_rad,joint5_angle_rad,joint6_angle_rad,joint1_velocity_rad_s,joint2_velocity_rad_s,joint3_velocity_rad_s,joint4_velocity_rad_s,joint5_velocity_rad_s,joint6_velocity_rad_s,joint1_torque_nm,joint2_torque_nm,joint3_torque_nm,joint4_torque_nm,joint5_torque_nm,joint6_torque_nm
0.0000,0.0000,0.000000,0.012000,-0.703000,0.000000,-0.524000,0.000000,0.008000,-0.001000,0.001000,0.009000,-0.013000,-0.023000,0.015356,1.093837,-0.680400,-0.084343,-0.315327,-0.023003
0.0021,0.0000,0.000000,0.012000,-0.703000,0.000000,-0.524000,0.000000,0.008000,-0.001000,0.001000,0.009000,-0.013000,-0.023000,0.015356,1.093837,-0.680400,-0.084343,-0.315327,-0.023003
0.0042,0.0020,0.000000,0.012000,-0.703000,0.000000,-0.524000,0.000000,0.008000,-0.001000,-0.005000,-0.011000,-0.013000,0.026000,0.015356,1.093837,-0.692213,-0.062299,-0.315327,-0.022044
0.0063,0.0060,0.000000,0.012000,-0.703000,0.000000,-0.524000,0.000000,0.008000,-0.001000,-0.005000,-0.011000,-0.013000,0.026000,0.015356,1.093837,-0.692213,-0.062299,-0.315327,-0.022044
0.0084,0.0110,0.000000,0.012000,-0.703000,0.000000,-0.524000,0.000000,0.006000,0.000000,-0.005000,-0.011000,-0.013000,0.026000,0.035438,1.116281,-0.692213,-0.062299,-0.315327,-0.022044
0.0105,0.0170,0.000000,0.012000,-0.703000,0.000000,-0.524000,0.000000,0.006000,0.000000,0.001000,0.007000,-0.017000,-0.013000,0.035438,1.116281,-0.691031,-0.071883,-0.311493,-0.021086
0.0125,0.0240,0.000000,0.012000,-0.703000,0.000000,-0.524000,0.000000,0.006000,0.000000,0.001000,0.007000,-0.017000,-0.013000,0.035438,1.116281,-0.691031,-0.071883,-0.311493,-0.021086
0.0146,0.0330,0.000000,0.012000,-0.703000,0.000000,-0.524000,0.000000,-0.002000,-0.001000,0.003000,-0.003000,0.030000,-0.013000,0.024806,1.097381,-0.691031,-0.073800,-0.315327,-0.021086
0.0166,0.0430,0.000000,0.012000,-0.703000,0.000000,-0.524000,0.000000,-0.002000,-0.001000,0.003000,-0.003000,0.030000,-0.013000,0.024806,1.097381,-0.691031,-0.073800,-0.315327,-0.021086
0.0187,0.0540,0.000000,0.012000,-0.703000,0.000000,-0.524000,0.000000,-0.002000,-0.001000,0.003000,-0.003000,0.030000,-0.013000,0.024806,1.097381,-0.691031,-0.073800,-0.315327,-0.021086
0.0207,0.0670,0.000000,0.012000,-0.703000,0.000000,-0.524000,0.000000,-0.002000,-0.001000,0.003000,-0.003000,0.009000,0.015000,0.024806,1.097381,-0.691031,-0.073800,-0.317244,-0.011501
0.0228,0.0810,0.000000,0.012000,-0.703000,0.000000,-0.524000,0.000000,-0.002000,-0.001000,0.003000,-0.003000,0.009000,0.015000,0.024806,1.097381,-0.691031,-0.073800,-0.317244,-0.011501
0.0248,0.0970,0.000000,0.012000,-0.703000,0.000000,-0.524000,0.000000,-0.002000,-0.002000,0.003000,0.009000,0.009000,0.015000,0.029531,1.093837,-0.682762,-0.079551,-0.317244,0.021086
0.0269,0.1140,0.000000,0.012000,-0.703000,0.000000,-0.524000,0.000000,-0.002000,-0.002000,0.003000,0.009000,0.009000,0.015000,0.029531,1.093837,-0.682762,-0.079551,-0.317244,0.021086
0.0290,0.1320,0.000000,0.012000,-0.703000,0.000000,-0.524000,0.000000,-0.007000,-0.001000,0.000000,-0.011000,0.001000,0.015000,0.048431,1.106831,-0.676856,-0.069966,-0.310535,0.021086
0.0310,0.1510,0.000000,0.012000,-0.703000,0.000000,-0.524000,0.000000,-0.007000,-0.001000,0.000000,-0.011000,0.001000,0.026000,0.048431,1.106831,-0.676856,-0.069966,-0.310535,0.049839
0.0334,0.1760,0.000000,0.012000,-0.703000,0.000000,-0.524000,0.000000,-0.007000,-0.001000,0.000000,-0.011000,0.001000,0.026000,0.048431,1.106831,-0.676856,-0.069966,-0.310535,0.049839
0.0355,0.1980,0.000000,0.012000,-0.703000,0.000000,-0.524000,0.000000,-0.011000,0.001000,0.000000,-0.011000,-0.023000,0.026000,0.041344,1.098563,-0.676856,-0.069966,-0.314368,0.049839
0.0375,0.2220,0.000000,0.012000,-0.703000,0.000000,-0.524000,0.000000,-0.011000,0.001000,0.000000,-0.011000,-0.023000,0.026000,0.041344,1.098563,-0.676856,-0.069966,-0.314368,0.049839
0.0398,0.2500,0.000000,0.012000,-0.703000,0.000000,-0.524000,0.000000,-0.011000,0.001000,-0.003000,0.007000,-0.023000,0.093000,0.041344,1.098563,-0.696937,-0.076675,-0.314368,0.045047
0.0419,0.2760,0.000000,0.012000,-0.703000,0.000000,-0.524000,0.000000,-0.011000,0.001000,-0.003000,0.007000,-0.023000,0.093000,0.041344,1.098563,-0.696937,-0.076675,-0.314368,0.045047
0.0439,0.3040,0.000000,0.012000,-0.703000,0.000000,-0.524000,0.000000,0.000000,0.001000,0.000000,0.007000,-0.023000,0.093000,0.038981,1.095019,-0.706387,-0.076675,-0.314368,0.045047
0.0460,0.3330,0.000000,0.012000,-0.703000,0.000000,-0.524000,0.002000,0.000000,0.001000,0.000000,0.005000,-0.013000,0.232000,0.038981,1.095019,-0.706387,-0.064215,-0.304784,-0.099678
0.0481,0.3650,0.000000,0.012000,-0.703000,0.000000,-0.524000,0.002000,0.000000,0.001000,0.000000,0.005000,-0.013000,0.232000,0.038981,1.095019,-0.706387,-0.064215,-0.304784,-0.099678
0.0502,0.3970,0.000000,0.012000,-0.703000,0.000000,-0.524000,0.002000,0.003000,0.003000,0.000000,0.065000,0.007000,0.232000,0.018900,1.109194,-0.686306,-0.111179,-0.310535,-0.099678
0.0523,0.4300,0.000000,0.012000,-0.703000,0.000000,-0.524000,0.002000,0.003000,0.003000,0.000000,0.065000,0.007000,0.232000,0.018900,1.109194,-0.686306,-0.111179,-0.310535,-0.099678
0.0543,0.4650,0.000000,0.012000,-0.703000,0.000000,-0.524000,0.002000,0.003000,0.003000,0.000000,0.065000,0.026000,0.232000,0.018900,1.109194,-0.686306,-0.111179,-0.322994,-0.099678
0.0564,0.5010,0.000000,0.012000,-0.703000,0.000000,-0.524000,0.002000,0.003000,0.003000,0.000000,0.065000,0.026000,0.019000,0.018900,1.109194,-0.686306,-0.111179,-0.322994,0.043130
0.0585,0.5390,0.000000,0.012000,-0.703000,0.000000,-0.524000,0.002000,0.000000,0.003000,0.000000,0.065000,0.026000,0.019000,0.046069,1.109194,-0.686306,-0.111179,-0.322994,0.043130
0.0606,0.5780,0.000000,0.012000,-0.703000,0.000000,-0.524000,0.004000,0.000000,-0.002000,0.002000,-0.057000,0.026000,0.429000,0.046069,1.103287,-0.709931,-0.046964,-0.322994,-0.088176
0.0626,0.6170,0.000000,0.012000,-0.703000,0.000000,-0.524000,0.004000,0.000000,-0.002000,0.002000,-0.057000,0.026000,0.429000,0.046069,1.103287,-0.709931,-0.046964,-0.322994,-0.088176
0.0647,0.6590,0.000000,0.012000,-0.703000,0.000000,-0.524000,0.004000,-0.007000,-0.001000,-0.002000,0.063000,-0.021000,-0.005000,0.049612,1.084387,-0.693394,-0.177311,-0.307659,0.072841
0.0668,0.7010,0.000000,0.012000,-0.703000,0.000000,-0.524000,0.004000,-0.007000,-0.001000,-0.002000,0.063000,-0.021000,-0.005000,0.049612,1.084387,-0.693394,-0.177311,-0.307659,0.072841
0.0691,0.7530,0.000000,0.012000,-0.703000,0.000000,-0.524000,0.004000,-0.003000,-0.001000,-0.002000,0.063000,-0.021000,-0.005000,0.018900,1.097381,-0.693394,-0.177311,-0.307659,0.072841
0.0712,0.7980,0.000000,0.012000,-0.703000,0.000000,-0.524000,0.004000,-0.003000,-0.001000,-0.002000,0.063000,-0.001000,-0.005000,0.018900,1.097381,-0.693394,-0.177311,-0.314368,0.072841
0.0734,0.8470,0.000000,0.012000,-0.703000,0.000000,-0.524000,0.004000,-0.003000,-0.001000,-0.002000,0.063000,-0.001000,-0.005000,0.018900,1.097381,-0.693394,-0.177311,-0.314368,0.072841
0.0754,0.8950,0.000000,0.012000,-0.703000,0.000000,-0.524000,0.005000,-0.003000,-0.001000,0.006000,-0.086000,-0.001000,0.078000,0.018900,1.097381,-0.705206,-0.067091,-0.314368,0.202231
0.0775,0.9440,0.000000,0.012000,-0.703000,0.000000,-0.524000,0.005000,-0.003000,-0.001000,0.006000,-0.086000,-0.001000,0.078000,0.018900,1.097381,-0.705206,-0.067091,-0.314368,0.202231
0.0796,0.9960,0.000000,0.012000,-0.703000,0.000000,-0.524000,0.007000,0.002000,0.000000,0.000000,0.019000,0.003000,0.024000,0.021263,1.103287,-0.709931,-0.071883,-0.316285,0.028753
0.0816,1.0480,0.000000,0.012000,-0.703000,0.000000,-0.524000,0.007000,0.002000,0.000000,0.000000,0.019000,0.003000,0.024000,0.021263,1.103287,-0.709931,-0.071883,-0.316285,0.028753
0.0838,1.1030,0.000000,0.012000,-0.703000,0.000000,-0.524000,0.007000,0.002000,0.000000,0.000000,0.019000,0.003000,0.024000,0.021263,1.103287,-0.709931,-0.071883,-0.316285,0.028753
0.0858,1.1580,0.000000,0.012000,-0.703000,0.000000,-0.524000,0.007000,0.008000,0.001000,0.000000,-0.069000,0.001000,0.024000,0.008269,1.095019,-0.696937,-0.077634,-0.322036,0.028753
0.0879,1.2150,0.000000,0.012000,-0.703000,0.000000,-0.524000,0.007000,0.008000,0.001000,0.000000,-0.069000,0.001000,0.024000,0.008269,1.095019,-0.696937,-0.077634,-0.322036,0.028753
0.0900,1.2720,0.000000,0.012000,-0.703000,0.000000,-0.524000,0.010000,0.008000,0.001000,0.000000,-0.069000,0.021000,0.379000,0.008269,1.095019,-0.696937,-0.077634,-0.318202,-0.112137
0.0920,1.3310,0.000000,0.012000,-0.703000,0.000000,-0.524000,0.010000,0.008000,0.001000,0.000000,-0.069000,0.021000,0.379000,0.008269,1.095019,-0.696937,-0.077634,-0.318202,-0.112137
0.0942,1.3940,0.000000,0.012000,-0.703000,0.000000,-0.524000,0.010000,0.003000,-0.001000,0.002000,0.107000,0.021000,0.379000,0.018900,1.102106,-0.700481,-0.105428,-0.318202,-0.112137
0.0963,1.4560,0.000000,0.012000,-0.703000,0.000000,-0.524000,0.010000,0.003000,-0.001000,0.002000,0.107000,0.021000,0.185000,0.018900,1.102106,-0.700481,-0.105428,-0.318202,0.212774
0.0984,1.5200,0.000000,0.012000,-0.703000,0.000000,-0.524000,0.010000,0.003000,-0.001000,0.002000,0.107000,0.021000,0.185000,0.018900,1.102106,-0.700481,-0.105428,-0.318202,0.212774
0.1004,1.5840,0.000000,0.012000,-0.703000,0.000000,-0.524000,0.012000,0.000000,0.000000,0.000000,-0.107000,0.009000,0.105000,0.017719,1.105650,-0.698119,-0.020127,-0.316285,0.117888
0.1025,1.6500,0.000000,0.012000,-0.703000,0.000000,-0.524000,0.012000,0.000000,0.000000,0.000000,-0.107000,0.009000,0.105000,0.017719,1.105650,-0.698119,-0.020127,-0.316285,0.117888
0.1048,1.7220,0.000000,0.012000,-0.703000,0.000000,-0.524000,0.012000,0.010000,0.000000,0.000000,-0.015000,0.009000,0.105000,0.024806,1.096200,-0.698119,-0.066132,-0.316285,0.117888
0.1068,1.7910,0.000000,0.012000,-0.703000,0.000000,-0.524000,0.012000,0.010000,0.000000,0.000000,-0.015000,0.000000,0.105000,0.024806,1.096200,-0.698119,-0.066132,-0.317244,0.117888
0.1089,1.8620,0.000000,0.012000,-0.703000,0.000000,-0.524000,0.012000,0.010000,0.000000,0.000000,-0.015000,0.000000,0.105000,0.024806,1.096200,-0.713475,-0.066132,-0.317244,0.117888
0.1110,1.9330,0.000000,0.012000,-0.703000,0.000000,-0.524000,0.014000,0.010000,0.000000,0.000000,-0.015000,0.000000,0.157000,0.024806,1.096200,-0.713475,-0.066132,-0.317244,0.094886
0.1131,2.0070,0.000000,0.012000,-0.703000,0.000000,-0.524000,0.014000,0.010000,0.000000,0.000000,-0.015000,0.000000,0.157000,0.024806,1.096200,-0.713475,-0.066132,-0.317244,0.094886
0.1152,2.0800,0.000000,0.012000,-0.703000,0.000000,-0.524000,0.017000,0.003000,0.002000,0.002000,0.040000,-0.026000,0.337000,0.024806,1.098563,-0.706387,-0.076675,-0.307659,0.108304
0.1172,2.1540,0.000000,0.012000,-0.703000,0.000000,-0.524000,0.017000,0.003000,0.002000,0.002000,0.040000,-0.026000,0.337000,0.024806,1.098563,-0.706387,-0.076675,-0.307659,0.108304
0.1193,2.2300,0.000000,0.012000,-0.703000,0.000000,-0.524000,0.017000,-0.004000,0.000000,0.004000,-0.001000,0.003000,0.337000,0.043706,1.082025,-0.711112,-0.053673,-0.322036,0.108304
0.1214,2.3080,0.000000,0.012000,-0.703000,0.000000,-0.524000,0.017000,-0.004000,0.000000,0.004000,-0.001000,0.003000,0.337000,0.043706,1.082025,-0.711112,-0.053673,-0.322036,0.108304
0.1236,2.3920,0.000000,0.012000,-0.703000,0.000000,-0.524000,0.017000,-0.004000,0.000000,0.004000,-0.001000,0.003000,0.337000,0.043706,1.082025,-0.711112,-0.053673,-0.322036,0.108304
