time_s,joint1_target_angle_rad,joint2_target_angle_rad,joint3_target_angle_rad,joint4_target_angle_rad,joint5_target_angle_rad,joint6_target_angle_rad,joint1_angle_rad,joint2_angle_rad,joint3_angle_rad,joint4_angle_rad,joint5_angle_rad,joint6_angle_rad,joint1_velocity_rad_s,joint2_velocity_rad_s,joint3_velocity_rad_s,joint4_velocity_rad_s,joint5_velocity_rad_s,joint6_velocity_rad_s,joint1_torque_nm,joint2_torque_nm,joint3_torque_nm,joint4_torque_nm,joint5_torque_nm,joint6_torque_nm,mode,excited_joint,freq_hz,amp_deg
0.0000,0.000000,0.523599,-0.523599,0.000000,0.523599,0.000000,0.000000,0.530000,-0.531000,0.000000,0.515000,0.000000,-0.006000,0.007000,-0.001000,0.001000,0.019000,-0.011000,-0.003544,0.243337,-1.235587,-0.106387,-1.012113,-0.086260,single_joint_sine,6,0.5,30.0
0.0000,0.000000,0.523599,-0.523599,0.000000,0.523599,0.000005,0.000000,0.530000,-0.531000,0.000000,0.515000,0.000000,0.005000,0.004000,-0.001000,0.000000,0.001000,-0.011000,0.000000,0.253969,-1.235587,-0.097761,-1.001570,-0.086260,single_joint_sine,6,0.5,30.0
0.0051,0.000000,0.523599,-0.523599,0.000000,0.523599,0.008358,0.000000,0.530000,-0.531000,0.000000,0.515000,0.000000,0.005000,-0.003000,0.000000,-0.007000,0.034000,-0.007000,0.000000,0.263419,-1.240312,-0.098719,-1.007320,-0.080509,single_joint_sine,6,0.5,30.0
0.0102,0.000000,0.523599,-0.523599,0.000000,0.523599,0.016707,0.000000,0.530000,-0.531000,0.000000,0.515000,0.000000,-0.003000,-0.005000,-0.001000,-0.007000,0.034000,0.017000,0.003544,0.265781,-1.246219,-0.098719,-1.007320,-0.071883,single_joint_sine,6,0.5,30.0
0.0152,0.000000,0.523599,-0.523599,0.000000,0.523599,0.025038,0.000000,0.530000,-0.531000,0.000000,0.515000,0.000000,-0.008000,-0.005000,-0.001000,0.013000,0.021000,0.017000,-0.001181,0.265781,-1.246219,-0.111179,-1.040866,-0.071883,single_joint_sine,6,0.5,30.0
0.0203,0.000000,0.523599,-0.523599,0.000000,0.523599,0.033421,0.000000,0.530000,-0.531000,0.000000,0.515000,0.000000,-0.008000,-0.002000,0.000000,-0.003000,0.040000,0.030000,-0.001181,0.258694,-1.248581,-0.102553,-1.096455,-0.045047,single_joint_sine,6,0.5,30.0
0.0254,0.000000,0.523599,-0.523599,0.000000,0.523599,0.041765,0.000000,0.530000,-0.531000,0.000000,0.515000,0.000000,0.000000,-0.002000,0.000000,-0.013000,0.005000,0.049000,-0.025987,0.243337,-1.246219,-0.097761,-1.023614,-0.021086,single_joint_sine,6,0.5,30.0
0.0306,0.000000,0.523599,-0.523599,0.000000,0.523599,0.050185,0.000000,0.530000,-0.531000,0.000000,0.515000,0.000000,0.008000,-0.002000,-0.001000,-0.013000,0.005000,0.038000,-0.020081,0.243337,-1.239131,-0.097761,-1.023614,-0.009584,single_joint_sine,6,0.5,30.0
0.0357,0.000000,0.523599,-0.523599,0.000000,0.523599,0.058590,0.000000,0.530000,-0.531000,0.000000,0.515000,0.000000,0.001000,-0.002000,-0.001000,0.000000,-0.061000,0.038000,0.007087,0.256331,-1.239131,-0.099678,-0.988152,-0.009584,single_joint_sine,6,0.5,30.0
0.0408,0.000000,0.523599,-0.523599,0.000000,0.523599,0.066931,0.000000,0.530000,-0.531000,0.000000,0.514000,0.002000,0.001000,-0.001000,0.001000,-0.009000,-0.007000,0.485000,0.007087,0.264600,-1.249762,-0.097761,-0.995819,-0.133223,single_joint_sine,6,0.5,30.0
0.0459,0.000000,0.523599,-0.523599,0.000000,0.523599,0.075282,0.000000,0.530000,-0.531000,0.000000,0.514000,0.002000,-0.001000,0.007000,-0.002000,-0.009000,-0.007000,-0.001000,-0.005906,0.250425,-1.253306,-0.097761,-0.995819,0.082426,single_joint_sine,6,0.5,30.0
0.0511,0.000000,0.523599,-0.523599,0.000000,0.523599,0.083615,0.000000,0.530000,-0.531000,0.000000,0.515000,0.002000,-0.008000,0.007000,-0.002000,0.007000,-0.001000,-0.001000,0.007087,0.250425,-1.253306,-0.115971,-1.036074,0.082426,single_joint_sine,6,0.5,30.0
0.0562,0.000000,0.523599,-0.523599,0.000000,0.523599,0.091928,0.000000,0.530000,-0.531000,0.000000,0.515000,0.003000,-0.008000,-0.003000,-0.003000,-0.011000,0.017000,0.047000,0.007087,0.269325,-1.247400,-0.083384,-1.036074,0.198397,single_joint_sine,6,0.5,30.0
0.0613,0.000000,0.523599,-0.523599,0.000000,0.523599,0.100216,0.000000,0.530000,-0.531000,0.000000,0.515000,0.006000,-0.003000,-0.005000,0.000000,0.017000,0.009000,0.291000,-0.023625,0.276412,-1.249762,-0.120763,-1.025531,-0.043130,single_joint_sine,6,0.5,30.0
0.0664,0.000000,0.523599,-0.523599,0.000000,0.523599,0.108380,0.000000,0.530000,-0.531000,0.000000,0.515000,0.007000,0.008000,-0.005000,0.001000,0.017000,0.009000,0.212000,-0.027169,0.276412,-1.253306,-0.120763,-1.025531,0.085301,single_joint_sine,6,0.5,30.0
0.0715,0.000000,0.523599,-0.523599,0.000000,0.523599,0.116547,0.000000,0.530000,-0.531000,0.000000,0.514000,0.007000,0.010000,-0.001000,0.001000,-0.047000,-0.017000,0.212000,-0.007087,0.265781,-1.253306,-0.086260,-0.986235,0.085301,single_joint_sine,6,0.5,30.0
0.0765,0.000000,0.523599,-0.523599,0.000000,0.523599,0.124656,0.000000,0.530000,-0.531000,0.000000,0.515000,0.009000,0.010000,-0.003000,0.000000,0.072000,-0.003000,0.126000,-0.007087,0.264600,-1.243856,-0.127473,-1.011154,0.113096,single_joint_sine,6,0.5,30.0
0.0816,0.000000,0.523599,-0.523599,0.000000,0.523599,0.132690,0.000000,0.530000,-0.531000,0.000000,0.515000,0.012000,-0.001000,0.000000,0.001000,0.072000,-0.003000,0.197000,-0.002363,0.256331,-1.247400,-0.127473,-1.011154,0.035462,single_joint_sine,6,0.5,30.0
0.0871,0.000000,0.523599,-0.523599,0.000000,0.523599,0.141491,0.000000,0.530000,-0.531000,0.000000,0.515000,0.012000,-0.008000,0.000000,0.001000,-0.053000,0.013000,0.197000,-0.003544,0.256331,-1.247400,-0.093927,-1.006362,0.035462,single_joint_sine,6,0.5,30.0
0.0923,0.000000,0.523599,-0.523599,0.000000,0.523599,0.149650,0.000000,0.530000,-0.530000,0.000000,0.515000,0.014000,-0.008000,0.002000,0.002000,0.024000,0.013000,0.136000,-0.003544,0.265781,-1.253306,-0.107345,-1.001570,0.141849,single_joint_sine,6,0.5,30.0
0.0974,0.000000,0.523599,-0.523599,0.000000,0.523599,0.157744,0.000000,0.530000,-0.531000,0.000000,0.515000,0.021000,0.013000,0.005000,-0.001000,0.011000,0.005000,0.521000,-0.012994,0.240975,-1.247400,-0.100636,-1.020739,0.040254,single_joint_sine,6,0.5,30.0
0.1033,0.000000,0.523599,-0.523599,0.000000,0.523599,0.167017,0.000000,0.530000,-0.531000,0.000000,0.515000,0.021000,0.004000,0.010000,-0.001000,0.011000,0.032000,0.521000,-0.001181,0.253969,-1.247400,-0.111179,-1.023614,0.040254,single_joint_sine,6,0.5,30.0
0.1086,0.000000,0.523599,-0.523599,0.000000,0.523599,0.175246,0.000000,0.530000,-0.531000,0.000000,0.515000,0.024000,0.004000,0.006000,0.000000,0.001000,0.000000,0.494000,-0.001181,0.248062,-1.242675,-0.100636,-1.005404,0.093927,single_joint_sine,6,0.5,30.0
0.1138,0.000000,0.523599,-0.523599,0.000000,0.523599,0.183167,0.000000,0.530000,-0.531000,0.000000,0.515000,0.028000,0.000000,-0.002000,0.000000,0.001000,0.000000,0.609000,-0.008269,0.278775,-1.252125,-0.100636,-1.005404,0.000000,single_joint_sine,6,0.5,30.0
0.1188,0.000000,0.523599,-0.523599,0.000000,0.523599,0.190981,0.000000,0.530000,-0.531000,0.000000,0.515000,0.028000,-0.002000,-0.002000,0.000000,-0.015000,-0.019000,0.609000,-0.009450,0.278775,-1.252125,-0.091052,-1.009237,0.000000,single_joint_sine,6,0.5,30.0
0.1240,0.000000,0.523599,-0.523599,0.000000,0.523599,0.198783,0.000000,0.530000,-0.531000,0.000000,0.515000,0.031000,-0.002000,-0.009000,-0.001000,0.013000,-0.028000,0.538000,-0.009450,0.272869,-1.245038,-0.111179,-1.014030,0.149517,single_joint_sine,6,0.5,30.0
0.1291,0.000000,0.523599,-0.523599,0.000000,0.523599,0.206558,0.000000,0.530000,-0.531000,0.000000,0.515000,0.035000,-0.003000,-0.005000,0.000000,0.001000,0.021000,0.554000,-0.022444,0.262237,-1.247400,-0.108304,-1.016905,0.061340,single_joint_sine,6,0.5,30.0
0.1342,0.000000,0.523599,-0.523599,0.000000,0.523599,0.214278,0.000000,0.530000,-0.530000,0.000000,0.515000,0.040000,-0.002000,-0.005000,0.001000,0.001000,0.021000,0.592000,-0.005906,0.262237,-1.261575,-0.108304,-1.016905,0.097761,single_joint_sine,6,0.5,30.0
0.1393,0.000000,0.523599,-0.523599,0.000000,0.523599,0.221942,0.000000,0.530000,-0.530000,0.000000,0.515000,0.040000,0.000000,0.010000,0.001000,-0.015000,0.017000,0.592000,-0.005906,0.251606,-1.261575,-0.100636,-1.018822,0.097761,single_joint_sine,6,0.5,30.0
0.1445,0.000000,0.523599,-0.523599,0.000000,0.523599,0.229548,0.000000,0.530000,-0.531000,0.000000,0.515000,0.044000,0.000000,0.000000,0.000000,0.000000,-0.005000,0.604000,-0.005906,0.272869,-1.242675,-0.108304,-1.010196,0.104470,single_joint_sine,6,0.5,30.0
0.1496,0.000000,0.523599,-0.523599,0.000000,0.523599,0.237096,0.000000,0.530000,-0.531000,0.000000,0.515000,0.049000,-0.002000,0.002000,-0.001000,0.000000,-0.005000,0.569000,-0.017719,0.255150,-1.252125,-0.108304,-1.010196,0.091052,single_joint_sine,6,0.5,30.0
0.1547,0.000000,0.523599,-0.523599,0.000000,0.523599,0.244524,0.000000,0.530000,-0.531000,0.000000,0.514000,0.049000,-0.001000,0.002000,-0.001000,0.011000,-0.015000,0.569000,-0.012994,0.255150,-1.252125,-0.114054,-1.003487,0.091052,single_joint_sine,6,0.5,30.0
0.1598,0.000000,0.523599,-0.523599,0.000000,0.523599,0.251972,0.000000,0.530000,-0.531000,0.000000,0.514000,0.054000,-0.001000,0.001000,0.000000,0.009000,-0.003000,0.720000,-0.012994,0.258694,-1.240312,-0.105428,-1.010196,0.071883,single_joint_sine,6,0.5,30.0
0.1649,0.000000,0.523599,-0.523599,0.000000,0.523599,0.259328,0.000000,0.530000,-0.531000,0.000000,0.515000,0.060000,0.000000,0.007000,0.000000,-0.017000,-0.001000,0.790000,-0.004725,0.252787,-1.249762,-0.095844,-1.014988,0.011501,single_joint_sine,6,0.5,30.0
0.1701,0.000000,0.523599,-0.523599,0.000000,0.523599,0.266641,0.000000,0.530000,-0.531000,0.000000,0.515000,0.066000,-0.002000,0.007000,0.000000,-0.017000,-0.001000,0.901000,-0.001181,0.252787,-1.249762,-0.095844,-1.014988,0.036421,single_joint_sine,6,0.5,30.0
0.1752,0.000000,0.523599,-0.523599,0.000000,0.523599,0.273865,0.000000,0.530000,-0.531000,0.000000,0.515000,0.066000,-0.005000,0.013000,0.000000,-0.003000,0.007000,0.901000,-0.020081,0.252787,-1.249762,-0.098719,-1.001570,0.036421,single_joint_sine,6,0.5,30.0
0.1804,0.000000,0.523599,-0.523599,0.000000,0.523599,0.281048,0.000000,0.530000,-0.531000,0.000000,0.515000,0.071000,-0.005000,0.004000,0.002000,0.007000,0.026000,0.772000,-0.020081,0.262237,-1.247400,-0.115971,-0.997736,0.031629,single_joint_sine,6,0.5,30.0
0.1855,0.000000,0.523599,-0.523599,0.000000,0.523599,0.288146,0.000000,0.530000,-0.531000,0.000000,0.515000,0.077000,-0.004000,0.002000,0.002000,0.007000,0.026000,0.876000,-0.014175,0.271688,-1.256850,-0.115971,-0.997736,0.115971,single_joint_sine,6,0.5,30.0
0.1906,0.000000,0.523599,-0.523599,0.000000,0.523599,0.295151,0.000000,0.530000,-0.531000,0.000000,0.515000,0.077000,-0.007000,0.002000,0.002000,-0.009000,0.007000,0.876000,-0.005906,0.271688,-1.256850,-0.098719,-1.014030,0.115971,single_joint_sine,6,0.5,30.0
