t_s,q_ref_target_rad,omega_ref_target_rad_s,q_target_rad,qd_target_rad_s,tau_ff_target_nm,tau_pd_target_nm,tau_total_target_model_nm,tau_total_target_actual_nm
0.001407,0.000000,0.100000,0.000000,0.000000,3.184591,0.000000,3.184591,1.592296
0.005573,0.000500,0.100000,0.000000,0.000000,3.184591,0.000950,3.185541,1.592770
0.010599,0.001000,0.100000,0.000000,0.000000,3.184591,0.001899,3.186491,1.593245
0.015869,0.001500,0.100000,0.000000,0.000000,3.184591,0.002849,3.187440,1.593720
0.020904,0.002000,0.100000,0.000000,0.000000,3.184591,0.003799,3.188390,1.594195
0.026121,0.002500,0.100000,0.000000,0.000000,3.184591,0.004748,3.189340,1.594670
0.031182,0.003000,0.100000,0.000000,0.000000,3.184591,0.005698,3.190289,1.595145
0.036778,0.003500,0.100000,0.000000,0.000000,3.184591,0.006648,3.191239,1.595619
0.041413,0.004000,0.100000,0.000000,0.000000,3.184591,0.007598,3.192189,1.596094
0.046769,0.004500,0.100000,0.000000,0.000000,3.184591,0.008547,3.193138,1.596569
0.051816,0.005000,0.100000,0.000000,0.000000,3.184591,0.009497,3.194088,1.597044
0.057153,0.005500,0.100000,0.000000,0.000000,3.184591,0.010447,3.195038,1.597519
0.062490,0.006000,0.100000,0.000000,0.000000,3.184591,0.011396,3.195987,1.597994
0.067193,0.006500,0.100000,0.000000,0.000000,3.184591,0.012346,3.196937,1.598469
0.072971,0.007000,0.100000,0.000000,0.000000,3.184591,0.013296,3.197887,1.598943
0.077413,0.007500,0.100000,0.000000,0.000000,3.184591,0.014245,3.198837,1.599418
0.082720,0.008000,0.100000,0.000000,0.000000,3.184591,0.015195,3.199786,1.599893
0.088115,0.008500,0.100000,0.000000,0.000000,3.184591,0.016145,3.200736,1.600368
0.093430,0.009000,0.100000,0.000000,0.000000,3.184591,0.017094,3.201686,1.600843
0.098073,0.009500,0.100000,0.000000,0.000000,3.184591,0.018044,3.202635,1.601318
0.103286,0.010000,0.100000,0.000000,0.000000,3.184591,0.018994,3.203585,1.601792
0.108390,0.010500,0.100000,0.000000,0.000000,3.184591,0.019944,3.204535,1.602267
0.113445,0.011000,0.100000,0.000000,0.000000,3.184591,0.020893,3.205484,1.602742
0.118894,0.011500,0.100000,0.000000,0.000000,3.184591,0.021843,3.206434,1.603217
0.124158,0.012000,0.100000,0.000000,0.000000,3.184591,0.022793,3.207384,1.603692
0.129022,0.012500,0.100000,0.000000,0.000000,3.184591,0.023742,3.208333,1.604167
0.134265,0.013000,0.100000,0.000000,0.000000,3.184591,0.024692,3.209283,1.604642
0.139152,0.013500,0.100000,0.000000,0.000000,3.184591,0.025642,3.210233,1.605116
0.144240,0.014000,0.100000,0.000000,0.000000,3.184591,0.026591,3.211182,1.605591
0.149384,0.014500,0.100000,0.000000,0.000000,3.184591,0.027541,3.212132,1.606066
0.154363,0.015000,0.100000,0.000000,0.000000,3.184591,0.028491,3.213082,1.606541
0.159403,0.015500,0.100000,0.000000,0.000000,3.184591,0.029440,3.214032,1.607016
0.164517,0.016000,0.100000,0.000000,0.000000,3.184591,0.030390,3.214981,1.607491
0.169541,0.016500,0.100000,0.000000,0.000000,3.184591,0.031340,3.215931,1.607965
0.174606,0.017000,0.100000,0.000000,0.000000,3.184591,0.032289,3.216881,1.608440
0.179721,0.017500,0.100000,0.000000,0.000000,3.184591,0.033239,3.217830,1.608915
0.184740,0.018000,0.100000,0.000000,0.000000,3.184591,0.034189,3.218780,1.609390
0.189905,0.018500,0.100000,0.000000,0.000000,3.184591,0.035139,3.219730,1.609865
