t_s,q_ref_target_rad,omega_ref_target_rad_s,q_target_rad,tau_ff_target_nm,tau_total_target_est_nm
0.878817,0.279000,0.100000,0.274000,2.731691,2.801691
0.888912,0.280000,0.100000,0.276000,2.727615,2.783615
0.899075,0.281000,0.100000,0.277000,2.725552,2.781552
0.909254,0.282000,0.100000,0.278000,2.723486,2.779486
0.919284,0.283000,0.100000,0.279000,2.721417,2.777417
0.929501,0.284000,0.100000,0.279000,2.721417,2.791417
0.939541,0.285000,0.100000,0.279000,2.721417,2.805417
0.951642,0.286000,0.100000,0.279000,2.721417,2.819417
0.959864,0.287000,0.100000,0.279000,2.721417,2.833417
0.970588,0.288000,0.100000,0.279000,2.721417,2.847417
0.980735,0.289000,0.100000,0.279000,2.721417,2.861417
0.990923,0.290000,0.100000,0.279000,2.721417,2.875417
1.001135,0.291000,0.100000,0.280000,2.719346,2.873346
1.011372,0.292000,0.100000,0.282000,2.715195,2.855195
1.021450,0.293000,0.100000,0.283000,2.713115,2.853115
1.031758,0.294000,0.100000,0.285000,2.708948,2.834948
1.042071,0.295000,0.100000,0.286000,2.706860,2.832860
1.052330,0.296000,0.100000,0.289000,2.700581,2.798581
1.062689,0.297000,0.100000,0.292000,2.694277,2.764277
1.072857,0.298000,0.100000,0.293000,2.692170,2.762170
1.083134,0.299000,0.100000,0.296000,2.685834,2.727834
1.093169,0.300000,0.100000,0.298000,2.681597,2.709597
1.103868,0.301000,0.100000,0.298000,2.681597,2.723597
1.113374,0.302000,0.100000,0.299000,2.679474,2.721474
1.124095,0.303000,0.100000,0.300000,2.677349,2.719349
1.134125,0.304000,0.100000,0.300000,2.677349,2.733349
1.144243,0.305000,0.100000,0.300000,2.677349,2.747349
1.154066,0.306000,0.100000,0.300000,2.677349,2.761349
1.164204,0.307000,0.100000,0.300000,2.677349,2.775349
1.174383,0.308000,0.100000,0.300000,2.677349,2.789349
1.185884,0.309000,0.100000,0.301000,2.675221,2.787221
1.196611,0.310000,0.100000,0.301000,2.675221,2.801221
1.205902,0.311000,0.100000,0.302000,2.673090,2.799090
1.216099,0.312000,0.100000,0.303000,2.670956,2.796956
1.226771,0.313000,0.100000,0.304000,2.668820,2.794820
1.236636,0.314000,0.100000,0.305000,2.666681,2.792681
1.246979,0.315000,0.100000,0.306000,2.664540,2.790540
1.257233,0.316000,0.100000,0.308000,2.660249,2.772249
1.267418,0.317000,0.100000,0.309000,2.658100,2.770100
1.277763,0.318000,0.100000,0.311000,2.653793,2.751793
1.288082,0.319000,0.100000,0.314000,2.647313,2.717313
1.298379,0.320000,0.100000,0.315000,2.645147,2.715147
1.308569,0.321000,0.100000,0.316000,2.642979,2.712979
1.318492,0.322000,0.100000,0.318000,2.638635,2.694635
1.328840,0.323000,0.100000,0.319000,2.636459,2.692459
1.339362,0.324000,0.100000,0.320000,2.634281,2.690281
1.349488,0.325000,0.100000,0.320000,2.634281,2.704281
1.361749,0.326000,0.100000,0.320000,2.634281,2.718281
1.371799,0.327000,0.100000,0.320000,2.634281,2.732281
1.379617,0.328000,0.100000,0.320000,2.634281,2.746281
1.390025,0.329000,0.100000,0.320000,2.634281,2.760281
1.400421,0.330000,0.100000,0.320000,2.634281,2.774281
1.411347,0.331000,0.100000,0.320000,2.634281,2.788281
1.423198,0.332000,0.100000,0.321000,2.632100,2.786100
1.433273,0.333000,0.100000,0.322000,2.629916,2.783916
1.443738,0.334000,0.100000,0.323000,2.627729,2.781729
1.453852,0.335000,0.100000,0.324000,2.625540,2.779540
1.464105,0.336000,0.100000,0.327000,2.618957,2.744957
1.474097,0.337000,0.100000,0.328000,2.616758,2.742758
1.486141,0.338000,0.100000,0.332000,2.607933,2.691933
1.494582,0.339000,0.100000,0.333000,2.605721,2.689721
1.506022,0.340000,0.100000,0.336000,2.599067,2.655067
1.515013,0.341000,0.100000,0.337000,2.596844,2.652844
1.526005,0.342000,0.100000,0.338000,2.594618,2.650618
1.535774,0.343000,0.100000,0.340000,2.590159,2.632159
1.545587,0.344000,0.100000,0.340000,2.590159,2.646159
1.555827,0.345000,0.100000,0.341000,2.587926,2.643926
1.566226,0.346000,0.100000,0.341000,2.587984,2.657984
1.576199,0.347000,0.100000,0.341000,2.587984,2.671984
1.586462,0.348000,0.100000,0.341000,2.587984,2.685984
1.596716,0.349000,0.100000,0.341000,2.587984,2.699984
1.606997,0.350000,0.100000,0.341000,2.587984,2.713984
1.617131,0.351000,0.100000,0.341000,2.587984,2.727984
1.627420,0.352000,0.100000,0.341000,2.587984,2.741984
1.637740,0.353000,0.100000,0.343000,2.583510,2.723510
1.647929,0.354000,0.100000,0.344000,2.581269,2.721269
1.658463,0.355000,0.100000,0.345000,2.579026,2.719026
1.668281,0.356000,0.100000,0.347000,2.574531,2.700531
1.678392,0.357000,0.100000,0.350000,2.567769,2.665769
1.688531,0.358000,0.100000,0.351000,2.565510,2.663510
1.699217,0.359000,0.100000,0.352000,2.563249,2.661249
1.709390,0.360000,0.100000,0.355000,2.556449,2.626449
1.719287,0.361000,0.100000,0.356000,2.554177,2.624177
1.729861,0.362000,0.100000,0.358000,2.549626,2.605626
1.741612,0.363000,0.100000,0.359000,2.547346,2.603346
1.750629,0.364000,0.100000,0.361000,2.542780,2.584780
1.760684,0.365000,0.100000,0.361000,2.542780,2.598780
1.769881,0.366000,0.100000,0.361000,2.542780,2.612780
1.780250,0.367000,0.100000,0.361000,2.542780,2.626780
1.790986,0.368000,0.100000,0.361000,2.542843,2.640843
1.801180,0.369000,0.100000,0.361000,2.542907,2.654907
1.811546,0.370000,0.100000,0.361000,2.542907,2.668907
1.821490,0.371000,0.100000,0.361000,2.542907,2.682907
1.831677,0.372000,0.100000,0.361000,2.542907,2.696907
1.841976,0.373000,0.100000,0.362000,2.540620,2.694620
1.852212,0.374000,0.100000,0.365000,2.533745,2.659745
1.862463,0.375000,0.100000,0.365000,2.533745,2.673745
1.872613,0.376000,0.100000,0.367000,2.529149,2.655149
1.882883,0.377000,0.100000,0.370000,2.522236,2.620236
1.893155,0.378000,0.100000,0.372000,2.517615,2.601615
1.903204,0.379000,0.100000,0.374000,2.512983,2.582983
1.913263,0.380000,0.100000,0.376000,2.508342,2.564342
1.923404,0.381000,0.100000,0.379000,2.501361,2.529361
1.934068,0.382000,0.100000,0.379000,2.501361,2.543361
1.943892,0.383000,0.100000,0.380000,2.499029,2.541029
1.954188,0.384000,0.100000,0.381000,2.496694,2.538694
1.964261,0.385000,0.100000,0.381000,2.496694,2.552694
1.974353,0.386000,0.100000,0.381000,2.496694,2.566694
1.984449,0.387000,0.100000,0.381000,2.496694,2.580694
1.995486,0.388000,0.100000,0.381000,2.496694,2.594694
2.004983,0.389000,0.100000,0.381000,2.496694,2.608694
2.015057,0.390000,0.100000,0.381000,2.496694,2.622694
2.026647,0.391000,0.100000,0.382000,2.494357,2.620357
2.036980,0.392000,0.100000,0.382000,2.494357,2.634357
2.047206,0.393000,0.100000,0.384000,2.489676,2.615676
