t_s,q_ref_target_rad,omega_ref_target_rad_s,q_target_rad,tau_ff_target_nm,tau_total_target_est_nm
0.004962,0.006000,0.100000,0.006000,3.179669,3.179669
0.011697,0.007000,0.100000,0.006000,3.179669,3.201669
0.024226,0.008000,0.100000,0.006000,3.179669,3.223669
0.032086,0.009000,0.100000,0.006000,3.179649,3.245649
0.043849,0.010000,0.100000,0.006000,3.179649,3.267649
0.052781,0.011000,0.100000,0.006000,3.179649,3.289649
0.062989,0.012000,0.100000,0.006000,3.179630,3.311630
0.073242,0.013000,0.100000,0.006000,3.179591,3.333591
0.083569,0.014000,0.100000,0.006000,3.179591,3.355591
0.093795,0.015000,0.100000,0.007000,3.178326,3.354326
0.104025,0.016000,0.100000,0.008000,3.177058,3.353058
0.114570,0.017000,0.100000,0.010000,3.174513,3.328513
0.124855,0.018000,0.100000,0.011000,3.173236,3.327236
0.135038,0.019000,0.100000,0.013000,3.170672,3.302672
0.145097,0.020000,0.100000,0.015000,3.168095,3.278095
0.155547,0.021000,0.100000,0.017000,3.165505,3.253505
0.165521,0.022000,0.100000,0.018000,3.164206,3.252206
0.175677,0.023000,0.100000,0.019000,3.162903,3.250903
0.185874,0.024000,0.100000,0.020000,3.161597,3.249597
0.195975,0.025000,0.100000,0.020000,3.161597,3.271597
0.206118,0.026000,0.100000,0.021000,3.160288,3.270288
0.216273,0.027000,0.100000,0.021000,3.160287,3.292287
0.226400,0.028000,0.100000,0.022000,3.158973,3.290973
0.236543,0.029000,0.100000,0.023000,3.157657,3.289657
0.246636,0.030000,0.100000,0.023000,3.157655,3.311655
0.257720,0.031000,0.100000,0.024000,3.156333,3.310333
0.268232,0.032000,0.100000,0.024000,3.156332,3.332332
0.277522,0.033000,0.100000,0.026000,3.153685,3.307685
0.287736,0.034000,0.100000,0.027000,3.152357,3.306357
0.297937,0.035000,0.100000,0.029000,3.149692,3.281692
0.308065,0.036000,0.100000,0.030000,3.148355,3.280355
0.318603,0.037000,0.100000,0.033000,3.144324,3.232324
0.328710,0.038000,0.100000,0.033000,3.144324,3.254324
0.338990,0.039000,0.100000,0.034000,3.142974,3.252974
0.349202,0.040000,0.100000,0.035000,3.141621,3.251621
0.359488,0.041000,0.100000,0.036000,3.140265,3.250265
0.369662,0.042000,0.100000,0.037000,3.138906,3.248906
0.379831,0.043000,0.100000,0.037000,3.138906,3.270906
0.390057,0.044000,0.100000,0.038000,3.137544,3.269544
0.400194,0.045000,0.100000,0.039000,3.136178,3.268178
0.410065,0.046000,0.100000,0.040000,3.134809,3.266809
0.420202,0.047000,0.100000,0.042000,3.132063,3.242063
0.430340,0.048000,0.100000,0.042000,3.132063,3.264063
0.440486,0.049000,0.100000,0.043000,3.130685,3.262685
0.450639,0.050000,0.100000,0.045000,3.127919,3.237919
0.461330,0.051000,0.100000,0.046000,3.126531,3.236531
0.471255,0.052000,0.100000,0.048000,3.123747,3.211747
0.481131,0.053000,0.100000,0.049000,3.122350,3.210350
0.491462,0.054000,0.100000,0.050000,3.120950,3.208950
0.501476,0.055000,0.100000,0.050000,3.120950,3.230950
0.513161,0.056000,0.100000,0.051000,3.119547,3.229547
