time_s,target_angle_rad,joint1_angle_rad,joint2_angle_rad,joint3_angle_rad,joint4_angle_rad,joint5_angle_rad,joint6_angle_rad,joint1_velocity_rad_s,joint2_velocity_rad_s,joint3_velocity_rad_s,joint4_velocity_rad_s,joint5_velocity_rad_s,joint6_velocity_rad_s,joint1_torque_nm,joint2_torque_nm,joint3_torque_nm,joint4_torque_nm,joint5_torque_nm,joint6_torque_nm
0.0000,-40.0000,0.000000,1.054000,-0.705000,-0.699000,0.518000,0.000000,0.000000,0.000000,-0.005000,0.009000,-0.001000,-0.009000,-0.109856,-0.492581,-1.077300,-0.438007,-0.567396,-0.022044
0.0021,-40.0000,0.000000,1.054000,-0.705000,-0.699000,0.518000,0.000000,0.000000,0.000000,-0.005000,0.009000,-0.001000,-0.009000,-0.109856,-0.492581,-1.077300,-0.438007,-0.567396,-0.022044
0.0041,-39.9980,0.000000,1.054000,-0.705000,-0.699000,0.518000,0.000000,0.000000,0.002000,-0.002000,-0.078000,-0.001000,-0.009000,-0.124031,-0.481950,-1.074938,-0.402545,-0.579856,-0.022044
0.0062,-39.9960,0.000000,1.054000,-0.705000,-0.699000,0.518000,0.000000,0.000000,0.002000,-0.002000,-0.078000,-0.001000,-0.009000,-0.124031,-0.481950,-1.074938,-0.402545,-0.579856,-0.022044
0.0083,-39.9920,0.000000,1.054000,-0.705000,-0.699000,0.518000,0.000000,0.000000,0.002000,-0.002000,-0.078000,-0.001000,-0.009000,-0.124031,-0.481950,-1.074938,-0.402545,-0.579856,-0.022044
0.0103,-39.9870,0.000000,1.054000,-0.705000,-0.699000,0.518000,0.000000,0.000000,0.002000,0.004000,0.028000,-0.001000,0.024000,-0.116944,-0.481950,-1.099744,-0.456217,-0.579856,-0.022044
0.0124,-39.9810,0.000000,1.054000,-0.705000,-0.699000,0.518000,0.000000,0.000000,0.002000,0.004000,0.028000,-0.001000,0.024000,-0.116944,-0.481950,-1.099744,-0.456217,-0.579856,-0.022044
0.0145,-39.9740,0.000000,1.054000,-0.705000,-0.699000,0.518000,0.000000,0.001000,0.000000,0.009000,0.028000,-0.001000,0.024000,-0.121669,-0.480769,-1.092656,-0.456217,-0.579856,-0.022044
0.0166,-39.9660,0.000000,1.054000,-0.705000,-0.699000,0.517000,0.000000,0.001000,0.000000,0.009000,0.028000,0.005000,0.030000,-0.121669,-0.480769,-1.092656,-0.456217,-0.573147,-0.028753
0.0187,-39.9560,0.000000,1.054000,-0.705000,-0.699000,0.517000,0.000000,0.001000,0.000000,0.009000,0.028000,0.005000,0.030000,-0.121669,-0.480769,-1.092656,-0.456217,-0.573147,-0.028753
0.0208,-39.9460,0.000000,1.054000,-0.705000,-0.699000,0.518000,0.000000,0.001000,-0.006000,0.009000,0.003000,0.026000,0.030000,-0.121669,-0.480769,-1.092656,-0.414046,-0.593274,-0.028753
0.0228,-39.9350,0.000000,1.054000,-0.705000,-0.699000,0.518000,0.000000,0.001000,-0.006000,0.009000,0.003000,0.026000,0.030000,-0.121669,-0.480769,-1.092656,-0.414046,-0.593274,-0.028753
0.0250,-39.9220,0.000000,1.054000,-0.705000,-0.699000,0.518000,0.000000,0.000000,-0.006000,-0.004000,0.003000,0.026000,0.030000,-0.132300,-0.480769,-1.078481,-0.414046,-0.593274,-0.028753
0.0270,-39.9080,0.000000,1.054000,-0.705000,-0.699000,0.517000,0.000000,0.000000,-0.006000,-0.004000,0.009000,0.003000,-0.024000,-0.132300,-0.480769,-1.078481,-0.397753,-0.574106,-0.006709
0.0292,-39.8930,0.000000,1.054000,-0.705000,-0.699000,0.517000,0.000000,0.001000,-0.004000,-0.003000,0.009000,0.003000,-0.024000,-0.120487,-0.467775,-1.093837,-0.397753,-0.574106,-0.006709
0.0312,-39.8770,0.000000,1.054000,-0.705000,-0.699000,0.517000,0.000000,0.001000,-0.004000,-0.003000,0.009000,0.003000,0.005000,-0.120487,-0.467775,-1.093837,-0.397753,-0.574106,-0.028753
