t_s,q_ref_target_rad,omega_ref_target_rad_s,q_target_rad,tau_ff_target_nm,tau_total_target_est_nm
0.000379,0.006000,0.100000,0.006000,3.179669,3.179669
0.010927,0.007000,0.100000,0.006000,3.179649,3.183649
0.023811,0.008000,0.100000,0.006000,3.179649,3.187649
0.034669,0.009000,0.100000,0.006000,3.179649,3.191649
0.042249,0.010000,0.100000,0.006000,3.179649,3.195649
0.055129,0.011000,0.100000,0.005000,3.180912,3.204912
0.063695,0.012000,0.100000,0.005000,3.180910,3.208910
0.072150,0.013000,0.100000,0.005000,3.180887,3.212887
0.083533,0.014000,0.100000,0.005000,3.180881,3.216881
0.093661,0.015000,0.100000,0.005000,3.180878,3.220878
0.103890,0.016000,0.100000,0.005000,3.180875,3.224875
0.113885,0.017000,0.100000,0.005000,3.180875,3.228875
0.124213,0.018000,0.100000,0.005000,3.180875,3.232875
0.134513,0.019000,0.100000,0.005000,3.180855,3.236855
0.144418,0.020000,0.100000,0.005000,3.180855,3.240855
0.154709,0.021000,0.100000,0.005000,3.180855,3.244855
0.164896,0.022000,0.100000,0.005000,3.180855,3.248855
0.174992,0.023000,0.100000,0.005000,3.180855,3.252855
0.185068,0.024000,0.100000,0.005000,3.180855,3.256855
0.195230,0.025000,0.100000,0.005000,3.180855,3.260855
0.205362,0.026000,0.100000,0.005000,3.180855,3.264855
0.215452,0.027000,0.100000,0.005000,3.180835,3.268835
0.225582,0.028000,0.100000,0.005000,3.180835,3.272835
0.235691,0.029000,0.100000,0.005000,3.180835,3.276835
0.245856,0.030000,0.100000,0.006000,3.179574,3.275574
0.255997,0.031000,0.100000,0.006000,3.179574,3.279574
0.266141,0.032000,0.100000,0.006000,3.179574,3.283574
0.276255,0.033000,0.100000,0.007000,3.178310,3.282310
0.286803,0.034000,0.100000,0.007000,3.178310,3.286310
0.297131,0.035000,0.100000,0.007000,3.178310,3.290310
0.307341,0.036000,0.100000,0.007000,3.178310,3.294310
0.317576,0.037000,0.100000,0.007000,3.178310,3.298310
0.328833,0.038000,0.100000,0.007000,3.178310,3.302310
0.338010,0.039000,0.100000,0.007000,3.178310,3.306310
0.348127,0.040000,0.100000,0.007000,3.178310,3.310310
0.358337,0.041000,0.100000,0.008000,3.177042,3.309042
0.368595,0.042000,0.100000,0.010000,3.174497,3.302497
0.378743,0.043000,0.100000,0.012000,3.171940,3.295940
0.388936,0.044000,0.100000,0.013000,3.170656,3.294656
0.399123,0.045000,0.100000,0.017000,3.165491,3.277491
0.409347,0.046000,0.100000,0.019000,3.162889,3.270889
0.419652,0.047000,0.100000,0.021000,3.160274,3.264274
0.429819,0.048000,0.100000,0.025000,3.155007,3.247007
0.439696,0.049000,0.100000,0.026000,3.153683,3.245683
0.449845,0.050000,0.100000,0.031000,3.147012,3.223012
0.460209,0.051000,0.100000,0.033000,3.144322,3.216322
0.470536,0.052000,0.100000,0.036000,3.140263,3.204263
0.480488,0.053000,0.100000,0.038000,3.137542,3.197542
0.490654,0.054000,0.100000,0.040000,3.134808,3.190808
0.500788,0.055000,0.100000,0.043000,3.130683,3.178683
0.511342,0.056000,0.100000,0.044000,3.129302,3.177302
0.523695,0.057000,0.100000,0.047000,3.125139,3.165139
0.531305,0.058000,0.100000,0.047000,3.125139,3.169139
0.543036,0.059000,0.100000,0.049000,3.122349,3.162349
0.554059,0.060000,0.100000,0.050000,3.120949,3.160949
0.563632,0.061000,0.100000,0.050000,3.120949,3.164949
0.574007,0.062000,0.100000,0.051000,3.119546,3.163546
0.584209,0.063000,0.100000,0.051000,3.119546,3.167546
0.594202,0.064000,0.100000,0.051000,3.119546,3.171546
0.604961,0.065000,0.100000,0.051000,3.119546,3.175546
0.614782,0.066000,0.100000,0.051000,3.119546,3.179546
0.625442,0.067000,0.100000,0.051000,3.119546,3.183546
0.635823,0.068000,0.100000,0.051000,3.119546,3.187546
0.645627,0.069000,0.100000,0.051000,3.119546,3.191546
0.655842,0.070000,0.100000,0.051000,3.119546,3.195546
0.665995,0.071000,0.100000,0.051000,3.119546,3.199546
0.679599,0.072000,0.100000,0.051000,3.119546,3.203546
0.686991,0.073000,0.100000,0.051000,3.119546,3.207546
0.697659,0.074000,0.100000,0.051000,3.119546,3.211546
0.707863,0.075000,0.100000,0.051000,3.119546,3.215546
0.717753,0.076000,0.100000,0.052000,3.118140,3.214140
0.727463,0.077000,0.100000,0.052000,3.118140,3.218140
0.737474,0.078000,0.100000,0.052000,3.118140,3.222140
