t_s,q_ref_target_rad,omega_ref_target_rad_s,q_target_rad,tau_ff_target_nm,tau_total_target_est_nm
0.749450,0.079000,0.100000,0.053000,3.116730,3.220730
0.759370,0.080000,0.100000,0.053000,3.116730,3.224730
0.769615,0.081000,0.100000,0.053000,3.116730,3.228730
0.779657,0.082000,0.100000,0.053000,3.116730,3.232730
0.790267,0.083000,0.100000,0.054000,3.115318,3.231318
0.799993,0.084000,0.100000,0.055000,3.113902,3.229902
0.810428,0.085000,0.100000,0.056000,3.112484,3.228484
0.820521,0.086000,0.100000,0.058000,3.109637,3.221637
0.830977,0.087000,0.100000,0.059000,3.108209,3.220209
0.841078,0.088000,0.100000,0.063000,3.102466,3.202466
0.851543,0.089000,0.100000,0.064000,3.101023,3.201023
0.862369,0.090000,0.100000,0.066000,3.098126,3.194126
0.874482,0.091000,0.100000,0.070000,3.092297,3.176297
0.882884,0.092000,0.100000,0.072000,3.089363,3.169363
0.893314,0.093000,0.100000,0.075000,3.084940,3.156940
0.903488,0.094000,0.100000,0.077000,3.081976,3.149976
0.913764,0.095000,0.100000,0.081000,3.076010,3.132010
0.924064,0.096000,0.100000,0.083000,3.073009,3.125009
0.934294,0.097000,0.100000,0.084000,3.071504,3.123504
0.944450,0.098000,0.100000,0.087000,3.066969,3.110969
0.954966,0.099000,0.100000,0.088000,3.065452,3.109452
0.964563,0.100000,0.100000,0.088000,3.065452,3.113452
0.975244,0.101000,0.100000,0.089000,3.063931,3.111931
0.984968,0.102000,0.100000,0.089000,3.063931,3.115931
0.995550,0.103000,0.100000,0.090000,3.062408,3.114408
1.005611,0.104000,0.100000,0.090000,3.062408,3.118408
1.015541,0.105000,0.100000,0.090000,3.062408,3.122408
