time_s,target_angle_rad,joint1_angle_rad,joint2_angle_rad,joint3_angle_rad,joint4_angle_rad,joint5_angle_rad,joint6_angle_rad,joint1_velocity_rad_s,joint2_velocity_rad_s,joint3_velocity_rad_s,joint4_velocity_rad_s,joint5_velocity_rad_s,joint6_velocity_rad_s,joint1_torque_nm,joint2_torque_nm,joint3_torque_nm,joint4_torque_nm,joint5_torque_nm,joint6_torque_nm
0.0000,-40.0000,0.000000,1.386000,-0.705000,0.696000,-0.706000,0.000000,0.002000,-0.005000,-0.002000,-0.019000,-0.013000,0.003000,-0.122850,-1.050131,-1.122188,-0.490721,-0.876973,-0.086260
0.0022,-40.0000,0.000000,1.386000,-0.705000,0.696000,-0.706000,0.000000,0.000000,-0.005000,-0.009000,-0.019000,0.000000,-0.001000,-0.119306,-1.008787,-1.110375,-0.490721,-0.888474,-0.045047
0.0042,-39.9980,0.000000,1.386000,-0.705000,0.696000,-0.706000,0.000000,0.000000,-0.005000,-0.009000,-0.019000,0.000000,-0.001000,-0.119306,-1.008787,-1.110375,-0.490721,-0.888474,-0.045047
0.0065,-39.9950,0.000000,1.386000,-0.705000,0.696000,-0.706000,0.000000,0.000000,-0.005000,-0.009000,-0.019000,0.000000,-0.001000,-0.119306,-1.008787,-1.110375,-0.490721,-0.888474,-0.045047
0.0086,-39.9910,0.000000,1.386000,-0.705000,0.696000,-0.706000,0.000000,0.000000,-0.005000,-0.012000,-0.030000,0.000000,-0.005000,-0.119306,-1.056037,-1.106831,-0.501264,-0.888474,-0.081467
0.0106,-39.9860,0.000000,1.386000,-0.705000,0.696000,-0.706000,0.000000,0.000000,-0.005000,-0.012000,-0.030000,0.000000,-0.005000,-0.119306,-1.056037,-1.106831,-0.501264,-0.888474,-0.081467
0.0128,-39.9800,0.000000,1.386000,-0.705000,0.696000,-0.706000,0.000000,0.000000,-0.005000,-0.012000,-0.005000,0.023000,-0.005000,-0.125213,-1.056037,-1.106831,-0.486888,-0.892308,-0.081467
0.0148,-39.9730,0.000000,1.386000,-0.705000,0.696000,-0.706000,0.000000,0.000000,-0.005000,-0.012000,-0.005000,0.023000,-0.005000,-0.125213,-1.056037,-1.106831,-0.486888,-0.892308,-0.081467
0.0170,-39.9640,0.000000,1.386000,-0.705000,0.696000,-0.706000,0.000000,0.000000,0.004000,0.002000,-0.005000,0.001000,-0.005000,-0.128756,-1.033594,-1.124550,-0.486888,-0.873139,-0.081467
0.0190,-39.9550,0.000000,1.386000,-0.705000,0.696000,-0.706000,0.000000,0.000000,0.004000,0.002000,-0.005000,0.001000,0.003000,-0.128756,-1.033594,-1.124550,-0.486888,-0.873139,-0.082426
0.0216,-39.9420,0.000000,1.386000,-0.705000,0.696000,-0.706000,0.000000,0.000000,0.000000,0.003000,-0.015000,0.001000,-0.013000,-0.128756,-1.034775,-1.122188,-0.497430,-0.838635,-0.087218
0.0237,-39.9300,0.000000,1.386000,-0.705000,0.696000,-0.706000,0.000000,0.000000,0.000000,0.003000,-0.015000,0.001000,-0.013000,-0.128756,-1.034775,-1.122188,-0.497430,-0.838635,-0.087218
0.0257,-39.9170,0.000000,1.386000,-0.705000,0.696000,-0.706000,0.000000,0.000000,0.000000,0.003000,-0.015000,0.001000,-0.013000,-0.128756,-1.034775,-1.122188,-0.497430,-0.838635,-0.087218
0.0278,-39.9030,0.000000,1.386000,-0.705000,0.696000,-0.706000,0.000000,0.000000,-0.002000,0.003000,-0.003000,0.001000,0.007000,-0.119306,-1.031231,-1.122188,-0.498389,-0.838635,-0.076675
0.0299,-39.8880,0.000000,1.386000,-0.705000,0.696000,-0.706000,0.000000,0.000000,-0.002000,0.003000,-0.003000,0.001000,0.007000,-0.119306,-1.031231,-1.122188,-0.498389,-0.838635,-0.076675
0.0322,-39.8700,0.000000,1.386000,-0.705000,0.696000,-0.706000,0.000000,0.002000,-0.002000,0.005000,-0.003000,0.001000,0.007000,-0.128756,-1.031231,-1.121006,-0.498389,-0.838635,-0.076675
0.0343,-39.8520,0.000000,1.386000,-0.705000,0.696000,-0.706000,0.000000,0.002000,-0.002000,0.005000,-0.005000,0.017000,0.007000,-0.128756,-1.031231,-1.121006,-0.496472,-0.796464,-0.076675
0.0363,-39.8340,0.000000,1.386000,-0.705000,0.696000,-0.706000,0.000000,0.002000,-0.002000,0.005000,-0.005000,0.017000,0.007000,-0.128756,-1.031231,-1.121006,-0.496472,-0.796464,-0.076675
0.0384,-39.8140,0.000000,1.386000,-0.705000,0.696000,-0.706000,0.000000,0.000000,0.002000,0.004000,-0.005000,0.080000,-0.007000,-0.124031,-1.038319,-1.128094,-0.496472,-0.781129,-0.070925
0.0405,-39.7930,0.000000,1.386000,-0.705000,0.696000,-0.706000,0.000000,0.000000,0.002000,0.004000,-0.005000,0.080000,-0.007000,-0.124031,-1.038319,-1.128094,-0.496472,-0.781129,-0.070925
0.0426,-39.7720,0.000000,1.386000,-0.705000,0.696000,-0.706000,0.000000,0.000000,0.002000,-0.004000,0.000000,0.080000,0.003000,-0.124031,-1.038319,-1.096200,-0.492638,-0.781129,-0.082426
0.0446,-39.7490,0.000000,1.386000,-0.705000,0.696000,-0.706000,0.000000,0.000000,0.002000,-0.004000,0.000000,0.080000,0.003000,-0.124031,-1.038319,-1.096200,-0.492638,-0.781129,-0.082426
0.0467,-39.7250,0.000000,1.386000,-0.705000,0.696000,-0.706000,0.000000,0.003000,0.002000,-0.004000,0.000000,0.080000,0.003000,-0.122850,-1.038319,-1.096200,-0.492638,-0.781129,-0.082426
0.0488,-39.7000,0.000000,1.386000,-0.705000,0.696000,-0.705000,0.000000,0.003000,0.002000,-0.004000,0.034000,0.118000,0.003000,-0.122850,-1.038319,-1.096200,-0.502223,-0.787838,-0.082426
0.0512,-39.6690,0.000000,1.386000,-0.705000,0.696000,-0.705000,0.000000,0.003000,0.002000,-0.004000,0.034000,0.118000,0.003000,-0.122850,-1.038319,-1.096200,-0.502223,-0.787838,-0.082426
0.0533,-39.6420,0.000000,1.386000,-0.705000,0.696000,-0.704000,0.000000,0.000000,0.002000,-0.003000,0.034000,0.122000,0.009000,-0.116944,-1.024144,-1.097381,-0.502223,-0.786879,-0.203189
0.0554,-39.6140,0.000000,1.386000,-0.705000,0.696000,-0.704000,0.000000,0.000000,0.002000,-0.003000,0.034000,0.122000,0.009000,-0.116944,-1.024144,-1.097381,-0.502223,-0.786879,-0.203189
0.0575,-39.5840,0.000000,1.386000,-0.705000,0.696000,-0.704000,0.000000,0.000000,-0.002000,-0.003000,-0.034000,0.053000,0.036000,-0.116944,-1.047769,-1.106831,-0.486888,-0.692952,-0.095844
0.0595,-39.5540,0.000000,1.386000,-0.705000,0.696000,-0.704000,0.000000,0.000000,-0.002000,-0.003000,-0.034000,0.053000,0.036000,-0.116944,-1.047769,-1.106831,-0.486888,-0.692952,-0.095844
0.0616,-39.5220,0.000000,1.386000,-0.705000,0.696000,-0.704000,0.000000,0.000000,0.002000,-0.003000,-0.034000,0.053000,0.036000,-0.119306,-1.066669,-1.106831,-0.486888,-0.692952,-0.095844
0.0637,-39.4900,0.000000,1.386000,-0.705000,0.696000,-0.704000,0.000000,0.000000,0.002000,-0.003000,0.026000,0.053000,-0.032000,-0.119306,-1.066669,-1.106831,-0.513724,-0.692952,-0.053673
0.0657,-39.4560,0.000000,1.386000,-0.705000,0.696000,-0.704000,0.000000,0.000000,0.002000,-0.003000,0.026000,0.053000,-0.032000,-0.119306,-1.066669,-1.106831,-0.513724,-0.692952,-0.053673
0.0678,-39.4210,0.000000,1.386000,-0.705000,0.696000,-0.702000,0.000000,0.000000,0.002000,-0.010000,0.024000,0.297000,-0.032000,-0.124031,-1.066669,-1.086750,-0.479220,-0.759084,-0.053673
0.0699,-39.3860,0.000000,1.386000,-0.705000,0.696000,-0.702000,0.000000,0.000000,0.002000,-0.010000,0.024000,0.297000,-0.032000,-0.124031,-1.066669,-1.086750,-0.479220,-0.759084,-0.053673
0.0720,-39.3480,0.000000,1.386000,-0.705000,0.696000,-0.701000,0.000000,0.000000,-0.002000,-0.004000,0.024000,0.082000,0.001000,-0.127575,-1.035956,-1.077300,-0.479220,-0.797422,-0.074758
0.0740,-39.3100,0.000000,1.386000,-0.705000,0.696000,-0.701000,0.000000,0.000000,-0.002000,-0.004000,0.024000,0.082000,0.001000,-0.127575,-1.035956,-1.077300,-0.479220,-0.797422,-0.074758
0.0763,-39.2670,0.000000,1.386000,-0.705000,0.696000,-0.701000,0.000000,0.000000,-0.002000,-0.004000,0.024000,0.082000,0.001000,-0.127575,-1.035956,-1.077300,-0.479220,-0.797422,-0.074758
0.0783,-39.2280,0.000000,1.386000,-0.705000,0.696000,-0.701000,0.000000,0.000000,-0.007000,0.000000,-0.019000,0.082000,0.023000,-0.127575,-1.039500,-1.086750,-0.484971,-0.797422,-0.103512
