t_s,q_ref_target_rad,omega_ref_target_rad_s,q_target_rad,tau_ff_target_nm,tau_total_target_est_nm
0.412896,0.075000,0.100000,0.000000,-0.000000,-0.000000
0.417244,0.076000,0.100000,0.000000,-0.000000,-0.000000
0.434602,0.077000,0.100000,0.000000,-0.000000,-0.000000
0.462567,0.078000,0.100000,0.000000,-0.000000,-0.000000
0.466822,0.079000,0.100000,0.000000,-0.000000,-0.000000
0.470275,0.080000,0.100000,0.000000,-0.000000,-0.000000
0.475876,0.081000,0.100000,0.000000,-0.000000,-0.000000
0.481737,0.082000,0.100000,0.000000,-0.000000,-0.000000
0.485171,0.083000,0.100000,0.000000,-0.000000,-0.000000
0.488842,0.084000,0.100000,0.000000,-0.000000,-0.000000
0.492867,0.085000,0.100000,0.000000,-0.000000,-0.000000
0.496235,0.086000,0.100000,0.000000,-0.000000,-0.000000
0.501257,0.087000,0.100000,0.000000,-0.000000,-0.000000
0.504629,0.088000,0.100000,0.000000,-0.000000,-0.000000
0.508608,0.089000,0.100000,0.000000,-0.000000,-0.000000
0.529582,0.090000,0.100000,0.000000,-0.000000,-0.000000
0.534654,0.091000,0.100000,0.000000,-0.000000,-0.000000
0.541426,0.092000,0.100000,0.000000,-0.000000,-0.000000
0.550611,0.093000,0.100000,0.000000,-0.000000,-0.000000
0.554881,0.094000,0.100000,0.000000,-0.000000,-0.000000
0.558251,0.095000,0.100000,0.000000,-0.000000,-0.000000
0.561890,0.096000,0.100000,0.000000,-0.000000,-0.000000
0.565230,0.097000,0.100000,0.000000,-0.000000,-0.000000
0.572862,0.098000,0.100000,0.000000,-0.000000,-0.000000
0.578179,0.099000,0.100000,0.000000,-0.000000,-0.000000
