time_s,joint1_target_angle_rad,joint2_target_angle_rad,joint3_target_angle_rad,joint4_target_angle_rad,joint5_target_angle_rad,joint6_target_angle_rad,joint1_angle_rad,joint2_angle_rad,joint3_angle_rad,joint4_angle_rad,joint5_angle_rad,joint6_angle_rad,joint1_velocity_rad_s,joint2_velocity_rad_s,joint3_velocity_rad_s,joint4_velocity_rad_s,joint5_velocity_rad_s,joint6_velocity_rad_s,joint1_torque_nm,joint2_torque_nm,joint3_torque_nm,joint4_torque_nm,joint5_torque_nm,joint6_torque_nm,mode,j1_freq_hz,j2_freq_hz,j3_freq_hz,j4_freq_hz,j5_freq_hz,j6_freq_hz,amp_deg
0.0000,0.000001,0.523600,-0.523597,0.000002,-0.523596,0.000003,0.000000,0.530000,-0.531000,0.000000,-0.531000,0.000000,0.003000,-0.011000,0.000000,-0.001000,0.015000,-0.028000,-0.011813,0.311850,-1.143450,-0.139932,-0.898058,-0.004792,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.0051,0.002231,0.526387,-0.519918,0.004461,-0.518022,0.006691,0.000000,0.530000,-0.531000,0.000000,-0.531000,0.000000,0.001000,0.004000,0.000000,0.001000,0.024000,-0.028000,0.004725,0.294131,-1.145813,-0.140891,-0.910518,-0.004792,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.0102,0.004467,0.529183,-0.516228,0.008934,-0.512432,0.013399,0.000000,0.530000,-0.531000,0.000000,-0.531000,0.000000,-0.002000,0.004000,0.000000,-0.001000,0.024000,-0.028000,0.003544,0.294131,-1.135181,-0.135140,-0.910518,-0.004792,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.0153,0.006718,0.531996,-0.512516,0.013433,-0.506810,0.020143,0.000000,0.530000,-0.531000,0.000000,-0.531000,0.000000,-0.002000,0.008000,0.000000,-0.001000,-0.013000,0.015000,0.003544,0.290587,-1.135181,-0.135140,-0.877931,-0.050797,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.0204,0.008963,0.534802,-0.508812,0.017920,-0.501204,0.026866,0.000000,0.530000,-0.531000,0.000000,-0.531000,0.000000,-0.007000,0.013000,0.000000,0.000000,-0.005000,0.009000,0.072056,0.366187,-1.098563,-0.119805,-0.876014,-0.010543,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.0256,0.011208,0.537608,-0.505111,0.022405,-0.495603,0.033578,0.000000,0.531000,-0.530000,0.000000,-0.531000,0.000000,0.036000,0.037000,0.028000,0.038000,-0.005000,0.009000,0.106312,0.455962,-0.974531,-0.098719,-0.876014,-0.010543,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.0307,0.013447,0.540406,-0.501420,0.026875,-0.490024,0.040262,0.000000,0.531000,-0.530000,0.000000,-0.531000,0.000000,0.106000,0.037000,0.033000,0.038000,-0.003000,0.034000,0.063787,0.455962,-0.804431,-0.098719,-0.813716,0.047922,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.0358,0.015689,0.543206,-0.497727,0.031346,-0.484446,0.046940,0.000000,0.531000,-0.530000,0.000000,-0.531000,0.000000,0.106000,0.026000,0.033000,0.038000,0.003000,0.051000,0.063787,0.602437,-0.804431,-0.040254,-0.696786,0.066132,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.0408,0.017906,0.545976,-0.494076,0.035765,-0.478937,0.053530,0.001000,0.532000,-0.530000,0.001000,-0.531000,0.000000,0.112000,0.087000,0.104000,0.078000,0.021000,0.051000,0.062606,0.626062,-0.717019,-0.025878,-0.595191,0.066132,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.0459,0.020108,0.548726,-0.490452,0.040149,-0.473475,0.060057,0.002000,0.532000,-0.529000,0.001000,-0.531000,0.002000,0.145000,0.087000,0.152000,0.113000,0.021000,0.414000,0.179550,0.626062,-0.785531,0.041213,-0.595191,0.021086,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.0513,0.022468,0.551673,-0.486571,0.044843,-0.467633,0.067031,0.002000,0.533000,-0.529000,0.001000,-0.531000,0.002000,0.145000,0.172000,0.152000,0.113000,-0.011000,-0.057000,0.179550,0.585900,-0.785531,0.041213,-0.407337,0.125556,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.0563,0.024694,0.554452,-0.482912,0.049265,-0.462134,0.073589,0.003000,0.533000,-0.528000,0.003000,-0.531000,0.003000,0.147000,0.108000,0.143000,0.166000,0.051000,0.065000,0.321300,1.102106,-0.544556,0.011501,-0.268363,0.218524,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.0614,0.026909,0.557216,-0.479275,0.053658,-0.456676,0.080088,0.005000,0.535000,-0.526000,0.004000,-0.531000,0.003000,0.234000,0.199000,0.179000,0.285000,0.051000,0.065000,0.341381,1.048950,-0.458325,-0.019169,-0.268363,0.218524,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.0665,0.029150,0.560012,-0.475598,0.058096,-0.451169,0.086637,0.006000,0.535000,-0.525000,0.004000,-0.530000,0.005000,0.234000,0.199000,0.227000,0.285000,0.107000,0.304000,0.523294,1.048950,-0.379181,-0.019169,-0.143766,0.045047,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.0717,0.031391,0.562807,-0.471925,0.062527,-0.445678,0.093156,0.006000,0.537000,-0.525000,0.006000,-0.529000,0.007000,0.234000,0.225000,0.227000,0.364000,0.191000,0.256000,0.523294,1.183612,-0.379181,-0.035462,-0.070925,0.106387,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.0768,0.033626,0.565595,-0.468264,0.066940,-0.440216,0.099631,0.008000,0.538000,-0.523000,0.008000,-0.527000,0.007000,0.296000,0.300000,0.303000,0.283000,0.201000,0.256000,0.446512,1.204875,-0.395719,-0.017252,-0.095844,0.106387,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.0819,0.035855,0.568373,-0.464618,0.071330,-0.434791,0.106051,0.010000,0.538000,-0.521000,0.010000,-0.527000,0.009000,0.363000,0.300000,0.295000,0.210000,0.201000,0.166000,0.311850,1.204875,-0.385087,0.034504,-0.095844,0.104470,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.0870,0.038090,0.571158,-0.460965,0.075726,-0.429367,0.112457,0.010000,0.540000,-0.521000,0.010000,-0.524000,0.011000,0.363000,0.281000,0.295000,0.210000,0.324000,0.149000,0.311850,1.418681,-0.385087,0.034504,-0.112137,0.092969,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.0921,0.040326,0.573943,-0.457317,0.080111,-0.423964,0.118824,0.013000,0.543000,-0.518000,0.013000,-0.522000,0.014000,0.386000,0.403000,0.373000,0.178000,0.573000,0.201000,0.249244,1.126912,-0.504394,0.071883,-0.084343,0.099678,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.0973,0.042565,0.576730,-0.453668,0.084494,-0.418574,0.125163,0.016000,0.546000,-0.515000,0.015000,-0.522000,0.014000,0.382000,0.398000,0.401000,0.233000,0.573000,0.201000,0.374456,1.248581,-0.445331,0.078592,-0.084343,0.099678,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.1024,0.044791,0.579500,-0.450046,0.088841,-0.413239,0.131422,0.019000,0.546000,-0.512000,0.015000,-0.519000,0.017000,0.439000,0.398000,0.438000,0.233000,0.393000,0.235000,0.318937,1.248581,-0.362644,0.078592,-0.104470,0.167727,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.1075,0.047021,0.582274,-0.446421,0.093185,-0.407918,0.137650,0.019000,0.549000,-0.512000,0.018000,-0.515000,0.020000,0.439000,0.477000,0.438000,0.243000,0.659000,0.462000,0.318937,1.121006,-0.362644,0.152392,-0.262613,0.085301,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.1126,0.049241,0.585034,-0.442818,0.097497,-0.402646,0.143803,0.022000,0.552000,-0.509000,0.022000,-0.510000,0.020000,0.533000,0.478000,0.493000,0.519000,0.607000,0.462000,0.001181,1.150537,-0.526837,0.114054,-0.378584,0.085301,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.1178,0.051467,0.587800,-0.439212,0.101809,-0.397387,0.149925,0.026000,0.552000,-0.506000,0.025000,-0.510000,0.023000,0.437000,0.478000,0.510000,0.467000,0.607000,0.433000,0.285862,1.150537,-0.522112,-0.012460,-0.378584,0.116930,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.1229,0.053691,0.590563,-0.435614,0.106105,-0.392158,0.155993,0.026000,0.556000,-0.506000,0.025000,-0.506000,0.028000,0.437000,0.563000,0.510000,0.467000,0.728000,0.684000,0.285862,0.857587,-0.522112,-0.012460,-0.382418,-0.010543,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.1280,0.055890,0.593292,-0.432065,0.110338,-0.387020,0.161938,0.029000,0.560000,-0.502000,0.030000,-0.502000,0.031000,0.477000,0.590000,0.566000,0.609000,0.724000,0.442000,0.192544,0.850500,-0.616613,-0.021086,-0.414046,0.184020,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.1330,0.058087,0.596017,-0.428524,0.114554,-0.381913,0.167827,0.032000,0.564000,-0.498000,0.034000,-0.502000,0.031000,0.473000,0.604000,0.606000,0.548000,0.724000,0.442000,0.098044,0.699300,-0.767812,-0.031629,-0.414046,0.184020,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.1382,0.060317,0.598782,-0.424937,0.118820,-0.376762,0.173748,0.036000,0.564000,-0.493000,0.034000,-0.497000,0.035000,0.449000,0.604000,0.561000,0.548000,0.715000,0.527000,0.144112,0.699300,-0.503212,-0.031629,-0.555895,0.051756,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.1433,0.062507,0.601495,-0.421421,0.122993,-0.371735,0.179504,0.036000,0.569000,-0.493000,0.038000,-0.492000,0.040000,0.449000,0.612000,0.561000,0.745000,0.657000,0.609000,0.144112,0.613069,-0.503212,0.026836,-0.722664,0.078592,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.1484,0.064714,0.604227,-0.417886,0.127184,-0.366702,0.185245,0.039000,0.573000,-0.489000,0.041000,-0.487000,0.040000,0.449000,0.627000,0.689000,0.381000,0.657000,0.609000,0.243337,0.419344,-0.817425,0.104470,-0.777295,0.078592,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.1535,0.066924,0.606962,-0.414353,0.131365,-0.361697,0.190932,0.042000,0.573000,-0.484000,0.046000,-0.487000,0.044000,0.454000,0.627000,0.682000,0.607000,0.657000,0.473000,0.250425,0.419344,-0.772537,0.046005,-0.777295,0.111179,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.1587,0.069140,0.609701,-0.410819,0.135540,-0.356716,0.196569,0.042000,0.577000,-0.484000,0.046000,-0.482000,0.049000,0.454000,0.594000,0.682000,0.607000,0.638000,0.533000,0.250425,0.400444,-0.772537,0.046005,-0.751417,0.074758,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.1638,0.071343,0.612423,-0.407313,0.139675,-0.351798,0.202109,0.045000,0.582000,-0.479000,0.052000,-0.476000,0.054000,0.485000,0.581000,0.728000,0.803000,0.686000,0.780000,0.049612,0.323662,-0.846956,0.054631,-0.758126,0.063257,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.1689,0.073553,0.615150,-0.403806,0.143802,-0.346906,0.207595,0.051000,0.586000,-0.469000,0.057000,-0.476000,0.054000,0.421000,0.575000,0.767000,0.899000,0.686000,0.780000,0.133481,0.192544,-1.052494,0.002875,-0.758126,0.063257,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.1740,0.075724,0.617829,-0.400367,0.147842,-0.342135,0.212919,0.051000,0.586000,-0.469000,0.057000,-0.471000,0.059000,0.421000,0.575000,0.767000,0.899000,0.663000,0.916000,0.133481,0.192544,-1.052494,0.002875,-0.851095,0.061340,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.1791,0.077897,0.620507,-0.396936,0.151865,-0.337401,0.218174,0.051000,0.589000,-0.469000,0.062000,-0.465000,0.065000,0.421000,0.571000,0.767000,0.765000,0.993000,0.709000,0.133481,0.192544,-1.052494,-0.024919,-0.945022,0.028753,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.1846,0.080239,0.623391,-0.393247,0.156181,-0.332345,0.223758,0.057000,0.593000,-0.458000,0.073000,-0.459000,0.071000,0.462000,0.533000,0.745000,0.715000,0.874000,0.837000,0.038981,0.190181,-1.112737,0.110221,-1.017863,0.033545,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.1908,0.082911,0.626678,-0.389052,0.161077,-0.326635,0.230023,0.057000,0.597000,-0.458000,0.073000,-0.453000,0.076000,0.462000,0.544000,0.745000,0.715000,0.864000,0.837000,0.038981,0.145294,-1.112737,0.110221,-1.030323,0.083384,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.1959,0.085063,0.629322,-0.385684,0.164997,-0.322085,0.234983,0.060000,0.601000,-0.453000,0.080000,-0.446000,0.083000,0.412000,0.562000,0.704000,0.979000,1.012000,0.962000,0.137025,0.116944,-1.013513,0.079551,-1.112749,0.054631,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.2010,0.087242,0.631997,-0.382283,0.168946,-0.317520,0.239927,0.063000,0.605000,-0.448000,0.086000,-0.446000,0.083000,0.439000,0.521000,0.762000,0.901000,1.012000,0.962000,0.074419,0.158287,-1.304100,-0.023003,-1.112749,0.054631,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.2063,0.089495,0.634760,-0.378779,0.173007,-0.312850,0.244953,0.066000,0.605000,-0.443000,0.086000,-0.439000,0.089000,0.409000,0.521000,0.673000,0.901000,0.983000,0.972000,0.218531,0.158287,-0.954450,-0.023003,-1.158754,0.087218,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.2114,0.091640,0.637389,-0.375452,0.176851,-0.308450,0.249656,0.066000,0.609000,-0.443000,0.092000,-0.432000,0.096000,0.409000,0.548000,0.673000,0.776000,1.060000,1.035000,0.218531,0.152381,-0.954450,0.010543,-1.184632,0.023003,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.2165,0.093809,0.640044,-0.372098,0.180717,-0.304048,0.254327,0.069000,0.612000,-0.438000,0.098000,-0.425000,0.096000,0.469000,0.547000,0.720000,0.843000,0.956000,1.035000,-0.023625,0.120487,-1.159987,0.060382,-1.173131,0.023003,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.2217,0.095978,0.642696,-0.368757,0.184558,-0.299697,0.258910,0.072000,0.616000,-0.433000,0.104000,-0.425000,0.103000,0.424000,0.518000,0.652000,1.008000,0.956000,1.069000,0.140569,0.180731,-0.877669,-0.043130,-1.173131,0.057506,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.2268,0.098140,0.645337,-0.365437,0.188363,-0.295409,0.263390,0.072000,0.616000,-0.433000,0.104000,-0.419000,0.110000,0.424000,0.518000,0.652000,1.008000,0.943000,0.974000,0.140569,0.180731,-0.877669,-0.043130,-1.054284,0.163893,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.2319,0.100297,0.647969,-0.362137,0.192136,-0.291183,0.267770,0.075000,0.620000,-0.428000,0.110000,-0.412000,0.117000,0.417000,0.550000,0.739000,0.839000,0.943000,1.091000,0.242156,0.147656,-1.161169,-0.092010,-1.059076,0.085301,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.2371,0.102455,0.650599,-0.358847,0.195885,-0.287007,0.272060,0.078000,0.624000,-0.424000,0.116000,-0.412000,0.117000,0.424000,0.539000,0.634000,0.807000,0.943000,1.091000,0.220894,0.140569,-0.813881,-0.049839,-1.059076,0.085301,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.2422,0.104604,0.653214,-0.355584,0.199594,-0.282902,0.276238,0.081000,0.624000,-0.419000,0.116000,-0.405000,0.125000,0.451000,0.539000,0.746000,0.807000,1.031000,1.152000,0.057881,0.140569,-1.064306,-0.049839,-1.113707,0.018210,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.2474,0.106762,0.655838,-0.352319,0.203292,-0.278834,0.280338,0.081000,0.627000,-0.419000,0.122000,-0.398000,0.133000,0.451000,0.507000,0.746000,0.813000,0.960000,1.194000,0.057881,0.233887,-1.064306,0.030670,-1.036074,0.051756,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.2525,0.108909,0.658445,-0.349082,0.206945,-0.274842,0.284321,0.084000,0.631000,-0.414000,0.127000,-0.392000,0.133000,0.422000,0.555000,0.663000,0.813000,0.916000,1.194000,0.170100,0.147656,-0.907200,0.076675,-0.868347,0.051756,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.2576,0.111045,0.661035,-0.345877,0.210552,-0.270928,0.288183,0.087000,0.635000,-0.409000,0.134000,-0.392000,0.141000,0.424000,0.513000,0.707000,0.983000,0.916000,1.181000,0.264600,0.239794,-1.025325,-0.012460,-0.868347,0.114054,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.2627,0.113157,0.663594,-0.342719,0.214094,-0.267112,0.291907,0.087000,0.635000,-0.404000,0.134000,-0.385000,0.149000,0.424000,0.513000,0.654000,0.983000,0.975000,1.146000,0.264600,0.239794,-0.843412,-0.012460,-0.947897,0.022044,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.2679,0.115300,0.666186,-0.339530,0.217657,-0.263302,0.295580,0.090000,0.638000,-0.404000,0.139000,-0.378000,0.158000,0.450000,0.507000,0.654000,0.801000,0.949000,1.140000,0.124031,0.335475,-0.843412,-0.112137,-1.015946,0.007668,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.2730,0.117421,0.668748,-0.336386,0.221156,-0.259588,0.299115,0.094000,0.642000,-0.399000,0.145000,-0.378000,0.158000,0.441000,0.533000,0.705000,0.728000,0.949000,1.140000,0.007087,0.326025,-0.987525,-0.072841,-1.015946,0.007668,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.2781,0.119540,0.671304,-0.333260,0.224624,-0.255938,0.302543,0.096000,0.642000,-0.394000,0.145000,-0.371000,0.165000,0.406000,0.533000,0.678000,0.728000,0.903000,1.083000,0.283500,0.326025,-0.874125,-0.072841,-1.026489,0.067091,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.2833,0.121650,0.673846,-0.330160,0.228047,-0.252365,0.305851,0.096000,0.646000,-0.394000,0.151000,-0.364000,0.173000,0.406000,0.486000,0.678000,0.699000,0.954000,1.108000,0.283500,0.445331,-0.874125,0.018210,-0.914352,0.069966,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.2884,0.123761,0.676386,-0.327074,0.231443,-0.248851,0.309054,0.099000,0.649000,-0.390000,0.156000,-0.358000,0.173000,0.439000,0.523000,0.707000,0.822000,0.960000,1.108000,0.186637,0.361462,-0.992250,0.004792,-0.941188,0.069966,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.2935,0.125861,0.678907,-0.324019,0.234790,-0.245420,0.312132,0.102000,0.653000,-0.385000,0.163000,-0.358000,0.181000,0.457000,0.531000,0.682000,0.951000,0.960000,1.108000,0.089775,0.380362,-0.957994,-0.143766,-0.941188,0.035462,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.2987,0.127957,0.681421,-0.320985,0.238100,-0.242059,0.315095,0.102000,0.653000,-0.380000,0.163000,-0.351000,0.188000,0.457000,0.531000,0.679000,0.951000,0.926000,1.075000,0.089775,0.380362,-1.065487,-0.143766,-1.019780,0.043130,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.3038,0.130046,0.683923,-0.317975,0.241369,-0.238772,0.317939,0.105000,0.657000,-0.380000,0.168000,-0.344000,0.196000,0.396000,0.486000,0.679000,0.790000,0.972000,1.081000,0.235069,0.549281,-1.065487,-0.133223,-1.030323,0.006709,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.3089,0.132139,0.686424,-0.314977,0.244610,-0.235547,0.320674,0.111000,0.660000,-0.371000,0.173000,-0.339000,0.203000,0.420000,0.513000,0.665000,0.826000,0.784000,1.075000,0.171281,0.393356,-1.019419,-0.015335,-0.879848,0.025878,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.3140,0.134194,0.688878,-0.312047,0.247762,-0.232444,0.323251,0.111000,0.664000,-0.371000,0.178000,-0.331000,0.210000,0.420000,0.518000,0.665000,0.837000,1.016000,1.035000,0.171281,0.289406,-1.019419,0.070925,-1.071536,0.071883,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.3191,0.136243,0.691319,-0.309142,0.250873,-0.229416,0.325708,0.111000,0.664000,-0.371000,0.178000,-0.331000,0.210000,0.420000,0.518000,0.665000,0.837000,1.016000,1.035000,0.171281,0.289406,-1.019419,0.070925,-1.071536,0.071883,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.3246,0.138452,0.693947,-0.306028,0.254191,-0.226226,0.328231,0.114000,0.667000,-0.366000,0.184000,-0.325000,0.210000,0.442000,0.493000,0.666000,0.847000,0.941000,1.035000,0.040162,0.327206,-1.064306,-0.027795,-1.080162,0.071883,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.3296,0.140487,0.696364,-0.303175,0.257214,-0.223357,0.330438,0.117000,0.671000,-0.362000,0.190000,-0.325000,0.217000,0.388000,0.543000,0.654000,0.882000,0.941000,1.016000,0.185456,0.218531,-0.982800,-0.158143,-1.080162,0.056548,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.3348,0.142550,0.698810,-0.300300,0.260244,-0.220518,0.332558,0.120000,0.675000,-0.357000,0.195000,-0.313000,0.224000,0.390000,0.502000,0.645000,0.663000,0.843000,0.966000,0.205538,0.217350,-1.103287,-0.140891,-1.011154,0.010543,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.3409,0.144985,0.701690,-0.296930,0.263774,-0.217261,0.334905,0.123000,0.678000,-0.353000,0.200000,-0.313000,0.231000,0.422000,0.504000,0.602000,0.604000,0.843000,0.839000,0.139387,0.207900,-0.846956,-0.023003,-1.011154,-0.002875,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.3459,0.146988,0.704055,-0.294175,0.266642,-0.214656,0.336710,0.125000,0.678000,-0.348000,0.200000,-0.306000,0.239000,0.414000,0.504000,0.664000,0.604000,0.872000,1.004000,0.178369,0.207900,-1.122188,-0.023003,-1.113707,-0.000958,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.3510,0.149025,0.706457,-0.291390,0.269523,-0.212078,0.338427,0.125000,0.682000,-0.348000,0.205000,-0.300000,0.244000,0.414000,0.531000,0.664000,0.751000,1.012000,0.933000,0.178369,0.148837,-1.122188,-0.012460,-1.157796,0.088176,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.3561,0.151056,0.708845,-0.288633,0.272359,-0.209582,0.340017,0.128000,0.685000,-0.344000,0.210000,-0.294000,0.244000,0.414000,0.514000,0.624000,0.868000,0.734000,0.933000,0.116944,0.153562,-0.950906,-0.092969,-1.092622,0.088176,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.3613,0.153081,0.711223,-0.285901,0.275151,-0.207167,0.341480,0.131000,0.689000,-0.339000,0.216000,-0.294000,0.251000,0.418000,0.521000,0.633000,0.686000,0.734000,0.843000,0.119306,0.173644,-1.025325,-0.129389,-1.092622,0.021086,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.3664,0.155099,0.713588,-0.283196,0.277896,-0.204834,0.342815,0.131000,0.689000,-0.335000,0.216000,-0.289000,0.258000,0.418000,0.521000,0.612000,0.686000,0.703000,0.979000,0.119306,0.173644,-0.941456,-0.129389,-0.996778,-0.064215,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.3715,0.157111,0.715940,-0.280520,0.280594,-0.202584,0.344022,0.134000,0.692000,-0.335000,0.221000,-0.283000,0.264000,0.410000,0.468000,0.612000,0.653000,0.882000,0.960000,0.172462,0.204356,-0.941456,-0.118847,-1.048533,-0.002875,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.3766,0.159116,0.718280,-0.277870,0.283247,-0.200417,0.345101,0.137000,0.696000,-0.330000,0.225000,-0.283000,0.264000,0.425000,0.529000,0.640000,0.607000,0.882000,0.960000,0.128756,0.020081,-1.038319,-0.044088,-1.048533,-0.002875,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.3818,0.161115,0.720607,-0.275248,0.285853,-0.198334,0.346050,0.140000,0.696000,-0.326000,0.225000,-0.277000,0.270000,0.409000,0.529000,0.637000,0.607000,0.887000,0.732000,0.124031,0.020081,-1.038319,-0.044088,-1.112749,0.012460,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.3869,0.163107,0.722922,-0.272654,0.288411,-0.196335,0.346871,0.140000,0.699000,-0.326000,0.230000,-0.271000,0.275000,0.409000,0.498000,0.637000,0.659000,0.797000,0.772000,0.124031,0.139387,-1.038319,0.059423,-1.130001,0.081467,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.3920,0.165092,0.725224,-0.270088,0.290921,-0.194422,0.347562,0.143000,0.703000,-0.322000,0.235000,-0.266000,0.275000,0.414000,0.487000,0.605000,0.717000,0.632000,0.772000,0.137025,0.161831,-0.988706,0.005751,-1.085913,0.081467,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
0.3972,0.167071,0.727513,-0.267550,0.293384,-0.192593,0.348123,0.146000,0.706000,-0.318000,0.240000,-0.266000,0.281000,0.380000,0.524000,0.608000,0.874000,0.632000,0.717000,0.239794,0.061425,-1.012331,-0.121722,-1.085913,0.034504,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
