time_s,joint1_target_angle_rad,joint2_target_angle_rad,joint3_target_angle_rad,joint4_target_angle_rad,joint5_target_angle_rad,joint6_target_angle_rad,joint1_angle_rad,joint2_angle_rad,joint3_angle_rad,joint4_angle_rad,joint5_angle_rad,joint6_angle_rad,joint1_velocity_rad_s,joint2_velocity_rad_s,joint3_velocity_rad_s,joint4_velocity_rad_s,joint5_velocity_rad_s,joint6_velocity_rad_s,joint1_torque_nm,joint2_torque_nm,joint3_torque_nm,joint4_torque_nm,joint5_torque_nm,joint6_torque_nm,mode,j1_freq_hz,j2_freq_hz,j3_freq_hz,j4_freq_hz,j5_freq_hz,j6_freq_hz,amp_deg
5.3477,0.147697,0.821894,-0.871171,0.267648,-0.833447,0.337321,0.126000,0.831000,-0.880000,0.208000,-0.761000,0.240000,0.418000,-0.239000,0.022000,0.730000,-0.841000,0.836000,0.139387,-0.181913,-0.942637,-0.129389,-0.792630,0.119805,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.3528,0.149729,0.820426,-0.870809,0.270509,-0.835992,0.338991,0.126000,0.830000,-0.880000,0.208000,-0.767000,0.246000,0.418000,-0.303000,0.022000,0.730000,-0.874000,0.903000,0.139387,0.035438,-0.942637,-0.129389,-0.858762,0.090093,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.3578,0.151733,0.818955,-0.870412,0.273297,-0.838432,0.340520,0.129000,0.828000,-0.879000,0.213000,-0.772000,0.246000,0.421000,-0.228000,0.009000,0.738000,-0.843000,0.903000,0.116944,-0.183094,-0.844594,-0.159101,-0.839593,0.090093,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.3629,0.153723,0.817471,-0.869979,0.276028,-0.840781,0.341918,0.131000,0.826000,-0.879000,0.218000,-0.772000,0.253000,0.417000,-0.253000,0.025000,0.648000,-0.843000,0.981000,0.135844,-0.141750,-0.777262,-0.195522,-0.839593,0.043130,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.3680,0.155740,0.815944,-0.869500,0.278759,-0.843088,0.343213,0.134000,0.826000,-0.879000,0.218000,-0.778000,0.259000,0.415000,-0.253000,0.030000,0.648000,-0.807000,0.960000,0.181913,-0.141750,-0.678037,-0.195522,-0.899975,0.007668,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.3731,0.157729,0.814414,-0.868987,0.281417,-0.845290,0.344368,0.134000,0.824000,-0.879000,0.223000,-0.784000,0.265000,0.415000,-0.296000,0.030000,0.607000,-0.952000,0.809000,0.181913,-0.008269,-0.678037,-0.136098,-0.817549,0.024919,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.3782,0.159707,0.812870,-0.868438,0.284022,-0.847404,0.345395,0.137000,0.823000,-0.878000,0.228000,-0.789000,0.265000,0.435000,-0.186000,0.044000,0.646000,-0.751000,0.809000,0.086231,-0.323662,-0.793800,-0.138015,-0.733207,0.024919,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.3833,0.161698,0.811291,-0.867844,0.286606,-0.849457,0.346304,0.140000,0.823000,-0.878000,0.233000,-0.789000,0.272000,0.391000,-0.186000,0.099000,0.676000,-0.751000,0.922000,0.167737,-0.323662,-0.843412,-0.080509,-0.733207,0.024919,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.3884,0.163688,0.809690,-0.867210,0.289150,-0.851430,0.347086,0.140000,0.821000,-0.878000,0.233000,-0.795000,0.277000,0.391000,-0.301000,0.099000,0.676000,-0.822000,0.816000,0.167737,-0.059062,-0.843412,-0.080509,-0.623944,0.053673,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.3935,0.165647,0.808090,-0.866546,0.291615,-0.853296,0.347732,0.143000,0.819000,-0.877000,0.238000,-0.800000,0.277000,0.411000,-0.282000,0.065000,0.782000,-0.655000,0.816000,0.146475,-0.017719,-0.661500,-0.105428,-0.670908,0.053673,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.3986,0.167623,0.806451,-0.865834,0.294064,-0.855101,0.348256,0.146000,0.817000,-0.876000,0.243000,-0.800000,0.283000,0.392000,-0.264000,0.131000,0.824000,-0.655000,0.935000,0.212625,-0.075600,-0.994613,-0.230026,-0.670908,0.023961,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.4037,0.169572,0.804812,-0.865093,0.296438,-0.856801,0.348647,0.149000,0.817000,-0.876000,0.243000,-0.806000,0.288000,0.398000,-0.264000,0.034000,0.824000,-0.657000,0.757000,0.118125,-0.075600,-0.752456,-0.230026,-0.676659,-0.019169,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.4087,0.171510,0.803158,-0.864315,0.298759,-0.858414,0.348910,0.149000,0.815000,-0.876000,0.248000,-0.811000,0.293000,0.398000,-0.274000,0.034000,0.765000,-0.719000,0.579000,0.118125,-0.099225,-0.752456,-0.246319,-0.650781,0.012460,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.4138,0.173446,0.801482,-0.863497,0.301039,-0.859946,0.349046,0.154000,0.813000,-0.875000,0.252000,-0.815000,0.293000,0.374000,-0.239000,0.105000,0.651000,-0.791000,0.579000,0.153562,-0.210262,-0.897750,-0.183062,-0.744708,0.012460,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.4189,0.175373,0.799790,-0.862642,0.303267,-0.861391,0.349054,0.154000,0.813000,-0.874000,0.256000,-0.815000,0.298000,0.374000,-0.239000,0.124000,0.513000,-0.791000,0.609000,0.153562,-0.210262,-0.895388,-0.117888,-0.744708,0.089135,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.4239,0.177289,0.798085,-0.861752,0.305440,-0.862747,0.348935,0.154000,0.811000,-0.874000,0.256000,-0.819000,0.303000,0.374000,-0.277000,0.124000,0.513000,-0.596000,0.759000,0.153562,-0.231525,-0.895388,-0.117888,-0.827134,0.049839,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.4291,0.179240,0.796324,-0.860804,0.307611,-0.864045,0.348682,0.157000,0.809000,-0.873000,0.260000,-0.824000,0.303000,0.370000,-0.321000,0.119000,0.673000,-0.680000,0.759000,0.251606,-0.059062,-0.825694,-0.111179,-0.752375,0.049839,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.4342,0.181166,0.794560,-0.859826,0.309712,-0.865242,0.348300,0.159000,0.807000,-0.872000,0.265000,-0.824000,0.308000,0.385000,-0.271000,0.126000,0.765000,-0.680000,0.826000,0.165375,-0.112219,-0.867037,-0.211815,-0.752375,0.023003,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.4393,0.183076,0.792787,-0.858814,0.311751,-0.866346,0.347791,0.162000,0.807000,-0.871000,0.265000,-0.828000,0.312000,0.414000,-0.271000,0.170000,0.765000,-0.803000,0.510000,-0.029531,-0.112219,-0.934369,-0.211815,-0.745666,0.059423,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.4445,0.184983,0.790993,-0.857763,0.313745,-0.867365,0.347151,0.162000,0.805000,-0.871000,0.270000,-0.832000,0.316000,0.414000,-0.292000,0.170000,0.705000,-0.615000,0.548000,-0.029531,-0.025987,-0.934369,-0.279864,-0.772503,-0.002875,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.4496,0.186875,0.789188,-0.856678,0.315679,-0.868291,0.346386,0.165000,0.803000,-0.870000,0.274000,-0.837000,0.316000,0.363000,-0.314000,0.096000,0.640000,-0.565000,0.548000,0.204356,-0.099225,-0.721744,-0.286574,-0.668033,-0.002875,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.4551,0.188908,0.787222,-0.855466,0.317707,-0.869191,0.345417,0.167000,0.801000,-0.869000,0.278000,-0.837000,0.320000,0.382000,-0.322000,0.247000,0.444000,-0.565000,0.477000,0.194906,-0.064969,-1.086750,-0.173478,-0.668033,0.038338,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.4602,0.190801,0.785364,-0.854292,0.319550,-0.869940,0.344375,0.170000,0.799000,-0.868000,0.281000,-0.845000,0.324000,0.368000,-0.286000,0.196000,0.534000,-0.513000,0.632000,0.220894,-0.127575,-0.996975,-0.105428,-0.596150,0.042171,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.4653,0.192658,0.783518,-0.853100,0.321313,-0.870589,0.343223,0.173000,0.796000,-0.867000,0.285000,-0.845000,0.327000,0.444000,-0.339000,0.127000,0.519000,-0.513000,0.604000,-0.080325,-0.021263,-0.837506,-0.152392,-0.596150,-0.046964,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.4703,0.194507,0.781657,-0.851873,0.323023,-0.871149,0.341947,0.176000,0.796000,-0.865000,0.285000,-0.850000,0.329000,0.345000,-0.339000,0.191000,0.519000,-0.567000,0.224000,0.207900,-0.021263,-0.787894,-0.152392,-0.485929,0.046005,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.4754,0.196365,0.779760,-0.850596,0.324696,-0.871626,0.340531,0.176000,0.794000,-0.865000,0.290000,-0.852000,0.333000,0.345000,-0.347000,0.191000,0.678000,-0.350000,0.471000,0.207900,0.016537,-0.787894,-0.266446,-0.653656,0.003834,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.4805,0.198213,0.777850,-0.849284,0.326314,-0.872013,0.338992,0.178000,0.792000,-0.864000,0.294000,-0.856000,0.333000,0.377000,-0.297000,0.214000,0.665000,-0.393000,0.471000,0.207900,-0.113400,-0.868219,-0.338329,-0.695827,0.003834,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.4860,0.200188,0.775781,-0.847836,0.327991,-0.872329,0.337199,0.181000,0.792000,-0.863000,0.298000,-0.856000,0.336000,0.385000,-0.297000,0.245000,0.510000,-0.393000,0.333000,0.225619,-0.113400,-0.911925,-0.288490,-0.695827,0.015335,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.4911,0.202006,0.773851,-0.846458,0.329487,-0.872528,0.335412,0.181000,0.790000,-0.863000,0.298000,-0.858000,0.338000,0.385000,-0.343000,0.245000,0.510000,-0.324000,0.237000,0.225619,-0.016537,-0.911925,-0.288490,-0.735123,0.038338,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.4962,0.203818,0.771901,-0.845043,0.330931,-0.872640,0.333500,0.184000,0.787000,-0.861000,0.301000,-0.861000,0.338000,0.398000,-0.314000,0.172000,0.492000,-0.295000,0.237000,0.063787,-0.082687,-0.717019,-0.247278,-0.738957,0.038338,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.5013,0.205624,0.769935,-0.843591,0.332322,-0.872662,0.331464,0.186000,0.785000,-0.860000,0.304000,-0.861000,0.340000,0.366000,-0.363000,0.214000,0.477000,-0.295000,0.295000,0.168919,0.023625,-0.854044,-0.168685,-0.738957,-0.028753,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.5063,0.207415,0.767960,-0.842109,0.333655,-0.872596,0.329314,0.189000,0.785000,-0.858000,0.304000,-0.864000,0.343000,0.372000,-0.363000,0.236000,0.477000,-0.450000,0.540000,0.171281,0.023625,-0.909562,-0.168685,-0.718830,-0.089135,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.5114,0.209202,0.765964,-0.840588,0.334937,-0.872441,0.327037,0.189000,0.782000,-0.858000,0.307000,-0.868000,0.343000,0.372000,-0.340000,0.236000,0.387000,-0.661000,0.034000,0.171281,-0.042525,-0.909562,-0.103512,-0.512765,0.226192,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.5165,0.210976,0.763958,-0.839036,0.336161,-0.872197,0.324649,0.192000,0.780000,-0.856000,0.311000,-0.870000,0.343000,0.387000,-0.363000,0.241000,0.510000,-0.490000,0.034000,0.148837,-0.007087,-0.959175,-0.169644,-0.377625,0.226192,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.5216,0.212750,0.761927,-0.837441,0.337336,-0.871864,0.322128,0.194000,0.780000,-0.855000,0.314000,-0.870000,0.345000,0.375000,-0.363000,0.224000,0.573000,-0.490000,0.095000,0.214987,-0.007087,-0.798525,-0.325870,-0.377625,0.002875,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.5266,0.214508,0.759890,-0.835818,0.338451,-0.871444,0.319501,0.194000,0.777000,-0.855000,0.314000,-0.873000,0.347000,0.375000,-0.383000,0.224000,0.573000,-0.339000,0.538000,0.214987,0.068512,-0.798525,-0.325870,-0.359415,-0.027795,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.5317,0.216254,0.757841,-0.834164,0.339510,-0.870937,0.316762,0.197000,0.775000,-0.853000,0.318000,-0.874000,0.347000,0.390000,-0.334000,0.235000,0.429000,-0.364000,0.538000,0.107494,-0.054337,-0.738281,-0.320119,-0.457176,-0.027795,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.5368,0.218015,0.755749,-0.832452,0.340527,-0.870333,0.313868,0.200000,0.772000,-0.851000,0.322000,-0.874000,0.347000,0.363000,-0.359000,0.269000,0.508000,-0.364000,-0.021000,0.192544,-0.004725,-0.858769,-0.415963,-0.457176,0.068049,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.5419,0.219748,0.753665,-0.830725,0.341477,-0.869647,0.310891,0.202000,0.772000,-0.849000,0.322000,-0.875000,0.347000,0.356000,-0.359000,0.293000,0.508000,-0.101000,0.024000,0.168919,-0.004725,-0.867037,-0.415963,-0.581773,0.115971,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.5469,0.221469,0.751570,-0.828966,0.342371,-0.868875,0.307804,0.202000,0.770000,-0.849000,0.324000,-0.876000,0.349000,0.356000,-0.370000,0.293000,0.400000,-0.176000,0.441000,0.168919,0.027169,-0.867037,-0.325870,-0.593274,-0.184979,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.5521,0.223203,0.749433,-0.827151,0.343219,-0.868004,0.304565,0.205000,0.767000,-0.847000,0.327000,-0.877000,0.349000,0.351000,-0.370000,0.310000,0.427000,-0.147000,0.441000,0.314213,0.043706,-0.904837,-0.347914,-0.530976,-0.184979,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.5572,0.224930,0.747280,-0.825299,0.344011,-0.867042,0.301207,0.207000,0.767000,-0.845000,0.329000,-0.877000,0.349000,0.412000,-0.370000,0.302000,0.325000,-0.147000,-0.122000,0.038981,0.043706,-0.929644,-0.261654,-0.530976,0.027795,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.5623,0.226631,0.745131,-0.823431,0.344740,-0.866002,0.297770,0.207000,0.764000,-0.845000,0.329000,-0.878000,0.349000,0.412000,-0.390000,0.302000,0.325000,-0.155000,0.024000,0.038981,0.005906,-0.929644,-0.261654,-0.537685,-0.013418,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.5674,0.228333,0.742957,-0.821518,0.345416,-0.864867,0.294202,0.210000,0.762000,-0.843000,0.332000,-0.878000,0.349000,0.363000,-0.386000,0.234000,0.498000,-0.046000,0.024000,0.107494,0.014175,-0.615431,-0.338329,-0.530017,-0.013418,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.5725,0.230014,0.740783,-0.819586,0.346030,-0.863652,0.290551,0.213000,0.759000,-0.841000,0.334000,-0.879000,0.349000,0.377000,-0.407000,0.283000,0.410000,-0.009000,0.046000,0.103950,0.107494,-0.781987,-0.315327,-0.576981,-0.092010,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.5776,0.231681,0.738602,-0.817626,0.346587,-0.862355,0.286803,0.215000,0.759000,-0.839000,0.334000,-0.879000,0.348000,0.344000,-0.407000,0.342000,0.410000,-0.009000,-0.172000,0.235069,0.107494,-0.820969,-0.315327,-0.576981,-0.023961,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.5826,0.233343,0.736400,-0.815628,0.347089,-0.860968,0.282939,0.215000,0.756000,-0.839000,0.336000,-0.879000,0.348000,0.344000,-0.383000,0.342000,0.398000,-0.013000,-0.067000,0.235069,0.005906,-0.820969,-0.325870,-0.541519,-0.101595,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.5878,0.235011,0.734164,-0.813578,0.347538,-0.859480,0.278934,0.218000,0.754000,-0.836000,0.338000,-0.879000,0.348000,0.360000,-0.404000,0.320000,0.352000,-0.023000,-0.067000,0.171281,0.054337,-0.833962,-0.290407,-0.488804,-0.101595,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.5928,0.236652,0.731939,-0.811518,0.347926,-0.857923,0.274870,0.220000,0.754000,-0.834000,0.340000,-0.879000,0.347000,0.374000,-0.404000,0.330000,0.226000,-0.023000,-0.086000,0.062606,0.054337,-0.861131,-0.248236,-0.488804,-0.114054,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.5979,0.238270,0.729719,-0.809443,0.348255,-0.856295,0.270739,0.220000,0.751000,-0.834000,0.340000,-0.879000,0.345000,0.374000,-0.395000,0.330000,0.226000,0.011000,-0.655000,0.062606,-0.047250,-0.861131,-0.248236,-0.442799,0.071883,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.6029,0.239892,0.727466,-0.807318,0.348530,-0.854568,0.266473,0.223000,0.748000,-0.832000,0.342000,-0.878000,0.345000,0.363000,-0.426000,0.327000,0.423000,0.092000,-0.655000,0.106312,0.155925,-0.713475,-0.317244,-0.465802,0.071883,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.6080,0.241500,0.725206,-0.805168,0.348748,-0.852762,0.262121,0.225000,0.745000,-0.829000,0.343000,-0.877000,0.345000,0.312000,-0.398000,0.336000,0.061000,0.147000,0.003000,0.289406,0.036619,-0.843412,-0.241527,-0.487846,-0.181145,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.6131,0.243119,0.722905,-0.802959,0.348911,-0.850848,0.257618,0.227000,0.745000,-0.827000,0.343000,-0.877000,0.342000,0.349000,-0.398000,0.381000,0.061000,0.147000,-0.178000,0.225619,0.036619,-0.937912,-0.241527,-0.487846,0.007668,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.6182,0.244713,0.720611,-0.800739,0.349015,-0.848867,0.253059,0.227000,0.742000,-0.827000,0.345000,-0.876000,0.340000,0.349000,-0.405000,0.381000,0.352000,0.159000,-0.605000,0.225619,0.059062,-0.937912,-0.438966,-0.432256,-0.027795,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.6233,0.246314,0.718281,-0.798464,0.349063,-0.846782,0.248358,0.230000,0.740000,-0.824000,0.345000,-0.875000,0.340000,0.370000,-0.402000,0.374000,0.034000,0.235000,-0.605000,0.100406,0.018900,-0.891844,-0.185937,-0.489763,-0.027795,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.6284,0.247888,0.715964,-0.796184,0.349053,-0.844637,0.243617,0.233000,0.740000,-0.822000,0.348000,-0.875000,0.339000,0.352000,-0.402000,0.362000,0.233000,0.235000,-0.373000,0.020081,0.018900,-0.927281,-0.471552,-0.489763,-0.147600,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.6335,0.249451,0.713634,-0.793872,0.348986,-0.842409,0.238786,0.233000,0.737000,-0.822000,0.348000,-0.873000,0.336000,0.352000,-0.438000,0.362000,0.233000,0.276000,-0.224000,0.020081,0.172462,-0.927281,-0.471552,-0.371875,-0.180187,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.6386,0.251022,0.711266,-0.791505,0.348861,-0.840074,0.233813,0.235000,0.734000,-0.820000,0.348000,-0.872000,0.336000,0.310000,-0.373000,0.325000,0.015000,0.097000,-0.224000,0.171281,0.025987,-0.854044,-0.276989,-0.351747,-0.180187,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.6437,0.252564,0.708912,-0.789134,0.348680,-0.837684,0.228807,0.239000,0.731000,-0.814000,0.348000,-0.870000,0.333000,0.315000,-0.408000,0.333000,0.105000,0.111000,-0.375000,0.198450,0.043706,-0.855225,-0.209898,-0.391044,-0.071883,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.6488,0.254095,0.706550,-0.786737,0.348442,-0.835218,0.223727,0.239000,0.731000,-0.814000,0.348000,-0.870000,0.331000,0.315000,-0.408000,0.333000,0.105000,0.111000,-0.220000,0.198450,0.043706,-0.855225,-0.209898,-0.391044,-0.179228,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.6538,0.255611,0.704182,-0.784317,0.348149,-0.832679,0.218576,0.239000,0.728000,-0.814000,0.349000,-0.867000,0.329000,0.315000,-0.380000,0.333000,0.080000,0.316000,-0.185000,0.198450,0.014175,-0.855225,-0.335454,-0.429381,-0.393919,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.6589,0.257107,0.701818,-0.781884,0.347802,-0.830080,0.213381,0.241000,0.725000,-0.812000,0.349000,-0.864000,0.329000,0.352000,-0.416000,0.380000,0.082000,0.458000,-0.185000,0.080325,0.148837,-0.785531,-0.419797,-0.449508,-0.393919,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.6640,0.258627,0.699388,-0.779366,0.347389,-0.827341,0.207986,0.244000,0.725000,-0.809000,0.349000,-0.864000,0.324000,0.321000,-0.416000,0.383000,-0.220000,0.458000,-0.682000,0.047250,0.148837,-0.841050,-0.287532,-0.449508,-0.132265,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.6693,0.260171,0.696892,-0.776761,0.346907,-0.824459,0.202389,0.244000,0.723000,-0.809000,0.349000,-0.862000,0.321000,0.321000,-0.370000,0.383000,-0.220000,0.320000,-0.511000,0.047250,-0.090956,-0.841050,-0.287532,-0.415005,-0.099678,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.6744,0.261651,0.694468,-0.774216,0.346384,-0.821595,0.196906,0.248000,0.720000,-0.807000,0.348000,-0.859000,0.321000,0.294000,-0.431000,0.406000,-0.197000,0.264000,-0.511000,0.229162,0.076781,-0.833962,-0.198397,-0.260696,-0.099678,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.6794,0.263116,0.692042,-0.771651,0.345806,-0.818666,0.191369,0.248000,0.717000,-0.804000,0.348000,-0.856000,0.316000,0.294000,-0.403000,0.392000,0.032000,0.395000,-0.571000,0.229162,0.008269,-0.750094,-0.390085,-0.323953,-0.065174,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.6847,0.264637,0.689491,-0.768937,0.345142,-0.815521,0.185499,0.250000,0.717000,-0.801000,0.348000,-0.856000,0.313000,0.315000,-0.403000,0.432000,0.032000,0.395000,-0.465000,0.159469,0.008269,-0.870581,-0.390085,-0.323953,-0.108304,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.6900,0.266146,0.686931,-0.766196,0.344416,-0.812296,0.179558,0.252000,0.711000,-0.798000,0.348000,-0.853000,0.308000,0.304000,-0.419000,0.450000,-0.017000,0.554000,-0.766000,0.121669,0.042525,-0.986344,-0.450467,-0.335454,-0.094886,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.6951,0.267580,0.684468,-0.763543,0.343665,-0.809133,0.173802,0.255000,0.711000,-0.795000,0.347000,-0.849000,0.308000,0.317000,-0.419000,0.418000,-0.051000,0.594000,-0.766000,0.150019,0.042525,-0.817425,-0.565480,-0.466760,-0.094886,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.7002,0.269022,0.681963,-0.760829,0.342846,-0.805856,0.167907,0.255000,0.707000,-0.795000,0.347000,-0.849000,0.304000,0.317000,-0.460000,0.418000,-0.051000,0.594000,-0.728000,0.150019,0.184275,-0.817425,-0.565480,-0.466760,-0.191688,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.7053,0.270447,0.679456,-0.758098,0.341974,-0.802516,0.161970,0.257000,0.704000,-0.792000,0.345000,-0.841000,0.299000,0.287000,-0.437000,0.429000,-0.076000,0.521000,-0.696000,0.187819,0.061425,-0.780806,-0.353664,-0.496472,-0.180187,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.7104,0.271855,0.676951,-0.755353,0.341049,-0.799121,0.156001,0.259000,0.701000,-0.789000,0.345000,-0.838000,0.293000,0.284000,-0.466000,0.478000,-0.070000,0.529000,-0.795000,0.179550,0.124031,-0.961537,-0.456217,-0.513724,-0.044088,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.7155,0.273255,0.674431,-0.752576,0.340067,-0.795647,0.149960,0.261000,0.701000,-0.785000,0.345000,-0.838000,0.288000,0.308000,-0.466000,0.474000,-0.070000,0.529000,-0.697000,0.171281,0.124031,-0.949725,-0.456217,-0.513724,-0.159101,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.7206,0.274632,0.671921,-0.749796,0.339037,-0.792132,0.143914,0.261000,0.698000,-0.785000,0.344000,-0.834000,0.282000,0.308000,-0.454000,0.474000,-0.232000,0.669000,-0.958000,0.171281,0.034256,-0.949725,-0.451425,-0.515641,-0.075717,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.7257,0.276000,0.669397,-0.746985,0.337949,-0.788541,0.137802,0.263000,0.695000,-0.783000,0.343000,-0.830000,0.282000,0.281000,-0.471000,0.426000,-0.218000,0.362000,-0.958000,0.217350,0.060244,-0.737100,-0.470594,-0.510849,-0.075717,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
5.7308,0.277357,0.666865,-0.744152,0.336808,-0.784886,0.131644,0.265000,0.695000,-0.779000,0.342000,-0.830000,0.277000,0.315000,-0.471000,0.461000,-0.099000,0.362000,-0.759000,0.087412,0.060244,-0.868219,-0.507973,-0.510849,-0.129389,multi_joint_sine,0.200000,0.250000,0.330000,0.400000,0.500000,0.600000,20.0
