t_s,q_ref_target_rad,omega_ref_target_rad_s,q_target_rad,tau_ff_target_nm,tau_total_target_est_nm
0.500799,0.055000,0.100000,0.041000,3.133438,3.217438
0.510800,0.056000,0.100000,0.041000,3.133438,3.223438
0.520891,0.057000,0.100000,0.041000,3.133438,3.229438
0.530923,0.058000,0.100000,0.041000,3.133438,3.235438
0.541068,0.059000,0.100000,0.041000,3.133438,3.241438
0.551132,0.060000,0.100000,0.041000,3.133438,3.247438
0.561219,0.061000,0.100000,0.041000,3.133438,3.253438
0.572891,0.062000,0.100000,0.041000,3.133438,3.259438
0.582830,0.063000,0.100000,0.041000,3.133438,3.265438
0.592958,0.064000,0.100000,0.042000,3.132063,3.264063
0.602494,0.065000,0.100000,0.042000,3.132063,3.270063
0.613437,0.066000,0.100000,0.044000,3.129303,3.261303
0.623729,0.067000,0.100000,0.045000,3.127919,3.259919
0.634060,0.068000,0.100000,0.047000,3.125141,3.251141
0.644352,0.069000,0.100000,0.049000,3.122350,3.242350
0.654683,0.070000,0.100000,0.053000,3.116732,3.218732
0.664860,0.071000,0.100000,0.057000,3.111063,3.195063
0.674831,0.072000,0.100000,0.059000,3.108210,3.186210
0.685379,0.073000,0.100000,0.061000,3.105345,3.177345
0.695342,0.074000,0.100000,0.064000,3.101024,3.161024
0.705395,0.075000,0.100000,0.066000,3.098127,3.152127
0.716152,0.076000,0.100000,0.070000,3.092297,3.128297
0.726051,0.077000,0.100000,0.071000,3.090832,3.126832
0.735884,0.078000,0.100000,0.072000,3.089364,3.125364
0.746259,0.079000,0.100000,0.073000,3.087893,3.123893
0.759832,0.080000,0.100000,0.074000,3.086418,3.122418
0.767298,0.081000,0.100000,0.074000,3.086418,3.128418
0.777823,0.082000,0.100000,0.074000,3.086418,3.134418
0.788801,0.083000,0.100000,0.074000,3.086418,3.140418
0.798068,0.084000,0.100000,0.074000,3.086418,3.146418
0.807322,0.085000,0.100000,0.074000,3.086418,3.152418
0.817510,0.086000,0.100000,0.074000,3.086418,3.158418
0.828389,0.087000,0.100000,0.074000,3.086418,3.164418
0.838683,0.088000,0.100000,0.074000,3.086418,3.170418
0.848848,0.089000,0.100000,0.075000,3.084941,3.168941
0.859136,0.090000,0.100000,0.075000,3.084941,3.174941
0.869332,0.091000,0.100000,0.075000,3.084941,3.180941
0.879613,0.092000,0.100000,0.075000,3.084941,3.186941
0.889752,0.093000,0.100000,0.075000,3.084941,3.192941
0.900402,0.094000,0.100000,0.075000,3.084941,3.198941
0.910990,0.095000,0.100000,0.076000,3.083460,3.197460
0.921546,0.096000,0.100000,0.076000,3.083460,3.203460
0.932832,0.097000,0.100000,0.076000,3.083460,3.209460
0.942579,0.098000,0.100000,0.078000,3.080490,3.200490
0.953709,0.099000,0.100000,0.079000,3.079000,3.199000
0.965203,0.100000,0.100000,0.081000,3.076011,3.190011
0.972847,0.101000,0.100000,0.082000,3.074511,3.188511
0.983072,0.102000,0.100000,0.085000,3.069996,3.171996
0.993286,0.103000,0.100000,0.086000,3.068484,3.170484
1.003464,0.104000,0.100000,0.088000,3.065453,3.161453
1.013645,0.105000,0.100000,0.091000,3.060882,3.144882
1.024102,0.106000,0.100000,0.093000,3.057818,3.135818
1.033927,0.107000,0.100000,0.095000,3.054743,3.126743
1.044289,0.108000,0.100000,0.098000,3.050108,3.110108
1.054472,0.109000,0.100000,0.100000,3.047003,3.101003
1.064676,0.110000,0.100000,0.101000,3.045445,3.099445
1.074819,0.111000,0.100000,0.102000,3.043885,3.097885
1.085045,0.112000,0.100000,0.104000,3.040755,3.088755
1.095337,0.113000,0.100000,0.104000,3.040755,3.094755
1.105385,0.114000,0.100000,0.105000,3.039186,3.093186
1.115606,0.115000,0.100000,0.105000,3.039186,3.099186
1.126220,0.116000,0.100000,0.105000,3.039186,3.105186
1.135878,0.117000,0.100000,0.105000,3.039186,3.111186
1.146245,0.118000,0.100000,0.105000,3.039186,3.117186
1.156615,0.119000,0.100000,0.105000,3.039186,3.123186
1.167822,0.120000,0.100000,0.105000,3.039186,3.129186
1.177303,0.121000,0.100000,0.105000,3.039186,3.135186
1.187667,0.122000,0.100000,0.105000,3.039186,3.141186
1.197876,0.123000,0.100000,0.105000,3.039190,3.147190
1.209226,0.124000,0.100000,0.105000,3.039190,3.153190
1.219436,0.125000,0.100000,0.105000,3.039186,3.159186
1.229740,0.126000,0.100000,0.105000,3.039190,3.165190
1.239653,0.127000,0.100000,0.105000,3.039190,3.171190
1.250304,0.128000,0.100000,0.106000,3.037618,3.169618
1.259997,0.129000,0.100000,0.107000,3.036043,3.168043
1.270135,0.130000,0.100000,0.108000,3.034459,3.166459
1.280581,0.131000,0.100000,0.110000,3.031293,3.157293
1.290829,0.132000,0.100000,0.112000,3.028115,3.148115
1.300876,0.133000,0.100000,0.114000,3.024924,3.138924
1.310996,0.134000,0.100000,0.118000,3.018507,3.114507
1.322775,0.135000,0.100000,0.120000,3.015280,3.105280
1.331716,0.136000,0.100000,0.124000,3.008790,3.080790
1.341885,0.137000,0.100000,0.126000,3.005527,3.071527
1.351930,0.138000,0.100000,0.128000,3.002252,3.062252
1.363730,0.139000,0.100000,0.132000,2.995667,3.037667
1.372889,0.140000,0.100000,0.133000,2.994013,3.036013
1.383113,0.141000,0.100000,0.136000,2.989033,3.019033
1.393318,0.142000,0.100000,0.137000,2.987367,3.017367
1.403615,0.143000,0.100000,0.139000,2.984026,3.008026
1.413831,0.144000,0.100000,0.140000,2.982351,3.006351
1.424073,0.145000,0.100000,0.140000,2.982351,3.012351
1.434239,0.146000,0.100000,0.140000,2.982351,3.018351
1.444496,0.147000,0.100000,0.140000,2.982351,3.024351
1.454785,0.148000,0.100000,0.140000,2.982351,3.030351
1.465112,0.149000,0.100000,0.140000,2.982351,3.036351
1.475068,0.150000,0.100000,0.140000,2.982351,3.042351
1.485206,0.151000,0.100000,0.140000,2.982351,3.048351
1.495428,0.152000,0.100000,0.140000,2.982351,3.054351
1.506064,0.153000,0.100000,0.140000,2.982351,3.060351
1.516176,0.154000,0.100000,0.140000,2.982351,3.066351
1.526177,0.155000,0.100000,0.140000,2.982351,3.072351
1.536947,0.156000,0.100000,0.140000,2.982351,3.078351
1.546415,0.157000,0.100000,0.140000,2.982351,3.084351
1.556411,0.158000,0.100000,0.141000,2.980673,3.082673
1.567690,0.159000,0.100000,0.141000,2.980673,3.088673
1.577695,0.160000,0.100000,0.142000,2.978992,3.086992
1.587977,0.161000,0.100000,0.143000,2.977309,3.085309
1.598040,0.162000,0.100000,0.145000,2.973932,3.075932
1.608295,0.163000,0.100000,0.146000,2.972239,3.074239
1.618623,0.164000,0.100000,0.148000,2.968845,3.064845
1.628872,0.165000,0.100000,0.151000,2.963731,3.047731
1.639056,0.166000,0.100000,0.154000,2.958590,3.030590
1.649265,0.167000,0.100000,0.155000,2.956871,3.028871
1.659568,0.168000,0.100000,0.158000,2.951695,3.011695
1.669903,0.169000,0.100000,0.159000,2.949964,3.009964
1.679855,0.170000,0.100000,0.161000,2.946492,3.000492
1.689997,0.171000,0.100000,0.162000,2.944752,2.998752
1.700135,0.172000,0.100000,0.163000,2.943010,2.997010
1.710279,0.173000,0.100000,0.164000,2.941264,2.995264
1.720428,0.174000,0.100000,0.164000,2.941264,3.001264
1.730566,0.175000,0.100000,0.164000,2.941264,3.007264
1.740692,0.176000,0.100000,0.164000,2.941264,3.013264
1.750806,0.177000,0.100000,0.164000,2.941264,3.019264
1.760946,0.178000,0.100000,0.164000,2.941264,3.025264
1.771072,0.179000,0.100000,0.164000,2.941264,3.031264
1.781230,0.180000,0.100000,0.164000,2.941264,3.037264
1.791353,0.181000,0.100000,0.164000,2.941264,3.043264
1.805022,0.182000,0.100000,0.164000,2.941264,3.049264
1.812739,0.183000,0.100000,0.164000,2.941264,3.055264
1.822690,0.184000,0.100000,0.164000,2.941264,3.061264
1.832648,0.185000,0.100000,0.165000,2.939515,3.059515
1.843294,0.186000,0.100000,0.166000,2.937763,3.057763
1.853224,0.187000,0.100000,0.166000,2.937763,3.063763
1.863643,0.188000,0.100000,0.167000,2.936008,3.062008
1.873799,0.189000,0.100000,0.169000,2.932490,3.052490
1.884086,0.190000,0.100000,0.170000,2.930726,3.050726
1.894324,0.191000,0.100000,0.172000,2.927190,3.041190
1.904642,0.192000,0.100000,0.175000,2.921864,3.023864
1.914918,0.193000,0.100000,0.176000,2.920083,3.022083
1.925334,0.194000,0.100000,0.179000,2.914722,3.004722
1.935374,0.195000,0.100000,0.181000,2.911134,2.995134
1.945455,0.196000,0.100000,0.183000,2.907534,2.985534
1.955688,0.197000,0.100000,0.185000,2.903922,2.975922
1.966110,0.198000,0.100000,0.186000,2.902111,2.974111
1.976440,0.199000,0.100000,0.189000,2.896663,2.956663
1.986437,0.200000,0.100000,0.190000,2.894841,2.954841
1.997869,0.201000,0.100000,0.192000,2.891189,2.945189
2.007638,0.202000,0.100000,0.192000,2.891189,2.951189
2.016786,0.203000,0.100000,0.193000,2.889358,2.949358
2.028730,0.204000,0.100000,0.193000,2.889358,2.955358
2.039365,0.205000,0.100000,0.193000,2.889358,2.961358
