time_s,joint1_target_angle_rad,joint2_target_angle_rad,joint3_target_angle_rad,joint4_target_angle_rad,joint5_target_angle_rad,joint6_target_angle_rad,joint1_angle_rad,joint2_angle_rad,joint3_angle_rad,joint4_angle_rad,joint5_angle_rad,joint6_angle_rad,joint1_torque_nm,joint2_torque_nm,joint3_torque_nm,joint4_torque_nm,joint5_torque_nm,joint6_torque_nm
0,0.000001,1.047197,-1.396263,0,0,0,0,1.054,-1.403,0,-0.008,0,0.079144,-0.252787,-0.856406,0.025878,-1.077287,-0.013418
0.0021,0.002492,1.046829,-1.395098,-0.000537,0.000598,-0.000431,0,1.054,-1.403,0,-0.008,0,0.079144,-0.252787,-0.856406,0.025878,-1.077287,0.007668
0.0048,0.005583,1.04636,-1.393654,-0.001211,0.001346,-0.000967,0,1.054,-1.403,0,-0.008,0,0.079144,-0.252787,-0.856406,0.025878,-1.077287,0.007668
0.0069,0.008049,1.045976,-1.392504,-0.001754,0.00195,-0.001396,0,1.054,-1.403,0,-0.008,0,0.042525,-0.544556,-0.194906,0.034504,-0.652698,0.019169
0.0096,0.011059,1.045497,-1.391103,-0.002425,0.002694,-0.00192,0,1.054,-1.403,0,-0.008,0,0.042525,-0.544556,-0.194906,0.034504,-0.652698,0.019169
0.0117,0.013392,1.045117,-1.390018,-0.002951,0.003276,-0.002327,0,1.054,-1.403,0,-0.008,0,0.042525,-0.544556,-0.194906,0.034504,-0.652698,0.019169
0.0138,0.015768,1.044723,-1.388916,-0.003491,0.003875,-0.002741,0,1.053,-1.399,-0.001,-0.004,0,0.437062,-0.824512,-0.015356,0.035462,-0.008626,0.019169
0.0158,0.018018,1.044342,-1.387872,-0.004008,0.004448,-0.003135,0,1.053,-1.399,-0.001,-0.004,0,0.437062,-0.824512,-0.015356,0.035462,-0.008626,0.019169
0.018,0.020372,1.043936,-1.386783,-0.004553,0.005053,-0.003546,0,1.053,-1.399,-0.001,0,0,0.437062,-0.824512,-0.015356,-0.013418,0.079551,0.019169
0.02,0.022621,1.043541,-1.385744,-0.005079,0.005637,-0.003939,0,1.053,-1.399,-0.001,0,0,0.437062,-0.824512,-0.015356,-0.013418,0.079551,-0.000958
0.0221,0.024891,1.043135,-1.384697,-0.005614,0.006233,-0.004336,0.003,1.052,-1.393,-0.001,0,0,0.856406,-0.904837,0.350831,-0.013418,0.079551,-0.000958
0.0242,0.027131,1.042728,-1.383665,-0.006147,0.006827,-0.004728,0.003,1.052,-1.393,-0.001,0,0,0.856406,-0.904837,0.350831,-0.013418,0.079551,-0.000958
0.0263,0.029321,1.042322,-1.382658,-0.006673,0.007415,-0.005111,0.003,1.052,-1.393,-0.001,0,0,0.856406,-0.904837,0.350831,-0.013418,0.079551,-0.031629
0.0285,0.031616,1.04189,-1.381604,-0.007229,0.008037,-0.005512,0.003,1.052,-1.393,-0.001,0,0,0.856406,-0.904837,0.350831,-0.013418,0.079551,-0.031629
0.0307,0.033934,1.041446,-1.380541,-0.007795,0.008673,-0.005916,0.009,1.05,-1.385,-0.002,0.004,0,1.188337,-0.845775,0.180731,-0.009584,0.187854,-0.031629
0.033,0.036301,1.040984,-1.379459,-0.008379,0.009331,-0.006329,0.018,1.047,-1.385,-0.002,0.004,-0.001,1.386787,-0.574087,0.180731,-0.009584,0.187854,-0.057506
0.0351,0.038395,1.040569,-1.378503,-0.0089,0.00992,-0.006693,0.018,1.047,-1.378,-0.003,0.002,-0.001,1.386787,-0.574087,-0.02835,-0.033545,0.136098,-0.057506
0.0374,0.040725,1.0401,-1.377441,-0.009484,0.010584,-0.007097,0.018,1.047,-1.378,-0.003,0.002,-0.001,1.386787,-0.574087,-0.02835,-0.033545,0.136098,-0.057506
0.0395,0.042776,1.039681,-1.376508,-0.010003,0.011176,-0.007452,0.018,1.047,-1.378,-0.003,0.002,-0.001,1.386787,-0.574087,-0.02835,-0.033545,0.136098,-0.077634
0.0415,0.044817,1.039257,-1.375581,-0.010523,0.011773,-0.007804,0.028,1.044,-1.373,-0.003,0.002,-0.001,1.3986,-0.458325,-0.209081,-0.033545,0.136098,-0.077634
0.0437,0.046924,1.038813,-1.374626,-0.011064,0.012397,-0.008167,0.028,1.044,-1.373,-0.006,0,-0.002,1.3986,-0.458325,-0.209081,-0.013418,0.179228,-0.10447
0.0458,0.048922,1.038386,-1.373723,-0.011582,0.012996,-0.008509,0.028,1.044,-1.373,-0.006,0,-0.002,1.3986,-0.458325,-0.209081,-0.013418,0.179228,-0.10447
0.0482,0.051254,1.037881,-1.372671,-0.01219,0.013706,-0.008907,0.039,1.04,-1.368,-0.006,0,-0.002,0.983981,-0.253969,-1.090294,-0.013418,0.179228,-0.10447
0.0503,0.053201,1.037452,-1.371795,-0.012702,0.014307,-0.009238,0.039,1.04,-1.368,-0.008,0,-0.002,0.983981,-0.253969,-1.090294,-0.039296,0.128431,-0.128431
0.0524,0.055161,1.037015,-1.370914,-0.013222,0.014921,-0.009569,0.039,1.04,-1.368,-0.008,0,-0.002,0.983981,-0.253969,-1.090294,-0.039296,0.128431,-0.128431
0.0544,0.057068,1.036585,-1.370059,-0.013731,0.015527,-0.009889,0.039,1.04,-1.368,-0.008,0,-0.002,0.983981,-0.253969,-1.090294,-0.039296,0.128431,-0.128431
0.0565,0.058962,1.036152,-1.369212,-0.01424,0.016137,-0.010206,0.039,1.04,-1.368,-0.008,0,-0.002,0.983981,-0.253969,-1.090294,-0.039296,0.128431,-0.128431
0.0586,0.060876,1.035709,-1.368358,-0.014757,0.016762,-0.010524,0.049,1.036,-1.361,-0.01,0,-0.002,0.6615,-0.074419,-1.305281,-0.064215,0.128431,-0.128431
0.0607,0.062729,1.035275,-1.367534,-0.015262,0.017377,-0.010829,0.049,1.036,-1.361,-0.01,0.01,-0.003,0.6615,-0.074419,-1.305281,-0.064215,-0.420755,-0.088176
0.0628,0.0646,1.034831,-1.366703,-0.015776,0.018007,-0.011135,0.059,1.033,-1.355,-0.01,0.032,-0.003,0.261056,-0.029531,-1.091475,-0.095844,-0.49168,-0.088176
0.0648,0.066397,1.0344,-1.365907,-0.016272,0.018622,-0.011427,0.059,1.033,-1.355,-0.01,0.032,-0.006,0.261056,-0.029531,-1.091475,-0.095844,-0.49168,-0.105428
0.067,0.068284,1.033943,-1.365073,-0.016796,0.019277,-0.011731,0.059,1.033,-1.355,-0.01,0.032,-0.006,0.261056,-0.029531,-1.091475,-0.095844,-0.49168,-0.105428
0.0691,0.070057,1.033508,-1.364292,-0.017292,0.019903,-0.012014,0.069,1.032,-1.355,-0.01,0.058,-0.006,-0.034256,0.003544,-1.091475,-0.127473,-0.946939,-0.105428
0.0711,0.071802,1.033076,-1.363525,-0.017783,0.020529,-0.012289,0.069,1.032,-1.355,-0.01,0.058,-0.006,-0.034256,0.003544,-1.091475,-0.127473,-0.946939,-0.105428
0.0732,0.073529,1.032643,-1.362768,-0.018271,0.021159,-0.012558,0.069,1.032,-1.352,-0.01,0.058,-0.006,-0.034256,0.003544,-1.095019,-0.127473,-0.946939,-0.105428
0.0752,0.075242,1.03221,-1.362019,-0.018759,0.021794,-0.012823,0.069,1.032,-1.352,-0.01,0.058,-0.007,-0.034256,0.003544,-1.095019,-0.127473,-0.946939,-0.109262
0.0777,0.077251,1.031697,-1.361144,-0.019334,0.022552,-0.013129,0.076,1.032,-1.352,-0.009,0.082,-0.007,-0.121669,0.059062,-1.3608,-0.160059,-1.569925,-0.109262
0.0798,0.078923,1.031265,-1.360418,-0.019816,0.023195,-0.013379,0.076,1.032,-1.352,-0.009,0.082,-0.008,-0.121669,0.059062,-1.3608,-0.160059,-1.569925,-0.097761
0.082,0.080686,1.030805,-1.359655,-0.020327,0.023885,-0.01364,0.076,1.032,-1.352,-0.009,0.082,-0.008,-0.121669,0.059062,-1.3608,-0.160059,-1.569925,-0.097761
0.084,0.082313,1.030377,-1.358953,-0.020801,0.024534,-0.013877,0.082,1.031,-1.351,-0.01,0.105,-0.008,-0.19845,0.210262,-1.35135,-0.19073,-2.152656,-0.121722
0.0861,0.08392,1.029951,-1.358262,-0.021271,0.025186,-0.014107,0.082,1.031,-1.351,-0.01,0.105,-0.008,-0.19845,0.210262,-1.35135,-0.19073,-2.152656,-0.121722
0.0882,0.085502,1.029527,-1.357584,-0.021737,0.02584,-0.014329,0.082,1.031,-1.351,-0.01,0.125,-0.008,-0.19845,0.210262,-1.35135,-0.245361,-2.591622,-0.121722
0.0904,0.087193,1.029071,-1.356861,-0.022237,0.026552,-0.014562,0.082,1.031,-1.351,-0.01,0.125,-0.008,-0.19845,0.210262,-1.35135,-0.245361,-2.591622,-0.121722
0.0925,0.08875,1.028647,-1.356199,-0.0227,0.02722,-0.014772,0.086,1.03,-1.35,-0.01,0.125,-0.008,-0.21735,0.145294,-1.333631,-0.245361,-2.591622,-0.121722
0.0945,0.090278,1.028228,-1.355551,-0.023156,0.027889,-0.014974,0.086,1.03,-1.35,-0.01,0.125,-0.008,-0.21735,0.145294,-1.333631,-0.245361,-2.591622,-0.157184
0.0967,0.091847,1.027795,-1.354888,-0.023626,0.028589,-0.015176,0.086,1.03,-1.35,-0.01,0.125,-0.008,-0.21735,0.145294,-1.333631,-0.245361,-2.591622,-0.157184
0.0988,0.09333,1.027382,-1.354264,-0.024073,0.029264,-0.015362,0.089,1.028,-1.349,-0.011,0.139,-0.008,-0.057881,-0.016537,-1.16235,-0.25782,-2.841775,-0.124597
0.1008,0.094797,1.026972,-1.353649,-0.024516,0.029945,-0.015542,0.089,1.028,-1.349,-0.011,0.139,-0.008,-0.057881,-0.016537,-1.16235,-0.25782,-2.841775,-0.124597
0.103,0.09631,1.026545,-1.353018,-0.024975,0.030661,-0.015721,0.092,1.026,-1.346,-0.012,0.139,-0.008,-0.0756,-0.108675,-1.150537,-0.258779,-2.841775,-0.124597
0.105,0.097731,1.026142,-1.352427,-0.025408,0.031348,-0.015884,0.092,1.026,-1.346,-0.012,0.142,-0.008,-0.0756,-0.108675,-1.150537,-0.258779,-2.900239,-0.124597
0.1071,0.099164,1.025734,-1.351835,-0.025846,0.032055,-0.016042,0.092,1.026,-1.346,-0.012,0.142,-0.008,-0.0756,-0.108675,-1.150537,-0.258779,-2.900239,-0.124597
0.1092,0.100546,1.025338,-1.351265,-0.026269,0.032752,-0.01619,0.092,1.026,-1.346,-0.012,0.142,-0.008,-0.0756,-0.108675,-1.150537,-0.258779,-2.900239,-0.125556
0.1113,0.101916,1.024943,-1.350704,-0.02669,0.033456,-0.01633,0.092,1.026,-1.346,-0.012,0.142,-0.008,-0.0756,-0.108675,-1.150537,-0.258779,-2.900239,-0.125556
0.1135,0.103359,1.024525,-1.350115,-0.027135,0.034215,-0.016471,0.096,1.026,-1.343,-0.014,0.136,-0.009,0.011813,-0.008269,-1.338356,-0.280823,-2.882029,-0.139932
0.1155,0.104688,1.024139,-1.349576,-0.027546,0.03493,-0.016594,0.096,1.026,-1.343,-0.014,0.136,-0.009,0.011813,-0.008269,-1.338356,-0.280823,-2.882029,-0.139932
0.1179,0.10617,1.023706,-1.348978,-0.028005,0.035746,-0.016724,0.1,1.025,-1.339,-0.017,0.136,-0.009,0.2646,-0.1323,-1.526175,-0.22715,-2.882029,-0.139932
0.1199,0.107457,1.023328,-1.348461,-0.028405,0.036471,-0.01683,0.1,1.025,-1.339,-0.017,0.122,-0.01,0.2646,-0.1323,-1.526175,-0.22715,-2.566702,-0.142808
0.1222,0.108809,1.022931,-1.347922,-0.028826,0.037251,-0.016933,0.1,1.025,-1.339,-0.017,0.122,-0.01,0.2646,-0.1323,-1.526175,-0.22715,-2.566702,-0.142808
0.1242,0.110052,1.022564,-1.347429,-0.029213,0.037985,-0.01702,0.1,1.025,-1.339,-0.02,0.122,-0.01,0.2646,-0.1323,-1.526175,-0.163893,-2.566702,-0.142808
0.1263,0.11128,1.022201,-1.346945,-0.029596,0.038727,-0.0171,0.1,1.025,-1.339,-0.02,0.122,-0.01,0.2646,-0.1323,-1.526175,-0.163893,-2.566702,-0.142808
0.1284,0.112547,1.021826,-1.346449,-0.029991,0.03951,-0.017173,0.105,1.025,-1.335,-0.02,0.103,-0.013,0.173644,-0.289406,-1.441125,-0.163893,-2.101859,-0.130348
0.1305,0.113736,1.021473,-1.345986,-0.030363,0.040264,-0.017235,0.105,1.025,-1.335,-0.02,0.103,-0.013,0.173644,-0.289406,-1.441125,-0.163893,-2.101859,-0.130348
0.1326,0.114908,1.021125,-1.345533,-0.030729,0.041024,-0.017287,0.11,1.025,-1.332,-0.025,0.103,-0.013,0.249244,-0.518569,-1.516725,-0.102553,-2.101859,-0.130348
0.1346,0.116059,1.020783,-1.345091,-0.031089,0.041789,-0.01733,0.11,1.025,-1.332,-0.025,0.083,-0.013,0.249244,-0.518569,-1.516725,-0.102553,-1.593886,-0.098719
0.1367,0.117193,1.020447,-1.344659,-0.031443,0.042562,-0.017364,0.11,1.025,-1.332,-0.025,0.083,-0.013,0.249244,-0.518569,-1.516725,-0.102553,-1.593886,-0.098719
0.1388,0.118346,1.020104,-1.344223,-0.031803,0.043368,-0.01739,0.115,1.026,-1.332,-0.029,0.066,-0.013,-0.043706,-0.790256,-1.516725,-0.066132,-1.133835,-0.098719
0.1409,0.11944,1.01978,-1.343813,-0.032144,0.044151,-0.017405,0.115,1.026,-1.332,-0.029,0.066,-0.013,-0.043706,-0.790256,-1.516725,-0.066132,-1.133835,-0.098719
0.143,0.120511,1.019463,-1.343414,-0.032478,0.044938,-0.017411,0.115,1.026,-1.331,-0.029,0.066,-0.013,-0.043706,-0.790256,-1.507275,-0.066132,-1.133835,-0.098719
0.145,0.121569,1.019151,-1.343024,-0.032807,0.045736,-0.017407,0.115,1.026,-1.331,-0.029,0.066,-0.014,-0.043706,-0.790256,-1.507275,-0.066132,-1.133835,-0.065174
0.1472,0.12265,1.018832,-1.342628,-0.033142,0.046574,-0.017393,0.115,1.026,-1.331,-0.029,0.066,-0.014,-0.043706,-0.790256,-1.507275,-0.066132,-1.133835,-0.065174
0.1492,0.123665,1.018535,-1.342261,-0.033455,0.047381,-0.01737,0.12,1.028,-1.331,-0.033,0.055,-0.015,-0.033075,-1.021781,-1.520269,-0.039296,-0.696786,0.047922
0.1513,0.124666,1.018243,-1.341901,-0.033764,0.048198,-0.017336,0.12,1.028,-1.331,-0.033,0.055,-0.015,-0.033075,-1.021781,-1.520269,-0.039296,-0.696786,0.047922
0.1535,0.12572,1.017937,-1.341527,-0.034087,0.049084,-0.01729,0.125,1.03,-1.332,-0.034,0.049,-0.017,-0.223256,-1.306462,-1.330087,-0.028753,-0.441841,-0.047922
0.1556,0.126682,1.01766,-1.341189,-0.03438,0.049915,-0.017236,0.125,1.03,-1.332,-0.034,0.049,-0.017,-0.223256,-1.306462,-1.330087,-0.028753,-0.441841,-0.047922
0.1578,0.127702,1.017368,-1.340835,-0.03469,0.050822,-0.017166,0.125,1.03,-1.332,-0.032,0.049,-0.017,-0.223256,-1.306462,-1.330087,-0.024919,-0.241527,-0.047922
0.1599,0.128626,1.017106,-1.340519,-0.034969,0.051668,-0.017091,0.125,1.03,-1.332,-0.032,0.049,-0.017,-0.223256,-1.306462,-1.330087,-0.024919,-0.241527,-0.047922
0.1621,0.129575,1.01684,-1.340198,-0.035253,0.052563,-0.017002,0.13,1.03,-1.332,-0.032,0.049,-0.017,-0.270506,-1.306462,-1.330087,-0.024919,-0.241527,-0.047922
0.1642,0.130468,1.016592,-1.339899,-0.035518,0.05343,-0.016905,0.13,1.031,-1.334,-0.032,0.049,-0.018,-0.270506,-1.393875,-1.0017,-0.024919,-0.241527,-0.008626
0.1662,0.131336,1.016354,-1.339613,-0.035774,0.054298,-0.016799,0.13,1.031,-1.334,-0.032,0.049,-0.018,-0.270506,-1.393875,-1.0017,-0.024919,-0.241527,-0.008626
0.1686,0.132297,1.016094,-1.339302,-0.036055,0.05529,-0.016665,0.134,1.031,-1.336,-0.031,0.053,-0.017,-0.307125,-1.669106,-0.838687,-0.034504,-0.201272,0.004792
0.1706,0.133127,1.015873,-1.339037,-0.036295,0.056175,-0.016536,0.134,1.031,-1.336,-0.031,0.053,-0.017,-0.307125,-1.669106,-0.838687,-0.034504,-0.201272,0.004792
0.1727,0.133936,1.015661,-1.338783,-0.036525,0.057064,-0.016397,0.136,1.03,-1.337,-0.03,0.053,-0.017,-0.337837,-1.797862,-0.789075,-0.067091,-0.201272,0.004792
0.1748,0.13473,1.015458,-1.338538,-0.036749,0.057964,-0.016247,0.136,1.03,-1.337,-0.03,0.061,-0.017,-0.337837,-1.797862,-0.789075,-0.067091,-0.269322,0.004792
0.177,0.135565,1.015248,-1.338285,-0.036981,0.058942,-0.016072,0.136,1.03,-1.337,-0.03,0.061,-0.017,-0.337837,-1.797862,-0.789075,-0.067091,-0.269322,0.004792
0.179,0.136319,1.015063,-1.338061,-0.037187,0.059855,-0.0159,0.136,1.03,-1.337,-0.03,0.061,-0.015,-0.337837,-1.797862,-0.789075,-0.067091,-0.269322,-0.003834
0.1811,0.137059,1.014886,-1.337846,-0.037386,0.06078,-0.015716,0.136,1.03,-1.337,-0.03,0.061,-0.015,-0.337837,-1.797862,-0.789075,-0.067091,-0.269322,-0.003834
0.1832,0.137778,1.01472,-1.337642,-0.037575,0.061709,-0.015521,0.138,1.029,-1.336,-0.03,0.061,-0.015,-0.242156,-1.715175,-0.525656,-0.067091,-0.269322,-0.003834
0.1852,0.138483,1.014561,-1.337447,-0.037757,0.06265,-0.015315,0.138,1.029,-1.336,-0.03,0.07,-0.014,-0.242156,-1.715175,-0.525656,-0.096802,-0.368999,-0.003834
0.1878,0.139335,1.014378,-1.337217,-0.037971,0.063833,-0.015042,0.139,1.028,-1.335,-0.032,0.08,-0.014,-0.109856,-1.489556,-0.610706,-0.097761,-0.557812,-0.003834
0.1898,0.139987,1.014244,-1.337047,-0.03813,0.064772,-0.014816,0.139,1.028,-1.335,-0.032,0.08,-0.014,-0.109856,-1.489556,-0.610706,-0.097761,-0.557812,-0.003834
0.1919,0.140645,1.014115,-1.33688,-0.038286,0.065755,-0.014569,0.139,1.028,-1.335,-0.032,0.08,-0.014,-0.109856,-1.489556,-0.610706,-0.097761,-0.557812,-0.003834
0.1942,0.141342,1.013986,-1.33671,-0.038446,0.066836,-0.014287,0.139,1.028,-1.335,-0.033,0.08,-0.013,-0.109856,-1.489556,-0.610706,-0.11693,-0.557812,-0.024919
0.1963,0.141954,1.01388,-1.336566,-0.038581,0.067824,-0.014019,0.139,1.028,-1.335,-0.033,0.08,-0.013,-0.109856,-1.489556,-0.610706,-0.11693,-0.557812,-0.024919
0.1984,0.142567,1.013782,-1.336427,-0.03871,0.068849,-0.013731,0.139,1.024,-1.332,-0.033,0.09,-0.013,0.04725,-1.235587,-0.669769,-0.11693,-0.717872,-0.040254
0.2005,0.143144,1.013697,-1.336303,-0.038827,0.069854,-0.01344,0.139,1.024,-1.332,-0.033,0.09,-0.013,0.04725,-1.235587,-0.669769,-0.11693,-0.717872,-0.040254
0.2026,0.143723,1.01362,-1.336184,-0.038937,0.070902,-0.013127,0.139,1.021,-1.329,-0.033,0.09,-0.013,0.171281,-1.0584,-1.059581,-0.11693,-0.717872,-0.040254
0.2047,0.144264,1.013557,-1.336078,-0.039034,0.07192,-0.012813,0.139,1.021,-1.329,-0.034,0.101,-0.012,0.171281,-1.0584,-1.059581,-0.097761,-0.939271,0.007668
0.2068,0.144811,1.013502,-1.335978,-0.039125,0.072994,-0.012472,0.139,1.021,-1.329,-0.034,0.101,-0.012,0.171281,-1.0584,-1.059581,-0.097761,-0.939271,0.007668
0.209,0.145353,1.013458,-1.335886,-0.039208,0.074105,-0.01211,0.14,1.017,-1.326,-0.036,0.111,-0.012,0.165375,-0.731194,-1.0395,-0.083384,-1.126167,0.007668
0.2111,0.145845,1.013429,-1.33581,-0.039276,0.075156,-0.011757,0.14,1.017,-1.326,-0.036,0.111,-0.012,0.165375,-0.731194,-1.0395,-0.083384,-1.126167,0.007668
0.2134,0.146368,1.013409,-1.335736,-0.039339,0.076327,-0.011354,0.14,1.017,-1.326,-0.036,0.111,-0.012,0.165375,-0.731194,-1.0395,-0.083384,-1.126167,0.007668
0.2154,0.146824,1.013403,-1.335678,-0.039386,0.077399,-0.010975,0.14,1.017,-1.326,-0.036,0.111,-0.011,0.165375,-0.731194,-1.0395,-0.083384,-1.126167,0.001917
0.2176,0.147283,1.013409,-1.335628,-0.039425,0.078527,-0.010568,0.142,1.017,-1.326,-0.036,0.111,-0.011,0.295313,-0.731194,-1.0395,-0.083384,-1.126167,0.001917
0.2196,0.147705,1.013426,-1.335589,-0.039451,0.079614,-0.010166,0.142,1.014,-1.323,-0.036,0.121,-0.011,0.295313,-0.520931,-1.463569,-0.0738,-1.323606,0.016293
0.2217,0.148114,1.013455,-1.335559,-0.039468,0.080718,-0.009749,0.142,1.014,-1.323,-0.036,0.121,-0.011,0.295313,-0.520931,-1.463569,-0.0738,-1.323606,0.016293
0.2238,0.148515,1.013498,-1.335538,-0.039474,0.081858,-0.009309,0.144,1.012,-1.32,-0.036,0.132,-0.011,0.361462,-0.096863,-1.675012,-0.053673,-1.581426,0.019169
0.2259,0.14889,1.013551,-1.335526,-0.03947,0.082979,-0.008868,0.144,1.012,-1.32,-0.036,0.132,-0.011,0.361462,-0.096863,-1.675012,-0.053673,-1.581426,0.019169
0.228,0.149251,1.013616,-1.335524,-0.039456,0.084116,-0.008412,0.144,1.012,-1.32,-0.036,0.132,-0.011,0.361462,-0.096863,-1.675012,-0.053673,-1.581426,0.019169
0.2302,0.149621,1.013701,-1.335531,-0.039428,0.085351,-0.007906,0.144,1.012,-1.32,-0.036,0.144,-0.011,0.361462,-0.096863,-1.675012,-0.042171,-1.752987,0.019169
0.2323,0.149946,1.013791,-1.335546,-0.039391,0.0865,-0.007427,0.146,1.011,-1.319,-0.036,0.144,-0.011,0.428794,-0.010631,-1.723444,-0.042171,-1.752987,0.019169
0.2343,0.150257,1.013895,-1.335571,-0.039344,0.087663,-0.006934,0.146,1.011,-1.319,-0.036,0.144,-0.01,0.428794,-0.010631,-1.723444,-0.042171,-1.752987,0.034504
0.2364,0.150552,1.014011,-1.335604,-0.039286,0.088837,-0.006427,0.146,1.011,-1.319,-0.036,0.144,-0.01,0.428794,-0.010631,-1.723444,-0.042171,-1.752987,0.034504
0.2385,0.150832,1.014139,-1.335646,-0.039217,0.090022,-0.005907,0.147,1.011,-1.319,-0.036,0.156,-0.01,0.3591,0.090956,-1.8711,-0.06134,-1.950425,0.034504
0.2405,0.151096,1.014281,-1.335697,-0.039138,0.091217,-0.005375,0.147,1.011,-1.319,-0.036,0.156,-0.008,0.3591,0.090956,-1.8711,-0.06134,-1.950425,0.037379
0.2427,0.151355,1.014441,-1.335759,-0.039043,0.092471,-0.004807,0.148,1.011,-1.319,-0.036,0.156,-0.008,0.310669,0.167737,-1.8711,-0.06134,-1.950425,0.037379
0.2447,0.151587,1.014608,-1.335827,-0.038941,0.093682,-0.00425,0.148,1.011,-1.32,-0.037,0.166,-0.008,0.310669,0.167737,-1.869919,-0.042171,-2.098025,0.037379
0.2472,0.151841,1.014821,-1.335917,-0.038808,0.095119,-0.003579,0.148,1.011,-1.32,-0.037,0.166,-0.008,0.310669,0.167737,-1.869919,-0.042171,-2.098025,0.037379
0.2493,0.152045,1.015022,-1.336005,-0.038679,0.096383,-0.002979,0.148,1.011,-1.32,-0.037,0.166,-0.006,0.310669,0.167737,-1.869919,-0.042171,-2.098025,0.057506
0.2513,0.152229,1.01523,-1.3361,-0.038541,0.097628,-0.002381,0.148,1.011,-1.32,-0.037,0.166,-0.006,0.310669,0.167737,-1.869919,-0.042171,-2.098025,0.057506
0.2535,0.152409,1.015467,-1.33621,-0.038383,0.098962,-0.001731,0.149,1.012,-1.322,-0.037,0.166,-0.006,0.23625,0.393356,-1.7199,-0.042171,-2.098025,0.057506
0.2556,0.152564,1.015705,-1.336322,-0.038221,0.100235,-0.001102,0.149,1.012,-1.322,-0.036,0.174,-0.003,0.23625,0.393356,-1.7199,-0.047922,-2.184285,0.024919
0.2579,0.152718,1.015983,-1.336456,-0.038029,0.101656,-0.000391,0.151,1.012,-1.322,-0.036,0.174,-0.003,0.145294,0.413437,-1.7199,-0.047922,-2.184285,0.024919
0.2599,0.152842,1.016248,-1.336585,-0.037844,0.102945,0.000262,0.151,1.012,-1.324,-0.036,0.176,0,0.145294,0.413437,-1.683281,-0.053673,-2.172783,-0.010543
0.2621,0.152956,1.01654,-1.336728,-0.037638,0.104309,0.000962,0.151,1.012,-1.324,-0.036,0.176,0,0.145294,0.413437,-1.683281,-0.053673,-2.172783,-0.010543
0.2642,0.153055,1.016848,-1.336881,-0.037418,0.105686,0.001676,0.151,1.012,-1.324,-0.035,0.175,0,0.145294,0.413437,-1.683281,-0.03067,-2.065438,-0.010543
0.2663,0.153135,1.017157,-1.337036,-0.037196,0.107016,0.002375,0.151,1.012,-1.324,-0.035,0.175,0,0.145294,0.413437,-1.683281,-0.03067,-2.065438,-0.010543
0.2684,0.153201,1.017479,-1.337198,-0.036963,0.108353,0.003084,0.153,1.012,-1.326,-0.035,0.175,0,0.112219,0.367369,-1.482469,-0.03067,-2.065438,-0.010543
0.2704,0.153253,1.017817,-1.337368,-0.036717,0.109706,0.00381,0.153,1.012,-1.326,-0.035,0.175,0.003,0.112219,0.367369,-1.482469,-0.03067,-2.065438,-0.021086
0.2725,0.15329,1.018166,-1.337546,-0.03646,0.111064,0.004546,0.154,1.012,-1.328,-0.035,0.175,0.003,0.057881,0.451237,-1.305281,-0.03067,-2.065438,-0.021086
0.2746,0.153315,1.018532,-1.337732,-0.036189,0.112441,0.005299,0.154,1.012,-1.328,-0.035,0.17,0.005,0.057881,0.451237,-1.305281,-0.000958,-1.842122,0.024919
0.2767,0.153325,1.018931,-1.337935,-0.035894,0.113893,0.006101,0.154,1.012,-1.328,-0.035,0.17,0.005,0.057881,0.451237,-1.305281,-0.000958,-1.842122,0.024919
0.2788,0.153321,1.019339,-1.338144,-0.035589,0.115337,0.006908,0.154,1.013,-1.329,-0.035,0.161,0.005,0.002363,0.413437,-1.195425,-0.024919,-1.51146,0.024919
0.2809,0.153303,1.01975,-1.338354,-0.03528,0.11675,0.007704,0.154,1.013,-1.329,-0.035,0.161,0.005,0.002363,0.413437,-1.195425,-0.024919,-1.51146,0.024919
0.2832,0.153269,1.02021,-1.33859,-0.034933,0.11829,0.00858,0.154,1.013,-1.329,-0.035,0.161,0.005,0.002363,0.413437,-1.195425,-0.024919,-1.51146,0.024919
0.2852,0.153223,1.020651,-1.338816,-0.034599,0.119727,0.009405,0.154,1.013,-1.329,-0.035,0.161,0.007,0.002363,0.413437,-1.195425,-0.024919,-1.51146,-0.017252
0.2875,0.153159,1.021146,-1.339069,-0.034223,0.121298,0.010315,0.154,1.013,-1.329,-0.035,0.161,0.007,0.002363,0.413437,-1.195425,-0.024919,-1.51146,-0.017252
0.2895,0.153086,1.021616,-1.33931,-0.033864,0.122753,0.011165,0.154,1.015,-1.33,-0.035,0.149,0.007,-0.064969,0.346106,-1.155262,0.003834,-1.128084,0.023961
0.2916,0.153,1.022103,-1.339559,-0.033491,0.124226,0.012033,0.154,1.015,-1.33,-0.035,0.149,0.007,-0.064969,0.346106,-1.155262,0.003834,-1.128084,0.023961
0.2937,0.152899,1.022614,-1.33982,-0.033098,0.125739,0.012931,0.154,1.017,-1.331,-0.035,0.136,0.007,-0.178369,0.401625,-0.868219,0.029712,-0.681451,0.023961
0.2958,0.152787,1.023131,-1.340084,-0.032699,0.127236,0.013827,0.154,1.017,-1.331,-0.035,0.136,0.008,-0.178369,0.401625,-0.868219,0.029712,-0.681451,0.080509
