time_s,joint1_target_angle_rad,joint2_target_angle_rad,joint3_target_angle_rad,joint4_target_angle_rad,joint5_target_angle_rad,joint6_target_angle_rad,joint1_angle_rad,joint2_angle_rad,joint3_angle_rad,joint4_angle_rad,joint5_angle_rad,joint6_angle_rad,joint1_torque_nm,joint2_torque_nm,joint3_torque_nm,joint4_torque_nm,joint5_torque_nm,joint6_torque_nm
4.0003,0.465906,1.0781,-1.772946,-0.133544,0.397467,-0.000068,0.455,1.074,-1.771,-0.124,0.42,0.004,0.177187,-0.099225,-0.61425,-0.121722,-0.804131,-0.071883
4.0024,0.468364,1.079446,-1.772292,-0.134432,0.398336,-0.000485,0.455,1.074,-1.771,-0.124,0.42,0.004,0.177187,-0.099225,-0.61425,-0.121722,-0.804131,-0.071883
4.0045,0.470797,1.080796,-1.771631,-0.135333,0.399208,-0.000899,0.455,1.074,-1.771,-0.124,0.42,0.003,0.177187,-0.099225,-0.61425,-0.121722,-0.804131,-0.063257
4.0065,0.473215,1.082155,-1.770961,-0.136252,0.400087,-0.001312,0.464,1.079,-1.771,-0.124,0.42,0.003,0.238612,-0.053156,-0.61425,-0.121722,-0.804131,-0.063257
4.0086,0.475645,1.083538,-1.770274,-0.137198,0.400984,-0.001729,0.464,1.079,-1.769,-0.128,0.425,0.002,0.238612,-0.053156,-0.517387,-0.096802,-0.827134,-0.080509
4.0107,0.478013,1.084903,-1.769591,-0.138144,0.40187,-0.002136,0.464,1.079,-1.769,-0.128,0.425,0.002,0.238612,-0.053156,-0.517387,-0.096802,-0.827134,-0.080509
4.0127,0.480345,1.086264,-1.768904,-0.139098,0.402756,-0.002539,0.472,1.085,-1.767,-0.128,0.425,0.002,0.246881,-0.145294,-0.607162,-0.096802,-0.827134,-0.080509
4.0148,0.482653,1.087629,-1.768211,-0.140066,0.403646,-0.002939,0.472,1.085,-1.767,-0.132,0.429,0.002,0.246881,-0.145294,-0.607162,-0.085301,-0.859721,-0.080509
4.0171,0.485218,1.089166,-1.767424,-0.14117,0.404651,-0.003385,0.481,1.085,-1.767,-0.132,0.429,0.002,0.290587,-0.145294,-0.607162,-0.085301,-0.859721,-0.080509
4.0192,0.48747,1.090534,-1.766718,-0.142164,0.405548,-0.003778,0.481,1.085,-1.767,-0.136,0.433,0.002,0.290587,-0.145294,-0.607162,-0.068049,-0.880806,-0.098719
4.0212,0.489706,1.09191,-1.766003,-0.143175,0.406453,-0.004169,0.481,1.085,-1.767,-0.136,0.433,0.002,0.290587,-0.145294,-0.607162,-0.068049,-0.880806,-0.098719
4.0233,0.491908,1.093282,-1.765285,-0.144195,0.407358,-0.004555,0.481,1.089,-1.765,-0.136,0.433,0.002,0.290587,-0.063787,-0.492581,-0.068049,-0.880806,-0.098719
4.0254,0.494095,1.094663,-1.764556,-0.145233,0.408272,-0.004939,0.481,1.089,-1.765,-0.136,0.433,0.002,0.290587,-0.063787,-0.492581,-0.068049,-0.880806,-0.130348
4.0275,0.496325,1.09609,-1.763798,-0.146317,0.409219,-0.005332,0.489,1.089,-1.765,-0.136,0.433,0.002,0.183094,-0.063787,-0.492581,-0.068049,-0.880806,-0.130348
4.0296,0.498456,1.097471,-1.763058,-0.147379,0.41014,-0.005708,0.489,1.094,-1.762,-0.14,0.435,0.002,0.183094,-0.27405,-0.620156,-0.062299,-0.895183,-0.138974
4.0316,0.500562,1.098854,-1.762312,-0.148454,0.411065,-0.00608,0.489,1.094,-1.762,-0.14,0.435,0.002,0.183094,-0.27405,-0.620156,-0.062299,-0.895183,-0.138974
4.0337,0.502669,1.100257,-1.76155,-0.149556,0.412007,-0.006454,0.496,1.098,-1.758,-0.143,0.438,0.002,0.194906,-0.205538,-0.741825,-0.095844,-0.877931,-0.138974
4.0358,0.504733,1.101648,-1.760787,-0.150661,0.412946,-0.00682,0.496,1.098,-1.758,-0.143,0.438,0.002,0.194906,-0.205538,-0.741825,-0.095844,-0.877931,-0.138974
4.0379,0.506801,1.103062,-1.760006,-0.151796,0.413904,-0.007187,0.496,1.098,-1.758,-0.143,0.438,0.002,0.194906,-0.205538,-0.741825,-0.095844,-0.877931,-0.138974
4.04,0.508799,1.104447,-1.759236,-0.152919,0.414846,-0.007543,0.496,1.098,-1.758,-0.143,0.44,0,0.194906,-0.205538,-0.741825,-0.095844,-0.84151,-0.123639
4.0423,0.510955,1.105961,-1.758386,-0.154162,0.415883,-0.007926,0.503,1.102,-1.754,-0.143,0.44,0,0.220894,-0.190181,-0.659137,-0.095844,-0.84151,-0.123639
4.0443,0.512889,1.10734,-1.757607,-0.155305,0.41683,-0.008271,0.503,1.102,-1.754,-0.144,0.44,-0.001,0.220894,-0.190181,-0.659137,-0.145683,-0.84151,-0.115013
4.0464,0.514803,1.108723,-1.756819,-0.156464,0.417786,-0.008612,0.503,1.102,-1.754,-0.144,0.44,-0.001,0.220894,-0.190181,-0.659137,-0.145683,-0.84151,-0.115013
4.0486,0.516864,1.110234,-1.755951,-0.157743,0.418836,-0.008979,0.51,1.107,-1.751,-0.145,0.443,-0.001,0.214987,-0.131119,-0.778444,-0.191688,-0.885599,-0.115013
4.0507,0.518719,1.111614,-1.755152,-0.158925,0.419801,-0.009309,0.51,1.107,-1.751,-0.145,0.443,-0.001,0.214987,-0.131119,-0.778444,-0.191688,-0.885599,-0.115013
4.0528,0.520542,1.112989,-1.75435,-0.160114,0.420767,-0.009634,0.516,1.107,-1.751,-0.145,0.443,-0.001,0.201994,-0.131119,-0.778444,-0.191688,-0.885599,-0.115013
4.0549,0.52241,1.114418,-1.753508,-0.161363,0.421777,-0.009966,0.516,1.107,-1.751,-0.146,0.447,-0.005,0.201994,-0.131119,-0.778444,-0.235776,-0.930645,-0.085301
4.0571,0.524262,1.115856,-1.752655,-0.162633,0.4228,-0.010295,0.516,1.107,-1.751,-0.146,0.447,-0.005,0.201994,-0.131119,-0.778444,-0.235776,-0.930645,-0.085301
4.0591,0.526009,1.117234,-1.751831,-0.163863,0.423786,-0.010606,0.516,1.112,-1.748,-0.146,0.447,-0.008,0.201994,-0.183094,-0.989887,-0.235776,-0.930645,-0.045047
4.0612,0.527726,1.118608,-1.751003,-0.165101,0.424775,-0.01091,0.516,1.112,-1.748,-0.146,0.447,-0.008,0.201994,-0.183094,-0.989887,-0.235776,-0.930645,-0.045047
4.0635,0.529604,1.120133,-1.750076,-0.16649,0.425881,-0.011241,0.522,1.117,-1.745,-0.146,0.452,-0.008,0.1512,-0.223256,-0.785531,-0.2952,-0.907643,-0.045047
4.0656,0.531262,1.121502,-1.749236,-0.167751,0.426881,-0.011534,0.522,1.117,-1.745,-0.146,0.452,-0.01,0.1512,-0.223256,-0.785531,-0.2952,-0.907643,-0.041213
4.0676,0.532897,1.122872,-1.748389,-0.169025,0.427888,-0.011821,0.528,1.122,-1.745,-0.146,0.452,-0.01,0.243337,-0.256331,-0.785531,-0.2952,-0.907643,-0.041213
4.0697,0.534492,1.12423,-1.747543,-0.1703,0.428893,-0.0121,0.528,1.122,-1.743,-0.149,0.458,-0.01,0.243337,-0.256331,-0.78435,-0.338329,-0.957482,-0.041213
4.0721,0.536331,1.125823,-1.746541,-0.171812,0.430081,-0.012421,0.528,1.122,-1.743,-0.149,0.458,-0.01,0.243337,-0.256331,-0.78435,-0.338329,-0.957482,-0.041213
4.0742,0.537865,1.127174,-1.745684,-0.173108,0.431097,-0.012688,0.528,1.122,-1.743,-0.149,0.464,-0.01,0.243337,-0.256331,-0.78435,-0.338329,-1.057159,-0.029712
4.0762,0.539381,1.128531,-1.744815,-0.174424,0.432125,-0.012949,0.528,1.122,-1.743,-0.149,0.464,-0.01,0.243337,-0.256331,-0.78435,-0.338329,-1.057159,-0.029712
4.0783,0.540859,1.129876,-1.743948,-0.17574,0.433151,-0.013203,0.533,1.127,-1.741,-0.155,0.464,-0.009,0.127575,-0.277594,-0.789075,-0.322994,-1.057159,-0.052714
4.0804,0.542313,1.131221,-1.743072,-0.17707,0.434185,-0.013451,0.533,1.127,-1.741,-0.155,0.464,-0.009,0.127575,-0.277594,-0.789075,-0.322994,-1.057159,-0.052714
4.0825,0.543798,1.132619,-1.742155,-0.178466,0.435269,-0.013703,0.539,1.132,-1.739,-0.162,0.464,-0.009,0.165375,-0.31185,-0.868219,-0.34408,-1.057159,-0.052714
4.0846,0.545195,1.133958,-1.741268,-0.179817,0.436315,-0.013938,0.539,1.132,-1.739,-0.162,0.47,-0.009,0.165375,-0.31185,-0.868219,-0.34408,-1.116583,-0.052714
4.087,0.546817,1.135542,-1.740208,-0.181433,0.437565,-0.014209,0.545,1.132,-1.739,-0.162,0.47,-0.009,-0.027169,-0.31185,-0.868219,-0.34408,-1.116583,-0.052714
4.0891,0.548146,1.136866,-1.739315,-0.182797,0.438618,-0.014428,0.545,1.132,-1.739,-0.17,0.475,-0.008,-0.027169,-0.31185,-0.868219,-0.280823,-1.135751,-0.064215
4.0912,0.549463,1.138202,-1.738405,-0.184188,0.43969,-0.014643,0.545,1.137,-1.736,-0.17,0.475,-0.008,-0.027169,-0.304762,-0.756,-0.280823,-1.135751,-0.112137
4.0943,0.551348,1.140161,-1.737056,-0.186254,0.44128,-0.014946,0.545,1.137,-1.736,-0.17,0.475,-0.008,-0.027169,-0.304762,-0.756,-0.280823,-1.135751,-0.112137
4.0963,0.552584,1.141476,-1.736141,-0.187658,0.442358,-0.015142,0.55,1.142,-1.733,-0.175,0.478,-0.01,0.0378,-0.42525,-0.679219,-0.251111,-1.09358,-0.069008
4.0994,0.554362,1.143416,-1.734775,-0.189754,0.443967,-0.015419,0.55,1.142,-1.733,-0.175,0.478,-0.01,0.0378,-0.42525,-0.679219,-0.251111,-1.09358,-0.069008
4.1015,0.555523,1.144715,-1.73385,-0.191176,0.445058,-0.015596,0.55,1.142,-1.733,-0.175,0.478,-0.01,0.0378,-0.42525,-0.679219,-0.251111,-1.09358,-0.069008
4.1036,0.556669,1.146025,-1.732908,-0.192624,0.446167,-0.015767,0.555,1.147,-1.73,-0.18,0.481,-0.01,-0.100406,-0.506756,-0.870581,-0.181145,-1.158754,-0.069008
4.1056,0.557771,1.147313,-1.731973,-0.194063,0.447269,-0.015929,0.555,1.147,-1.73,-0.18,0.481,-0.01,-0.100406,-0.506756,-0.870581,-0.181145,-1.158754,-0.069008
4.1077,0.558858,1.148612,-1.731022,-0.195529,0.44839,-0.016085,0.555,1.147,-1.73,-0.18,0.481,-0.01,-0.100406,-0.506756,-0.870581,-0.181145,-1.158754,-0.069008
4.1098,0.559897,1.149883,-1.730082,-0.196977,0.449499,-0.01623,0.555,1.147,-1.73,-0.18,0.483,-0.011,-0.100406,-0.506756,-0.870581,-0.181145,-1.098372,-0.062299
4.1119,0.560926,1.151172,-1.72912,-0.198462,0.450634,-0.01637,0.555,1.147,-1.73,-0.18,0.483,-0.011,-0.100406,-0.506756,-0.870581,-0.181145,-1.098372,-0.062299
4.1141,0.561995,1.152546,-1.728084,-0.200061,0.451858,-0.016511,0.559,1.151,-1.726,-0.184,0.483,-0.013,-0.033075,-0.537469,-0.871762,-0.215649,-1.098372,-0.077634
4.1162,0.562947,1.153801,-1.727127,-0.201539,0.452988,-0.016632,0.559,1.151,-1.726,-0.184,0.483,-0.013,-0.033075,-0.537469,-0.871762,-0.215649,-1.098372,-0.077634
4.1183,0.563864,1.155044,-1.72617,-0.203018,0.454119,-0.016744,0.562,1.156,-1.722,-0.188,0.483,-0.013,-0.00945,-0.602437,-0.717019,-0.166769,-1.008279,-0.077634
4.1203,0.564756,1.156285,-1.725206,-0.204508,0.455259,-0.016848,0.562,1.156,-1.722,-0.188,0.483,-0.014,-0.00945,-0.602437,-0.717019,-0.166769,-1.008279,-0.079551
4.1225,0.56568,1.157609,-1.724167,-0.206116,0.456489,-0.01695,0.562,1.156,-1.722,-0.188,0.483,-0.014,-0.00945,-0.602437,-0.717019,-0.166769,-1.008279,-0.079551
4.1246,0.56651,1.158835,-1.723194,-0.207621,0.457641,-0.017036,0.562,1.156,-1.722,-0.191,0.484,-0.014,-0.00945,-0.602437,-0.717019,-0.298075,-0.937354,-0.079551
4.1273,0.567551,1.160427,-1.721915,-0.209601,0.459158,-0.017136,0.562,1.156,-1.722,-0.191,0.484,-0.014,-0.00945,-0.602437,-0.717019,-0.298075,-0.937354,-0.079551
4.1294,0.568308,1.161629,-1.720938,-0.211113,0.460318,-0.017202,0.565,1.16,-1.718,-0.191,0.484,-0.014,-0.031894,-0.613069,-0.914287,-0.298075,-0.937354,-0.05559
4.1314,0.569038,1.162828,-1.719954,-0.212638,0.461487,-0.017259,0.565,1.16,-1.718,-0.191,0.484,-0.014,-0.031894,-0.613069,-0.914287,-0.298075,-0.937354,-0.05559
4.1336,0.569757,1.16405,-1.718939,-0.214209,0.462693,-0.017309,0.567,1.165,-1.715,-0.194,0.485,-0.014,0.016537,-0.656775,-0.884756,-0.368999,-0.891349,-0.03067
4.1356,0.570426,1.165232,-1.717947,-0.215746,0.463875,-0.017348,0.567,1.165,-1.715,-0.194,0.485,-0.014,0.016537,-0.656775,-0.884756,-0.368999,-0.891349,-0.03067
4.1379,0.571116,1.166501,-1.716871,-0.217414,0.465158,-0.017379,0.569,1.17,-1.715,-0.194,0.485,-0.014,0.020081,-0.681581,-0.884756,-0.368999,-0.891349,-0.03067
4.1399,0.571721,1.167661,-1.715875,-0.218958,0.466346,-0.017399,0.569,1.17,-1.711,-0.196,0.487,-0.014,0.020081,-0.681581,-0.876487,-0.38721,-0.844386,-0.03067
4.142,0.572299,1.168818,-1.714871,-0.220513,0.467545,-0.017409,0.569,1.17,-1.711,-0.196,0.487,-0.014,0.020081,-0.681581,-0.876487,-0.38721,-0.844386,-0.03067
4.1441,0.572858,1.169991,-1.713842,-0.222108,0.468777,-0.01741,0.569,1.17,-1.711,-0.2,0.491,-0.014,0.020081,-0.681581,-0.876487,-0.415963,-0.820425,-0.045047
4.1462,0.573374,1.171128,-1.712832,-0.223673,0.469986,-0.017401,0.569,1.17,-1.711,-0.2,0.491,-0.014,0.020081,-0.681581,-0.876487,-0.415963,-0.820425,-0.045047
4.1483,0.573871,1.172283,-1.711795,-0.22528,0.47123,-0.017382,0.571,1.174,-1.708,-0.2,0.491,-0.014,0.022444,-0.835144,-0.948544,-0.415963,-0.820425,-0.045047
4.1503,0.574325,1.173402,-1.710779,-0.226855,0.472451,-0.017353,0.571,1.174,-1.708,-0.2,0.491,-0.014,0.022444,-0.835144,-0.948544,-0.415963,-0.820425,-0.064215
4.1524,0.574753,1.174518,-1.709752,-0.228445,0.473686,-0.017315,0.573,1.178,-1.705,-0.2,0.491,-0.014,0.074419,-0.816244,-0.844594,-0.415963,-0.820425,-0.064215
4.1545,0.575147,1.175619,-1.708728,-0.230032,0.47492,-0.017266,0.573,1.178,-1.705,-0.205,0.495,-0.014,0.074419,-0.816244,-0.844594,-0.414046,-0.803173,-0.064215
4.1565,0.575509,1.176704,-1.707706,-0.231614,0.476152,-0.017208,0.573,1.178,-1.705,-0.205,0.495,-0.014,0.074419,-0.816244,-0.844594,-0.414046,-0.803173,-0.064215
4.1586,0.575842,1.177783,-1.706678,-0.233205,0.477393,-0.01714,0.575,1.178,-1.705,-0.212,0.501,-0.014,0.025987,-0.816244,-0.844594,-0.416921,-0.844386,-0.062299
4.1607,0.576146,1.178853,-1.705646,-0.234803,0.478642,-0.017061,0.575,1.178,-1.705,-0.212,0.501,-0.014,0.025987,-0.816244,-0.844594,-0.416921,-0.844386,-0.062299
4.1629,0.576436,1.179984,-1.704539,-0.236514,0.479983,-0.016965,0.575,1.182,-1.702,-0.212,0.501,-0.014,0.025987,-0.837506,-0.924919,-0.416921,-0.844386,-0.058465
4.1649,0.576676,1.181033,-1.703501,-0.238119,0.481243,-0.016865,0.575,1.182,-1.702,-0.212,0.501,-0.014,0.025987,-0.837506,-0.924919,-0.416921,-0.844386,-0.058465
4.1671,0.576896,1.182121,-1.702409,-0.239807,0.48257,-0.016749,0.577,1.187,-1.702,-0.212,0.501,-0.014,-0.023625,-0.906019,-0.924919,-0.416921,-0.844386,-0.058465
4.1692,0.577075,1.183155,-1.701358,-0.241431,0.483851,-0.016626,0.577,1.187,-1.699,-0.221,0.508,-0.015,-0.023625,-0.906019,-0.8883,-0.413088,-0.90285,-0.088176
4.1713,0.577222,1.184171,-1.700311,-0.243048,0.485128,-0.016494,0.577,1.187,-1.699,-0.221,0.508,-0.015,-0.023625,-0.906019,-0.8883,-0.413088,-0.90285,-0.088176
4.1733,0.577338,1.185171,-1.699267,-0.244659,0.486403,-0.016352,0.578,1.19,-1.695,-0.228,0.508,-0.015,-0.042525,-0.965081,-0.870581,-0.365166,-0.90285,-0.088176
4.1754,0.577425,1.186164,-1.698215,-0.246281,0.48769,-0.016198,0.578,1.19,-1.695,-0.228,0.515,-0.015,-0.042525,-0.965081,-0.870581,-0.365166,-0.965149,-0.088176
4.1776,0.577483,1.187201,-1.697102,-0.247997,0.489055,-0.016024,0.578,1.19,-1.695,-0.228,0.515,-0.015,-0.042525,-0.965081,-0.870581,-0.365166,-0.965149,-0.088176
4.1796,0.577507,1.188171,-1.696045,-0.249624,0.490353,-0.015848,0.578,1.19,-1.695,-0.228,0.515,-0.015,-0.042525,-0.965081,-0.870581,-0.365166,-0.965149,-0.046005
4.182,0.577496,1.18929,-1.694808,-0.251529,0.491876,-0.015628,0.579,1.19,-1.695,-0.228,0.515,-0.015,-0.153562,-0.965081,-0.870581,-0.365166,-0.965149,-0.046005
4.1841,0.577453,1.190249,-1.693731,-0.253185,0.493204,-0.015425,0.579,1.194,-1.692,-0.234,0.521,-0.015,-0.153562,-0.950906,-0.856406,-0.291366,-0.992944,0
4.1862,0.577379,1.191182,-1.692667,-0.254821,0.494519,-0.015213,0.579,1.194,-1.692,-0.234,0.521,-0.015,-0.153562,-0.950906,-0.856406,-0.291366,-0.992944,0
4.1884,0.57727,1.192145,-1.691552,-0.256532,0.495898,-0.01498,0.579,1.197,-1.688,-0.241,0.528,-0.015,-0.109856,-0.972169,-0.995794,-0.237693,-1.043741,0
4.1904,0.577135,1.193054,-1.690484,-0.258171,0.497223,-0.014745,0.579,1.197,-1.688,-0.241,0.528,-0.014,-0.109856,-0.972169,-0.995794,-0.237693,-1.043741,0.010543
4.1925,0.576965,1.19397,-1.68939,-0.259848,0.498583,-0.014493,0.579,1.197,-1.688,-0.247,0.533,-0.014,-0.244519,-0.972169,-0.995794,-0.265488,-1.092622,0.010543
4.1946,0.576767,1.194855,-1.688317,-0.26149,0.499918,-0.014235,0.579,1.197,-1.688,-0.247,0.533,-0.014,-0.244519,-0.972169,-0.995794,-0.265488,-1.092622,0.010543
4.1967,0.57654,1.195724,-1.687245,-0.263129,0.501254,-0.013966,0.579,1.197,-1.688,-0.247,0.533,-0.014,-0.244519,-0.972169,-0.995794,-0.265488,-1.092622,0.010543
4.199,0.57625,1.196684,-1.686043,-0.264967,0.502757,-0.013651,0.579,1.2,-1.683,-0.247,0.533,-0.014,-0.244519,-0.910744,-0.920194,-0.265488,-1.092622,-0.001917
4.201,0.575958,1.19753,-1.684964,-0.266615,0.504109,-0.013356,0.579,1.2,-1.683,-0.247,0.533,-0.014,-0.244519,-0.910744,-0.920194,-0.265488,-1.092622,-0.001917
4.2031,0.575635,1.198363,-1.683882,-0.268263,0.505465,-0.01305,0.579,1.203,-1.679,-0.247,0.533,-0.014,-0.27405,-0.980437,-1.104469,-0.265488,-1.092622,-0.001917
4.2052,0.575282,1.199184,-1.682799,-0.269913,0.506827,-0.012731,0.579,1.203,-1.679,-0.252,0.538,-0.014,-0.27405,-0.980437,-1.104469,-0.272197,-1.115624,0.03067
4.2073,0.574888,1.200013,-1.681687,-0.271605,0.508228,-0.012392,0.578,1.206,-1.679,-0.252,0.538,-0.014,-0.17955,-0.877669,-1.104469,-0.272197,-1.115624,0.03067
4.2094,0.574475,1.200804,-1.680605,-0.273249,0.509593,-0.012051,0.578,1.206,-1.674,-0.256,0.542,-0.014,-0.17955,-0.877669,-0.993431,-0.263571,-1.112749,0.03067
4.2114,0.574029,1.201585,-1.679518,-0.274899,0.510969,-0.011696,0.578,1.206,-1.674,-0.256,0.542,-0.014,-0.17955,-0.877669,-0.993431,-0.263571,-1.112749,0.03067
4.2135,0.573546,1.202365,-1.678412,-0.276575,0.51237,-0.011323,0.578,1.206,-1.674,-0.261,0.546,-0.013,-0.17955,-0.877669,-0.993431,-0.308618,-1.116583,0.026836
4.2156,0.57304,1.20312,-1.677321,-0.278226,0.513755,-0.010943,0.578,1.206,-1.674,-0.261,0.546,-0.013,-0.17955,-0.877669,-0.993431,-0.308618,-1.116583,0.026836
4.2177,0.57248,1.203891,-1.676185,-0.279943,0.515201,-0.010535,0.577,1.206,-1.674,-0.261,0.546,-0.013,-0.25515,-0.877669,-0.993431,-0.308618,-1.116583,0.026836
4.2198,0.571914,1.204617,-1.675095,-0.281589,0.516591,-0.010132,0.577,1.208,-1.67,-0.261,0.546,-0.012,-0.25515,-0.924919,-1.176525,-0.308618,-1.116583,0.044088
4.2221,0.571261,1.205393,-1.673904,-0.283383,0.518113,-0.009677,0.577,1.208,-1.67,-0.261,0.546,-0.012,-0.25515,-0.924919,-1.176525,-0.308618,-1.116583,0.044088
4.2242,0.57062,1.206102,-1.672792,-0.285055,0.519536,-0.00924,0.575,1.211,-1.666,-0.264,0.551,-0.01,-0.320119,-0.843412,-1.274569,-0.363249,-1.155879,0.031629
4.2262,0.569958,1.206786,-1.671696,-0.286702,0.520942,-0.008797,0.575,1.211,-1.666,-0.264,0.551,-0.01,-0.320119,-0.843412,-1.274569,-0.363249,-1.155879,0.031629
4.2283,0.569251,1.207471,-1.670576,-0.288383,0.522383,-0.008331,0.573,1.211,-1.666,-0.268,0.557,-0.01,-0.3402,-0.843412,-1.274569,-0.404462,-1.164505,0.031629
4.2304,0.568528,1.208128,-1.669476,-0.290029,0.523799,-0.007862,0.573,1.211,-1.666,-0.268,0.557,-0.01,-0.3402,-0.843412,-1.274569,-0.404462,-1.164505,0.031629
4.2327,0.567703,1.208831,-1.668274,-0.291827,0.525352,-0.007334,0.573,1.213,-1.666,-0.268,0.557,-0.01,-0.3402,-1.045406,-1.274569,-0.404462,-1.164505,0.031629
4.2347,0.566916,1.209459,-1.667173,-0.29347,0.526777,-0.006838,0.573,1.213,-1.663,-0.268,0.557,-0.01,-0.3402,-1.045406,-1.056037,-0.404462,-1.164505,0.056548
4.237,0.566028,1.210125,-1.665976,-0.295252,0.528329,-0.006284,0.571,1.216,-1.663,-0.268,0.557,-0.01,-0.297675,-0.967444,-1.056037,-0.404462,-1.164505,0.056548
4.2392,0.565113,1.210768,-1.66479,-0.297016,0.52987,-0.005721,0.571,1.216,-1.66,-0.272,0.564,-0.008,-0.297675,-0.967444,-1.198969,-0.434173,-1.205718,0.023961
4.2413,0.564235,1.211348,-1.663692,-0.298645,0.5313,-0.005186,0.571,1.216,-1.66,-0.272,0.564,-0.008,-0.297675,-0.967444,-1.198969,-0.434173,-1.205718,0.023961
4.2433,0.563328,1.211914,-1.662592,-0.300273,0.532735,-0.004638,0.569,1.218,-1.656,-0.276,0.57,-0.008,-0.342562,-0.988706,-1.170619,-0.468677,-1.238304,0.023961
4.2454,0.562387,1.212468,-1.661489,-0.301904,0.534178,-0.004075,0.569,1.218,-1.656,-0.276,0.57,-0.008,-0.342562,-0.988706,-1.170619,-0.468677,-1.238304,0.023961
4.2475,0.561389,1.213022,-1.660352,-0.30358,0.535667,-0.003483,0.569,1.218,-1.656,-0.276,0.57,-0.008,-0.342562,-0.988706,-1.170619,-0.468677,-1.238304,0.023961
4.2496,0.560391,1.213545,-1.659252,-0.3052,0.537112,-0.002895,0.569,1.218,-1.656,-0.276,0.576,-0.006,-0.342562,-0.988706,-1.170619,-0.468677,-1.226803,0.052714
4.2516,0.559361,1.214054,-1.658147,-0.306824,0.538566,-0.002292,0.569,1.218,-1.656,-0.276,0.576,-0.006,-0.342562,-0.988706,-1.170619,-0.468677,-1.226803,0.052714
4.2539,0.558188,1.2146,-1.656927,-0.308613,0.540176,-0.001611,0.566,1.22,-1.653,-0.281,0.576,-0.004,-0.369731,-1.083206,-0.994613,-0.485929,-1.226803,0.036421
4.256,0.557095,1.215079,-1.655821,-0.310229,0.541636,-0.00098,0.566,1.22,-1.653,-0.281,0.576,-0.004,-0.369731,-1.083206,-0.994613,-0.485929,-1.226803,0.036421
4.2581,0.555961,1.215548,-1.654704,-0.31186,0.543116,-0.000329,0.563,1.222,-1.65,-0.281,0.576,-0.004,-0.468956,-1.017056,-1.091475,-0.485929,-1.226803,0.036421
4.2601,0.554812,1.215995,-1.653602,-0.313464,0.544578,0.000327,0.563,1.222,-1.65,-0.287,0.58,-0.001,-0.468956,-1.017056,-1.091475,-0.478262,-1.231595,0.046005
4.2622,0.553635,1.216428,-1.652501,-0.315064,0.546042,0.000995,0.559,1.222,-1.65,-0.287,0.58,-0.001,-0.476044,-1.017056,-1.091475,-0.478262,-1.231595,0.046005
4.2642,0.552429,1.216846,-1.6514,-0.316659,0.547509,0.001677,0.559,1.222,-1.65,-0.294,0.584,-0.001,-0.476044,-1.017056,-1.091475,-0.470594,-1.222969,0.046005
4.2663,0.551189,1.21725,-1.650294,-0.318257,0.548985,0.002375,0.559,1.222,-1.65,-0.294,0.584,-0.001,-0.476044,-1.017056,-1.091475,-0.470594,-1.222969,0.046005
4.2684,0.549909,1.217643,-1.649179,-0.319865,0.550476,0.003093,0.559,1.224,-1.646,-0.294,0.584,-0.001,-0.476044,-1.095019,-1.089112,-0.470594,-1.222969,0.046005
4.2705,0.54861,1.218017,-1.648074,-0.321455,0.551957,0.003819,0.559,1.224,-1.646,-0.294,0.584,0,-0.476044,-1.095019,-1.089112,-0.470594,-1.222969,0.044088
4.2725,0.54728,1.218377,-1.646968,-0.323042,0.553443,0.004559,0.555,1.226,-1.642,-0.294,0.584,0,-0.559912,-1.032412,-1.052494,-0.470594,-1.222969,0.044088
4.2746,0.545921,1.218721,-1.645862,-0.324625,0.554931,0.005313,0.555,1.226,-1.642,-0.3,0.587,0.001,-0.559912,-1.032412,-1.052494,-0.461968,-1.162588,0.054631
4.2769,0.544371,1.219087,-1.644628,-0.326385,0.556594,0.006171,0.555,1.226,-1.642,-0.3,0.587,0.001,-0.559912,-1.032412,-1.052494,-0.461968,-1.162588,0.054631
4.279,0.542923,1.219405,-1.643503,-0.327987,0.558115,0.006969,0.551,1.227,-1.638,-0.307,0.589,0.001,-0.478406,-1.038319,-1.073756,-0.435132,-1.072494,0.054631
4.2811,0.541476,1.219702,-1.6424,-0.329551,0.559608,0.007766,0.551,1.227,-1.638,-0.307,0.589,0.001,-0.478406,-1.038319,-1.073756,-0.435132,-1.072494,0.054631
4.2832,0.539937,1.219994,-1.641251,-0.331176,0.561166,0.00861,0.551,1.227,-1.638,-0.307,0.589,0.001,-0.478406,-1.038319,-1.073756,-0.435132,-1.072494,0.054631
4.2853,0.538435,1.220258,-1.640153,-0.332725,0.562659,0.009432,0.551,1.227,-1.638,-0.313,0.59,0.002,-0.478406,-1.038319,-1.073756,-0.406379,-0.963232,0.064215
4.2873,0.536906,1.220507,-1.639056,-0.334267,0.564152,0.010267,0.547,1.228,-1.634,-0.313,0.59,0.002,-0.4914,-1.119825,-1.021781,-0.406379,-0.963232,0.064215
4.2895,0.535245,1.220756,-1.637888,-0.335904,0.565745,0.011172,0.547,1.228,-1.634,-0.313,0.59,0.005,-0.4914,-1.119825,-1.021781,-0.406379,-0.963232,0.077634
4.2916,0.533651,1.220974,-1.636789,-0.337441,0.567249,0.01204,0.547,1.228,-1.634,-0.313,0.59,0.005,-0.4914,-1.119825,-1.021781,-0.406379,-0.963232,0.077634
