time_s,joint1_angle_rad,joint2_angle_rad,joint3_angle_rad,joint4_angle_rad,joint5_angle_rad,joint6_angle_rad,joint1_vel_rad_s,joint2_vel_rad_s,joint3_vel_rad_s,joint4_vel_rad_s,joint5_vel_rad_s,joint6_vel_rad_s,joint1_torque_nm,joint2_torque_nm,joint3_torque_nm,joint4_torque_nm,joint5_torque_nm,joint6_torque_nm
0.7372,0.443000,0.006000,-0.007000,-0.001000,-0.008000,0.000000,1.014000,0.003000,0.000000,0.009000,-0.013000,-0.007000,0.244519,0.743006,-1.403325,-0.110221,-1.166421,0.022044
0.7423,0.450000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.988000,-0.001000,0.002000,0.007000,0.011000,-0.007000,0.219712,0.754819,-1.426950,-0.125556,-1.163546,0.022044
0.7474,0.450000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.988000,0.000000,0.006000,0.007000,0.017000,0.011000,0.219712,0.761906,-1.405687,-0.125556,-1.193258,0.012460
0.7525,0.457000,0.006000,-0.007000,-0.001000,-0.008000,0.000000,1.003000,0.000000,0.006000,0.001000,0.017000,-0.017000,0.346106,0.761906,-1.405687,-0.120763,-1.193258,0.027795
0.7575,0.464000,0.006000,-0.007000,-0.001000,-0.008000,0.000000,1.042000,0.001000,0.001000,-0.009000,-0.032000,-0.017000,0.229162,0.757181,-1.413956,-0.112137,-1.177923,0.027795
0.7626,0.471000,0.006000,-0.007000,-0.001000,-0.008000,0.000000,1.006000,0.004000,-0.003000,-0.009000,-0.001000,-0.005000,0.282319,0.745369,-1.398600,-0.112137,-1.179840,0.011501
0.7677,0.471000,0.006000,-0.007000,-0.001000,-0.008000,0.000000,1.006000,-0.002000,-0.001000,-0.011000,0.013000,0.055000,0.282319,0.759544,-1.419863,-0.108304,-1.199008,0.007668
0.7727,0.486000,0.006000,-0.007000,-0.001000,-0.008000,0.000000,1.042000,0.001000,-0.006000,-0.046000,0.001000,-0.099000,0.249244,0.741825,-1.413956,-0.096802,-1.188466,0.072841
0.7785,0.486000,0.006000,-0.007000,-0.001000,-0.008000,0.000000,1.042000,-0.001000,0.001000,-0.046000,-0.015000,0.028000,0.249244,0.746550,-1.403325,-0.096802,-1.164505,0.004792
0.7836,0.493000,0.006000,-0.007000,0.000000,-0.008000,0.000000,1.031000,-0.001000,0.001000,0.061000,-0.015000,0.028000,0.266962,0.746550,-1.403325,-0.146641,-1.164505,0.004792
0.7891,0.500000,0.006000,-0.007000,-0.001000,-0.008000,0.000000,1.037000,0.000000,0.004000,-0.021000,-0.003000,0.080000,0.292950,0.770175,-1.409231,-0.104470,-1.160671,0.031629
0.7941,0.507000,0.006000,-0.007000,-0.001000,-0.008000,0.000000,1.008000,-0.006000,-0.008000,-0.034000,0.017000,-0.082000,0.317756,0.740644,-1.396238,-0.114054,-1.146294,0.058465
0.7995,0.507000,0.006000,-0.007000,-0.001000,-0.008000,0.000000,1.008000,0.002000,0.003000,-0.034000,0.017000,-0.082000,0.317756,0.756000,-1.415137,-0.114054,-1.146294,0.058465
0.8046,0.515000,0.006000,-0.007000,0.000000,-0.009000,0.000000,1.015000,0.002000,0.003000,0.047000,0.000000,-0.034000,0.301219,0.756000,-1.415137,-0.138974,-1.133835,0.052714
0.8097,0.522000,0.006000,-0.007000,-0.001000,-0.009000,0.000000,1.023000,0.005000,0.004000,-0.019000,0.000000,-0.034000,0.261056,0.746550,-1.423406,-0.109262,-1.135751,0.052714
0.8149,0.522000,0.006000,-0.007000,-0.001000,-0.009000,0.000000,1.023000,0.001000,-0.001000,-0.019000,0.000000,-0.034000,0.261056,0.760725,-1.404506,-0.109262,-1.122333,0.030670
0.8200,0.529000,0.006000,-0.007000,0.000000,-0.009000,0.000000,0.984000,0.001000,-0.001000,0.015000,0.000000,0.049000,0.342562,0.760725,-1.404506,-0.119805,-1.122333,0.013418
0.8251,0.536000,0.006000,-0.007000,0.000000,-0.009000,0.000000,1.024000,-0.006000,0.002000,0.024000,0.000000,0.049000,0.294131,0.745369,-1.416319,-0.125556,-1.128084,0.013418
0.8303,0.543000,0.006000,-0.007000,-0.001000,-0.009000,0.000000,1.021000,-0.004000,0.004000,-0.036000,0.021000,-0.009000,0.217350,0.728831,-1.392694,-0.093927,-1.130001,0.049839
0.8354,0.543000,0.006000,-0.007000,-0.001000,-0.009000,0.000000,1.021000,0.000000,0.001000,-0.036000,-0.001000,0.000000,0.217350,0.743006,-1.400962,-0.093927,-1.161629,0.018210
0.8405,0.550000,0.006000,-0.007000,-0.001000,-0.009000,0.000000,1.010000,0.000000,0.001000,-0.034000,-0.001000,0.040000,0.282319,0.743006,-1.400962,-0.118847,-1.161629,0.048880
0.8456,0.557000,0.006000,-0.007000,0.000000,-0.009000,0.000000,1.047000,-0.002000,0.003000,0.003000,-0.011000,0.040000,0.295313,0.747731,-1.402144,-0.115971,-1.141502,0.048880
0.8507,0.557000,0.006000,-0.007000,0.000000,-0.009000,0.000000,1.047000,0.000000,-0.006000,0.003000,-0.003000,-0.049000,0.295313,0.740644,-1.379700,-0.115971,-1.153962,0.060382
0.8558,0.565000,0.006000,-0.007000,-0.001000,-0.009000,0.000000,1.028000,0.000000,-0.006000,-0.005000,-0.003000,-0.013000,0.304762,0.740644,-1.379700,-0.104470,-1.153962,0.023003
0.8610,0.572000,0.006000,-0.007000,0.000000,-0.009000,0.000000,1.039000,0.000000,-0.004000,0.009000,0.017000,-0.013000,0.275231,0.756000,-1.392694,-0.114054,-1.147253,0.023003
0.8661,0.579000,0.006000,-0.007000,-0.001000,-0.009000,0.000000,1.028000,0.004000,0.005000,-0.001000,-0.001000,-0.030000,0.268144,0.757181,-1.409231,-0.103512,-1.142460,0.047922
0.8712,0.579000,0.006000,-0.007000,-0.001000,-0.009000,0.000000,1.028000,0.000000,0.002000,-0.001000,0.003000,-0.030000,0.268144,0.756000,-1.370250,-0.103512,-1.146294,0.056548
0.8763,0.586000,0.006000,-0.007000,0.000000,-0.009000,0.000000,1.032000,0.000000,0.002000,0.000000,0.003000,0.021000,0.361462,0.756000,-1.370250,-0.112137,-1.146294,0.018210
0.8814,0.594000,0.006000,-0.007000,0.000000,-0.009000,0.000000,1.042000,0.007000,0.000000,0.026000,-0.003000,0.021000,0.261056,0.753637,-1.396238,-0.115971,-1.125209,0.018210
0.8865,0.594000,0.006000,-0.007000,0.000000,-0.009000,0.000000,1.042000,-0.002000,0.000000,0.026000,-0.009000,0.013000,0.261056,0.757181,-1.393875,-0.115971,-1.129042,0.034504
0.8916,0.601000,0.006000,-0.007000,-0.001000,-0.009000,0.000000,0.997000,-0.002000,0.000000,-0.009000,-0.009000,-0.013000,0.276412,0.757181,-1.393875,-0.104470,-1.129042,0.043130
0.8968,0.608000,0.006000,-0.007000,0.000000,-0.009000,0.000000,0.987000,-0.001000,-0.005000,-0.011000,0.000000,-0.013000,0.373275,0.746550,-1.397419,-0.111179,-1.156837,0.043130
0.9019,0.615000,0.006000,-0.007000,-0.001000,-0.009000,0.000000,1.032000,-0.005000,0.001000,-0.017000,-0.005000,0.011000,0.236250,0.747731,-1.392694,-0.099678,-1.117541,0.016293
0.9070,0.615000,0.006000,-0.007000,-0.001000,-0.009000,0.000000,1.032000,0.001000,0.000000,-0.017000,-0.005000,-0.047000,0.236250,0.730012,-1.377337,-0.099678,-1.106040,0.048880
0.9121,0.622000,0.006000,-0.007000,0.000000,-0.009000,0.000000,0.994000,0.001000,0.000000,0.015000,-0.005000,0.038000,0.304762,0.730012,-1.377337,-0.114054,-1.106040,0.019169
0.9172,0.629000,0.006000,-0.007000,-0.001000,-0.009000,0.000000,1.025000,0.003000,-0.006000,0.023000,-0.021000,0.038000,0.277594,0.750094,-1.366706,-0.116930,-1.080162,0.019169
0.9223,0.629000,0.006000,-0.007000,-0.001000,-0.009000,0.000000,1.025000,0.001000,0.000000,0.023000,0.011000,0.023000,0.277594,0.758362,-1.387969,-0.116930,-1.108915,0.046964
0.9275,0.636000,0.006000,-0.007000,-0.001000,-0.009000,0.000000,1.032000,0.001000,0.000000,-0.023000,0.011000,-0.036000,0.281137,0.758362,-1.387969,-0.115971,-1.108915,0.030670
0.9326,0.643000,0.006000,-0.007000,0.000000,-0.009000,0.000000,1.031000,-0.001000,-0.004000,0.017000,0.005000,-0.036000,0.269325,0.759544,-1.413956,-0.118847,-1.128084,0.030670
0.9377,0.651000,0.006000,-0.007000,-0.001000,-0.009000,0.000000,1.051000,0.005000,-0.004000,0.000000,0.000000,0.042000,0.225619,0.757181,-1.365525,-0.117888,-1.098372,0.013418
0.9432,0.658000,0.006000,-0.007000,-0.001000,-0.009000,0.000000,1.029000,0.005000,-0.004000,-0.042000,-0.032000,-0.001000,0.373275,0.757181,-1.365525,-0.101595,-1.084954,0.033545
0.9490,0.665000,0.006000,-0.007000,0.000000,-0.009000,0.000000,1.043000,0.000000,-0.001000,0.015000,-0.019000,-0.001000,0.314213,0.746550,-1.384425,-0.127473,-1.074411,0.033545
0.9542,0.665000,0.006000,-0.007000,0.000000,-0.009000,0.000000,1.043000,-0.001000,0.001000,0.015000,-0.007000,0.015000,0.314213,0.735919,-1.359619,-0.127473,-1.089746,0.035462
0.9596,0.672000,0.006000,-0.007000,0.000000,-0.009000,0.000000,1.060000,-0.001000,0.001000,0.009000,-0.007000,-0.026000,0.206719,0.735919,-1.359619,-0.117888,-1.089746,0.045047
0.9647,0.680000,0.006000,-0.007000,-0.001000,-0.009000,0.000000,1.014000,0.000000,0.000000,-0.026000,-0.015000,-0.026000,0.344925,0.731194,-1.366706,-0.104470,-1.057159,0.045047
0.9699,0.687000,0.006000,-0.007000,0.000000,-0.009000,0.000000,1.033000,-0.004000,-0.001000,-0.005000,0.000000,0.005000,0.318937,0.765450,-1.364344,-0.122680,-1.017863,0.023003
0.9750,0.687000,0.006000,-0.007000,0.000000,-0.009000,0.000000,1.033000,0.005000,-0.001000,-0.005000,-0.011000,0.005000,0.318937,0.746550,-1.360800,-0.122680,-1.059076,0.010543
0.9801,0.694000,0.006000,-0.007000,0.000000,-0.009000,0.000000,1.017000,0.005000,-0.001000,-0.001000,-0.011000,-0.026000,0.258694,0.746550,-1.360800,-0.113096,-1.059076,0.026836
0.9852,0.701000,0.006000,-0.007000,0.000000,-0.009000,0.000000,1.003000,-0.001000,-0.004000,0.026000,0.021000,-0.026000,0.320119,0.759544,-1.378519,-0.127473,-1.060035,0.026836
0.9903,0.701000,0.006000,-0.007000,0.000000,-0.009000,0.000000,1.003000,0.009000,-0.002000,0.026000,-0.001000,0.011000,0.320119,0.743006,-1.378519,-0.127473,-1.074411,0.016293
0.9954,0.708000,0.006000,-0.007000,-0.001000,-0.009000,0.000000,1.021000,0.009000,-0.002000,-0.003000,-0.001000,-0.026000,0.266962,0.743006,-1.378519,-0.113096,-1.074411,0.045047
