time_s,joint1_target_angle_rad,joint2_target_angle_rad,joint3_target_angle_rad,joint4_target_angle_rad,joint5_target_angle_rad,joint6_target_angle_rad,joint1_angle_rad,joint2_angle_rad,joint3_angle_rad,joint4_angle_rad,joint5_angle_rad,joint6_angle_rad,joint1_velocity_rad_s,joint2_velocity_rad_s,joint3_velocity_rad_s,joint4_velocity_rad_s,joint5_velocity_rad_s,joint6_velocity_rad_s,joint1_torque_nm,joint2_torque_nm,joint3_torque_nm,joint4_torque_nm,joint5_torque_nm,joint6_torque_nm,mode,excited_joint,freq_hz,amp_deg
0,0,0.523599,-0.523599,0,0,0,0,0.517,-0.497,0.001,0.132,0.002,0,-0.003,0.001,-0.013,-0.001,0.023,0.008269,0.227981,-0.981619,0.031629,-1.07537,-0.004792,single_joint_sine,2,0.3,30
0,0,0.523601,-0.523599,0,0,0,0,0.517,-0.497,0.001,0.132,0.002,0,-0.003,0.001,-0.013,-0.001,0.023,0.008269,0.227981,-0.981619,0.031629,-1.07537,-0.004792,single_joint_sine,2,0.3,30
0.0035,0,0.527023,-0.523599,0,0,0,0,0.517,-0.497,0.001,0.132,0.002,0,0,-0.006,-0.036,-0.001,0.023,0.008269,0.189,-0.995794,0.058465,-1.07537,-0.004792,single_joint_sine,2,0.3,30
0.0069,0,0.530371,-0.523599,0,0,0,0,0.519,-0.497,0.001,0.132,0.002,0,0.574,0,-0.021,0.009,0.003,0.008269,1.220231,-1.000519,-0.009584,-1.077287,0.021086,single_joint_sine,2,0.3,30
0.0103,0,0.533728,-0.523599,0,0,0,0,0.519,-0.497,0.001,0.132,0.002,0.015,0.574,0,-0.021,0.009,0.003,-0.038981,1.220231,-1.000519,-0.009584,-1.077287,0.021086,single_joint_sine,2,0.3,30
0.0137,0,0.537081,-0.523599,0,0,0,0,0.519,-0.497,0.001,0.132,0.002,0.015,0.574,0,-0.021,-0.021,-0.024,-0.038981,1.220231,-1.000519,-0.009584,-1.06291,0.037379,single_joint_sine,2,0.3,30
0.0171,0,0.540434,-0.523599,0,0,0,0,0.524,-0.497,0.001,0.132,0.002,0.015,0.643,0.005,0.024,-0.021,-0.024,-0.038981,1.543894,-0.987525,0.002875,-1.06291,0.037379,single_joint_sine,2,0.3,30
0.0205,0,0.543786,-0.523599,0,0,0,0,0.528,-0.497,0.001,0.132,0.002,-0.009,0.544,-0.01,0.024,-0.021,-0.024,0.020081,2.0223,-0.953269,0.002875,-1.06291,0.037379,single_joint_sine,2,0.3,30
0.0239,0,0.54715,-0.523599,0,0,0,0,0.528,-0.497,0.001,0.133,0.002,-0.009,0.544,-0.01,0.03,0.212,0.047,0.020081,2.0223,-0.953269,-0.035462,-1.175047,-0.003834,single_joint_sine,2,0.3,30
0.0273,0,0.550502,-0.523599,0,0,0,0,0.528,-0.497,0.001,0.132,0.002,-0.005,0.544,-0.01,0.009,-0.124,0.024,0.015356,2.0223,-0.953269,0.009584,-0.993902,0.000958,single_joint_sine,2,0.3,30
0.0307,0,0.553853,-0.523599,0,0,0,0,0.532,-0.497,0.001,0.132,0.002,0,0.544,-0.027,0.009,-0.124,0.024,0.007087,2.029387,-0.877669,0.009584,-0.993902,0.000958,single_joint_sine,2,0.3,30
0.0341,0,0.557213,-0.523599,0,0,0,0,0.532,-0.497,0.001,0.132,0.002,0,0.544,-0.027,0.009,-0.124,0.047,0.007087,2.029387,-0.877669,0.009584,-0.993902,-0.010543,single_joint_sine,2,0.3,30
0.0378,0,0.560902,-0.523599,0,0,0,0,0.536,-0.498,0.001,0.131,0.002,0,0.72,-0.026,-0.019,-0.21,0.047,0.007087,1.537988,-0.868219,0.019169,-0.917227,-0.010543,single_joint_sine,2,0.3,30
0.0412,0,0.564248,-0.523599,0,0,0,0,0.542,-0.498,0.001,0.128,0.002,0,0.797,-0.037,-0.007,-0.481,-0.076,0.003544,1.346625,-0.857587,0.040254,-0.70637,0.039296,single_joint_sine,2,0.3,30
0.0447,0,0.567653,-0.523599,0,0,0,0,0.542,-0.498,0.001,0.128,0.002,0,0.797,-0.037,-0.007,-0.481,-0.076,0.003544,1.346625,-0.857587,0.040254,-0.70637,0.039296,single_joint_sine,2,0.3,30
0.0483,0,0.571236,-0.523599,0,0,0,0,0.542,-0.498,0.001,0.124,0.002,0.002,0.797,-0.037,-0.007,-0.483,-0.07,0.012994,1.346625,-0.857587,0.040254,-0.633529,0.033545,single_joint_sine,2,0.3,30
