t_s,q_ref_target_rad,omega_ref_target_rad_s,q_target_rad,tau_ff_target_nm,tau_total_target_est_nm
0.000322,0.006000,0.100000,0.006000,3.179649,3.179649
0.006445,0.007000,0.100000,0.006000,3.179649,3.181249
0.011819,0.008000,0.100000,0.006000,3.179649,3.182849
0.017440,0.009000,0.100000,0.006000,3.179649,3.184449
0.028153,0.010000,0.100000,0.006000,3.179649,3.186049
0.033523,0.011000,0.100000,0.006000,3.179649,3.187649
0.037871,0.012000,0.100000,0.006000,3.179649,3.189249
0.041889,0.013000,0.100000,0.006000,3.179649,3.190849
0.045382,0.014000,0.100000,0.006000,3.179649,3.192449
0.049854,0.015000,0.100000,0.006000,3.179648,3.194048
0.061105,0.016000,0.100000,0.005000,3.180887,3.198487
0.065959,0.017000,0.100000,0.005000,3.180885,3.200085
0.070853,0.018000,0.100000,0.004000,3.182120,3.204520
0.074180,0.019000,0.100000,0.004000,3.182120,3.206120
0.077761,0.020000,0.100000,0.004000,3.182101,3.207701
0.081136,0.021000,0.100000,0.004000,3.182101,3.209301
0.090988,0.022000,0.100000,0.004000,3.182096,3.210896
0.095788,0.023000,0.100000,0.004000,3.182096,3.212496
0.098847,0.024000,0.100000,0.004000,3.182096,3.214096
0.100574,0.025000,0.100000,0.004000,3.182096,3.215696
0.104027,0.026000,0.100000,0.004000,3.182097,3.217297
0.107753,0.027000,0.100000,0.004000,3.182097,3.218897
0.120233,0.028000,0.100000,0.005000,3.180838,3.217638
0.124911,0.029000,0.100000,0.005000,3.180838,3.219238
0.129845,0.030000,0.100000,0.005000,3.180838,3.220838
0.133215,0.031000,0.100000,0.005000,3.180838,3.222438
0.139817,0.032000,0.100000,0.005000,3.180838,3.224038
0.144867,0.033000,0.100000,0.005000,3.180838,3.225638
0.147213,0.034000,0.100000,0.005000,3.180838,3.227238
0.152324,0.035000,0.100000,0.005000,3.180838,3.228838
0.155730,0.036000,0.100000,0.005000,3.180838,3.230438
0.161265,0.037000,0.100000,0.005000,3.180838,3.232038
0.164877,0.038000,0.100000,0.005000,3.180838,3.233638
0.171698,0.039000,0.100000,0.005000,3.180838,3.235238
0.173187,0.040000,0.100000,0.005000,3.180838,3.236838
0.176721,0.041000,0.100000,0.005000,3.180838,3.238438
0.181857,0.042000,0.100000,0.005000,3.180838,3.240038
0.185826,0.043000,0.100000,0.005000,3.180838,3.241638
0.190000,0.044000,0.100000,0.005000,3.180838,3.243238
0.193300,0.045000,0.100000,0.005000,3.180838,3.244838
0.196698,0.046000,0.100000,0.005000,3.180838,3.246438
0.200210,0.047000,0.100000,0.005000,3.180838,3.248038
0.204282,0.048000,0.100000,0.005000,3.180838,3.249638
0.208772,0.049000,0.100000,0.005000,3.180838,3.251238
0.212874,0.050000,0.100000,0.005000,3.180838,3.252838
0.216280,0.051000,0.100000,0.005000,3.180838,3.254438
0.219965,0.052000,0.100000,0.005000,3.180838,3.256038
0.223931,0.053000,0.100000,0.005000,3.180838,3.257638
0.225400,0.054000,0.100000,0.005000,3.180838,3.259238
0.229838,0.055000,0.100000,0.005000,3.180838,3.260838
0.239002,0.056000,0.100000,0.005000,3.180838,3.262438
0.253209,0.057000,0.100000,0.005000,3.180838,3.264038
0.270694,0.058000,0.100000,0.005000,3.180838,3.265638
0.275799,0.059000,0.100000,0.005000,3.180838,3.267238
0.279904,0.060000,0.100000,0.005000,3.180838,3.268838
0.283332,0.061000,0.100000,0.005000,3.180838,3.270438
0.288644,0.062000,0.100000,0.005000,3.180838,3.272038
0.293921,0.063000,0.100000,0.005000,3.180838,3.273638
0.297847,0.064000,0.100000,0.005000,3.180838,3.275238
0.305685,0.065000,0.100000,0.005000,3.180838,3.276838
0.310251,0.066000,0.100000,0.005000,3.180838,3.278438
0.314822,0.067000,0.100000,0.006000,3.179577,3.277177
0.317730,0.068000,0.100000,0.006000,3.179577,3.278777
0.322719,0.069000,0.100000,0.006000,3.179577,3.280377
0.330154,0.070000,0.100000,0.006000,3.179577,3.281977
0.334936,0.071000,0.100000,0.006000,3.179577,3.283577
0.339658,0.072000,0.100000,0.006000,3.179577,3.285177
0.343742,0.073000,0.100000,0.006000,3.179577,3.286777
0.345744,0.074000,0.100000,0.006000,3.179577,3.288377
0.350508,0.075000,0.100000,0.007000,3.178313,3.287113
0.355119,0.076000,0.100000,0.007000,3.178313,3.288713
0.359614,0.077000,0.100000,0.007000,3.178313,3.290313
0.362031,0.078000,0.100000,0.007000,3.178313,3.291913
0.365354,0.079000,0.100000,0.007000,3.178313,3.293513
0.368739,0.080000,0.100000,0.007000,3.178313,3.295113
0.372512,0.081000,0.100000,0.007000,3.178313,3.296713
0.384470,0.082000,0.100000,0.007000,3.178313,3.298313
0.385931,0.083000,0.100000,0.007000,3.178313,3.299913
0.389055,0.084000,0.100000,0.007000,3.178313,3.301513
0.393777,0.085000,0.100000,0.007000,3.178313,3.303113
0.397184,0.086000,0.100000,0.007000,3.178313,3.304713
0.401869,0.087000,0.100000,0.007000,3.178313,3.306313
0.405318,0.088000,0.100000,0.007000,3.178313,3.307913
0.408898,0.089000,0.100000,0.007000,3.178313,3.309513
0.412915,0.090000,0.100000,0.007000,3.178313,3.311113
0.416661,0.091000,0.100000,0.008000,3.177045,3.309845
0.420804,0.092000,0.100000,0.008000,3.177045,3.311445
0.424219,0.093000,0.100000,0.008000,3.177045,3.313045
0.428807,0.094000,0.100000,0.008000,3.177045,3.314645
0.432163,0.095000,0.100000,0.008000,3.177045,3.316245
0.452262,0.096000,0.100000,0.013000,3.170659,3.303459
0.456145,0.097000,0.100000,0.014000,3.169372,3.302172
0.460684,0.098000,0.100000,0.016000,3.166789,3.297989
0.465543,0.099000,0.100000,0.016000,3.166789,3.299589
0.470523,0.100000,0.100000,0.018000,3.164194,3.295394
0.475482,0.101000,0.100000,0.020000,3.161586,3.291186
0.480150,0.102000,0.100000,0.022000,3.158965,3.286965
0.481976,0.103000,0.100000,0.022000,3.158965,3.288565
0.483379,0.104000,0.100000,0.022000,3.158965,3.290165
0.487900,0.105000,0.100000,0.022000,3.158965,3.291765
