t_s,q_ref_target_rad,omega_ref_target_rad_s,q_target_rad,tau_ff_target_nm,tau_total_target_est_nm
0.833839,0.085000,0.100000,0.076000,3.083460,3.173460
0.844146,0.086000,0.100000,0.079000,3.078999,3.148999
0.854464,0.087000,0.100000,0.082000,3.074511,3.124511
0.864723,0.088000,0.100000,0.083000,3.073009,3.123009
0.874655,0.089000,0.100000,0.085000,3.069995,3.109995
0.884863,0.090000,0.100000,0.085000,3.069995,3.119995
0.895146,0.091000,0.100000,0.086000,3.068484,3.118484
0.905505,0.092000,0.100000,0.086000,3.068484,3.128484
0.915549,0.093000,0.100000,0.086000,3.068484,3.138484
0.925710,0.094000,0.100000,0.086000,3.068484,3.148484
0.935918,0.095000,0.100000,0.086000,3.068484,3.158484
0.947375,0.096000,0.100000,0.086000,3.068484,3.168484
0.956143,0.097000,0.100000,0.086000,3.068484,3.178484
0.967948,0.098000,0.100000,0.086000,3.068484,3.188484
0.976905,0.099000,0.100000,0.087000,3.066970,3.186970
0.987844,0.100000,0.100000,0.087000,3.066970,3.196970
0.997245,0.101000,0.100000,0.088000,3.065452,3.195452
1.007574,0.102000,0.100000,0.088000,3.065452,3.205452
1.017906,0.103000,0.100000,0.090000,3.062408,3.192408
1.028107,0.104000,0.100000,0.091000,3.060881,3.190881
1.038364,0.105000,0.100000,0.093000,3.057818,3.177818
1.048631,0.106000,0.100000,0.094000,3.056282,3.176282
1.059013,0.107000,0.100000,0.097000,3.051656,3.151656
1.069250,0.108000,0.100000,0.099000,3.048557,3.138557
1.079532,0.109000,0.100000,0.101000,3.045445,3.125445
1.089753,0.110000,0.100000,0.104000,3.040755,3.100755
1.099931,0.111000,0.100000,0.105000,3.039186,3.099186
1.109894,0.112000,0.100000,0.106000,3.037613,3.097613
1.120354,0.113000,0.100000,0.108000,3.034459,3.084459
1.130383,0.114000,0.100000,0.109000,3.032878,3.082878
1.140500,0.115000,0.100000,0.110000,3.031293,3.081293
1.151072,0.116000,0.100000,0.110000,3.031293,3.091293
1.161193,0.117000,0.100000,0.111000,3.029705,3.089705
1.171117,0.118000,0.100000,0.111000,3.029705,3.099705
1.181158,0.119000,0.100000,0.111000,3.029705,3.109705
1.191405,0.120000,0.100000,0.111000,3.029705,3.119705
1.203846,0.121000,0.100000,0.111000,3.029705,3.129705
1.211607,0.122000,0.100000,0.111000,3.029705,3.139705
1.222455,0.123000,0.100000,0.111000,3.029705,3.149705
1.233274,0.124000,0.100000,0.111000,3.029705,3.159705
1.243514,0.125000,0.100000,0.111000,3.029705,3.169705
1.253816,0.126000,0.100000,0.112000,3.028115,3.168115
1.263993,0.127000,0.100000,0.114000,3.024924,3.154924
1.274173,0.128000,0.100000,0.115000,3.023324,3.153324
1.284448,0.129000,0.100000,0.116000,3.021722,3.151722
1.294808,0.130000,0.100000,0.119000,3.016895,3.126895
1.305128,0.131000,0.100000,0.121000,3.013662,3.113662
1.315364,0.132000,0.100000,0.124000,3.008791,3.088791
1.325305,0.133000,0.100000,0.125000,3.007161,3.087161
1.335794,0.134000,0.100000,0.129000,3.000611,3.050611
1.345605,0.135000,0.100000,0.131000,2.997318,3.037318
1.356265,0.136000,0.100000,0.133000,2.994013,3.024013
1.367388,0.137000,0.100000,0.134000,2.992356,3.022356
1.376899,0.138000,0.100000,0.135000,2.990696,3.020696
1.386899,0.139000,0.100000,0.135000,2.990708,3.030708
1.397997,0.140000,0.100000,0.135000,2.990708,3.040708
1.407212,0.141000,0.100000,0.134000,2.992356,3.062356
1.417877,0.142000,0.100000,0.134000,2.992356,3.072356
1.428487,0.143000,0.100000,0.134000,2.992356,3.082356
1.438648,0.144000,0.100000,0.134000,2.992356,3.092356
1.448891,0.145000,0.100000,0.134000,2.992356,3.102356
1.459103,0.146000,0.100000,0.135000,2.990696,3.100696
1.469314,0.147000,0.100000,0.136000,2.989033,3.099033
1.479686,0.148000,0.100000,0.137000,2.987367,3.097367
1.489918,0.149000,0.100000,0.138000,2.985698,3.095698
1.499965,0.150000,0.100000,0.139000,2.984027,3.094027
1.510091,0.151000,0.100000,0.142000,2.978993,3.068993
1.520437,0.152000,0.100000,0.143000,2.977309,3.067309
1.530567,0.153000,0.100000,0.146000,2.972240,3.042240
1.541455,0.154000,0.100000,0.147000,2.970544,3.040544
1.550812,0.155000,0.100000,0.149000,2.967144,3.027144
1.561256,0.156000,0.100000,0.151000,2.963732,3.013732
1.571175,0.157000,0.100000,0.152000,2.962021,3.012021
1.581812,0.158000,0.100000,0.154000,2.958591,2.998591
1.591787,0.159000,0.100000,0.154000,2.958591,3.008591
1.602863,0.160000,0.100000,0.154000,2.958591,3.018591
1.612636,0.161000,0.100000,0.154000,2.958591,3.028591
1.622923,0.162000,0.100000,0.154000,2.958591,3.038591
1.633059,0.163000,0.100000,0.154000,2.958591,3.048591
1.643279,0.164000,0.100000,0.154000,2.958591,3.058591
1.653539,0.165000,0.100000,0.154000,2.958591,3.068591
1.663782,0.166000,0.100000,0.154000,2.958591,3.078591
1.673970,0.167000,0.100000,0.155000,2.956872,3.076872
1.684308,0.168000,0.100000,0.155000,2.956872,3.086872
1.694531,0.169000,0.100000,0.155000,2.956872,3.096872
1.704770,0.170000,0.100000,0.156000,2.955149,3.095149
1.715181,0.171000,0.100000,0.157000,2.953424,3.093424
1.724846,0.172000,0.100000,0.157000,2.953424,3.103424
1.735494,0.173000,0.100000,0.160000,2.948230,3.078230
1.745430,0.174000,0.100000,0.161000,2.946493,3.076493
1.755581,0.175000,0.100000,0.164000,2.941264,3.051264
1.765828,0.176000,0.100000,0.165000,2.939515,3.049515
1.776021,0.177000,0.100000,0.169000,2.932489,3.012489
1.787190,0.178000,0.100000,0.170000,2.930725,3.010725
1.796285,0.179000,0.100000,0.171000,2.928959,3.008959
1.806391,0.180000,0.100000,0.174000,2.923642,2.983642
1.817877,0.181000,0.100000,0.175000,2.921864,2.981864
1.826593,0.182000,0.100000,0.176000,2.920082,2.980082
1.838509,0.183000,0.100000,0.176000,2.920082,2.990082
1.848710,0.184000,0.100000,0.177000,2.918298,2.988298
1.858907,0.185000,0.100000,0.178000,2.916511,2.986511
1.869088,0.186000,0.100000,0.178000,2.916511,2.996511
1.879248,0.187000,0.100000,0.178000,2.916511,3.006511
1.889445,0.188000,0.100000,0.178000,2.916511,3.016511
1.899619,0.189000,0.100000,0.178000,2.916511,3.026511
1.909804,0.190000,0.100000,0.179000,2.914721,3.024721
1.920041,0.191000,0.100000,0.180000,2.912928,3.022928
1.929897,0.192000,0.100000,0.181000,2.911133,3.021133
1.939977,0.193000,0.100000,0.181000,2.911133,3.031133
1.950117,0.194000,0.100000,0.183000,2.907532,3.017532
1.960263,0.195000,0.100000,0.183000,2.907532,3.027532
1.970398,0.196000,0.100000,0.184000,2.905728,3.025728
1.980546,0.197000,0.100000,0.186000,2.902110,3.012110
1.990649,0.198000,0.100000,0.187000,2.900297,3.010297
2.000807,0.199000,0.100000,0.189000,2.896662,2.996662
2.010945,0.200000,0.100000,0.190000,2.894865,2.994865
2.021081,0.201000,0.100000,0.192000,2.891188,2.981188
2.031371,0.202000,0.100000,0.193000,2.889357,2.979357
2.041401,0.203000,0.100000,0.194000,2.887524,2.977524
2.052805,0.204000,0.100000,0.196000,2.883848,2.963848
2.063790,0.205000,0.100000,0.197000,2.882006,2.962006
