t_s,q_ref_target_rad,omega_ref_target_rad_s,q_target_rad,tau_ff_target_nm,tau_total_target_est_nm
0.003877,0.107000,0.100000,0.107000,3.047639,3.047639
0.010693,0.108000,0.100000,0.109000,3.044363,3.024363
0.021425,0.109000,0.100000,0.118000,3.031292,2.851292
0.031600,0.110000,0.100000,0.123000,3.024114,2.764114
0.041755,0.111000,0.100000,0.125000,3.021283,2.741283
0.052036,0.112000,0.100000,0.127000,3.018337,2.718337
0.062259,0.113000,0.100000,0.135000,3.006550,2.566550
0.072404,0.114000,0.100000,0.136000,3.005242,2.565242
0.082606,0.115000,0.100000,0.129000,3.015853,2.735853
0.092769,0.116000,0.100000,0.123000,3.024667,2.884667
0.102949,0.117000,0.100000,0.111000,3.041969,3.161969
0.113438,0.118000,0.100000,0.098000,3.060305,3.460305
0.123506,0.119000,0.100000,0.093000,3.067185,3.587185
0.133602,0.120000,0.100000,0.090000,3.071020,3.671020
0.143650,0.121000,0.100000,0.091000,3.069573,3.669573
0.153719,0.122000,0.100000,0.095000,3.064182,3.604182
0.163786,0.123000,0.100000,0.107000,3.047460,3.367460
0.173880,0.124000,0.100000,0.115000,3.036068,3.216068
0.183951,0.125000,0.100000,0.130000,3.014185,2.914185
0.194005,0.126000,0.100000,0.136000,3.005242,2.805242
0.204087,0.127000,0.100000,0.142000,2.996287,2.696287
0.214134,0.128000,0.100000,0.146000,2.990194,2.630194
0.224211,0.129000,0.100000,0.145000,2.991819,2.671819
0.234329,0.130000,0.100000,0.141000,2.997803,2.777803
0.244554,0.131000,0.100000,0.139000,3.000826,2.840826
0.254449,0.132000,0.100000,0.135000,3.006931,2.946931
0.264460,0.133000,0.100000,0.131000,3.012797,3.052797
0.274594,0.134000,0.100000,0.126000,3.020087,3.180087
0.284631,0.135000,0.100000,0.115000,3.036068,3.436068
0.294669,0.136000,0.100000,0.113000,3.038935,3.498935
0.304801,0.137000,0.100000,0.114000,3.037503,3.497503
0.314818,0.138000,0.100000,0.116000,3.034631,3.474631
0.324893,0.139000,0.100000,0.124000,3.023020,3.323020
0.334984,0.140000,0.100000,0.130000,3.014185,3.214185
0.346288,0.141000,0.100000,0.136000,3.005242,3.105242
0.356228,0.142000,0.100000,0.147000,2.988565,2.888565
0.366520,0.143000,0.100000,0.151000,2.982411,2.822411
