time_s,joint1_target_angle_rad,joint2_target_angle_rad,joint3_target_angle_rad,joint4_target_angle_rad,joint5_target_angle_rad,joint6_target_angle_rad,joint1_angle_rad,joint2_angle_rad,joint3_angle_rad,joint4_angle_rad,joint5_angle_rad,joint6_angle_rad,joint1_velocity_rad_s,joint2_velocity_rad_s,joint3_velocity_rad_s,joint4_velocity_rad_s,joint5_velocity_rad_s,joint6_velocity_rad_s,joint1_torque_nm,joint2_torque_nm,joint3_torque_nm,joint4_torque_nm,joint5_torque_nm,joint6_torque_nm,mode,excited_joint,freq_hz,amp_deg
0,0,0.523599,-0.523599,0,0.523599,0,0,0.53,-0.531,0,0.515,0,-0.008,-0.005,-0.001,-0.003,0.051,-0.007,0,0.278775,-1.240312,-0.108304,-1.048533,-0.001917,single_joint_sine,4,0.5,30
0,0,0.523599,-0.523599,0.000005,0.523599,0,0,0.53,-0.53,0,0.515,0,-0.008,-0.003,0.003,0.017,0.051,-0.049,0,0.265781,-1.248581,-0.10447,-1.048533,-0.004792,single_joint_sine,4,0.5,30
0.0051,0,0.523599,-0.523599,0.008441,0.523599,0,0,0.53,-0.531,0,0.515,0,-0.003,0.001,0.002,0.017,0.007,-0.049,0.007087,0.256331,-1.245038,-0.10447,-1.027448,-0.004792,single_joint_sine,4,0.5,30
0.0102,0,0.523599,-0.523599,0.016787,0.523599,0,0,0.53,-0.531,0,0.515,0,0,0.001,0.002,-0.005,-0.021,0.015,-0.003544,0.256331,-1.243856,-0.100636,-1.016905,-0.039296,single_joint_sine,4,0.5,30
0.0153,0,0.523599,-0.523599,0.025141,0.523599,0,0,0.53,-0.531,0,0.515,0,0,0,0.002,-0.003,-0.021,-0.024,-0.003544,0.261056,-1.243856,-0.105428,-1.016905,-0.004792,single_joint_sine,4,0.5,30
0.0204,0,0.523599,-0.523599,0.033559,0.523599,0,0,0.53,-0.531,0,0.514,0,0.007,-0.002,0.001,0.013,-0.001,-0.055,-0.011813,0.261056,-1.246219,-0.074758,-1.004445,-0.021086,single_joint_sine,4,0.5,30
0.0255,0,0.523599,-0.523599,0.041968,0.523599,0,0,0.53,-0.531,0,0.515,0,0.011,0.002,0,0.013,0.013,-0.055,-0.010631,0.244519,-1.253306,-0.074758,-1.041824,-0.021086,single_joint_sine,4,0.5,30
0.0307,0,0.523599,-0.523599,0.05038,0.523599,0,0,0.53,-0.531,0,0.515,0,-0.002,0.002,0,0.023,0.007,-0.026,0.00945,0.244519,-1.253306,-0.029712,-1.012113,-0.009584,single_joint_sine,4,0.5,30
0.0357,0,0.523599,-0.523599,0.058654,0.523599,0,0,0.53,-0.531,0,0.515,0,-0.002,0.008,0.001,0.078,0.007,-0.024,0.00945,0.246881,-1.248581,0.009584,-1.012113,-0.008626,single_joint_sine,4,0.5,30
0.0412,0,0.523599,-0.523599,0.06753,0.523599,0,0,0.53,-0.53,0.001,0.514,0,-0.007,0.004,0,0.049,-0.001,0.011,0.012994,0.25515,-1.25685,0.050797,-0.988152,-0.023003,single_joint_sine,4,0.5,30
0.0476,0,0.523599,-0.523599,0.078065,0.523599,0,0,0.53,-0.53,0.002,0.514,0,-0.007,-0.001,0,0.233,-0.001,-0.069,0.012994,0.271688,-1.25685,0.028753,-0.988152,0.036421,single_joint_sine,4,0.5,30
0.0527,0,0.523599,-0.523599,0.086363,0.523599,0,0,0.53,-0.531,0.003,0.515,0,-0.009,-0.002,0.002,0.281,0.007,-0.063,0.005906,0.257512,-1.250944,-0.005751,-1.011154,-0.026836,single_joint_sine,4,0.5,30
0.0578,0,0.523599,-0.523599,0.094583,0.523599,0,0,0.53,-0.531,0.003,0.515,0,-0.001,0.001,-0.001,0.281,0,-0.063,0,0.253969,-1.253306,-0.005751,-1.028406,-0.026836,single_joint_sine,4,0.5,30
0.0629,0,0.523599,-0.523599,0.102858,0.523599,0,0,0.53,-0.531,0.005,0.515,0,0.002,0.001,-0.001,0.12,-0.001,0.067,-0.003544,0.253969,-1.253306,0.099678,-1.011154,-0.033545,single_joint_sine,4,0.5,30
0.0681,0,0.523599,-0.523599,0.111118,0.523599,0,0,0.53,-0.531,0.007,0.515,0,0.002,-0.005,0.002,0.383,-0.001,-0.088,-0.003544,0.259875,-1.2474,0.053673,-1.011154,0.056548,single_joint_sine,4,0.5,30
0.0732,0,0.523599,-0.523599,0.119342,0.523599,0,0,0.53,-0.531,0.007,0.515,0,0,-0.005,0,0.383,0,-0.088,-0.004725,0.278775,-1.253306,0.053673,-1.009237,0.056548,single_joint_sine,4,0.5,30
0.0783,0,0.523599,-0.523599,0.127539,0.523599,0,0,0.53,-0.531,0.009,0.515,0,0.005,-0.005,0,0.379,-0.003,0.044,0.003544,0.278775,-1.245038,0.053673,-1.015946,-0.041213,single_joint_sine,4,0.5,30
0.0835,0,0.523599,-0.523599,0.135706,0.523599,0,0,0.53,-0.531,0.011,0.515,0,0.005,-0.005,0,0.345,-0.003,-0.061,0.003544,0.2646,-1.245038,0.126514,-1.015946,0.008626,single_joint_sine,4,0.5,30
0.0886,0,0.523599,-0.523599,0.143829,0.523599,0,0,0.53,-0.53,0.013,0.515,0,0.002,0,0.001,0.285,-0.007,0.113,-0.002363,0.261056,-1.255669,0.198397,-1.010196,-0.052714,single_joint_sine,4,0.5,30
0.0937,0,0.523599,-0.523599,0.151924,0.523599,0,0,0.53,-0.53,0.013,0.515,0,0.001,0.005,0,0.285,0.013,0.113,0,0.2646,-1.258031,0.198397,-1.000611,-0.052714,single_joint_sine,4,0.5,30
0.0988,0,0.523599,-0.523599,0.159975,0.523599,0,0,0.53,-0.53,0.017,0.515,0,-0.003,0.005,0,0.525,-0.003,-0.097,0,0.2646,-1.258031,0.115013,-1.002528,0.053673,single_joint_sine,4,0.5,30
0.104,0,0.523599,-0.523599,0.168025,0.523599,0,0,0.53,-0.531,0.02,0.515,0,-0.003,0,0,0.646,-0.003,0.049,0,0.252787,-1.250944,0.107345,-1.002528,-0.049839,single_joint_sine,4,0.5,30
0.1091,0,0.523599,-0.523599,0.17599,0.523599,0,0,0.53,-0.531,0.02,0.515,0,-0.005,0.001,-0.001,0.646,-0.017,0.049,-0.007087,0.25515,-1.254487,0.107345,-1.008279,-0.049839,single_joint_sine,4,0.5,30
0.1142,0,0.523599,-0.523599,0.18389,0.523599,0,0,0.53,-0.53,0.023,0.515,0,0.015,0.001,0.001,0.393,0,0.111,-0.02835,0.25515,-1.253306,0.11693,-1.000611,-0.000958,single_joint_sine,4,0.5,30
0.1194,0,0.523599,-0.523599,0.191793,0.523599,0,0,0.53,-0.53,0.027,0.515,0,0.015,0,0.001,0.663,0,-0.032,-0.02835,0.259875,-1.253306,0.069966,-1.000611,-0.022044,single_joint_sine,4,0.5,30
0.1245,0,0.523599,-0.523599,0.19961,0.523599,0,0,0.53,-0.531,0.031,0.515,0,0.016,-0.003,-0.002,0.554,0.019,0.072,-0.016537,0.259875,-1.2474,0.085301,-1.013071,-0.032587,single_joint_sine,4,0.5,30
0.1297,0,0.523599,-0.523599,0.207419,0.523599,0,0,0.53,-0.53,0.031,0.515,0,0,-0.004,0.003,0.554,0.024,0.072,0.002363,0.277594,-1.263937,0.085301,-0.997736,-0.032587,single_joint_sine,4,0.5,30
0.1348,0,0.523599,-0.523599,0.215132,0.523599,0,0,0.53,-0.53,0.035,0.514,0,-0.006,-0.004,0.003,0.63,0,0.023,0.003544,0.277594,-1.263937,0.133223,-1.003487,-0.033545,single_joint_sine,4,0.5,30
0.1399,0,0.523599,-0.523599,0.222791,0.523599,0,0,0.53,-0.531,0.039,0.514,0,-0.006,0.003,0,0.437,0,0.061,0.003544,0.263419,-1.25685,0.138015,-1.003487,-0.027795,single_joint_sine,4,0.5,30
0.145,0,0.523599,-0.523599,0.230305,0.523599,0,0,0.53,-0.531,0.039,0.515,0,0.005,0.004,0,0.437,-0.009,0.061,-0.003544,0.249244,-1.253306,0.138015,-1.012113,-0.027795,single_joint_sine,4,0.5,30
0.1501,0,0.523599,-0.523599,0.237845,0.523599,0,0,0.53,-0.53,0.044,0.515,0,0.001,0.004,0.001,0.747,-0.007,-0.047,-0.001181,0.249244,-1.258031,0.115971,-0.999653,0.016293,single_joint_sine,4,0.5,30
0.1552,0,0.523599,-0.523599,0.245325,0.523599,0,0,0.53,-0.53,0.048,0.515,0,0.001,0,0.001,0.69,-0.007,0.072,-0.001181,0.257512,-1.258031,0.162935,-0.999653,-0.04313,single_joint_sine,4,0.5,30
0.1604,0,0.523599,-0.523599,0.252773,0.523599,0,0,0.53,-0.531,0.054,0.515,0,0.008,-0.002,0.002,0.828,-0.001,-0.046,-0.00945,0.265781,-1.235587,0.100636,-1.00732,-0.007668,single_joint_sine,4,0.5,30
0.1655,0,0.523599,-0.523599,0.260125,0.523599,0,0,0.53,-0.531,0.054,0.514,0,0.007,0.005,0.001,0.828,-0.003,-0.046,0.002363,0.246881,-1.255669,0.100636,-0.98911,-0.007668,single_joint_sine,4,0.5,30
0.1707,0,0.523599,-0.523599,0.26746,0.523599,0,0,0.53,-0.531,0.059,0.515,0,0,0.005,0.001,0.947,0.001,-0.021,0.001181,0.246881,-1.255669,0.052714,-0.991985,-0.017252,single_joint_sine,4,0.5,30
0.1758,0,0.523599,-0.523599,0.274663,0.523599,0,0,0.53,-0.53,0.065,0.515,0,0,0.007,0,0.772,0.001,0.095,0.001181,0.261056,-1.255669,0.0738,-0.991985,-0.029712,single_joint_sine,4,0.5,30
