time_s,joint1_angle_rad,joint2_angle_rad,joint3_angle_rad,joint4_angle_rad,joint5_angle_rad,joint6_angle_rad,joint1_vel_rad_s,joint2_vel_rad_s,joint3_vel_rad_s,joint4_vel_rad_s,joint5_vel_rad_s,joint6_vel_rad_s,joint1_acc_rad_s2,joint2_acc_rad_s2,joint3_acc_rad_s2,joint4_acc_rad_s2,joint5_acc_rad_s2,joint6_acc_rad_s2
0,3.50E-05,0.53,-0.531006993,6.29E-05,-0.531,-5.59E-05,-0.004113534,-0.009598245,-0.008227067,-0.016454134,0,0.024681201,-0.492907067,1.613150402,1.702769869,0.716955734,0,-2.419725603
0.0051,1.40E-05,0.529951049,-0.531048951,-2.10E-05,-0.531,6.99E-05,-0.00662736,-0.001371178,0.000457059,-0.01279766,0,0.012340601,-0.448097334,2.386118303,2.430928036,1.097838468,0,-3.091871604
0.0102,-3.26E-05,0.529986014,-0.531002331,-6.76E-05,-0.531,6.99E-05,-0.008684126,0.014740162,0.016568399,-0.005256182,0,-0.006855889,0.179238934,3.091871604,2.91263267,1.523530935,0,-2.688584003
0.0153,-7.46E-05,0.530101399,-0.530879953,-7.46E-05,-0.531,2.15E-18,-0.004799122,0.030165913,0.030165913,0.002742356,0,-0.015082956,1.327534366,2.901948946,2.371954211,1.594510356,-1.18E-11,-0.53395198
0.0204,-8.16E-05,0.530293706,-0.530694639,-3.96E-05,-0.531,-8.39E-05,0.004856724,0.044340041,0.040762332,0.011007824,-1.21E-13,-0.012302199,2.713597034,3.149880547,1.323599864,0.422712614,-1.13E-11,2.208800119
0.0256,-2.33E-05,0.530559441,-0.530459207,3.96E-05,-0.531,-0.000125874,0.023316594,0.062684537,0.043646687,0.006854353,-1.14E-13,0.008003658,3.227559481,2.034186188,-0.268043217,0.351196127,1.19E-11,5.643095127
0.0307,0.000156177,0.530937063,-0.530244755,3.26E-05,-0.531,-4.66E-06,0.03816445,0.065588007,0.03816445,0.014397367,0,0.045477398,4.303299633,1.704767535,0.938842382,5.084821956,-0.830852316,5.70732637
0.0358,0.000365967,0.531228438,-0.53006993,0.00018648,-0.531,0.000337995,0.06721025,0.080073166,0.053222879,0.058719537,-0.008474694,0.066218387,8.509263386,2.959902305,5.780486356,7.227180525,-1.439595597,3.064430529
0.0408,0.000829837,0.531741259,-0.529710956,0.000620047,-0.531083916,0.000664336,0.123550726,0.09545932,0.095987336,0.087681709,-0.014583902,0.076626667,8.494013952,1.616600399,5.950279632,3.968942424,-0.204075288,5.302780822
0.0459,0.001620047,0.532191142,-0.529095571,0.001072261,-0.531146853,0.001114219,0.152439427,0.096105782,0.112794976,0.09843751,-0.010330265,0.12042714,4.061728648,4.494977156,3.491330142,4.337369079,3.855719837,8.563092555
0.0513,0.002428904,0.532755245,-0.528531469,0.001659674,-0.531191142,0.001948718,0.16520896,0.145354598,0.132767185,0.134600442,0.027767484,0.166523552,5.258334808,7.497426474,7.981445505,9.53706164,6.835898517,6.087917884
0.0563,0.00332634,0.533671329,-0.527736597,0.002452214,-0.530885781,0.00283683,0.20489696,0.175329117,0.192502599,0.195434928,0.060931976,0.185627703,4.571807754,1.292301961,8.398442439,8.956841167,6.285739444,2.877217794
0.0614,0.004503497,0.534524476,-0.52658042,0.003641026,-0.530575758,0.003825175,0.210704328,0.157456922,0.216874629,0.224416107,0.091183326,0.195392842,-0.753298655,-0.829660979,1.276240864,4.486836619,10.7283186,3.976794695
0.0665,0.005475524,0.535277389,-0.525524476,0.004741259,-0.529955711,0.004829837,0.197213314,0.166866575,0.205520255,0.241200662,0.170360825,0.226191009,1.872412449,7.149528334,1.292931237,7.242391638,13.37479098,7.750736501
0.0717,0.006536131,0.536247086,-0.524463869,0.006130536,-0.528811189,0.006160839,0.230902577,0.232168365,0.230902577,0.299810749,0.228509416,0.275571161,9.78234198,11.40034124,8.991352406,6.080557065,7.167741131,6.990377541
0.0768,0.007848485,0.537659674,-0.523151515,0.007822844,-0.52760373,0.007664336,0.297317062,0.284519402,0.297317062,0.30485854,0.244983774,0.29868824,10.16321732,5.916624991,10.16321732,-1.633580829,3.76600041,7.15064121
0.0819,0.009568765,0.539149184,-0.521431235,0.009240093,-0.526312354,0.009207459,0.334567393,0.29251794,0.334567393,0.283148224,0.26692262,0.348507701,5.01869014,6.811079475,5.825265341,0.806575201,10.32864355,6.855889209
0.087,0.011261072,0.540643357,-0.519738928,0.010710956,-0.524881119,0.011219114,0.348507701,0.353992413,0.356734768,0.313085607,0.350335939,0.36861831,8.014458419,9.032064373,8.633018471,7.977136496,15.53308994,-1.707036666
0.0921,0.013123543,0.542759907,-0.517792541,0.012433566,-0.522738928,0.012967366,0.416314869,0.384644996,0.422624182,0.364515017,0.425360137,0.331095927,9.964148952,2.023622596,7.22556423,6.453311198,10.04138439,-0.396618304
0.0973,0.015559441,0.544599068,-0.515377622,0.014470862,-0.520498834,0.01462704,0.450465629,0.374030571,0.43000813,0.378821416,0.452819194,0.365938932,1.936410666,2.819646877,-2.568764745,2.546615415,11.92498977,11.25198635
0.1024,0.0177669,0.546608392,-0.513356643,0.016337995,-0.518079254,0.016727273,0.437177202,0.41272453,0.396955985,0.390785685,0.546871429,0.446089858,-0.473806877,8.991454507,-2.120162998,10.80706024,12.17824979,10.05361084
0.1075,0.020018648,0.548808858,-0.511328671,0.018456876,-0.514920746,0.019177156,0.445632799,0.465743407,0.408382467,0.48905343,0.577037342,0.468485763,1.900448058,5.741719785,5.046106401,13.40728808,-0.315751335,0.212678908
0.1126,0.022312354,0.551358974,-0.509191142,0.02132634,-0.512193473,0.021505828,0.456561772,0.471290072,0.44842627,0.527540023,0.543650766,0.448259183,1.191730255,0.680901829,7.237796201,3.392361647,0.100677237,5.248487327
0.1178,0.024722611,0.553657343,-0.506703963,0.02388345,-0.509319347,0.023792541,0.457715514,0.472674562,0.482807778,0.523155804,0.579416764,0.524406146,0.112765601,10.870016,5.023201102,2.676706827,8.825705491,11.75946112
0.1229,0.027027972,0.556221445,-0.504219114,0.026708625,-0.506230769,0.026890443,0.45774487,0.581150875,0.500479912,0.554412907,0.634169752,0.569952923,5.706952973,14.84162604,12.03384958,5.38955014,5.778264073,1.156619535
0.128,0.029391608,0.559585082,-0.501599068,0.029538462,-0.502850816,0.029606061,0.515926434,0.624059148,0.605553044,0.578129216,0.638355057,0.536203666,4.369645894,-1.179706158,13.52751997,-0.48929328,-3.33296947,-1.426989337
0.133,0.032228438,0.562531469,-0.498121212,0.032543124,-0.499778555,0.032305361,0.503272193,0.571135652,0.638509002,0.550488878,0.601329339,0.554512406,-10.92965,-4.179598842,-5.217518812,-5.036688826,5.492738243,6.445222225
0.1382,0.034498834,0.565403263,-0.495109557,0.035132867,-0.496722611,0.035268065,0.401017293,0.584040521,0.547516398,0.526955472,0.699643323,0.60308059,-5.523809282,4.992164384,-0.131682387,8.214039432,14.80218998,4.987539845
0.1433,0.036365967,0.568540793,-0.492475524,0.037965035,-0.492594406,0.03851049,0.443576032,0.622057681,0.633712693,0.632570044,0.754604872,0.606746195,10.5354075,3.189455758,20.72848404,11.87790076,-0.593712235,-0.26796321
0.1484,0.03902331,0.571748252,-0.488645688,0.041585082,-0.489025641,0.041456876,0.50847845,0.61657297,0.758946935,0.64811006,0.693587458,0.600347365,-0.728877667,-3.073273389,4.35990507,-7.815056779,-4.769802022,4.316802055
0.1535,0.041552448,0.574829837,-0.484734266,0.044575758,-0.485519814,0.044634033,0.43614148,0.590710292,0.678183724,0.552856465,0.705952892,0.650777576,-8.588888436,-1.681296338,-6.962154463,1.622628491,0.828572476,8.551592749
0.1587,0.043503497,0.577829837,-0.481678322,0.047272727,-0.481750583,0.048165501,0.421142835,0.599940227,0.689028898,0.668922898,0.701799421,0.688158813,4.864540264,-0.935855653,14.15247575,22.089961,0.26204972,7.309219765
0.1638,0.045881119,0.581004662,-0.477657343,0.051435897,-0.478286713,0.05172028,0.484711367,0.581607935,0.821564057,0.780428722,0.708441885,0.726038667,4.955131599,-2.984741538,12.65757004,11.17839706,15.39362425,19.89002499
0.1689,0.048447552,0.583762238,-0.473298368,0.0552331,-0.474524476,0.055571096,0.471685178,0.569495864,0.818136112,0.782942548,0.858814388,0.891037068,-3.696803005,8.670683411,-3.271110538,12.14343775,28.70063424,24.33168523
