time_s,joint1_target_angle_rad,joint2_target_angle_rad,joint3_target_angle_rad,joint4_target_angle_rad,joint5_target_angle_rad,joint6_target_angle_rad,joint1_angle_rad,joint2_angle_rad,joint3_angle_rad,joint4_angle_rad,joint5_angle_rad,joint6_angle_rad,joint1_velocity_rad_s,joint2_velocity_rad_s,joint3_velocity_rad_s,joint4_velocity_rad_s,joint5_velocity_rad_s,joint6_velocity_rad_s,joint1_torque_nm,joint2_torque_nm,joint3_torque_nm,joint4_torque_nm,joint5_torque_nm,joint6_torque_nm,mode,excited_joint,freq_hz,amp_deg
0.0000,0.000000,0.523599,-0.523599,0.000000,0.000000,0.000000,0.000000,0.530000,-0.531000,0.000000,-0.008000,0.000000,-0.002000,-0.001000,0.002000,0.000000,-0.009000,-0.072000,-0.008269,0.259875,-1.156444,-0.056548,-1.224886,0.007668,single_joint_sine,2,0.5,30.0
0.0021,0.000000,0.527037,-0.523599,0.000000,0.000000,0.000000,0.000000,0.530000,-0.531000,0.000000,-0.008000,0.000000,-0.001000,-0.001000,-0.007000,-0.015000,-0.011000,-0.078000,-0.012994,0.259875,-1.134000,-0.066132,-1.211468,0.008626,single_joint_sine,2,0.5,30.0
0.0041,0.000000,0.530371,-0.523599,0.000000,0.000000,0.000000,0.000000,0.530000,-0.531000,0.000000,-0.008000,0.000000,-0.001000,-0.001000,-0.007000,-0.015000,-0.011000,-0.078000,-0.012994,0.259875,-1.134000,-0.066132,-1.211468,0.008626,single_joint_sine,2,0.5,30.0
0.0062,0.000000,0.533757,-0.523599,0.000000,0.000000,0.000000,0.000000,0.530000,-0.531000,0.000000,-0.008000,0.000000,-0.001000,-0.001000,-0.007000,-0.015000,-0.011000,-0.078000,-0.012994,0.259875,-1.134000,-0.066132,-1.211468,0.008626,single_joint_sine,2,0.5,30.0
0.0083,0.000000,0.537160,-0.523599,0.000000,0.000000,0.000000,0.000000,0.530000,-0.531000,0.000000,-0.008000,0.000000,-0.001000,-0.004000,-0.007000,-0.015000,-0.011000,-0.078000,-0.012994,0.252787,-1.134000,-0.066132,-1.211468,0.008626,single_joint_sine,2,0.5,30.0
0.0103,0.000000,0.540546,-0.523599,0.000000,0.000000,0.000000,0.000000,0.530000,-0.531000,0.000000,-0.008000,0.000000,-0.001000,-0.004000,-0.007000,-0.015000,-0.011000,-0.078000,-0.012994,0.252787,-1.134000,-0.066132,-1.211468,0.008626,single_joint_sine,2,0.5,30.0
0.0124,0.000000,0.544037,-0.523599,0.000000,0.000000,0.000000,0.000000,0.530000,-0.531000,0.000000,-0.008000,0.000000,0.000000,-0.004000,-0.007000,-0.015000,-0.011000,-0.078000,-0.008269,0.252787,-1.134000,-0.066132,-1.211468,0.008626,single_joint_sine,2,0.5,30.0
0.0145,0.000000,0.547423,-0.523599,0.000000,0.000000,0.000000,0.000000,0.530000,-0.531000,0.000000,-0.008000,0.000000,0.000000,-0.008000,0.000000,-0.011000,-0.001000,0.042000,-0.008269,0.264600,-1.144631,-0.070925,-1.217219,-0.066132,single_joint_sine,2,0.5,30.0
0.0166,0.000000,0.550808,-0.523599,0.000000,0.000000,0.000000,0.000000,0.530000,-0.531000,0.000000,-0.008000,0.000000,0.000000,-0.008000,0.000000,-0.011000,-0.001000,0.042000,-0.008269,0.264600,-1.144631,-0.070925,-1.217219,-0.066132,single_joint_sine,2,0.5,30.0
0.0187,0.000000,0.554282,-0.523599,0.000000,0.000000,0.000000,0.000000,0.530000,-0.531000,0.000000,-0.008000,0.000000,0.000000,0.031000,-0.004000,-0.011000,0.000000,0.057000,-0.011813,0.344925,-1.146994,-0.061340,-1.218177,-0.003834,single_joint_sine,2,0.5,30.0
