time_s,joint1_target_angle_rad,joint2_target_angle_rad,joint3_target_angle_rad,joint4_target_angle_rad,joint5_target_angle_rad,joint6_target_angle_rad,joint1_angle_rad,joint2_angle_rad,joint3_angle_rad,joint4_angle_rad,joint5_angle_rad,joint6_angle_rad,joint1_velocity_rad_s,joint2_velocity_rad_s,joint3_velocity_rad_s,joint4_velocity_rad_s,joint5_velocity_rad_s,joint6_velocity_rad_s,joint1_torque_nm,joint2_torque_nm,joint3_torque_nm,joint4_torque_nm,joint5_torque_nm,joint6_torque_nm,mode,excited_joint,freq_hz,amp_deg
0.0000,0.000000,0.523599,-0.523599,0.000000,0.523599,0.000000,0.000000,0.530000,-0.530000,0.000000,0.514000,0.000000,-0.009000,-0.005000,0.000000,0.007000,-0.028000,-0.069000,0.056700,0.261056,-1.267481,-0.105428,-0.986235,-0.024919,single_joint_sine,5,0.3,30.0
0.0000,0.000000,0.523599,-0.523599,0.000000,0.523603,0.000000,0.000000,0.530000,-0.530000,0.000000,0.515000,0.000000,-0.009000,-0.002000,0.001000,0.000000,0.007000,-0.069000,0.056700,0.253969,-1.261575,-0.088176,-1.017863,-0.024919,single_joint_sine,5,0.3,30.0
0.0051,0.000000,0.523599,-0.523599,0.000000,0.528618,0.000000,0.000000,0.530000,-0.530000,0.000000,0.515000,0.000000,-0.009000,0.004000,-0.005000,0.000000,0.003000,0.090000,0.057881,0.246881,-1.268663,-0.088176,-0.992944,-0.123639,single_joint_sine,5,0.3,30.0
0.0101,0.000000,0.523599,-0.523599,0.000000,0.533613,0.000000,0.000000,0.530000,-0.530000,0.000000,0.515000,0.000000,0.008000,0.004000,0.000000,0.030000,0.001000,0.034000,0.037800,0.246881,-1.274569,-0.105428,-0.997736,-0.083384,single_joint_sine,5,0.3,30.0
0.0152,0.000000,0.523599,-0.523599,0.000000,0.538644,0.000000,0.000000,0.530000,-0.530000,0.000000,0.515000,0.000000,0.008000,0.004000,0.000000,0.005000,0.001000,0.034000,0.037800,0.245700,-1.274569,-0.098719,-0.997736,-0.083384,single_joint_sine,5,0.3,30.0
0.0203,0.000000,0.523599,-0.523599,0.000000,0.543639,0.000000,0.000000,0.530000,-0.530000,0.000000,0.515000,0.000000,0.004000,0.000000,0.001000,0.005000,0.009000,0.026000,0.029531,0.264600,-1.262756,-0.098719,-0.968024,-0.101595,single_joint_sine,5,0.3,30.0
0.0254,0.000000,0.523599,-0.523599,0.000000,0.548692,0.000000,0.000000,0.530000,-0.530000,0.000000,0.515000,0.000000,0.005000,-0.001000,0.000000,0.011000,0.026000,0.080000,0.035438,0.262237,-1.262756,-0.098719,-0.879848,-0.111179,single_joint_sine,5,0.3,30.0
0.0305,0.000000,0.523599,-0.523599,0.000000,0.553725,0.000000,0.000000,0.530000,-0.530000,0.000000,0.515000,0.000000,-0.001000,-0.001000,0.000000,0.001000,0.026000,0.005000,0.030713,0.262237,-1.262756,-0.104470,-0.879848,-0.079551,single_joint_sine,5,0.3,30.0
0.0356,0.000000,0.523599,-0.523599,0.000000,0.558732,0.000000,0.000000,0.530000,-0.530000,0.000000,0.515000,0.000000,-0.001000,-0.003000,0.000000,0.001000,0.059000,0.005000,0.030713,0.262237,-1.271025,-0.102553,-0.873139,-0.079551,single_joint_sine,5,0.3,30.0
0.0407,0.000000,0.523599,-0.523599,0.000000,0.563777,0.000000,0.000000,0.530000,-0.530000,0.000000,0.516000,0.000000,0.000000,0.001000,0.000000,0.001000,0.136000,0.046000,0.042525,0.257512,-1.248581,-0.102553,-0.829051,-0.084343,single_joint_sine,5,0.3,30.0
0.0458,0.000000,0.523599,-0.523599,0.000000,0.568778,0.000000,0.000000,0.530000,-0.530000,0.000000,0.517000,0.000000,-0.009000,0.001000,0.002000,0.005000,0.086000,0.023000,0.046069,0.257512,-1.249762,-0.106387,-0.787838,-0.078592,single_joint_sine,5,0.3,30.0
0.0510,0.000000,0.523599,-0.523599,0.000000,0.573820,0.000000,0.000000,0.530000,-0.530000,0.000000,0.517000,0.000000,-0.009000,0.006000,0.002000,0.007000,0.086000,0.023000,0.046069,0.253969,-1.249762,-0.098719,-0.787838,-0.078592,single_joint_sine,5,0.3,30.0
0.0561,0.000000,0.523599,-0.523599,0.000000,0.578853,0.000000,0.000000,0.530000,-0.531000,0.000000,0.518000,0.000000,-0.006000,0.001000,-0.002000,0.007000,0.235000,0.024000,0.034256,0.274050,-1.229681,-0.098719,-0.801256,-0.074758,single_joint_sine,5,0.3,30.0
0.0612,0.000000,0.523599,-0.523599,0.000000,0.583882,0.000000,0.000000,0.530000,-0.531000,0.000000,0.520000,0.000000,0.004000,0.000000,-0.002000,-0.001000,0.320000,-0.032000,0.036619,0.271688,-1.228500,-0.096802,-0.809882,-0.063257,single_joint_sine,5,0.3,30.0
0.0663,0.000000,0.523599,-0.523599,0.000000,0.588865,0.000000,0.000000,0.530000,-0.531000,0.000000,0.520000,0.000000,0.004000,0.000000,-0.002000,-0.007000,0.320000,-0.021000,0.037800,0.271688,-1.228500,-0.091052,-0.809882,-0.078592,single_joint_sine,5,0.3,30.0
0.0714,0.000000,0.523599,-0.523599,0.000000,0.593897,0.000000,0.000000,0.530000,-0.531000,0.000000,0.522000,0.000000,0.004000,0.001000,-0.001000,0.005000,0.347000,-0.021000,0.037800,0.266962,-1.241494,-0.103512,-0.784004,-0.078592,single_joint_sine,5,0.3,30.0
0.0766,0.000000,0.523599,-0.523599,0.000000,0.598906,0.000000,0.000000,0.530000,-0.531000,0.000000,0.524000,0.000000,-0.004000,-0.002000,0.000000,0.005000,0.279000,-0.017000,0.042525,0.291769,-1.245038,-0.103512,-0.669950,-0.082426,single_joint_sine,5,0.3,30.0
0.0817,0.000000,0.523599,-0.523599,0.000000,0.603909,0.000000,0.000000,0.530000,-0.531000,0.000000,0.526000,0.000000,-0.009000,-0.002000,0.000000,0.009000,0.268000,0.019000,0.048431,0.291769,-1.236769,-0.105428,-0.696786,-0.080509,single_joint_sine,5,0.3,30.0
0.0869,0.000000,0.523599,-0.523599,0.000000,0.608934,0.000000,0.000000,0.530000,-0.531000,0.000000,0.526000,0.000000,-0.009000,-0.004000,0.000000,-0.001000,0.268000,0.019000,0.048431,0.302400,-1.236769,-0.098719,-0.696786,-0.080509,single_joint_sine,5,0.3,30.0
0.0920,0.000000,0.523599,-0.523599,0.000000,0.613944,0.000000,0.000000,0.530000,-0.531000,0.000000,0.530000,0.000000,-0.012000,-0.008000,-0.003000,-0.001000,0.609000,0.011000,0.047250,0.304762,-1.243856,-0.098719,-0.875056,-0.078592,single_joint_sine,5,0.3,30.0
0.0972,0.000000,0.523599,-0.523599,0.000000,0.618953,0.000000,0.000000,0.530000,-0.531000,0.000000,0.533000,0.000000,-0.003000,0.005000,0.000000,-0.001000,0.521000,0.015000,0.038981,0.294131,-1.246219,-0.095844,-0.952689,-0.094886,single_joint_sine,5,0.3,30.0
0.1023,0.000000,0.523599,-0.523599,0.000000,0.623956,0.000000,0.000000,0.530000,-0.531000,0.000000,0.533000,0.000000,-0.001000,0.005000,0.000000,0.005000,0.521000,0.015000,0.043706,0.294131,-1.227319,-0.097761,-0.952689,-0.070925,single_joint_sine,5,0.3,30.0
0.1074,0.000000,0.523599,-0.523599,0.000000,0.628916,0.000000,0.000000,0.530000,-0.531000,0.000000,0.536000,0.000000,-0.001000,0.005000,0.000000,0.015000,0.293000,0.015000,0.043706,0.284681,-1.227319,-0.099678,-0.835760,-0.070925,single_joint_sine,5,0.3,30.0
0.1126,0.000000,0.523599,-0.523599,0.000000,0.633867,0.000000,0.000000,0.530000,-0.531000,0.000000,0.540000,0.000000,0.000000,-0.004000,0.001000,0.015000,0.494000,0.013000,0.028350,0.292950,-1.242675,-0.099678,-0.812757,-0.114054,single_joint_sine,5,0.3,30.0
0.1177,0.000000,0.523599,-0.523599,0.000000,0.638806,0.000000,0.000000,0.530000,-0.531000,0.000000,0.543000,0.000000,0.000000,-0.004000,-0.001000,-0.009000,0.598000,0.028000,0.035438,0.292950,-1.226137,-0.093927,-0.901892,-0.083384,single_joint_sine,5,0.3,30.0
0.1229,0.000000,0.523599,-0.523599,0.000000,0.643771,0.000000,0.000000,0.530000,-0.531000,0.000000,0.543000,0.000000,0.000000,-0.005000,-0.001000,0.019000,0.598000,0.028000,0.035438,0.285862,-1.226137,-0.100636,-0.901892,-0.083384,single_joint_sine,5,0.3,30.0
0.1280,0.000000,0.523599,-0.523599,0.000000,0.648692,0.000000,0.000000,0.530000,-0.531000,0.000000,0.547000,0.000000,0.004000,-0.005000,0.000000,0.019000,0.458000,0.053000,0.028350,0.278775,-1.230862,-0.100636,-0.784004,-0.244402,single_joint_sine,5,0.3,30.0
0.1331,0.000000,0.523599,-0.523599,0.000000,0.653562,0.000000,0.000000,0.530000,-0.531000,0.000000,0.551000,0.000000,0.001000,0.005000,-0.001000,-0.032000,0.671000,-0.034000,0.015356,0.252787,-1.226137,-0.089135,-0.880806,-0.096802,single_joint_sine,5,0.3,30.0
0.1382,0.000000,0.523599,-0.523599,0.000000,0.658486,0.000000,0.000000,0.530000,-0.531000,0.000000,0.551000,0.000000,-0.001000,0.010000,0.001000,-0.021000,0.671000,0.038000,0.044887,0.251606,-1.230862,-0.082426,-0.880806,-0.098719,single_joint_sine,5,0.3,30.0
