t_s,q_ref_target_rad,omega_ref_target_rad_s,q_target_rad,tau_ff_target_nm,tau_total_target_est_nm
0.309775,-0.004000,0.100000,-0.009000,3.190690,3.280690
0.319932,-0.003000,0.100000,-0.009000,3.190690,3.298690
0.329869,-0.002000,0.100000,-0.008000,3.189640,3.297640
0.340192,-0.001000,0.100000,-0.007000,3.188587,3.296587
0.350183,0.000000,0.100000,-0.007000,3.188587,3.314587
0.360208,0.001000,0.100000,-0.006000,3.187530,3.313530
0.370328,0.002000,0.100000,-0.005000,3.186471,3.312471
0.380433,0.003000,0.100000,-0.004000,3.185408,3.311408
0.392284,0.004000,0.100000,-0.004000,3.185408,3.329408
0.401286,0.005000,0.100000,-0.002000,3.183273,3.309273
0.411119,0.006000,0.100000,-0.001000,3.182201,3.308201
0.421401,0.007000,0.100000,0.000000,3.181126,3.307126
0.432159,0.008000,0.100000,0.000000,3.181126,3.325126
0.444400,0.009000,0.100000,0.003000,3.177880,3.285880
0.454621,0.010000,0.100000,0.005000,3.175701,3.265701
0.464603,0.011000,0.100000,0.006000,3.174606,3.264606
0.475028,0.012000,0.100000,0.007000,3.173509,3.263509
0.485046,0.013000,0.100000,0.008000,3.172408,3.262408
0.495246,0.014000,0.100000,0.009000,3.171304,3.261304
0.505179,0.015000,0.100000,0.010000,3.170197,3.260197
0.517649,0.016000,0.100000,0.010000,3.170197,3.278197
0.527583,0.017000,0.100000,0.011000,3.169086,3.277086
0.535760,0.018000,0.100000,0.012000,3.167973,3.275973
0.546109,0.019000,0.100000,0.012000,3.167973,3.293973
0.555937,0.020000,0.100000,0.012000,3.167973,3.311973
0.567164,0.021000,0.100000,0.012000,3.167973,3.329973
0.578927,0.022000,0.100000,0.013000,3.166856,3.328856
0.589454,0.023000,0.100000,0.014000,3.165736,3.327736
0.599413,0.024000,0.100000,0.015000,3.164613,3.326613
0.609850,0.025000,0.100000,0.017000,3.162358,3.306358
0.619973,0.026000,0.100000,0.018000,3.161225,3.305225
0.630037,0.027000,0.100000,0.020000,3.158881,3.284881
0.640067,0.028000,0.100000,0.022000,3.156593,3.264593
0.650235,0.029000,0.100000,0.024000,3.154293,3.244293
0.662578,0.030000,0.100000,0.025000,3.153138,3.243138
0.670483,0.031000,0.100000,0.026000,3.151980,3.241980
0.680168,0.032000,0.100000,0.028000,3.149727,3.221727
0.691376,0.033000,0.100000,0.029000,3.148560,3.220560
0.702477,0.034000,0.100000,0.029000,3.148560,3.238560
0.710746,0.035000,0.100000,0.030000,3.147389,3.237389
0.721100,0.036000,0.100000,0.030000,3.147389,3.255389
0.731662,0.037000,0.100000,0.030000,3.147389,3.273389
0.742796,0.038000,0.100000,0.030000,3.147389,3.291389
0.752887,0.039000,0.100000,0.030000,3.147389,3.309389
0.763012,0.040000,0.100000,0.030000,3.147389,3.327389
0.773187,0.041000,0.100000,0.031000,3.146216,3.326216
0.783391,0.042000,0.100000,0.033000,3.143859,3.305859
0.793851,0.043000,0.100000,0.034000,3.142676,3.304676
0.804078,0.044000,0.100000,0.037000,3.139109,3.265109
0.814106,0.045000,0.100000,0.039000,3.136715,3.244715
0.824229,0.046000,0.100000,0.042000,3.133100,3.205100
0.834296,0.047000,0.100000,0.043000,3.131889,3.203889
0.844537,0.048000,0.100000,0.045000,3.129457,3.183457
0.855023,0.049000,0.100000,0.047000,3.127013,3.163013
0.864985,0.050000,0.100000,0.048000,3.125786,3.161786
0.875028,0.051000,0.100000,0.048000,3.125786,3.179786
0.885373,0.052000,0.100000,0.049000,3.124556,3.178556
0.895412,0.053000,0.100000,0.049000,3.124556,3.196556
0.905129,0.054000,0.100000,0.049000,3.124556,3.214556
0.916363,0.055000,0.100000,0.049000,3.124556,3.232556
0.926540,0.056000,0.100000,0.050000,3.123323,3.231323
0.936023,0.057000,0.100000,0.050000,3.123323,3.249323
0.946111,0.058000,0.100000,0.051000,3.122087,3.248087
0.956167,0.059000,0.100000,0.052000,3.120847,3.246847
0.966091,0.060000,0.100000,0.053000,3.119605,3.245605
0.976536,0.061000,0.100000,0.053000,3.119605,3.263605
0.986926,0.062000,0.100000,0.053000,3.119605,3.281605
0.997098,0.063000,0.100000,0.055000,3.117111,3.261111
1.007384,0.064000,0.100000,0.056000,3.115859,3.259859
1.017632,0.065000,0.100000,0.058000,3.113346,3.239346
1.027765,0.066000,0.100000,0.059000,3.112085,3.238085
1.037905,0.067000,0.100000,0.062000,3.108283,3.198283
1.048156,0.068000,0.100000,0.063000,3.107009,3.197009
1.058510,0.069000,0.100000,0.065000,3.104453,3.176453
1.068644,0.070000,0.100000,0.066000,3.103170,3.175170
1.079144,0.071000,0.100000,0.067000,3.101884,3.173884
1.088940,0.072000,0.100000,0.067000,3.101884,3.191884
1.099058,0.073000,0.100000,0.067000,3.101884,3.209884
1.109151,0.074000,0.100000,0.068000,3.100595,3.208595
1.119279,0.075000,0.100000,0.069000,3.099302,3.207302
1.129346,0.076000,0.100000,0.070000,3.098007,3.206007
1.139408,0.077000,0.100000,0.071000,3.096709,3.204709
1.149537,0.078000,0.100000,0.072000,3.095407,3.203407
1.159517,0.079000,0.100000,0.073000,3.094103,3.202103
1.170283,0.080000,0.100000,0.074000,3.092795,3.200795
1.180129,0.081000,0.100000,0.075000,3.091484,3.199484
1.190590,0.082000,0.100000,0.076000,3.090170,3.198170
1.201924,0.083000,0.100000,0.076000,3.090170,3.216170
1.212091,0.084000,0.100000,0.077000,3.088854,3.214854
1.222376,0.085000,0.100000,0.078000,3.087534,3.213534
1.232665,0.086000,0.100000,0.078000,3.087534,3.231534
1.242866,0.087000,0.100000,0.079000,3.086210,3.230210
1.253296,0.088000,0.100000,0.081000,3.083555,3.209555
1.263280,0.089000,0.100000,0.082000,3.082223,3.208223
1.273519,0.090000,0.100000,0.084000,3.079549,3.187549
1.283690,0.091000,0.100000,0.085000,3.078207,3.186207
1.293743,0.092000,0.100000,0.087000,3.075514,3.165514
1.303873,0.093000,0.100000,0.088000,3.074164,3.164164
1.314005,0.094000,0.100000,0.090000,3.071453,3.143453
1.324132,0.095000,0.100000,0.091000,3.070093,3.142093
1.334474,0.096000,0.100000,0.091000,3.070093,3.160093
1.344659,0.097000,0.100000,0.092000,3.068729,3.158729
1.354659,0.098000,0.100000,0.093000,3.067363,3.157363
1.365027,0.099000,0.100000,0.093000,3.067363,3.175363
1.374717,0.100000,0.100000,0.093000,3.067363,3.193363
1.384892,0.101000,0.100000,0.093000,3.067363,3.211363
1.395418,0.102000,0.100000,0.093000,3.067363,3.229363
1.405554,0.103000,0.100000,0.093000,3.067363,3.247363
1.415218,0.104000,0.100000,0.094000,3.065994,3.245994
1.425667,0.105000,0.100000,0.095000,3.064534,3.244534
1.435783,0.106000,0.100000,0.097000,3.061780,3.223780
1.449027,0.107000,0.100000,0.098000,3.060398,3.222398
1.455643,0.108000,0.100000,0.101000,3.056235,3.182235
1.468797,0.109000,0.100000,0.103000,3.053444,3.161444
1.477151,0.110000,0.100000,0.106000,3.049234,3.121234
1.487804,0.111000,0.100000,0.107000,3.047825,3.119825
1.498140,0.112000,0.100000,0.110000,3.043579,3.079579
1.508789,0.113000,0.100000,0.111000,3.042158,3.078158
1.518862,0.114000,0.100000,0.111000,3.042158,3.096158
1.528851,0.115000,0.100000,0.111000,3.042158,3.114158
1.539053,0.116000,0.100000,0.111000,3.042158,3.132158
1.549106,0.117000,0.100000,0.111000,3.042158,3.150158
1.559224,0.118000,0.100000,0.111000,3.042158,3.168158
1.569802,0.119000,0.100000,0.111000,3.042158,3.186158
1.579910,0.120000,0.100000,0.111000,3.042158,3.204158
1.589907,0.121000,0.100000,0.112000,3.040733,3.202733
1.600061,0.122000,0.100000,0.113000,3.039306,3.201306
1.610058,0.123000,0.100000,0.115000,3.036442,3.180442
1.619990,0.124000,0.100000,0.116000,3.035005,3.179005
1.630394,0.125000,0.100000,0.119000,3.030677,3.138677
1.640321,0.126000,0.100000,0.121000,3.027776,3.117776
1.650509,0.127000,0.100000,0.123000,3.024864,3.096864
1.664047,0.128000,0.100000,0.124000,3.023403,3.095403
1.671850,0.129000,0.100000,0.125000,3.021939,3.093939
1.681103,0.130000,0.100000,0.127000,3.019002,3.073002
1.692398,0.131000,0.100000,0.127000,3.019002,3.091002
1.702240,0.132000,0.100000,0.128000,3.017529,3.089529
1.712584,0.133000,0.100000,0.128000,3.017529,3.107529
1.722736,0.134000,0.100000,0.129000,3.016053,3.106053
1.732870,0.135000,0.100000,0.130000,3.014574,3.104574
1.743165,0.136000,0.100000,0.130000,3.014574,3.122574
1.753483,0.137000,0.100000,0.131000,3.013092,3.121092
1.764017,0.138000,0.100000,0.132000,3.011607,3.119607
1.774028,0.139000,0.100000,0.133000,3.010119,3.118119
1.784218,0.140000,0.100000,0.134000,3.008628,3.116628
1.794376,0.141000,0.100000,0.134000,3.008628,3.134628
1.804243,0.142000,0.100000,0.135000,3.007134,3.133134
1.814609,0.143000,0.100000,0.136000,3.005637,3.131637
1.824520,0.144000,0.100000,0.138000,3.002634,3.110634
1.835026,0.145000,0.100000,0.138000,3.002634,3.128634
1.845167,0.146000,0.100000,0.140000,2.999619,3.107619
1.855339,0.147000,0.100000,0.142000,2.996592,3.086592
1.865779,0.148000,0.100000,0.143000,2.995074,3.085074
1.878382,0.149000,0.100000,0.145000,2.992029,3.064029
1.886455,0.150000,0.100000,0.146000,2.990502,3.062502
1.899063,0.151000,0.100000,0.147000,2.988972,3.060972
1.905921,0.152000,0.100000,0.147000,2.988972,3.078972
1.915928,0.153000,0.100000,0.148000,2.987439,3.077439
1.926497,0.154000,0.100000,0.149000,2.985903,3.075903
1.937105,0.155000,0.100000,0.149000,2.985903,3.093903
1.946953,0.156000,0.100000,0.151000,2.982822,3.072822
1.957087,0.157000,0.100000,0.151000,2.982822,3.090822
1.967308,0.158000,0.100000,0.152000,2.981277,3.089277
1.977491,0.159000,0.100000,0.153000,2.979729,3.087729
1.987668,0.160000,0.100000,0.154000,2.978178,3.086178
1.999289,0.161000,0.100000,0.155000,2.976624,3.084624
2.009804,0.162000,0.100000,0.155000,2.976624,3.102624
2.019930,0.163000,0.100000,0.156000,2.975067,3.101067
2.030039,0.164000,0.100000,0.157000,2.973507,3.099507
2.040022,0.165000,0.100000,0.158000,2.971944,3.097944
