t_s,phase,q_ref_target_rad,omega_ref_target_rad_s,q_target_rad,tau_ff_target_nm,tau_total_target_est_nm,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,tau_ff_1_nm,tau_ff_2_nm,tau_ff_3_nm,tau_ff_4_nm,tau_ff_5_nm,tau_ff_6_nm
0.410993,const_vel,0.202000,0.100000,0.214000,9.300469,9.240469,0.003000,0.214000,-2.258000,0.033000,0.773000,0.004000,0.000000,9.300469,2.176527,-0.006034,-0.236682,-0.000641
0.420219,const_vel,0.203000,0.100000,0.198000,9.390073,9.415073,0.004000,0.198000,-2.243000,0.031000,0.721000,0.004000,-0.000000,9.390073,2.227120,-0.004772,-0.189175,-0.000622
0.430318,const_vel,0.204000,0.100000,0.161000,9.483513,9.698513,0.004000,0.161000,-2.196000,0.034000,0.665000,0.004000,0.000000,9.483513,2.237384,-0.005024,-0.147560,-0.000698
0.440171,const_vel,0.205000,0.100000,0.139000,9.621330,9.951330,0.004000,0.139000,-2.171000,0.036000,0.550000,0.004000,0.000000,9.621330,2.330440,-0.004052,-0.045055,-0.000791
0.450179,const_vel,0.206000,0.100000,0.092000,9.754324,10.324324,0.004000,0.092000,-2.125000,0.042000,0.501000,0.004000,0.000000,9.754324,2.379657,-0.004851,0.000881,-0.000947
0.460750,const_vel,0.207000,0.100000,0.068000,9.884973,10.579973,0.003000,0.068000,-2.102000,0.043000,0.403000,0.004000,0.000000,9.884973,2.473798,-0.003329,0.091881,-0.001017
0.470171,const_vel,0.208000,0.100000,0.016000,10.114054,11.074054,0.002000,0.016000,-2.080000,0.043000,0.355000,0.004000,0.000000,10.114054,2.638445,-0.002541,0.162988,-0.001099
0.482602,const_vel,0.209000,0.100000,-0.037000,10.202082,11.432082,0.000000,-0.037000,-2.016000,0.044000,0.258000,0.004000,0.000000,10.202082,2.681599,-0.000706,0.240222,-0.001143
0.490993,const_vel,0.210000,0.100000,-0.037000,10.253179,11.488179,-0.001000,-0.037000,-2.016000,0.044000,0.200000,0.005000,0.000000,10.253179,2.732696,0.000490,0.291352,-0.001184
0.500183,const_vel,0.211000,0.100000,-0.049000,10.244185,11.544185,-0.004000,-0.049000,-1.978000,0.045000,0.098000,0.004000,0.000000,10.244185,2.716471,0.002518,0.356837,-0.001182
0.510758,const_vel,0.212000,0.100000,-0.041000,10.240298,11.505298,-0.012000,-0.041000,-1.970000,0.047000,0.020000,0.007000,0.000000,10.240298,2.717285,0.003941,0.408724,-0.001286
0.520807,const_vel,0.213000,0.100000,-0.041000,10.368032,11.638032,-0.014000,-0.041000,-1.980000,0.046000,-0.090000,0.007000,0.000000,10.368032,2.845018,0.006425,0.504587,-0.001341
0.531271,const_vel,0.214000,0.100000,-0.039000,10.603975,11.868975,-0.011000,-0.039000,-1.992000,0.045000,-0.381000,0.006000,0.000000,10.603975,3.082212,0.012678,0.710304,-0.001429
0.540152,const_vel,0.215000,0.100000,-0.028000,10.700280,11.915280,-0.007000,-0.028000,-2.007000,0.043000,-0.552000,0.006000,0.000000,10.700280,3.185932,0.015682,0.801536,-0.001442
0.550753,const_vel,0.216000,0.100000,-0.016000,10.835872,11.995872,-0.002000,-0.016000,-2.031000,0.043000,-0.893000,0.007000,0.000000,10.835872,3.330649,0.021565,0.908875,-0.001558
0.562513,const_vel,0.217000,0.100000,0.021000,10.700325,11.680325,0.003000,0.021000,-2.034000,0.037000,-1.194000,0.013000,0.000000,10.700325,3.230036,0.020984,0.915897,-0.001625
0.570208,const_vel,0.218000,0.100000,0.035000,10.609976,11.524976,0.003000,0.035000,-2.031000,0.036000,-1.338000,0.013000,0.000000,10.609976,3.155575,0.020766,0.896277,-0.001558
0.580185,const_vel,0.219000,0.100000,0.041000,10.564241,11.454241,0.000000,0.041000,-2.025000,0.036000,-1.346000,-0.118000,0.000000,10.564241,3.117097,0.023002,0.897055,0.003769
0.590314,const_vel,0.220000,0.100000,0.026000,10.592266,11.562266,0.000000,0.026000,-2.011000,-0.021000,-1.314000,-0.199000,0.000000,10.592266,3.127484,0.000459,0.903023,0.008225
0.600994,const_vel,0.221000,0.100000,0.012000,10.617698,11.662698,0.000000,0.012000,-1.996000,-0.020000,-1.212000,-0.351000,-0.000000,10.617698,3.137969,0.004149,0.916658,0.014462
0.611835,const_vel,0.222000,0.100000,-0.008000,10.567837,11.717837,0.001000,-0.008000,-1.954000,-0.053000,-1.169000,-0.425000,0.000000,10.567837,3.069298,-0.007168,0.920220,0.018007
0.620170,const_vel,0.223000,0.100000,-0.018000,10.537952,11.742952,0.001000,-0.018000,-1.933000,-0.058000,-1.077000,-0.499000,-0.000000,10.537952,3.031133,-0.006601,0.918448,0.020882
0.630184,const_vel,0.224000,0.100000,-0.027000,10.499888,11.754888,0.002000,-0.027000,-1.912000,-0.074000,-1.033000,-0.632000,-0.000000,10.499888,2.986258,-0.009284,0.913501,0.025693
0.640789,const_vel,0.225000,0.100000,-0.032000,10.366475,11.651475,0.002000,-0.032000,-1.872000,-0.091000,-0.956000,-0.699000,-0.000000,10.366475,2.849325,-0.011583,0.895367,0.027586
0.651810,const_vel,0.226000,0.100000,-0.032000,10.239373,11.529373,0.001000,-0.032000,-1.839000,-0.100000,-0.931000,-0.825000,-0.000000,10.239373,2.722223,-0.011304,0.882413,0.030861
0.661625,const_vel,0.227000,0.100000,-0.032000,10.195568,11.490568,0.001000,-0.032000,-1.828000,-0.110000,-0.921000,-0.887000,-0.000000,10.195568,2.678418,-0.012830,0.877109,0.032345
0.672249,const_vel,0.228000,0.100000,-0.030000,10.102504,11.392504,0.001000,-0.030000,-1.803000,-0.110000,-0.958000,-1.009000,-0.000000,10.102504,2.586740,-0.011794,0.881052,0.035127
0.680955,const_vel,0.229000,0.100000,-0.028000,10.036348,11.321348,0.001000,-0.028000,-1.788000,-0.110000,-0.958000,-1.068000,-0.000000,10.036348,2.521999,-0.010872,0.877108,0.036077
0.690088,const_vel,0.230000,0.100000,-0.026000,9.974739,11.254739,0.001000,-0.026000,-1.771000,-0.108000,-1.007000,-1.125000,0.000000,9.974739,2.461836,-0.010372,0.885671,0.037326
0.702469,const_vel,0.231000,0.100000,-0.015000,9.766312,10.996312,0.002000,-0.015000,-1.729000,-0.106000,-1.033000,-1.232000,-0.000000,9.766312,2.261899,-0.008229,0.880031,0.038530
0.710362,const_vel,0.232000,0.100000,-0.010000,9.663800,10.873800,0.001000,-0.010000,-1.706000,-0.106000,-1.082000,-1.283000,-0.000000,9.663800,2.163545,-0.007785,0.886084,0.039319
0.721619,const_vel,0.233000,0.100000,-0.001000,9.453287,10.623287,0.001000,-0.001000,-1.663000,-0.106000,-1.105000,-1.376000,-0.000000,9.453287,1.960990,-0.006115,0.879789,0.039798
0.730309,const_vel,0.234000,0.100000,0.002000,9.358946,10.518946,0.001000,0.002000,-1.642000,-0.105000,-1.127000,-1.420000,0.000000,9.358946,1.869437,-0.005291,0.879848,0.040044
0.740260,const_vel,0.235000,0.100000,0.006000,9.259374,10.404374,0.001000,0.006000,-1.620000,-0.104000,-1.165000,-1.501000,-0.000000,9.259374,1.773688,-0.004473,0.884013,0.040507
0.750227,const_vel,0.236000,0.100000,0.012000,9.051085,10.171085,0.001000,0.012000,-1.576000,-0.105000,-1.181000,-1.538000,-0.000000,9.051085,1.571356,-0.002877,0.875430,0.040157
0.762789,const_vel,0.237000,0.100000,0.014000,8.863607,9.978607,0.001000,0.014000,-1.532000,-0.104000,-1.204000,-1.608000,-0.000000,8.863607,1.385924,-0.001234,0.869751,0.039850
0.770120,const_vel,0.238000,0.100000,0.014000,8.866387,9.986387,0.001000,0.014000,-1.532000,-0.104000,-1.212000,-1.640000,-0.000000,8.866387,1.388703,-0.001248,0.872555,0.039895
0.780199,const_vel,0.239000,0.100000,0.014000,8.678004,9.803004,0.001000,0.014000,-1.487000,-0.103000,-1.218000,-1.670000,-0.000000,8.678004,1.200320,0.000379,0.861037,0.039268
0.791740,const_vel,0.240000,0.100000,0.012000,8.590779,9.730779,0.001000,0.012000,-1.464000,-0.102000,-1.217000,-1.723000,0.000000,8.590779,1.111050,0.001111,0.854559,0.038702
0.800185,const_vel,0.241000,0.100000,0.010000,8.406819,9.561819,0.001000,0.010000,-1.419000,-0.102000,-1.214000,-1.747000,0.000000,8.406819,0.925074,0.002629,0.838449,0.037833
0.810901,const_vel,0.242000,0.100000,0.007000,8.318131,9.493131,0.001000,0.007000,-1.396000,-0.102000,-1.200000,-1.789000,0.000000,8.318131,0.833419,0.003327,0.825888,0.036954
0.820186,const_vel,0.243000,0.100000,0.000000,8.150164,9.365164,0.001000,0.000000,-1.350000,-0.102000,-1.190000,-1.807000,0.000000,8.150164,0.658790,0.004672,0.805444,0.035906
0.830315,const_vel,0.244000,0.100000,-0.003000,8.057406,9.292406,0.001000,-0.003000,-1.328000,-0.103000,-1.164000,-1.824000,-0.000000,8.057406,0.563289,0.005352,0.785019,0.034851
0.840291,const_vel,0.245000,0.100000,-0.007000,7.969342,9.229342,0.001000,-0.007000,-1.305000,-0.103000,-1.148000,-1.851000,-0.000000,7.969342,0.471673,0.005968,0.768386,0.033869
0.850341,const_vel,0.246000,0.100000,-0.003000,7.735517,8.980517,0.000000,-0.003000,-1.261000,-0.103000,-1.118000,-1.862000,-0.000000,7.735517,0.241400,0.007390,0.726958,0.031965
0.861043,const_vel,0.247000,0.100000,0.007000,7.575318,8.775318,-0.001000,0.007000,-1.238000,-0.105000,-1.113000,-1.878000,0.000000,7.575318,0.090606,0.008898,0.705492,0.030902
0.870221,const_vel,0.248000,0.100000,0.024000,7.329097,8.449097,-0.003000,0.024000,-1.203000,-0.117000,-1.122000,-1.884000,0.000000,7.329097,-0.137910,0.013817,0.679831,0.029819
0.880229,const_vel,0.249000,0.100000,0.034000,7.280812,8.355812,-0.004000,0.034000,-1.196000,-0.114000,-1.186000,-1.898000,0.000000,7.280812,-0.174772,0.014669,0.708513,0.030968
0.891102,const_vel,0.250000,0.100000,0.063000,7.112740,8.047740,0.000000,0.063000,-1.189000,-0.105000,-1.234000,-1.901000,-0.000000,7.112740,-0.305505,0.014110,0.715473,0.031256
0.903038,const_vel,0.251000,0.100000,0.100000,6.930073,7.685073,0.002000,0.100000,-1.184000,-0.090000,-1.335000,-1.908000,0.000000,6.930073,-0.431480,0.011504,0.748316,0.032611
0.910430,const_vel,0.252000,0.100000,0.100000,6.925407,7.685407,0.003000,0.100000,-1.184000,-0.090000,-1.326000,-1.916000,0.000000,6.925407,-0.436146,0.011485,0.743665,0.032320
0.920880,const_vel,0.253000,0.100000,0.137000,6.646554,7.226554,0.003000,0.137000,-1.181000,-0.098000,-1.259000,-1.923000,0.000000,6.646554,-0.648230,0.014989,0.681890,0.029628
0.930197,const_vel,0.254000,0.100000,0.155000,6.525317,7.020317,0.003000,0.155000,-1.183000,-0.097000,-1.234000,-1.927000,-0.000000,6.525317,-0.733369,0.014838,0.656129,0.028475
0.941657,const_vel,0.255000,0.100000,0.193000,6.292172,6.602172,0.002000,0.193000,-1.190000,-0.101000,-1.212000,-1.928000,-0.000000,6.292172,-0.882596,0.017098,0.621162,0.027004
0.951343,const_vel,0.256000,0.100000,0.232000,6.024410,6.144410,0.002000,0.232000,-1.196000,-0.098000,-1.172000,-1.928000,-0.000000,6.024410,-1.053463,0.016227,0.570022,0.024796
0.960140,const_vel,0.257000,0.100000,0.252000,5.939526,5.964526,0.002000,0.252000,-1.212000,-0.091000,-1.153000,-1.927000,0.000000,5.939526,-1.084473,0.013040,0.553135,0.024024
0.970265,const_vel,0.258000,0.100000,0.272000,5.801644,5.731644,0.002000,0.272000,-1.220000,-0.089000,-1.114000,-1.927000,0.000000,5.801644,-1.165670,0.011778,0.514946,0.022361
0.980293,const_vel,0.259000,0.100000,0.293000,5.664875,5.494875,0.002000,0.293000,-1.228000,-0.088000,-1.091000,-1.923000,0.000000,5.664875,-1.239921,0.011142,0.487046,0.021183
0.990147,const_vel,0.260000,0.100000,0.335000,5.410127,5.035127,0.002000,0.335000,-1.251000,-0.088000,-1.043000,-1.922000,0.000000,5.410127,-1.360528,0.010497,0.433719,0.018890
1.002382,const_vel,0.261000,0.100000,0.378000,5.148210,4.563210,0.002000,0.378000,-1.278000,-0.087000,-0.991000,-1.922000,0.000000,5.148210,-1.472740,0.009140,0.377625,0.016462
1.010305,const_vel,0.262000,0.100000,0.399000,5.048972,4.363972,0.002000,0.399000,-1.294000,-0.088000,-0.991000,-1.922000,0.000000,5.048972,-1.494400,0.009641,0.373454,0.016294
1.020222,const_vel,0.263000,0.100000,0.418000,4.915713,4.140713,0.002000,0.418000,-1.311000,-0.088000,-0.930000,-1.922000,0.000000,4.915713,-1.554982,0.008128,0.319838,0.013969
1.030243,const_vel,0.264000,0.100000,0.448000,4.801626,3.881626,0.002000,0.448000,-1.349000,-0.088000,-0.896000,-1.922000,0.000000,4.801626,-1.549570,0.007123,0.297327,0.012984
1.040168,const_vel,0.265000,0.100000,0.457000,4.743487,3.783487,0.002000,0.457000,-1.369000,-0.087000,-0.817000,-1.922000,0.000000,4.743487,-1.570739,0.004409,0.237508,0.010373
1.052919,const_vel,0.266000,0.100000,0.474000,4.688190,3.648190,0.003000,0.474000,-1.411000,-0.087000,-0.711000,-1.922000,0.000000,4.688190,-1.554813,0.001100,0.164856,0.007201
1.060643,const_vel,0.267000,0.100000,0.483000,4.637309,3.557309,0.003000,0.483000,-1.431000,-0.086000,-0.643000,-1.922000,0.000000,4.637309,-1.567256,-0.001345,0.113020,0.004941
1.070172,const_vel,0.268000,0.100000,0.492000,4.576606,3.456606,0.003000,0.492000,-1.451000,-0.085000,-0.565000,-1.922000,-0.000000,4.576606,-1.589018,-0.004089,0.051634,0.002270
1.080300,const_vel,0.269000,0.100000,0.503000,4.579276,3.409276,0.003000,0.503000,-1.491000,-0.086000,-0.477000,-1.922000,0.000000,4.579276,-1.538075,-0.006486,-0.002601,-0.000095
1.090092,const_vel,0.270000,0.100000,0.504000,4.480331,3.310331,0.002000,0.504000,-1.512000,-0.088000,-0.273000,-1.922000,-0.000000,4.480331,-1.632596,-0.012822,-0.170762,-0.007350
1.100196,const_vel,0.271000,0.100000,0.501000,4.601506,3.451506,0.002000,0.501000,-1.554000,-0.091000,-0.162000,-1.922000,-0.000000,4.601506,-1.524678,-0.015128,-0.230003,-0.009931
1.110250,const_vel,0.272000,0.100000,0.498000,4.521194,3.391194,0.002000,0.498000,-1.574000,-0.091000,0.071000,-1.922000,0.000000,4.521194,-1.618192,-0.022060,-0.410631,-0.017711
1.120224,const_vel,0.273000,0.100000,0.495000,4.543163,3.433163,0.001000,0.495000,-1.594000,-0.091000,0.192000,-1.923000,-0.000000,4.543163,-1.609370,-0.024640,-0.489224,-0.021095
1.130754,const_vel,0.274000,0.100000,0.484000,4.646335,3.596335,0.000000,0.484000,-1.635000,-0.086000,0.442000,-1.922000,0.000000,4.646335,-1.553928,-0.027333,-0.633206,-0.027333
1.140601,const_vel,0.275000,0.100000,0.478000,4.710632,3.695632,-0.001000,0.478000,-1.655000,-0.081000,0.565000,-1.922000,0.000000,4.710632,-1.515349,-0.027136,-0.695035,-0.030013
1.150178,const_vel,0.276000,0.100000,0.464000,4.936362,3.996362,-0.002000,0.464000,-1.695000,-0.070000,0.693000,-1.922000,0.000000,4.936362,-1.348757,-0.022840,-0.737992,-0.031932
1.160211,const_vel,0.277000,0.100000,0.458000,4.955876,4.050876,-0.003000,0.458000,-1.714000,-0.065000,0.941000,-1.922000,0.000000,4.955876,-1.354211,-0.022292,-0.841325,-0.036323
1.171532,const_vel,0.278000,0.100000,0.445000,5.180750,4.345750,-0.003000,0.445000,-1.751000,-0.060000,1.063000,-1.921000,-0.000000,5.180750,-1.182655,-0.017464,-0.866052,-0.037423
1.180233,const_vel,0.279000,0.100000,0.439000,5.252761,4.452761,-0.003000,0.439000,-1.769000,-0.060000,1.308000,-1.921000,-0.000000,5.252761,-1.134890,-0.015927,-0.913164,-0.039356
1.190068,const_vel,0.280000,0.100000,0.432000,5.381709,4.621709,-0.002000,0.432000,-1.788000,-0.073000,1.366000,-1.912000,0.000000,5.381709,-1.033938,-0.014841,-0.916349,-0.039602
1.200681,const_vel,0.281000,0.100000,0.409000,5.563538,4.923538,0.000000,0.409000,-1.787000,-0.048000,1.320000,-1.902000,-0.000000,5.563538,-0.941875,-0.009901,-0.908646,-0.039498
1.210107,const_vel,0.282000,0.100000,0.393000,5.645569,5.090569,0.000000,0.393000,-1.776000,-0.053000,1.315000,-1.879000,0.000000,5.645569,-0.920264,-0.009902,-0.907285,-0.039734
1.220294,const_vel,0.283000,0.100000,0.374000,5.822200,5.367200,0.001000,0.374000,-1.782000,-0.062000,1.297000,-1.866000,0.000000,5.822200,-0.813197,-0.008039,-0.899950,-0.039596
1.230298,const_vel,0.284000,0.100000,0.362000,5.975944,5.585944,0.008000,0.362000,-1.791000,-0.065000,1.203000,-1.854000,-0.000000,5.975944,-0.702156,-0.005860,-0.872144,-0.038570
1.240459,const_vel,0.285000,0.100000,0.335000,6.289352,6.039352,0.011000,0.335000,-1.814000,-0.055000,1.177000,-1.850000,0.000000,6.289352,-0.481303,-0.000452,-0.847452,-0.037591
1.251129,const_vel,0.286000,0.100000,0.327000,6.415637,6.210637,0.012000,0.327000,-1.826000,-0.058000,1.142000,-1.844000,0.000000,6.415637,-0.381497,0.001545,-0.826576,-0.036760
1.260177,const_vel,0.287000,0.100000,0.324000,6.509063,6.324063,0.013000,0.324000,-1.841000,-0.063000,1.130000,-1.843000,0.000000,6.509063,-0.297889,0.003478,-0.814109,-0.036243
1.270469,const_vel,0.288000,0.100000,0.325000,6.679318,6.494318,0.013000,0.325000,-1.880000,-0.065000,1.113000,-1.843000,-0.000000,6.679318,-0.124368,0.007514,-0.789333,-0.035196
1.280186,const_vel,0.289000,0.100000,0.325000,6.793856,6.613856,0.013000,0.325000,-1.905000,-0.063000,1.102000,-1.844000,-0.000000,6.793856,-0.009829,0.009952,-0.771791,-0.034441
1.290283,const_vel,0.290000,0.100000,0.328000,6.994750,6.804750,0.013000,0.328000,-1.955000,-0.069000,1.094000,-1.844000,0.000000,6.994750,0.200903,0.015438,-0.743137,-0.033235
1.300689,const_vel,0.291000,0.100000,0.332000,7.087621,6.882621,0.013000,0.332000,-1.980000,-0.074000,1.070000,-1.844000,0.000000,7.087621,0.306986,0.018212,-0.718018,-0.032165
1.313058,const_vel,0.292000,0.100000,0.345000,7.219828,6.954828,0.012000,0.345000,-2.029000,-0.082000,1.042000,-1.844000,0.000000,7.219828,0.482881,0.023209,-0.679840,-0.030545
1.320166,const_vel,0.293000,0.100000,0.352000,7.283880,6.988880,0.012000,0.352000,-2.054000,-0.088000,1.029000,-1.844000,-0.000000,7.283880,0.570929,0.026161,-0.660371,-0.029724
1.330162,const_vel,0.294000,0.100000,0.360000,7.342717,7.012717,0.012000,0.360000,-2.079000,-0.095000,1.012000,-1.844000,0.000000,7.342717,0.657594,0.029243,-0.638308,-0.028793
1.340219,const_vel,0.295000,0.100000,0.378000,7.442909,7.027909,0.012000,0.378000,-2.128000,-0.106000,0.973000,-1.844000,-0.000000,7.442909,0.821959,0.034671,-0.590608,-0.026767
1.350830,const_vel,0.296000,0.100000,0.388000,7.483044,7.023044,0.012000,0.388000,-2.152000,-0.113000,0.953000,-1.843000,0.000000,7.483044,0.898673,0.037561,-0.566467,-0.025750
