t_s,q_ref_target_rad,omega_ref_target_rad_s,q_target_rad,tau_ff_target_nm,tau_total_target_est_nm
0.977310,0.061000,0.100000,-0.034000,3.214569,5.114569
0.987551,0.062000,0.100000,-0.034000,3.214569,5.134569
0.997808,0.063000,0.100000,-0.034000,3.214569,5.154569
1.008214,0.064000,0.100000,-0.034000,3.214569,5.174569
1.018424,0.065000,0.100000,-0.034000,3.214569,5.194569
1.028668,0.066000,0.100000,-0.034000,3.214569,5.214569
1.039261,0.067000,0.100000,-0.034000,3.214569,5.234569
1.049113,0.068000,0.100000,-0.034000,3.214569,5.254569
1.059711,0.069000,0.100000,-0.034000,3.214569,5.274569
1.069796,0.070000,0.100000,-0.034000,3.214569,5.294569
1.079752,0.071000,0.100000,-0.034000,3.214569,5.314569
1.089843,0.072000,0.100000,-0.034000,3.214569,5.334569
1.100040,0.073000,0.100000,-0.034000,3.214569,5.354569
1.110223,0.074000,0.100000,-0.034000,3.214569,5.374569
1.120024,0.075000,0.100000,-0.034000,3.214569,5.394569
1.131693,0.076000,0.100000,-0.034000,3.214569,5.414569
1.142356,0.077000,0.100000,-0.034000,3.214569,5.434569
1.150650,0.078000,0.100000,-0.034000,3.214569,5.454569
1.160558,0.079000,0.100000,-0.034000,3.214569,5.474569
1.172659,0.080000,0.100000,-0.034000,3.214569,5.494569
1.182405,0.081000,0.100000,-0.034000,3.214569,5.514569
1.192571,0.082000,0.100000,-0.034000,3.214569,5.534569
1.202756,0.083000,0.100000,-0.034000,3.214569,5.554569
1.212971,0.084000,0.100000,-0.034000,3.214569,5.574569
1.223218,0.085000,0.100000,-0.034000,3.214569,5.594569
1.233349,0.086000,0.100000,-0.034000,3.214569,5.614569
1.243483,0.087000,0.100000,-0.034000,3.214569,5.634569
1.253765,0.088000,0.100000,-0.034000,3.214569,5.654569
1.264015,0.089000,0.100000,-0.034000,3.214569,5.674569
1.273929,0.090000,0.100000,-0.034000,3.214569,5.694569
1.284061,0.091000,0.100000,-0.034000,3.214569,5.714569
1.294185,0.092000,0.100000,-0.034000,3.214569,5.734569
1.304489,0.093000,0.100000,-0.034000,3.214569,5.754569
1.314546,0.094000,0.100000,-0.034000,3.214569,5.774569
1.325009,0.095000,0.100000,-0.034000,3.214569,5.794569
1.335187,0.096000,0.100000,-0.034000,3.214569,5.814569
1.345316,0.097000,0.100000,-0.034000,3.214569,5.834569
1.356179,0.098000,0.100000,-0.034000,3.214569,5.854569
1.366683,0.099000,0.100000,-0.034000,3.214569,5.874569
1.375569,0.100000,0.100000,-0.034000,3.214569,5.894569
1.386687,0.101000,0.100000,-0.034000,3.214569,5.914569
1.396007,0.102000,0.100000,-0.034000,3.214569,5.934569
1.406185,0.103000,0.100000,-0.034000,3.214569,5.954569
1.416420,0.104000,0.100000,-0.034000,3.214569,5.974569
1.426556,0.105000,0.100000,-0.034000,3.214569,5.994569
1.436807,0.106000,0.100000,-0.034000,3.214569,6.014569
1.448776,0.107000,0.100000,-0.034000,3.214569,6.034569
1.458883,0.108000,0.100000,-0.034000,3.214569,6.054569
1.469325,0.109000,0.100000,-0.034000,3.214569,6.074569
1.479121,0.110000,0.100000,-0.034000,3.214569,6.094569
1.489650,0.111000,0.100000,-0.034000,3.214569,6.114569
1.499920,0.112000,0.100000,-0.034000,3.214569,6.134569
1.509778,0.113000,0.100000,-0.034000,3.214569,6.154569
1.519608,0.114000,0.100000,-0.034000,3.214569,6.174569
1.530165,0.115000,0.100000,-0.034000,3.214569,6.194569
1.540004,0.116000,0.100000,-0.034000,3.214569,6.214569
1.550414,0.117000,0.100000,-0.034000,3.214569,6.234569
1.560585,0.118000,0.100000,-0.034000,3.214569,6.254569
1.571374,0.119000,0.100000,-0.034000,3.214569,6.274569
1.581529,0.120000,0.100000,-0.034000,3.214569,6.294569
1.592900,0.121000,0.100000,-0.034000,3.214569,6.314569
1.602766,0.122000,0.100000,-0.034000,3.214569,6.334569
1.612927,0.123000,0.100000,-0.034000,3.214569,6.354569
1.623154,0.124000,0.100000,-0.034000,3.214569,6.374569
1.633476,0.125000,0.100000,-0.034000,3.214569,6.394569
1.643788,0.126000,0.100000,-0.034000,3.214569,6.414569
1.653900,0.127000,0.100000,-0.034000,3.214569,6.434569
1.663875,0.128000,0.100000,-0.034000,3.214569,6.454569
1.674195,0.129000,0.100000,-0.034000,3.214569,6.474569
1.684097,0.130000,0.100000,-0.034000,3.214569,6.494569
1.694236,0.131000,0.100000,-0.034000,3.214569,6.514569
1.704360,0.132000,0.100000,-0.034000,3.214569,6.534569
1.714448,0.133000,0.100000,-0.034000,3.214569,6.554569
1.724601,0.134000,0.100000,-0.034000,3.214569,6.574569
1.734720,0.135000,0.100000,-0.034000,3.214569,6.594569
1.744838,0.136000,0.100000,-0.034000,3.214569,6.614569
1.754929,0.137000,0.100000,-0.034000,3.214569,6.634569
1.765044,0.138000,0.100000,-0.034000,3.214569,6.654569
1.776669,0.139000,0.100000,-0.034000,3.214569,6.674569
1.787669,0.140000,0.100000,-0.034000,3.214569,6.694569
1.796741,0.141000,0.100000,-0.034000,3.214569,6.714569
1.806546,0.142000,0.100000,-0.034000,3.214569,6.734569
1.816995,0.143000,0.100000,-0.034000,3.214569,6.754569
1.827310,0.144000,0.100000,-0.034000,3.214569,6.774569
1.837506,0.145000,0.100000,-0.034000,3.214569,6.794569
1.847667,0.146000,0.100000,-0.034000,3.214569,6.814569
1.857908,0.147000,0.100000,-0.034000,3.214569,6.834569
1.868051,0.148000,0.100000,-0.034000,3.214569,6.854569
1.878348,0.149000,0.100000,-0.034000,3.214569,6.874569
1.888525,0.150000,0.100000,-0.034000,3.214569,6.894569
1.898473,0.151000,0.100000,-0.034000,3.214569,6.914569
1.908627,0.152000,0.100000,-0.034000,3.214569,6.934569
1.918746,0.153000,0.100000,-0.034000,3.214569,6.954569
1.929370,0.154000,0.100000,-0.034000,3.214569,6.974569
1.939880,0.155000,0.100000,-0.034000,3.214569,6.994569
1.949838,0.156000,0.100000,-0.034000,3.214569,7.014569
1.959962,0.157000,0.100000,-0.034000,3.214569,7.034569
1.969935,0.158000,0.100000,-0.034000,3.214569,7.054569
1.979974,0.159000,0.100000,-0.034000,3.214569,7.074569
1.990018,0.160000,0.100000,-0.034000,3.214569,7.094569
2.004013,0.161000,0.100000,-0.034000,3.214569,7.114569
2.011765,0.162000,0.100000,-0.034000,3.214569,7.134569
2.020800,0.163000,0.100000,-0.034000,3.214569,7.154569
2.031407,0.164000,0.100000,-0.034000,3.214569,7.174569
2.041816,0.165000,0.100000,-0.034000,3.214569,7.194569
