t_s,q_ref_target_rad,omega_ref_target_rad_s,q_target_rad,tau_ff_target_nm,tau_total_target_est_nm
0.000943,-0.034000,0.100000,-0.034000,3.214569,3.214569
0.014117,-0.033000,0.100000,-0.034000,3.214569,3.234569
0.024279,-0.032000,0.100000,-0.034000,3.214569,3.254569
0.034895,-0.031000,0.100000,-0.034000,3.214569,3.274569
0.044473,-0.030000,0.100000,-0.034000,3.214569,3.294569
0.055018,-0.029000,0.100000,-0.034000,3.214569,3.314569
0.065147,-0.028000,0.100000,-0.034000,3.214569,3.334569
0.078787,-0.027000,0.100000,-0.034000,3.214569,3.354569
0.085272,-0.026000,0.100000,-0.034000,3.214569,3.374569
0.094921,-0.025000,0.100000,-0.034000,3.214569,3.394569
0.105688,-0.024000,0.100000,-0.034000,3.214569,3.414569
0.116626,-0.023000,0.100000,-0.034000,3.214569,3.434569
0.126294,-0.022000,0.100000,-0.034000,3.214569,3.454569
0.136264,-0.021000,0.100000,-0.034000,3.214569,3.474569
0.146401,-0.020000,0.100000,-0.034000,3.214569,3.494569
0.156495,-0.019000,0.100000,-0.034000,3.214569,3.514569
0.166779,-0.018000,0.100000,-0.034000,3.214569,3.534569
0.179257,-0.017000,0.100000,-0.034000,3.214569,3.554569
0.189241,-0.016000,0.100000,-0.034000,3.214569,3.574569
0.199760,-0.015000,0.100000,-0.034000,3.214569,3.594569
0.209834,-0.014000,0.100000,-0.034000,3.214569,3.614569
0.220100,-0.013000,0.100000,-0.034000,3.214569,3.634569
0.229946,-0.012000,0.100000,-0.034000,3.214569,3.654569
0.239925,-0.011000,0.100000,-0.034000,3.214569,3.674569
0.250026,-0.010000,0.100000,-0.034000,3.214569,3.694569
0.262982,-0.009000,0.100000,-0.034000,3.214569,3.714569
0.270727,-0.008000,0.100000,-0.034000,3.214569,3.734569
0.282733,-0.007000,0.100000,-0.034000,3.214569,3.754569
0.291294,-0.006000,0.100000,-0.034000,3.214569,3.774569
0.302052,-0.005000,0.100000,-0.034000,3.214569,3.794569
0.312111,-0.004000,0.100000,-0.034000,3.214569,3.814569
0.322341,-0.003000,0.100000,-0.034000,3.214569,3.834569
0.332516,-0.002000,0.100000,-0.034000,3.214569,3.854569
0.342742,-0.001000,0.100000,-0.034000,3.214569,3.874569
0.352984,0.000000,0.100000,-0.034000,3.214569,3.894569
0.363111,0.001000,0.100000,-0.034000,3.214569,3.914569
0.373305,0.002000,0.100000,-0.034000,3.214569,3.934569
0.383558,0.003000,0.100000,0.000000,3.184591,3.244591
0.393842,0.004000,0.100000,0.010000,3.157328,3.037328
0.403706,0.005000,0.100000,0.010000,3.157735,3.057735
0.414146,0.006000,0.100000,0.010000,3.157735,3.077735
0.424330,0.007000,0.100000,0.010000,3.157735,3.097735
0.434325,0.008000,0.100000,0.010000,3.157735,3.117735
0.445136,0.009000,0.100000,0.010000,3.157735,3.137735
0.454543,0.010000,0.100000,0.010000,3.157735,3.157735
0.465108,0.011000,0.100000,0.010000,3.157735,3.177735
0.478698,0.012000,0.100000,0.010000,3.157735,3.197735
0.484763,0.013000,0.100000,0.010000,3.157735,3.217735
0.494931,0.014000,0.100000,0.010000,3.157735,3.237735
0.506477,0.015000,0.100000,-0.034000,3.206074,4.186074
0.515198,0.016000,0.100000,-0.034000,3.206074,4.206074
0.526723,0.017000,0.100000,-0.034000,3.208143,4.228143
0.535329,0.018000,0.100000,-0.034000,3.208143,4.248143
0.547883,0.019000,0.100000,-0.034000,3.208143,4.268143
0.558147,0.020000,0.100000,-0.034000,3.208143,4.288143
0.568451,0.021000,0.100000,-0.034000,3.208143,4.308143
0.578702,0.022000,0.100000,-0.034000,3.208143,4.328143
0.588548,0.023000,0.100000,-0.034000,3.208143,4.348143
0.598687,0.024000,0.100000,-0.034000,3.208143,4.368143
0.608806,0.025000,0.100000,-0.034000,3.208143,4.388143
0.618906,0.026000,0.100000,-0.034000,3.208143,4.408143
0.629033,0.027000,0.100000,-0.034000,3.208143,4.428143
0.639149,0.028000,0.100000,-0.034000,3.208143,4.448143
0.649285,0.029000,0.100000,-0.034000,3.208143,4.468143
0.659382,0.030000,0.100000,-0.034000,3.208143,4.488143
0.669507,0.031000,0.100000,-0.034000,3.208143,4.508143
0.679613,0.032000,0.100000,-0.034000,3.208143,4.528143
0.689752,0.033000,0.100000,-0.034000,3.208143,4.548143
0.701888,0.034000,0.100000,-0.034000,3.208143,4.568143
0.711146,0.035000,0.100000,-0.034000,3.208143,4.588143
0.721712,0.036000,0.100000,-0.034000,3.208143,4.608143
0.731017,0.037000,0.100000,-0.034000,3.208143,4.628143
0.740742,0.038000,0.100000,-0.034000,3.208143,4.648143
0.750649,0.039000,0.100000,-0.034000,3.208143,4.668143
0.762017,0.040000,0.100000,-0.034000,3.208143,4.688143
0.772287,0.041000,0.100000,-0.034000,3.208143,4.708143
0.782391,0.042000,0.100000,-0.034000,3.208143,4.728143
0.792591,0.043000,0.100000,-0.034000,3.208143,4.748143
0.803303,0.044000,0.100000,-0.034000,3.208143,4.768143
0.814049,0.045000,0.100000,-0.034000,3.208143,4.788143
0.824182,0.046000,0.100000,-0.034000,3.208143,4.808143
0.834774,0.047000,0.100000,-0.034000,3.208143,4.828143
0.844469,0.048000,0.100000,-0.034000,3.208143,4.848143
0.854886,0.049000,0.100000,-0.034000,3.208143,4.868143
0.865086,0.050000,0.100000,-0.034000,3.208143,4.888143
0.875886,0.051000,0.100000,-0.034000,3.208143,4.908143
0.885123,0.052000,0.100000,-0.034000,3.208143,4.928143
0.896160,0.053000,0.100000,-0.034000,3.208143,4.948143
0.905469,0.054000,0.100000,-0.034000,3.208143,4.968143
0.916857,0.055000,0.100000,-0.034000,3.208143,4.988143
0.925608,0.056000,0.100000,-0.034000,3.214569,5.014569
0.937744,0.057000,0.100000,-0.034000,3.214569,5.034569
0.947622,0.058000,0.100000,-0.034000,3.214569,5.054569
0.956674,0.059000,0.100000,-0.034000,3.214569,5.074569
0.967119,0.060000,0.100000,-0.034000,3.214569,5.094569
