time_s,tau_cmd_j1,tau_cmd_j2,tau_cmd_j3,tau_cmd_j4,tau_cmd_j5,tau_cmd_j6,tau_meas_j1,tau_meas_j2,tau_meas_j3,tau_meas_j4,tau_meas_j5,tau_meas_j6
0.0038258712738752365,-6.071532165918825e-18,1.606615314517414,-1.4005373683960953,0.05303986153299073,-0.5348775571895863,3.1967273285819636e-06,0.00945,0.007087499999999999,0.0,-0.002683632,0.002683632,-0.002683632
0.01383042149245739,-6.071532165918825e-18,1.606615314517414,-1.4005373683960953,0.05303986153299073,-0.5348775571895863,3.1967273285819636e-06,0.0,0.007087499999999999,0.004725,0.003067008,0.000766752,-0.000383376
0.025298185646533966,-4.7704895589362195e-18,1.6063096077662775,-1.400571183471879,0.052836869124112104,-0.5350282332829155,3.1964528375605737e-06,0.04725,1.2143249999999999,-1.0347749999999998,0.0065173919999999995,-0.123447072,0.009967776
0.03430595248937607,-9.540979117872439e-18,1.6064919327650797,-1.4003888584730768,0.05262906476746439,-0.5353463237344351,3.1954970945429706e-06,0.0590625,1.6655624999999998,-1.0347749999999998,0.008434272,-0.123447072,0.011117904000000001
0.0437749158591032,-9.540979117872439e-18,1.6064919327650797,-1.4003888584730768,0.05262906476746439,-0.5353463237344351,3.1954970945429706e-06,0.0543375,1.4718375,-1.4812874999999999,0.008817648,-0.11271254400000001,0.010734528
0.05582548305392265,-2.6020852139652106e-18,1.6060019518457396,-1.4006039408365247,0.05284472962649876,-0.5349750059552261,3.2071767465048576e-06,0.0401625,1.5379875,-1.3182749999999999,0.013801536,-0.141465744,0.009967776
0.06435146741569042,-2.6020852139652106e-18,1.6060019518457396,-1.4006039408365247,0.05284472962649876,-0.5349750059552261,3.2071767465048576e-06,0.05669999999999999,1.5379875,-1.31355,0.011117904000000001,-0.11309591999999999,0.017251919999999997
0.07515144348144531,-2.6020852139652106e-18,1.6060019518457396,-1.4006039408365247,0.05284472962649876,-0.5349750059552261,3.2071767465048576e-06,0.0543375,1.431675,-1.323,0.012651408,-0.10696190400000001,0.013418160000000002
0.0865316390991211,-2.6020852139652106e-18,1.6060019518457396,-1.4006039408365247,0.05284472962649876,-0.5349750059552261,3.2071767465048576e-06,0.0590625,1.450575,-1.3064624999999999,0.012651408,-0.11577955199999998,0.012651408
0.09966929629445076,-2.6020852139652106e-18,1.6060019518457396,-1.4006039408365247,0.05284472962649876,-0.5349750059552261,3.2071767465048576e-06,0.06614999999999999,1.4175,-1.3182749999999999,0.010351151999999999,-0.114246048,0.01150128
0.10732788033783436,-2.6020852139652106e-18,1.6060019518457396,-1.4006039408365247,0.05284472962649876,-0.5349750059552261,3.2071767465048576e-06,0.0543375,1.4340374999999999,-1.3111875,0.010351151999999999,-0.11271254400000001,0.01150128
0.1171150952577591,-2.6020852139652106e-18,1.6060019518457396,-1.4006039408365247,0.05284472962649876,-0.5349750059552261,3.2071767465048576e-06,0.0590625,1.4364,-1.3300874999999999,0.009967776,-0.113479296,0.013034783999999999
0.12899195961654186,-2.6020852139652106e-18,1.6060019518457396,-1.4006039408365247,0.05284472962649876,-0.5349750059552261,3.2071767465048576e-06,0.07087500000000001,1.4671125,-1.3064624999999999,0.014184912,-0.11117903999999998,0.009967776
0.14035915583372116,-2.6020852139652106e-18,1.6060019518457396,-1.4006039408365247,0.05284472962649876,-0.5349750059552261,3.2071767465048576e-06,0.06851249999999999,1.4434875,-1.3300874999999999,0.012651408,-0.11194579200000002,0.014951664
0.1506678070873022,-2.6020852139652106e-18,1.6060019518457396,-1.4006039408365247,0.05284472962649876,-0.5349750059552261,3.2071767465048576e-06,0.05197499999999999,1.431675,-1.3206375,0.013034783999999999,-0.113479296,0.013034783999999999
0.15873209200799465,-2.6020852139652106e-18,1.6060019518457396,-1.4006039408365247,0.05284472962649876,-0.5349750059552261,3.2071767465048576e-06,0.05197499999999999,1.4293125,-1.3206375,0.013801536,-0.113862672,0.013034783999999999
0.17149920761585236,-2.6020852139652106e-18,1.6060019518457396,-1.4006039408365247,0.05284472962649876,-0.5349750059552261,3.2071767465048576e-06,0.0637875,1.431675,-1.3111875,0.018018672,-0.109645536,0.009201023999999999
0.18048933148384094,-2.6020852139652106e-18,1.6060019518457396,-1.4006039408365247,0.05284472962649876,-0.5349750059552261,3.2071767465048576e-06,0.05197499999999999,1.4340374999999999,-1.3253625,0.015335039999999998,-0.11731305600000001,0.009201023999999999
0.1889822594821453,-2.6020852139652106e-18,1.6060019518457396,-1.4006039408365247,0.05284472962649876,-0.5349750059552261,3.2071767465048576e-06,0.0732375,1.4553,-1.31355,0.014951664,-0.113479296,0.011884656
0.20078042522072792,-2.6020852139652106e-18,1.6060019518457396,-1.4006039408365247,0.05284472962649876,-0.5349750059552261,3.2071767465048576e-06,0.0637875,1.4364,-1.3182749999999999,0.018402047999999997,-0.113862672,0.010351151999999999
0.2102561816573143,-2.6020852139652106e-18,1.6060019518457396,-1.4006039408365247,0.05284472962649876,-0.5349750059552261,3.2071767465048576e-06,0.061425,1.450575,-1.3182749999999999,0.016101792,-0.113862672,0.010734528
0.2217868957668543,-2.6020852139652106e-18,1.6060019518457396,-1.4006039408365247,0.05284472962649876,-0.5349750059552261,3.2071767465048576e-06,0.05669999999999999,1.4198625,-1.31355,0.012268032,-0.11232916800000001,0.012268032
0.2314307987689972,-2.6020852139652106e-18,1.6060019518457396,-1.4006039408365247,0.05284472962649876,-0.5349750059552261,3.2071767465048576e-06,0.06851249999999999,1.441125,-1.3253625,0.014568287999999999,-0.113479296,0.0095844
0.24167941883206367,-2.6020852139652106e-18,1.6060019518457396,-1.4006039408365247,0.05284472962649876,-0.5349750059552261,3.2071767465048576e-06,0.061425,1.4458499999999999,-1.31355,0.013418160000000002,-0.11194579200000002,0.014568287999999999
0.25388187915086746,-2.6020852139652106e-18,1.6060019518457396,-1.4006039408365247,0.05284472962649876,-0.5349750059552261,3.2071767465048576e-06,0.06851249999999999,1.441125,-1.323,0.010351151999999999,-0.11271254400000001,0.014184912
0.2611477840691805,-2.6020852139652106e-18,1.6060019518457396,-1.4006039408365247,0.05284472962649876,-0.5349750059552261,3.2071767465048576e-06,0.06851249999999999,1.450575,-1.323,0.013034783999999999,-0.113862672,0.014568287999999999
0.2704451885074377,-2.6020852139652106e-18,1.6060019518457396,-1.4006039408365247,0.05284472962649876,-0.5349750059552261,3.2071767465048576e-06,0.0826875,1.4553,-1.3064624999999999,0.008434272,-0.11309591999999999,0.012651408
0.28142678551375866,-2.6020852139652106e-18,1.6060019518457396,-1.4006039408365247,0.05284472962649876,-0.5349750059552261,3.2071767465048576e-06,0.07087500000000001,1.42695,-1.3182749999999999,0.01150128,-0.10887878399999999,0.013418160000000002
0.29054947569966316,-2.6020852139652106e-18,1.6060019518457396,-1.4006039408365247,0.05284472962649876,-0.5349750059552261,3.2071767465048576e-06,0.06851249999999999,1.4387625,-1.3159125,0.004600511999999999,-0.104661648,0.013418160000000002
0.30056492425501347,-2.6020852139652106e-18,1.6060019518457396,-1.4006039408365247,0.05284472962649876,-0.5349750059552261,3.2071767465048576e-06,0.0590625,1.4458499999999999,-1.3064624999999999,-0.008434272,-0.097377504,0.013034783999999999
0.3107307683676481,-2.6020852139652106e-18,1.6060019518457396,-1.4006039408365247,0.05284472962649876,-0.5349750059552261,3.2071767465048576e-06,0.05197499999999999,1.4434875,-1.3206375,0.005367264,-0.104661648,0.012651408
0.3233681507408619,-2.6020852139652106e-18,1.6060019518457396,-1.4006039408365247,0.05284472962649876,-0.5349750059552261,3.2071767465048576e-06,0.0496125,1.4434875,-1.31355,0.016485168,-0.11309591999999999,0.008817648
0.33469512313604355,-7.806255641895632e-18,1.6060028988870305,-1.4006029937952333,0.053055608415068956,-0.5347711217608813,3.21817091858444e-06,0.0637875,1.4434875,-1.3159125,0.021852431999999998,-0.11194579200000002,0.010734528
0.34270880557596684,-7.806255641895632e-18,1.6060028988870305,-1.4006029937952333,0.053055608415068956,-0.5347711217608813,3.21817091858444e-06,0.07087500000000001,1.4434875,-1.31355,0.016868544,-0.113479296,0.014568287999999999
0.355205237865448,-7.806255641895632e-18,1.6060028988870305,-1.4006029937952333,0.053055608415068956,-0.5347711217608813,3.21817091858444e-06,0.0756,1.4293125,-1.3300874999999999,0.014568287999999999,-0.11117903999999998,0.013801536
0.36251676827669144,-7.806255641895632e-18,1.6060028988870305,-1.4006029937952333,0.053055608415068956,-0.5347711217608813,3.21817091858444e-06,0.06614999999999999,1.4340374999999999,-1.3111875,0.011884656,-0.11117903999999998,0.012651408
0.37329817563295364,-2.6020852139652106e-18,1.6060019518457396,-1.4006039408365247,0.05284472962649876,-0.5349750059552261,3.2071767465048576e-06,0.06614999999999999,1.4529375,-1.3159125,0.019935552,-0.11271254400000001,0.014184912
0.38456862047314644,-2.6020852139652106e-18,1.6060019518457396,-1.4006039408365247,0.05284472962649876,-0.5349750059552261,3.2071767465048576e-06,0.07087500000000001,1.4198625,-1.3206375,0.010351151999999999,-0.11232916800000001,0.010734528
0.3942966591566801,-2.6020852139652106e-18,1.6060019518457396,-1.4006039408365247,0.05284472962649876,-0.5349750059552261,3.2071767465048576e-06,0.061425,1.450575,-1.3159125,0.012651408,-0.11232916800000001,0.009967776
0.4038212541490793,-2.6020852139652106e-18,1.6060019518457396,-1.4006039408365247,0.05284472962649876,-0.5349750059552261,3.2071767465048576e-06,0.061425,1.4293125,-1.308825,0.010351151999999999,-0.095460624,0.013034783999999999
0.41600275598466396,-2.6020852139652106e-18,1.6060019518457396,-1.4006039408365247,0.05284472962649876,-0.5349750059552261,3.2071767465048576e-06,0.0543375,1.42695,-1.3206375,0.016101792,-0.10926216,0.010351151999999999
0.42598801478743553,-2.6020852139652106e-18,1.6060019518457396,-1.4006039408365247,0.05284472962649876,-0.5349750059552261,3.2071767465048576e-06,0.0637875,1.4434875,-1.3041,0.012651408,-0.11271254400000001,0.011117904000000001
0.4363864343613386,-2.6020852139652106e-18,1.6060019518457396,-1.4006039408365247,0.05284472962649876,-0.5349750059552261,3.2071767465048576e-06,0.06614999999999999,1.441125,-1.3206375,0.010351151999999999,-0.11117903999999998,0.013034783999999999
0.445109685882926,-2.6020852139652106e-18,1.6060019518457396,-1.4006039408365247,0.05284472962649876,-0.5349750059552261,3.2071767465048576e-06,0.06614999999999999,1.431675,-1.3253625,0.010351151999999999,-0.11309591999999999,0.010734528
0.4554079193621874,-2.6020852139652106e-18,1.6060019518457396,-1.4006039408365247,0.05284472962649876,-0.5349750059552261,3.2071767465048576e-06,0.08505,1.4387625,-1.3300874999999999,0.011117904000000001,-0.11271254400000001,0.012268032
0.46612244844436646,-2.6020852139652106e-18,1.6060019518457396,-1.4006039408365247,0.05284472962649876,-0.5349750059552261,3.2071767465048576e-06,0.0756,1.431675,-1.3442625,0.01150128,-0.11194579200000002,0.011884656
0.4763091392815113,-2.6020852139652106e-18,1.6060019518457396,-1.4006039408365247,0.05284472962649876,-0.5349750059552261,3.2071767465048576e-06,0.0637875,1.450575,-1.3182749999999999,0.01150128,-0.114246048,0.012268032
0.48961495608091354,-2.6020852139652106e-18,1.6060019518457396,-1.4006039408365247,0.05284472962649876,-0.5349750059552261,3.2071767465048576e-06,0.05669999999999999,1.4482125,-1.323,0.009201023999999999,-0.11271254400000001,0.013418160000000002
0.4966877866536379,-2.6020852139652106e-18,1.6060019518457396,-1.4006039408365247,0.05284472962649876,-0.5349750059552261,3.2071767465048576e-06,0.061425,1.4482125,-1.327725,0.012651408,-0.11462942400000001,0.013418160000000002
0.5057191047817469,-2.6020852139652106e-18,1.6060019518457396,-1.4006039408365247,0.05284472962649876,-0.5349750059552261,3.2071767465048576e-06,0.0732375,1.4529375,-1.3182749999999999,0.0095844,-0.110412288,0.014568287999999999
0.5157037992030382,-2.6020852139652106e-18,1.6060019518457396,-1.4006039408365247,0.05284472962649876,-0.5349750059552261,3.2071767465048576e-06,0.0496125,1.4434875,-1.3253625,0.012651408,-0.107728656,0.0
