t_s,phase,q_ref_target_rad,omega_ref_target_rad_s,q_target_rad,tau_ff_target_nm,tau_total_target_est_nm,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,tau_ff_1_nm,tau_ff_2_nm,tau_ff_3_nm,tau_ff_4_nm,tau_ff_5_nm,tau_ff_6_nm
0.190089,const_vel,0.029000,0.100000,-0.034000,2.712405,3.027405,0.001000,-0.034000,0.033000,0.131000,0.012000,0.055000,0.000000,2.712405,-4.806101,-0.001507,-0.912911,0.008065
0.200218,const_vel,0.030000,0.100000,-0.034000,2.712405,3.032405,0.001000,-0.034000,0.033000,0.131000,0.012000,0.055000,0.000000,2.712405,-4.806101,-0.001507,-0.912911,0.008065
0.210096,const_vel,0.031000,0.100000,-0.034000,2.712405,3.037405,0.001000,-0.034000,0.033000,0.131000,0.012000,0.055000,0.000000,2.712405,-4.806101,-0.001507,-0.912911,0.008065
0.220104,const_vel,0.032000,0.100000,-0.034000,2.712405,3.042405,0.001000,-0.034000,0.033000,0.131000,0.012000,0.055000,0.000000,2.712405,-4.806101,-0.001507,-0.912911,0.008065
0.230098,const_vel,0.033000,0.100000,-0.034000,2.712405,3.047405,0.001000,-0.034000,0.033000,0.131000,0.012000,0.055000,0.000000,2.712405,-4.806101,-0.001507,-0.912911,0.008065
0.240133,const_vel,0.034000,0.100000,-0.034000,2.712405,3.052405,0.001000,-0.034000,0.033000,0.131000,0.012000,0.055000,0.000000,2.712405,-4.806101,-0.001507,-0.912911,0.008065
0.251025,const_vel,0.035000,0.100000,-0.034000,2.712405,3.057405,0.001000,-0.034000,0.033000,0.131000,0.012000,0.055000,0.000000,2.712405,-4.806101,-0.001507,-0.912911,0.008065
0.261325,const_vel,0.036000,0.100000,-0.034000,2.712405,3.062405,0.001000,-0.034000,0.033000,0.131000,0.012000,0.055000,0.000000,2.712405,-4.806101,-0.001507,-0.912911,0.008065
0.270138,const_vel,0.037000,0.100000,-0.034000,2.712405,3.067405,0.001000,-0.034000,0.033000,0.131000,0.012000,0.055000,0.000000,2.712405,-4.806101,-0.001507,-0.912911,0.008065
0.280091,const_vel,0.038000,0.100000,-0.034000,2.712405,3.072405,0.001000,-0.034000,0.033000,0.131000,0.012000,0.055000,0.000000,2.712405,-4.806101,-0.001507,-0.912911,0.008065
0.290256,const_vel,0.039000,0.100000,-0.034000,2.712405,3.077405,0.001000,-0.034000,0.033000,0.131000,0.012000,0.055000,0.000000,2.712405,-4.806101,-0.001507,-0.912911,0.008065
0.300209,const_vel,0.040000,0.100000,-0.034000,2.712405,3.082405,0.001000,-0.034000,0.033000,0.131000,0.012000,0.055000,0.000000,2.712405,-4.806101,-0.001507,-0.912911,0.008065
0.310103,const_vel,0.041000,0.100000,-0.034000,2.712405,3.087405,0.001000,-0.034000,0.033000,0.131000,0.012000,0.055000,0.000000,2.712405,-4.806101,-0.001507,-0.912911,0.008065
0.320252,const_vel,0.042000,0.100000,-0.034000,2.712405,3.092405,0.001000,-0.034000,0.033000,0.131000,0.012000,0.055000,0.000000,2.712405,-4.806101,-0.001507,-0.912911,0.008065
0.330298,const_vel,0.043000,0.100000,-0.034000,2.712405,3.097405,0.001000,-0.034000,0.033000,0.131000,0.012000,0.055000,0.000000,2.712405,-4.806101,-0.001507,-0.912911,0.008065
0.340228,const_vel,0.044000,0.100000,-0.034000,2.712405,3.102405,0.001000,-0.034000,0.033000,0.131000,0.012000,0.055000,0.000000,2.712405,-4.806101,-0.001507,-0.912911,0.008065
0.350162,const_vel,0.045000,0.100000,-0.034000,2.712405,3.107405,0.001000,-0.034000,0.033000,0.131000,0.012000,0.055000,0.000000,2.712405,-4.806101,-0.001507,-0.912911,0.008065
0.360126,const_vel,0.046000,0.100000,-0.034000,2.712405,3.112405,0.001000,-0.034000,0.033000,0.131000,0.012000,0.055000,0.000000,2.712405,-4.806101,-0.001507,-0.912911,0.008065
0.370299,const_vel,0.047000,0.100000,-0.034000,2.712405,3.117405,0.001000,-0.034000,0.033000,0.131000,0.012000,0.055000,0.000000,2.712405,-4.806101,-0.001507,-0.912911,0.008065
0.380286,const_vel,0.048000,0.100000,-0.034000,2.712405,3.122405,0.001000,-0.034000,0.033000,0.131000,0.012000,0.055000,0.000000,2.712405,-4.806101,-0.001507,-0.912911,0.008065
0.390246,const_vel,0.049000,0.100000,-0.034000,2.712405,3.127405,0.001000,-0.034000,0.033000,0.131000,0.012000,0.055000,0.000000,2.712405,-4.806101,-0.001507,-0.912911,0.008065
0.400092,const_vel,0.050000,0.100000,-0.034000,2.712405,3.132405,0.001000,-0.034000,0.033000,0.131000,0.012000,0.055000,0.000000,2.712405,-4.806101,-0.001507,-0.912911,0.008065
0.410298,const_vel,0.051000,0.100000,-0.034000,2.712405,3.137405,0.001000,-0.034000,0.033000,0.131000,0.012000,0.055000,0.000000,2.712405,-4.806101,-0.001507,-0.912911,0.008065
0.420322,const_vel,0.052000,0.100000,-0.034000,2.712405,3.142405,0.001000,-0.034000,0.033000,0.131000,0.012000,0.055000,0.000000,2.712405,-4.806101,-0.001507,-0.912911,0.008065
0.430235,const_vel,0.053000,0.100000,-0.034000,2.712405,3.147405,0.001000,-0.034000,0.033000,0.131000,0.012000,0.055000,0.000000,2.712405,-4.806101,-0.001507,-0.912911,0.008065
0.440123,const_vel,0.054000,0.100000,-0.034000,2.712405,3.152405,0.001000,-0.034000,0.033000,0.131000,0.012000,0.055000,0.000000,2.712405,-4.806101,-0.001507,-0.912911,0.008065
0.450219,const_vel,0.055000,0.100000,-0.034000,2.712405,3.157405,0.001000,-0.034000,0.033000,0.131000,0.012000,0.055000,0.000000,2.712405,-4.806101,-0.001507,-0.912911,0.008065
0.460249,const_vel,0.056000,0.100000,-0.034000,2.712405,3.162405,0.001000,-0.034000,0.033000,0.131000,0.012000,0.055000,0.000000,2.712405,-4.806101,-0.001507,-0.912911,0.008065
0.470087,const_vel,0.057000,0.100000,-0.034000,2.712405,3.167405,0.001000,-0.034000,0.033000,0.131000,0.012000,0.055000,0.000000,2.712405,-4.806101,-0.001507,-0.912911,0.008065
0.480544,const_vel,0.058000,0.100000,-0.034000,2.712405,3.172405,0.001000,-0.034000,0.033000,0.131000,0.012000,0.055000,0.000000,2.712405,-4.806101,-0.001507,-0.912911,0.008065
0.490055,const_vel,0.059000,0.100000,-0.034000,2.712405,3.177405,0.001000,-0.034000,0.033000,0.131000,0.012000,0.055000,0.000000,2.712405,-4.806101,-0.001507,-0.912911,0.008065
0.500075,const_vel,0.060000,0.100000,-0.034000,2.712405,3.182405,0.001000,-0.034000,0.033000,0.131000,0.012000,0.055000,0.000000,2.712405,-4.806101,-0.001507,-0.912911,0.008065
0.510209,const_vel,0.061000,0.100000,-0.034000,2.712405,3.187405,0.001000,-0.034000,0.033000,0.131000,0.012000,0.055000,0.000000,2.712405,-4.806101,-0.001507,-0.912911,0.008065
0.520058,const_vel,0.062000,0.100000,-0.034000,2.712405,3.192405,0.001000,-0.034000,0.033000,0.131000,0.012000,0.055000,0.000000,2.712405,-4.806101,-0.001507,-0.912911,0.008065
0.530115,const_vel,0.063000,0.100000,-0.034000,2.755325,3.240325,0.001000,-0.034000,0.033000,0.131000,0.352000,-0.401000,-0.000000,2.755325,-4.763181,0.019030,-0.870596,-0.010433
0.541131,const_vel,0.064000,0.100000,-0.034000,2.755283,3.245283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
0.550116,const_vel,0.065000,0.100000,-0.034000,2.755283,3.250283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
0.560294,const_vel,0.066000,0.100000,-0.034000,2.755283,3.255283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
0.570167,const_vel,0.067000,0.100000,-0.034000,2.755283,3.260283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
0.580063,const_vel,0.068000,0.100000,-0.034000,2.755283,3.265283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
0.590165,const_vel,0.069000,0.100000,-0.034000,2.755283,3.270283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
0.600205,const_vel,0.070000,0.100000,-0.034000,2.755283,3.275283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
0.610241,const_vel,0.071000,0.100000,-0.034000,2.755283,3.280283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
0.620098,const_vel,0.072000,0.100000,-0.034000,2.755283,3.285283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
0.630086,const_vel,0.073000,0.100000,-0.034000,2.755283,3.290283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
0.640094,const_vel,0.074000,0.100000,-0.034000,2.755283,3.295283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
0.650216,const_vel,0.075000,0.100000,-0.034000,2.755283,3.300283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
0.660231,const_vel,0.076000,0.100000,-0.034000,2.755283,3.305283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
0.670232,const_vel,0.077000,0.100000,-0.034000,2.755283,3.310283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
0.680222,const_vel,0.078000,0.100000,-0.034000,2.755283,3.315283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
0.690198,const_vel,0.079000,0.100000,-0.034000,2.755283,3.320283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
0.700110,const_vel,0.080000,0.100000,-0.034000,2.755283,3.325283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
0.710159,const_vel,0.081000,0.100000,-0.034000,2.755283,3.330283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
0.720245,const_vel,0.082000,0.100000,-0.034000,2.755283,3.335283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
0.730201,const_vel,0.083000,0.100000,-0.034000,2.755283,3.340283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
0.740135,const_vel,0.084000,0.100000,-0.034000,2.755283,3.345283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
0.750093,const_vel,0.085000,0.100000,-0.034000,2.755283,3.350283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
0.760220,const_vel,0.086000,0.100000,-0.034000,2.755283,3.355283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
0.770063,const_vel,0.087000,0.100000,-0.034000,2.755283,3.360283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
0.780072,const_vel,0.088000,0.100000,-0.034000,2.755283,3.365283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
0.790608,const_vel,0.089000,0.100000,-0.034000,2.755283,3.370283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
0.800145,const_vel,0.090000,0.100000,-0.034000,2.755283,3.375283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
0.810076,const_vel,0.091000,0.100000,-0.034000,2.755283,3.380283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
0.820097,const_vel,0.092000,0.100000,-0.034000,2.755283,3.385283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
0.830108,const_vel,0.093000,0.100000,-0.034000,2.755283,3.390283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
0.840193,const_vel,0.094000,0.100000,-0.034000,2.755283,3.395283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
0.850663,const_vel,0.095000,0.100000,-0.034000,2.755283,3.400283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
0.860086,const_vel,0.096000,0.100000,-0.034000,2.755283,3.405283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
0.870066,const_vel,0.097000,0.100000,-0.034000,2.755283,3.410283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
0.880070,const_vel,0.098000,0.100000,-0.034000,2.755283,3.415283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
0.890120,const_vel,0.099000,0.100000,-0.034000,2.755283,3.420283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
0.900128,const_vel,0.100000,0.100000,-0.034000,2.755283,3.425283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
0.910147,const_vel,0.101000,0.100000,-0.034000,2.755283,3.430283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
0.920124,const_vel,0.102000,0.100000,-0.034000,2.755283,3.435283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
0.930435,const_vel,0.103000,0.100000,-0.034000,2.755283,3.440283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
0.940177,const_vel,0.104000,0.100000,-0.034000,2.755283,3.445283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
0.950070,const_vel,0.105000,0.100000,-0.034000,2.755283,3.450283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
0.960123,const_vel,0.106000,0.100000,-0.034000,2.755283,3.455283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
0.970235,const_vel,0.107000,0.100000,-0.034000,2.755283,3.460283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
0.980219,const_vel,0.108000,0.100000,-0.034000,2.755283,3.465283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
0.990078,const_vel,0.109000,0.100000,-0.034000,2.755283,3.470283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
1.000123,const_vel,0.110000,0.100000,-0.034000,2.755283,3.475283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
1.010140,const_vel,0.111000,0.100000,-0.034000,2.755283,3.480283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
1.020097,const_vel,0.112000,0.100000,-0.034000,2.755283,3.485283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
1.030076,const_vel,0.113000,0.100000,-0.034000,2.755283,3.490283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
1.040309,const_vel,0.114000,0.100000,-0.034000,2.755283,3.495283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
1.051096,const_vel,0.115000,0.100000,-0.034000,2.755283,3.500283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
1.060072,const_vel,0.116000,0.100000,-0.034000,2.755283,3.505283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
1.070234,const_vel,0.117000,0.100000,-0.034000,2.755283,3.510283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
1.080200,const_vel,0.118000,0.100000,-0.034000,2.755283,3.515283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
1.090206,const_vel,0.119000,0.100000,-0.034000,2.755283,3.520283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
1.100232,const_vel,0.120000,0.100000,-0.034000,2.755283,3.525283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
1.110079,const_vel,0.121000,0.100000,-0.034000,2.755283,3.530283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
1.120235,const_vel,0.122000,0.100000,-0.034000,2.755283,3.535283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
1.131164,const_vel,0.123000,0.100000,-0.034000,2.755283,3.540283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
1.140179,const_vel,0.124000,0.100000,-0.034000,2.755283,3.545283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
1.150080,const_vel,0.125000,0.100000,-0.034000,2.755283,3.550283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
1.160181,const_vel,0.126000,0.100000,-0.034000,2.755283,3.555283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
1.170128,const_vel,0.127000,0.100000,-0.034000,2.755283,3.560283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
1.180252,const_vel,0.128000,0.100000,-0.034000,2.755283,3.565283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
1.190078,const_vel,0.129000,0.100000,-0.034000,2.755283,3.570283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
1.200225,const_vel,0.130000,0.100000,-0.034000,2.755283,3.575283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
1.210176,const_vel,0.131000,0.100000,-0.034000,2.755283,3.580283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
1.220159,const_vel,0.132000,0.100000,-0.034000,2.755283,3.585283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
1.231157,const_vel,0.133000,0.100000,-0.034000,2.755283,3.590283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
1.240145,const_vel,0.134000,0.100000,-0.034000,2.755283,3.595283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
1.250154,const_vel,0.135000,0.100000,-0.034000,2.755283,3.600283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
1.260907,const_vel,0.136000,0.100000,-0.034000,2.755283,3.605283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
1.271066,const_vel,0.137000,0.100000,-0.034000,2.755283,3.610283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
1.280152,const_vel,0.138000,0.100000,-0.034000,2.755283,3.615283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
1.290204,const_vel,0.139000,0.100000,-0.034000,2.755283,3.620283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
1.300208,const_vel,0.140000,0.100000,-0.034000,2.755283,3.625283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
1.310984,const_vel,0.141000,0.100000,-0.034000,2.755283,3.630283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
1.320187,const_vel,0.142000,0.100000,-0.034000,2.755283,3.635283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
1.330222,const_vel,0.143000,0.100000,-0.034000,2.755283,3.640283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
1.340132,const_vel,0.144000,0.100000,-0.034000,2.755283,3.645283,0.001000,-0.034000,0.033000,0.062000,0.352000,-0.401000,0.000000,2.755283,-4.763222,-0.005459,-0.876222,-0.013198
