t_s,q_ref_target_rad,omega_ref_target_rad_s,q_target_rad,qd_target_rad_s,tau_ff_target_nm,tau_pd_target_nm,tau_total_target_model_nm,tau_total_target_actual_nm
0.674542,0.206500,0.100000,0.181000,0.000000,2.935444,1.546463,4.481907,2.240953
0.679613,0.207000,0.100000,0.181000,0.000000,2.935444,1.573730,4.509174,2.254587
0.685146,0.207500,0.100000,0.181000,0.006000,2.935446,1.591647,4.527093,2.263547
0.690174,0.208000,0.100000,0.181000,0.000000,2.935447,1.628262,4.563709,2.281855
0.695079,0.208500,0.100000,0.181000,0.000000,2.935447,1.655530,4.590977,2.295488
0.700442,0.209000,0.100000,0.181000,0.000000,2.935447,1.682798,4.618244,2.309122
0.705270,0.209500,0.100000,0.181000,0.000000,2.935447,1.710065,4.645512,2.322756
0.710335,0.210000,0.100000,0.181000,0.001000,2.935447,1.735775,4.671221,2.335611
0.715600,0.210500,0.100000,0.181000,0.001000,2.935447,1.763042,4.698489,2.349244
0.720448,0.211000,0.100000,0.181000,0.000000,2.935447,1.791868,4.727315,2.363657
0.725560,0.211500,0.100000,0.181000,0.000000,2.935447,1.819135,4.754582,2.377291
0.734321,0.212000,0.100000,0.181000,0.000000,2.935447,1.846403,4.781850,2.390925
0.736055,0.212500,0.100000,0.181000,0.000000,2.935447,1.873670,4.809117,2.404559
0.741465,0.213000,0.100000,0.181000,0.011000,2.935447,1.883798,4.819245,2.409623
0.746604,0.213500,0.100000,0.182000,0.053000,2.933813,1.791089,4.724902,2.362451
0.754829,0.214000,0.100000,0.182000,0.053000,2.933813,1.818356,4.752170,2.376085
0.759613,0.214500,0.100000,0.183000,0.107000,2.932177,1.706949,4.639126,2.319563
0.764784,0.215000,0.100000,0.183000,0.107000,2.932177,1.734216,4.666393,2.333197
0.770512,0.215500,0.100000,0.184000,0.154000,2.930538,1.633716,4.564253,2.282127
0.775375,0.216000,0.100000,0.185000,0.130000,2.928895,1.643844,4.572739,2.286370
0.780459,0.216500,0.100000,0.186000,0.229000,2.927250,1.462320,4.389570,2.194785
0.785828,0.217000,0.100000,0.186000,0.229000,2.927250,1.489587,4.416837,2.208419
0.790681,0.217500,0.100000,0.188000,0.245000,2.923951,1.382854,4.306805,2.153403
0.798818,0.218000,0.100000,0.190000,0.266000,2.920640,1.268331,4.188970,2.094485
0.801205,0.218500,0.100000,0.190000,0.266000,2.920640,1.295598,4.216238,2.108119
0.809193,0.219000,0.100000,0.193000,0.230000,2.915651,1.215354,4.131005,2.065503
0.814428,0.219500,0.100000,0.195000,0.290000,2.912311,1.040062,3.952374,1.976187
0.819289,0.220000,0.100000,0.195000,0.290000,2.912311,1.067330,3.979641,1.989821
0.824901,0.220500,0.100000,0.198000,0.365000,2.907279,0.814131,3.721410,1.860705
0.829955,0.221000,0.100000,0.200000,0.325000,2.903910,0.794654,3.698564,1.849282
0.835318,0.221500,0.100000,0.200000,0.325000,2.903910,0.821922,3.725832,1.862916
0.840358,0.222000,0.100000,0.202000,0.263000,2.900529,0.836724,3.737253,1.868627
0.845402,0.222500,0.100000,0.204000,0.265000,2.897137,0.751805,3.648942,1.824471
0.850537,0.223000,0.100000,0.205000,0.242000,2.895436,0.760375,3.655811,1.827906
0.855606,0.223500,0.100000,0.205000,0.242000,2.895436,0.787643,3.683079,1.841539
0.861861,0.224000,0.100000,0.208000,0.305000,2.890317,0.553142,3.443459,1.721729
0.865918,0.224500,0.100000,0.210000,0.335000,2.886890,0.424595,3.311485,1.655742
0.871301,0.225000,0.100000,0.210000,0.335000,2.886890,0.451862,3.338752,1.669376
0.876920,0.225500,0.100000,0.212000,0.229000,2.883451,0.535223,3.418674,1.709337
0.884063,0.226000,0.100000,0.213000,0.205000,2.881727,0.545351,3.427078,1.713539
0.887947,0.226500,0.100000,0.214000,0.195000,2.880001,0.533665,3.413666,1.706833
0.895088,0.227000,0.100000,0.215000,0.172000,2.878271,0.542235,3.420506,1.710253
0.899985,0.227500,0.100000,0.216000,0.140000,2.876539,0.564828,3.441367,1.720683
0.905664,0.228000,0.100000,0.216000,0.140000,2.876539,0.592095,3.468634,1.734317
0.910421,0.228500,0.100000,0.218000,0.178000,2.873066,0.451083,3.324149,1.662074
0.915669,0.229000,0.100000,0.219000,0.172000,2.871325,0.433165,3.304489,1.652245
0.920961,0.229500,0.100000,0.220000,0.126000,2.869581,0.477572,3.347153,1.673576
0.926173,0.230000,0.100000,0.220000,0.126000,2.869581,0.504839,3.374420,1.687210
0.931118,0.230500,0.100000,0.220000,0.100000,2.869581,0.572619,3.442200,1.721100
0.936733,0.231000,0.100000,0.221000,0.037000,2.867834,0.643514,3.511349,1.755674
0.944371,0.231500,0.100000,0.221000,0.026000,2.867719,0.687935,3.555654,1.777827
0.949623,0.232000,0.100000,0.221000,0.022000,2.867719,0.721436,3.589155,1.794578
0.954934,0.232500,0.100000,0.221000,0.007000,2.867719,0.772077,3.639796,1.819898
0.960261,0.233000,0.100000,0.221000,0.007000,2.867834,0.799329,3.667163,1.833582
0.965213,0.233500,0.100000,0.222000,0.044000,2.866085,0.714410,3.580495,1.790247
0.970223,0.234000,0.100000,0.222000,0.002000,2.866085,0.807120,3.673204,1.836602
0.975273,0.234500,0.100000,0.222000,0.002000,2.866085,0.834387,3.700472,1.850236
0.980876,0.235000,0.100000,0.222000,0.000000,2.866085,0.864771,3.730856,1.865428
0.985425,0.235500,0.100000,0.222000,0.000000,2.866085,0.892039,3.758123,1.879062
0.993918,0.236000,0.100000,0.222000,0.000000,2.866085,0.919306,3.785391,1.892695
0.996100,0.236500,0.100000,0.222000,0.000000,2.866085,0.946574,3.812658,1.906329
1.001812,0.237000,0.100000,0.222000,0.000000,2.866085,0.973841,3.839926,1.919963
1.007005,0.237500,0.100000,0.222000,0.019000,2.866085,0.971504,3.837589,1.918794
1.014098,0.238000,0.100000,0.222000,0.040000,2.866085,0.966050,3.832135,1.916068
1.019547,0.238500,0.100000,0.222000,0.031000,2.866085,1.007341,3.873426,1.936713
1.024949,0.239000,0.100000,0.223000,0.013000,2.864332,1.008120,3.872453,1.936226
1.029742,0.239500,0.100000,0.223000,0.013000,2.864332,1.035388,3.899720,1.949860
1.035285,0.240000,0.100000,0.223000,0.000000,2.864332,1.082911,3.947244,1.973622
1.040795,0.240500,0.100000,0.223000,0.000000,2.864332,1.110179,3.974511,1.987256
1.047781,0.241000,0.100000,0.223000,0.000000,2.864332,1.137446,4.001779,2.000889
1.051513,0.241500,0.100000,0.223000,0.000000,2.864332,1.164714,4.029046,2.014523
1.056826,0.242000,0.100000,0.223000,0.015000,2.864332,1.168609,4.032942,2.016471
1.064128,0.242500,0.100000,0.223000,0.000000,2.864332,1.219249,4.083581,2.041791
1.069208,0.243000,0.100000,0.223000,0.002000,2.864332,1.243400,4.107733,2.053866
1.074447,0.243500,0.100000,0.223000,0.000000,2.864332,1.273784,4.138117,2.069058
1.079387,0.244000,0.100000,0.223000,0.000000,2.864332,1.301052,4.165384,2.082692
1.085187,0.244500,0.100000,0.223000,0.000000,2.864332,1.328319,4.192652,2.096326
1.089840,0.245000,0.100000,0.223000,0.023000,2.864332,1.319750,4.184082,2.092041
1.095113,0.245500,0.100000,0.223000,0.043000,2.864332,1.315854,4.180186,2.090093
1.100178,0.246000,0.100000,0.223000,0.043000,2.864332,1.343122,4.207454,2.103727
1.105566,0.246500,0.100000,0.223000,0.069000,2.864332,1.329878,4.194210,2.097105
1.110306,0.247000,0.100000,0.224000,0.106000,2.862577,1.244959,4.107536,2.053768
1.115542,0.247500,0.100000,0.224000,0.106000,2.862577,1.272226,4.134803,2.067402
1.123863,0.248000,0.100000,0.224000,0.042000,2.862577,1.399215,4.261792,2.130896
1.126914,0.248500,0.100000,0.225000,0.044000,2.860819,1.368831,4.229650,2.114825
1.131246,0.249000,0.100000,0.225000,0.138000,2.860819,1.249633,4.110452,2.055226
1.136089,0.249500,0.100000,0.225000,0.138000,2.860819,1.276901,4.137719,2.068860
1.142782,0.250000,0.100000,0.226000,0.158000,2.859058,1.218470,4.077528,2.038764
1.153343,0.250500,0.100000,0.227000,0.147000,2.857294,1.208342,4.065636,2.032818
1.156688,0.251000,0.100000,0.228000,0.117000,2.855527,1.227819,4.083346,2.041673
1.161849,0.251500,0.100000,0.229000,0.144000,2.853758,1.158481,4.012239,2.006120
1.168515,0.252000,0.100000,0.230000,0.155000,2.851985,1.114074,3.966059,1.983030
1.173552,0.252500,0.100000,0.230000,0.155000,2.851985,1.141342,3.993327,1.996664
1.178966,0.253000,0.100000,0.231000,0.145000,2.850210,1.129656,3.979866,1.989933
1.184913,0.253500,0.100000,0.233000,0.196000,2.846651,0.968388,3.815038,1.907519
1.190012,0.254000,0.100000,0.233000,0.126000,2.846651,1.104725,3.951376,1.975688
1.195073,0.254500,0.100000,0.234000,0.108000,2.844867,1.105504,3.950371,1.975186
1.200075,0.255000,0.100000,0.236000,0.192000,2.841291,0.892818,3.734108,1.867054
1.205169,0.255500,0.100000,0.236000,0.192000,2.841291,0.920085,3.761376,1.880688
1.210252,0.256000,0.100000,0.237000,0.167000,2.839498,0.931771,3.771270,1.885635
1.215713,0.256500,0.100000,0.238000,0.139000,2.837703,0.948132,3.785835,1.892917
1.220665,0.257000,0.100000,0.238000,0.139000,2.837703,0.975399,3.813102,1.906551
1.225887,0.257500,0.100000,0.239000,0.129000,2.835905,0.963713,3.799618,1.899809
1.231240,0.258000,0.100000,0.239000,0.067000,2.835905,1.087586,3.923491,1.961745
1.236035,0.258500,0.100000,0.240000,0.130000,2.834104,0.962155,3.796259,1.898130
1.241712,0.259000,0.100000,0.240000,0.130000,2.834104,0.989423,3.823527,1.911763
1.247601,0.259500,0.100000,0.241000,0.145000,2.832300,0.938783,3.771083,1.885542
1.254758,0.260000,0.100000,0.242000,0.155000,2.830494,0.895934,3.726428,1.863214
1.260414,0.260500,0.100000,0.243000,0.115000,2.828685,0.930992,3.759677,1.879838
1.265138,0.261000,0.100000,0.244000,0.097000,2.826872,0.931771,3.758644,1.879322
1.270799,0.261500,0.100000,0.244000,0.034000,2.826872,1.057202,3.884074,1.942037
1.275717,0.262000,0.100000,0.244000,0.034000,2.826872,1.084470,3.911342,1.955671
1.280979,0.262500,0.100000,0.245000,0.050000,2.825057,1.032272,3.857329,1.928664
1.286505,0.263000,0.100000,0.245000,0.043000,2.825057,1.070446,3.895503,1.947752
1.291434,0.263500,0.100000,0.245000,0.043000,2.825057,1.097714,3.922771,1.961386
1.296723,0.264000,0.100000,0.246000,0.113000,2.823239,0.961376,3.784615,1.892308
1.305197,0.264500,0.100000,0.247000,0.099000,2.821419,0.955922,3.777341,1.888671
1.310017,0.265000,0.100000,0.247000,0.099000,2.821419,0.983190,3.804609,1.902304
1.315635,0.265500,0.100000,0.247000,0.046000,2.821419,1.093039,3.914458,1.957229
1.320637,0.266000,0.100000,0.248000,0.001000,2.819595,1.135888,3.955484,1.977742
1.325762,0.266500,0.100000,0.248000,0.001000,2.819595,1.163156,3.982751,1.991376
1.331775,0.267000,0.100000,0.248000,0.039000,2.819595,1.131214,3.950809,1.975405
1.335871,0.267500,0.100000,0.248000,0.103000,2.819595,1.058760,3.878355,1.939178
1.340948,0.268000,0.100000,0.250000,0.138000,2.815940,0.922422,3.738362,1.869181
1.349165,0.268500,0.100000,0.250000,0.138000,2.815940,0.949690,3.765630,1.882815
1.352910,0.269000,0.100000,0.250000,0.110000,2.815940,1.020586,3.836525,1.918263
1.356323,0.269500,0.100000,0.250000,0.021000,2.815940,1.186528,4.002468,2.001234
1.362465,0.270000,0.100000,0.250000,0.021000,2.815940,1.213796,4.029735,2.014868
1.367648,0.270500,0.100000,0.251000,0.001000,2.813987,1.217715,4.031702,2.015851
1.373060,0.271000,0.100000,0.251000,0.049000,2.813987,1.170191,3.984177,1.992089
1.379462,0.271500,0.100000,0.251000,0.011000,2.813987,1.256670,4.070656,2.035328
1.384284,0.272000,0.100000,0.251000,0.002000,2.813987,1.297961,4.111948,2.055974
1.389823,0.272500,0.100000,0.251000,0.000000,2.813987,1.328346,4.142332,2.071166
1.394550,0.273000,0.100000,0.251000,0.000000,2.813987,1.355614,4.169601,2.084800
1.399606,0.273500,0.100000,0.251000,-0.029000,2.813987,1.428069,4.242056,2.121028
1.405114,0.274000,0.100000,0.251000,-0.005000,2.813987,1.417941,4.231928,2.115964
1.410046,0.274500,0.100000,0.251000,-0.004000,2.813987,1.443651,4.257637,2.128819
1.415291,0.275000,0.100000,0.251000,-0.004000,2.813987,1.470919,4.284906,2.142453
1.420697,0.275500,0.100000,0.251000,-0.001000,2.813987,1.493513,4.307499,2.153750
1.425717,0.276000,0.100000,0.251000,0.000000,2.813987,1.519222,4.333209,2.166605
1.430785,0.276500,0.100000,0.251000,0.000000,2.813987,1.546491,4.360477,2.180239
1.435894,0.277000,0.100000,0.251000,0.000000,2.813987,1.573759,4.387745,2.193873
1.442847,0.277500,0.100000,0.251000,0.002000,2.813987,1.597910,4.411897,2.205948
1.448829,0.278000,0.100000,0.251000,0.001000,2.813987,1.626737,4.440723,2.220362
1.451330,0.278500,0.100000,0.251000,0.001000,2.813987,1.654005,4.467991,2.233996
1.457114,0.279000,0.100000,0.251000,0.007000,2.813987,1.671924,4.485910,2.242955
1.464898,0.279500,0.100000,0.251000,0.000000,2.813987,1.710099,4.524086,2.262043
1.469760,0.280000,0.100000,0.251000,0.000000,2.813987,1.737367,4.551354,2.275677
1.475378,0.280500,0.100000,0.251000,0.000000,2.813987,1.764635,4.578622,2.289311
1.480179,0.281000,0.100000,0.251000,0.000000,2.813987,1.791903,4.605890,2.302945
1.485418,0.281500,0.100000,0.251000,0.000000,2.813987,1.819171,4.633158,2.316579
1.490394,0.282000,0.100000,0.251000,0.000000,2.813987,1.846440,4.660426,2.330213
1.495426,0.282500,0.100000,0.251000,0.000000,2.813987,1.873708,4.687694,2.343847
1.500489,0.283000,0.100000,0.251000,0.000000,2.813987,1.900976,4.714962,2.357481
1.505626,0.283500,0.100000,0.251000,0.000000,2.813987,1.928244,4.742230,2.371115
1.511270,0.284000,0.100000,0.251000,0.021000,2.813987,1.922790,4.736777,2.368388
1.516154,0.284500,0.100000,0.251000,0.027000,2.813987,1.940709,4.754696,2.377348
1.521558,0.285000,0.100000,0.251000,0.027000,2.813987,1.967977,4.781964,2.390982
1.529226,0.285500,0.100000,0.251000,0.022000,2.813987,2.003036,4.817023,2.408511
1.534361,0.286000,0.100000,0.251000,0.022000,2.813987,2.030304,4.844291,2.422146
1.539547,0.286500,0.100000,0.252000,0.081000,2.812152,1.911104,4.723256,2.361628
1.545313,0.287000,0.100000,0.253000,0.095000,2.810314,1.862021,4.672335,2.336168
1.550444,0.287500,0.100000,0.254000,0.139000,2.808595,1.766158,4.574753,2.287377
1.559319,0.288000,0.100000,0.254000,0.139000,2.808595,1.793426,4.602021,2.301010
1.563864,0.288500,0.100000,0.254000,0.126000,2.808595,1.840949,4.649544,2.324772
1.566480,0.289000,0.100000,0.256000,0.225000,2.804906,1.604890,4.409796,2.204898
1.573974,0.289500,0.100000,0.257000,0.209000,2.802935,1.602585,4.405520,2.202760
1.579079,0.290000,0.100000,0.259000,0.273000,2.799228,1.421057,4.220285,2.110143
1.584236,0.290500,0.100000,0.261000,0.267000,2.795511,1.348602,4.144113,2.072056
1.589880,0.291000,0.100000,0.261000,0.267000,2.795511,1.375870,4.171381,2.085690
1.595416,0.291500,0.100000,0.263000,0.213000,2.791782,1.378207,4.169989,2.084995
1.600319,0.292000,0.100000,0.264000,0.234000,2.789913,1.318218,4.108131,2.054065
1.605816,0.292500,0.100000,0.264000,0.234000,2.789913,1.345486,4.135399,2.067699
1.610777,0.293000,0.100000,0.266000,0.298000,2.786168,1.163958,3.950126,1.975063
1.617045,0.293500,0.100000,0.268000,0.322000,2.782411,1.044758,3.827168,1.913584
1.622494,0.294000,0.100000,0.270000,0.299000,2.778643,0.998791,3.777434,1.888717
1.629415,0.294500,0.100000,0.272000,0.252000,2.774864,0.990221,3.765085,1.882543
1.634256,0.295000,0.100000,0.274000,0.246000,2.771074,0.917766,3.688840,1.844420
1.639845,0.295500,0.100000,0.274000,0.246000,2.771074,0.945034,3.716108,1.858054
1.644729,0.296000,0.100000,0.275000,0.216000,2.769175,0.964511,3.733686,1.866843
1.649895,0.296500,0.100000,0.277000,0.271000,2.765368,0.797007,3.562376,1.781188
1.655485,0.297000,0.100000,0.279000,0.311000,2.761424,0.652889,3.414313,1.707156
1.660227,0.297500,0.100000,0.279000,0.311000,2.761424,0.680158,3.441581,1.720791
1.665461,0.298000,0.100000,0.281000,0.219000,2.757594,0.741707,3.499301,1.749651
1.670382,0.298500,0.100000,0.282000,0.219000,2.755676,0.714438,3.470114,1.735057
