time_s,target_angle_rad,joint1_angle_rad,joint2_angle_rad,joint3_angle_rad,joint4_angle_rad,joint5_angle_rad,joint6_angle_rad,joint1_velocity_rad_s,joint2_velocity_rad_s,joint3_velocity_rad_s,joint4_velocity_rad_s,joint5_velocity_rad_s,joint6_velocity_rad_s,joint1_torque_nm,joint2_torque_nm,joint3_torque_nm,joint4_torque_nm,joint5_torque_nm,joint6_torque_nm
0.0000,0.0000,0.000000,0.014000,-1.048000,0.523000,0.515000,0.000000,0.001000,0.000000,-0.001000,-0.013000,-0.034000,-0.005000,-0.112219,1.035956,-0.337837,0.186896,-0.870264,-0.057506
0.0021,0.0000,0.000000,0.014000,-1.048000,0.523000,0.515000,0.000000,0.001000,0.000000,-0.001000,-0.013000,-0.034000,-0.005000,-0.112219,1.035956,-0.337837,0.186896,-0.870264,-0.057506
0.0048,0.0020,0.000000,0.014000,-1.048000,0.523000,0.515000,0.000000,0.001000,0.000000,0.003000,-0.015000,0.019000,-0.005000,-0.112219,1.050131,-0.330750,0.182104,-0.876014,-0.057506
0.0069,0.0050,0.000000,0.014000,-1.048000,0.523000,0.515000,0.000000,0.001000,0.000000,0.003000,-0.015000,0.019000,-0.005000,-0.112219,1.050131,-0.330750,0.182104,-0.876014,-0.057506
0.0090,0.0100,0.000000,0.014000,-1.048000,0.523000,0.515000,0.000000,-0.001000,0.001000,0.000000,-0.015000,0.019000,-0.005000,-0.102769,1.034775,-0.341381,0.182104,-0.876014,-0.057506
0.0111,0.0150,0.000000,0.014000,-1.048000,0.523000,0.515000,0.000000,-0.001000,0.001000,0.000000,-0.015000,0.019000,-0.007000,-0.102769,1.034775,-0.341381,0.182104,-0.876014,-0.057506
0.0134,0.0220,0.000000,0.014000,-1.048000,0.523000,0.515000,0.000000,-0.001000,0.001000,0.000000,-0.015000,0.019000,-0.007000,-0.102769,1.034775,-0.341381,0.182104,-0.876014,-0.057506
0.0154,0.0300,0.000000,0.014000,-1.048000,0.523000,0.515000,0.000000,0.000000,0.001000,0.000000,0.001000,0.049000,0.001000,-0.109856,1.034775,-0.341381,0.181145,-0.885599,-0.054631
0.0175,0.0380,0.000000,0.014000,-1.048000,0.523000,0.515000,0.000000,0.000000,0.001000,0.000000,0.001000,0.049000,0.001000,-0.109856,1.034775,-0.341381,0.181145,-0.885599,-0.054631
0.0197,0.0480,0.000000,0.014000,-1.048000,0.523000,0.515000,0.000000,0.000000,0.000000,0.002000,0.000000,0.024000,0.001000,-0.109856,1.124550,-0.336656,0.197439,-0.890391,-0.054631
0.0217,0.0590,0.000000,0.014000,-1.048000,0.523000,0.515000,0.000000,0.000000,0.000000,0.002000,0.000000,0.024000,-0.001000,-0.109856,1.124550,-0.336656,0.197439,-0.890391,-0.035462
0.0248,0.0770,0.000000,0.014000,-1.048000,0.523000,0.515000,0.000000,0.001000,0.006000,0.000000,0.000000,0.024000,-0.001000,-0.105131,1.273387,-0.333112,0.197439,-0.890391,-0.035462
0.0268,0.0900,0.000000,0.014000,-1.048000,0.523000,0.515000,0.000000,0.001000,0.006000,0.000000,0.000000,0.024000,-0.001000,-0.105131,1.273387,-0.333112,0.197439,-0.890391,-0.035462
0.0293,0.1080,0.000000,0.014000,-1.048000,0.523000,0.515000,0.000000,0.000000,0.006000,0.001000,0.000000,0.024000,-0.001000,-0.096863,1.273387,-0.348469,0.197439,-0.890391,-0.035462
0.0313,0.1230,0.000000,0.014000,-1.048000,0.523000,0.515000,0.000000,0.000000,0.006000,0.001000,0.017000,0.013000,0.003000,-0.096863,1.273387,-0.348469,0.188813,-0.875056,-0.053673
0.0334,0.1400,0.000000,0.014000,-1.048000,0.523000,0.515000,0.000000,0.000000,0.006000,0.001000,0.017000,0.013000,0.003000,-0.096863,1.273387,-0.348469,0.188813,-0.875056,-0.053673
0.0355,0.1580,0.000000,0.014000,-1.048000,0.523000,0.515000,0.000000,0.000000,0.015000,0.001000,0.017000,0.009000,0.011000,-0.106312,1.488375,-0.348469,0.195522,-0.880806,-0.047922
0.0375,0.1770,0.000000,0.014000,-1.048000,0.523000,0.515000,0.000000,0.000000,0.015000,0.001000,0.017000,0.009000,0.011000,-0.106312,1.488375,-0.348469,0.195522,-0.880806,-0.047922
0.0396,0.1970,0.000000,0.014000,-1.048000,0.523000,0.515000,0.000000,0.000000,0.038000,0.004000,0.001000,0.034000,0.011000,-0.106312,1.598231,-0.350831,0.195522,-0.908601,-0.047922
0.0416,0.2180,0.000000,0.014000,-1.048000,0.523000,0.515000,0.000000,0.000000,0.038000,0.004000,0.001000,0.034000,-0.005000,-0.106312,1.598231,-0.350831,0.195522,-0.908601,-0.050797
0.0437,0.2410,0.000000,0.014000,-1.048000,0.523000,0.515000,0.000000,0.000000,0.038000,0.004000,0.001000,0.034000,-0.005000,-0.106312,1.598231,-0.350831,0.195522,-0.908601,-0.050797
0.0458,0.2640,0.000000,0.014000,-1.048000,0.523000,0.515000,0.000000,0.000000,0.027000,0.000000,0.001000,0.034000,-0.005000,-0.111037,1.778963,-0.359100,0.195522,-0.908601,-0.050797
0.0478,0.2880,0.000000,0.014000,-1.048000,0.523000,0.515000,0.000000,0.000000,0.027000,0.000000,0.001000,0.034000,-0.005000,-0.111037,1.778963,-0.359100,0.195522,-0.908601,-0.050797
0.0500,0.3150,0.000000,0.014000,-1.048000,0.523000,0.515000,0.000000,0.000000,0.027000,0.000000,0.011000,-0.015000,0.000000,-0.102769,1.778963,-0.359100,0.186896,-0.876014,-0.021086
0.0521,0.3410,0.000000,0.014000,-1.048000,0.523000,0.515000,0.000000,0.000000,0.027000,0.000000,0.011000,-0.015000,0.000000,-0.102769,1.778963,-0.359100,0.186896,-0.876014,-0.021086
0.0544,0.3720,0.000000,0.015000,-1.048000,0.523000,0.515000,0.000000,0.000000,0.120000,0.001000,-0.024000,0.005000,0.013000,-0.102769,1.794319,-0.354375,0.199356,-0.880806,-0.041213
0.0564,0.4010,0.000000,0.015000,-1.048000,0.523000,0.515000,0.000000,0.000000,0.120000,0.001000,-0.024000,0.005000,0.013000,-0.102769,1.794319,-0.354375,0.199356,-0.880806,-0.041213
0.0586,0.4330,0.000000,0.015000,-1.048000,0.523000,0.515000,0.000000,0.000000,0.120000,0.001000,-0.024000,0.005000,0.013000,-0.102769,1.794319,-0.354375,0.199356,-0.880806,-0.041213
0.0607,0.4640,0.000000,0.016000,-1.048000,0.523000,0.515000,0.000000,0.002000,0.121000,0.000000,-0.024000,0.005000,0.013000,-0.101587,1.774237,-0.360281,0.199356,-0.880806,-0.041213
0.0627,0.4960,0.000000,0.016000,-1.048000,0.523000,0.515000,0.000000,0.002000,0.121000,0.000000,-0.024000,0.005000,0.013000,-0.101587,1.774237,-0.360281,0.199356,-0.880806,-0.041213
0.0654,0.5380,0.000000,0.016000,-1.048000,0.523000,0.515000,0.000000,0.005000,0.121000,0.000000,0.007000,0.015000,0.013000,-0.111037,1.774237,-0.382725,0.179228,-0.893266,-0.041213
0.0674,0.5730,0.000000,0.016000,-1.048000,0.523000,0.515000,0.000000,0.005000,0.121000,0.000000,0.007000,0.015000,-0.030000,-0.111037,1.774237,-0.382725,0.179228,-0.893266,-0.035462
0.0695,0.6080,0.000000,0.017000,-1.048000,0.523000,0.515000,0.000000,0.000000,0.147000,0.000000,0.007000,0.015000,-0.030000,-0.122850,1.913625,-0.382725,0.179228,-0.893266,-0.035462
0.0716,0.6450,0.000000,0.017000,-1.048000,0.523000,0.515000,0.000000,0.000000,0.147000,0.000000,-0.007000,-0.021000,0.007000,-0.122850,1.913625,-0.382725,0.187854,-0.869305,-0.046005
0.0736,0.6820,0.000000,0.017000,-1.048000,0.523000,0.515000,0.000000,0.000000,0.147000,0.000000,-0.007000,-0.021000,0.007000,-0.122850,1.913625,-0.382725,0.187854,-0.869305,-0.046005
0.0758,0.7230,0.000000,0.018000,-1.048000,0.523000,0.515000,0.000000,0.000000,0.156000,-0.005000,0.024000,0.005000,0.005000,-0.122850,1.868737,-0.361462,0.169644,-0.881765,-0.049839
0.0778,0.7620,0.000000,0.018000,-1.048000,0.523000,0.515000,0.000000,0.000000,0.156000,-0.005000,0.024000,0.005000,0.005000,-0.122850,1.868737,-0.361462,0.169644,-0.881765,-0.049839
0.0799,0.8030,0.000000,0.019000,-1.048000,0.523000,0.515000,0.000000,0.000000,0.202000,-0.002000,0.024000,0.005000,0.005000,-0.124031,1.816762,-0.354375,0.169644,-0.881765,-0.049839
0.0819,0.8440,0.000000,0.019000,-1.048000,0.523000,0.515000,0.000000,0.000000,0.202000,-0.002000,0.024000,0.005000,0.005000,-0.124031,1.816762,-0.354375,0.169644,-0.881765,-0.049839
0.0842,0.8920,0.000000,0.019000,-1.048000,0.523000,0.515000,0.000000,0.003000,0.202000,-0.002000,-0.007000,0.005000,0.005000,-0.138206,1.816762,-0.354375,0.162935,-0.881765,-0.049839
0.0863,0.9360,0.000000,0.019000,-1.048000,0.523000,0.515000,0.000000,0.003000,0.202000,-0.002000,-0.007000,-0.076000,-0.023000,-0.138206,1.816762,-0.354375,0.162935,-0.810840,-0.043130
