t_s,q_ref_target_rad,omega_ref_target_rad_s,q_target_rad,tau_ff_target_nm,tau_total_target_est_nm
1.313586,0.134000,0.100000,0.125000,3.007161,3.133161
1.328871,0.135000,0.100000,0.128000,3.002253,3.100253
1.339004,0.136000,0.100000,0.129000,3.000611,3.098611
1.349245,0.137000,0.100000,0.132000,2.995667,3.065667
1.359455,0.138000,0.100000,0.133000,2.994013,3.064013
1.369608,0.139000,0.100000,0.135000,2.990696,3.046696
1.380195,0.140000,0.100000,0.137000,2.987367,3.029367
1.389679,0.141000,0.100000,0.138000,2.985698,3.027698
1.400236,0.142000,0.100000,0.138000,2.985698,3.041698
1.410390,0.143000,0.100000,0.139000,2.984027,3.040027
1.420265,0.144000,0.100000,0.139000,2.984027,3.054027
1.430416,0.145000,0.100000,0.139000,2.984027,3.068027
1.440616,0.146000,0.100000,0.140000,2.982352,3.066352
1.451073,0.147000,0.100000,0.140000,2.982352,3.080352
1.461333,0.148000,0.100000,0.140000,2.982352,3.094352
1.472220,0.149000,0.100000,0.140000,2.982352,3.108352
1.482083,0.150000,0.100000,0.140000,2.982352,3.122352
1.491833,0.151000,0.100000,0.140000,2.982352,3.136352
1.502619,0.152000,0.100000,0.142000,2.978993,3.118993
1.512991,0.153000,0.100000,0.143000,2.977309,3.117309
1.522955,0.154000,0.100000,0.145000,2.973933,3.099933
1.533085,0.155000,0.100000,0.146000,2.972240,3.098240
1.543257,0.156000,0.100000,0.148000,2.968845,3.080845
1.553577,0.157000,0.100000,0.152000,2.962021,3.032021
1.563913,0.158000,0.100000,0.153000,2.960308,3.030308
1.574427,0.159000,0.100000,0.156000,2.955149,2.997149
1.584560,0.160000,0.100000,0.157000,2.953424,2.995424
1.594731,0.161000,0.100000,0.158000,2.951696,2.993696
1.605048,0.162000,0.100000,0.158000,2.951696,3.007696
1.615473,0.163000,0.100000,0.158000,2.951696,3.021696
1.625031,0.164000,0.100000,0.157000,2.953424,3.051424
1.635208,0.165000,0.100000,0.157000,2.953424,3.065424
1.645652,0.166000,0.100000,0.157000,2.953424,3.079424
1.655910,0.167000,0.100000,0.157000,2.953424,3.093424
1.665673,0.168000,0.100000,0.158000,2.951696,3.091696
1.676033,0.169000,0.100000,0.159000,2.949964,3.089964
1.686138,0.170000,0.100000,0.159000,2.949964,3.103964
1.696284,0.171000,0.100000,0.161000,2.946493,3.086493
1.708042,0.172000,0.100000,0.161000,2.946493,3.100493
1.717456,0.173000,0.100000,0.163000,2.943010,3.083010
1.727875,0.174000,0.100000,0.165000,2.939515,3.065515
1.738103,0.175000,0.100000,0.167000,2.936008,3.048008
1.748358,0.176000,0.100000,0.170000,2.930726,3.014726
1.758592,0.177000,0.100000,0.171000,2.928960,3.012960
1.768860,0.178000,0.100000,0.173000,2.925418,2.995418
1.779147,0.179000,0.100000,0.174000,2.923643,2.993643
1.789450,0.180000,0.100000,0.175000,2.921864,2.991864
1.799605,0.181000,0.100000,0.175000,2.921864,3.005864
1.810324,0.182000,0.100000,0.175000,2.921864,3.019864
1.820221,0.183000,0.100000,0.175000,2.921886,3.033886
1.830139,0.184000,0.100000,0.175000,2.921865,3.047865
1.840255,0.185000,0.100000,0.175000,2.921864,3.061864
1.850903,0.186000,0.100000,0.175000,2.921864,3.075864
1.860920,0.187000,0.100000,0.176000,2.920083,3.074083
1.871237,0.188000,0.100000,0.177000,2.918299,3.072299
1.880996,0.189000,0.100000,0.178000,2.916512,3.070512
1.891187,0.190000,0.100000,0.180000,2.912929,3.052929
1.901280,0.191000,0.100000,0.182000,2.909335,3.035335
1.914716,0.192000,0.100000,0.184000,2.905752,3.017752
1.922064,0.193000,0.100000,0.187000,2.900322,2.984322
1.934616,0.194000,0.100000,0.189000,2.896688,2.966688
1.944494,0.195000,0.100000,0.191000,2.893042,2.949042
1.954750,0.196000,0.100000,0.192000,2.891214,2.947214
1.965418,0.197000,0.100000,0.193000,2.889384,2.945384
1.975025,0.198000,0.100000,0.193000,2.889384,2.959384
1.985169,0.199000,0.100000,0.193000,2.889384,2.973384
1.995449,0.200000,0.100000,0.193000,2.889384,2.987384
2.005782,0.201000,0.100000,0.192000,2.891214,3.017214
2.015756,0.202000,0.100000,0.192000,2.891189,3.031189
2.026259,0.203000,0.100000,0.192000,2.891189,3.045189
2.035949,0.204000,0.100000,0.193000,2.889358,3.043358
2.047205,0.205000,0.100000,0.194000,2.887551,3.041551
