time_s,joint1_target_angle_rad,joint2_target_angle_rad,joint3_target_angle_rad,joint4_target_angle_rad,joint5_target_angle_rad,joint6_target_angle_rad,joint1_angle_rad,joint2_angle_rad,joint3_angle_rad,joint4_angle_rad,joint5_angle_rad,joint6_angle_rad,joint1_velocity_rad_s,joint2_velocity_rad_s,joint3_velocity_rad_s,joint4_velocity_rad_s,joint5_velocity_rad_s,joint6_velocity_rad_s,joint1_torque_nm,joint2_torque_nm,joint3_torque_nm,joint4_torque_nm,joint5_torque_nm,joint6_torque_nm,mode,pose_idx
0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.000000,-0.005000,0.004000,0.040000,0.021000,-0.076000,0.008269,0.791437,-1.197788,-0.055590,-1.245972,0.000958,static_pose,0
0.0021,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.000000,-0.005000,0.004000,-0.055000,0.000000,0.017000,0.008269,0.791437,-1.190700,-0.041213,-1.243097,-0.025878,static_pose,0
0.0056,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,-0.003000,-0.005000,0.003000,0.024000,0.005000,0.017000,0.011813,0.791437,-1.183612,-0.071883,-1.232554,-0.025878,static_pose,0
0.0077,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,-0.003000,-0.005000,0.003000,0.024000,0.005000,0.017000,0.011813,0.791437,-1.183612,-0.071883,-1.232554,-0.025878,static_pose,0
0.0099,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,-0.003000,-0.001000,0.003000,0.024000,0.005000,0.017000,0.011813,0.783169,-1.183612,-0.071883,-1.232554,-0.025878,static_pose,0
0.0120,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,-0.003000,-0.001000,0.003000,0.024000,-0.024000,0.074000,0.011813,0.783169,-1.183612,-0.071883,-1.237346,0.003834,static_pose,0
0.0143,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,-0.003000,-0.001000,0.003000,0.024000,-0.024000,0.074000,0.011813,0.783169,-1.183612,-0.071883,-1.237346,0.003834,static_pose,0
0.0164,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.000000,0.000000,-0.004000,0.009000,-0.024000,0.005000,-0.001181,0.776081,-1.183612,-0.056548,-1.237346,0.000000,static_pose,0
0.0186,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.000000,0.000000,-0.004000,0.009000,-0.024000,0.005000,-0.001181,0.776081,-1.183612,-0.056548,-1.237346,0.000000,static_pose,0
0.0214,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.000000,0.000000,-0.002000,-0.047000,-0.005000,0.005000,0.000000,0.776081,-1.169438,-0.053673,-1.240221,0.000000,static_pose,0
0.0235,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.000000,0.000000,-0.002000,-0.047000,-0.005000,0.005000,0.000000,0.776081,-1.169438,-0.053673,-1.240221,0.000000,static_pose,0
0.0256,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.000000,0.000000,0.002000,-0.047000,-0.044000,0.023000,0.003544,0.772537,-1.188337,-0.053673,-1.233512,-0.046964,static_pose,0
0.0277,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.000000,0.000000,0.002000,-0.047000,-0.044000,0.023000,0.003544,0.772537,-1.188337,-0.053673,-1.233512,-0.046964,static_pose,0
0.0299,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.000000,-0.002000,0.002000,-0.047000,-0.044000,0.023000,0.003544,0.774900,-1.188337,-0.053673,-1.233512,-0.046964,static_pose,0
0.0321,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.000000,-0.002000,0.002000,0.030000,-0.044000,0.017000,0.003544,0.774900,-1.188337,-0.086260,-1.233512,0.134182,static_pose,0
0.0342,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.000000,-0.002000,0.002000,0.030000,-0.044000,0.017000,0.003544,0.774900,-1.188337,-0.086260,-1.233512,0.134182,static_pose,0
0.0363,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.000000,-0.005000,0.005000,0.040000,-0.009000,0.003000,-0.005906,0.772537,-1.178887,-0.066132,-1.245014,0.074758,static_pose,0
0.0384,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.000000,-0.005000,0.005000,0.040000,-0.009000,0.003000,-0.005906,0.772537,-1.178887,-0.066132,-1.245014,0.074758,static_pose,0
0.0410,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.000000,-0.005000,0.000000,-0.046000,-0.001000,0.003000,0.001181,0.772537,-1.178887,-0.009584,-1.230637,0.074758,static_pose,0
0.0432,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.000000,-0.005000,0.000000,-0.046000,-0.001000,0.003000,0.001181,0.772537,-1.178887,-0.009584,-1.230637,0.074758,static_pose,0
0.0453,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.000000,-0.008000,0.000000,-0.046000,-0.001000,0.003000,0.001181,0.771356,-1.178887,-0.009584,-1.230637,0.074758,static_pose,0
0.0475,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.000000,-0.008000,0.000000,-0.046000,-0.001000,-0.069000,0.001181,0.771356,-1.178887,-0.009584,-1.244055,0.040254,static_pose,0
0.0504,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.001000,-0.003000,0.000000,-0.046000,-0.001000,-0.069000,-0.004725,0.786713,-1.175344,-0.023003,-1.244055,0.040254,static_pose,0
0.0524,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.001000,-0.003000,0.000000,-0.046000,-0.001000,0.051000,-0.004725,0.786713,-1.175344,-0.023003,-1.244055,-0.023961,static_pose,0
0.0547,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.001000,-0.003000,0.000000,-0.046000,-0.001000,0.051000,-0.004725,0.786713,-1.175344,-0.023003,-1.244055,-0.023961,static_pose,0
0.0567,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.000000,-0.003000,-0.003000,0.053000,-0.015000,0.051000,-0.003544,0.786713,-1.169438,-0.060382,-1.228720,-0.023961,static_pose,0
0.0589,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.000000,-0.003000,-0.003000,0.053000,-0.015000,0.051000,-0.003544,0.786713,-1.169438,-0.060382,-1.228720,-0.023961,static_pose,0
0.0610,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.001000,0.003000,-0.002000,0.053000,0.001000,-0.003000,-0.007087,0.777262,-1.184794,-0.060382,-1.238304,0.026836,static_pose,0
0.0631,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.001000,0.003000,-0.002000,0.053000,0.001000,-0.003000,-0.007087,0.777262,-1.184794,-0.060382,-1.238304,0.026836,static_pose,0
0.0656,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.001000,-0.002000,-0.002000,-0.023000,0.001000,-0.059000,-0.007087,0.776081,-1.184794,-0.033545,-1.238304,-0.046005,static_pose,0
0.0676,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.001000,-0.002000,-0.002000,-0.023000,0.001000,-0.059000,-0.007087,0.776081,-1.184794,-0.033545,-1.238304,-0.046005,static_pose,0
0.0704,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.000000,0.007000,0.002000,-0.007000,-0.001000,-0.059000,0.003544,0.774900,-1.183612,-0.049839,-1.240221,-0.046005,static_pose,0
0.0725,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.000000,0.007000,0.002000,-0.007000,-0.001000,0.034000,0.003544,0.774900,-1.183612,-0.049839,-1.240221,-0.061340,static_pose,0
0.0746,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.000000,0.007000,0.002000,-0.007000,-0.001000,0.034000,0.003544,0.774900,-1.183612,-0.049839,-1.240221,-0.061340,static_pose,0
0.0767,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.000000,0.007000,0.000000,0.057000,0.000000,0.034000,0.011813,0.774900,-1.187156,-0.071883,-1.241180,-0.061340,static_pose,0
0.0789,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.000000,0.007000,0.000000,0.057000,0.000000,0.034000,0.011813,0.774900,-1.187156,-0.071883,-1.241180,-0.061340,static_pose,0
0.0810,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.000000,0.007000,0.000000,0.057000,0.005000,0.007000,0.011813,0.768994,-1.187156,-0.071883,-1.235429,-0.004792,static_pose,0
0.0831,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.000000,0.007000,0.000000,0.057000,0.005000,0.007000,0.011813,0.768994,-1.187156,-0.071883,-1.235429,-0.004792,static_pose,0
0.0855,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,-0.001000,0.000000,-0.003000,-0.015000,0.005000,0.007000,0.003544,0.767812,-1.182431,-0.050797,-1.235429,-0.004792,static_pose,0
0.0875,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,-0.001000,0.000000,-0.003000,-0.015000,0.005000,-0.003000,0.003544,0.767812,-1.182431,-0.050797,-1.235429,-0.013418,static_pose,0
0.0897,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,-0.001000,0.000000,-0.003000,-0.015000,0.005000,-0.003000,0.003544,0.767812,-1.182431,-0.050797,-1.235429,-0.013418,static_pose,0
0.0918,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,-0.002000,0.000000,-0.005000,-0.003000,-0.001000,-0.003000,0.005906,0.767812,-1.185975,-0.077634,-1.233512,-0.013418,static_pose,0
0.0943,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,-0.002000,0.000000,-0.005000,-0.003000,-0.001000,-0.003000,0.005906,0.767812,-1.185975,-0.077634,-1.233512,-0.013418,static_pose,0
0.0964,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.000000,0.003000,0.000000,-0.003000,0.009000,0.082000,0.005906,0.767812,-1.182431,-0.077634,-1.231595,-0.024919,static_pose,0
0.0985,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.000000,0.003000,0.000000,-0.003000,0.009000,0.082000,0.005906,0.767812,-1.182431,-0.077634,-1.231595,-0.024919,static_pose,0
0.1007,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.000000,-0.003000,0.000000,0.049000,0.009000,-0.017000,0.005906,0.774900,-1.182431,-0.084343,-1.231595,0.045047,static_pose,0
0.1028,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.000000,-0.003000,0.000000,0.049000,0.009000,-0.017000,0.005906,0.774900,-1.182431,-0.084343,-1.231595,0.045047,static_pose,0
0.1057,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.001000,0.001000,-0.006000,-0.013000,0.005000,-0.122000,0.004725,0.784350,-1.168256,-0.062299,-1.238304,0.028753,static_pose,0
0.1077,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.001000,0.001000,-0.006000,-0.013000,0.005000,-0.122000,0.004725,0.784350,-1.168256,-0.062299,-1.238304,0.028753,static_pose,0
0.1107,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.002000,0.001000,0.003000,-0.005000,0.000000,-0.122000,-0.001181,0.784350,-1.196606,-0.088176,-1.235429,0.028753,static_pose,0
0.1128,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.002000,0.001000,0.003000,-0.005000,0.000000,-0.122000,-0.001181,0.784350,-1.196606,-0.088176,-1.235429,0.028753,static_pose,0
0.1150,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.002000,0.004000,0.003000,-0.005000,0.000000,-0.122000,-0.001181,0.770175,-1.196606,-0.088176,-1.235429,0.028753,static_pose,0
0.1170,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.002000,0.004000,0.003000,-0.005000,-0.007000,0.019000,-0.001181,0.770175,-1.196606,-0.088176,-1.228720,-0.036421,static_pose,0
0.1193,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.002000,0.004000,0.003000,-0.005000,-0.007000,0.019000,-0.001181,0.770175,-1.196606,-0.088176,-1.228720,-0.036421,static_pose,0
0.1214,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.000000,-0.002000,-0.003000,0.059000,-0.007000,0.074000,0.004725,0.787894,-1.188337,-0.103512,-1.228720,0.047922,static_pose,0
0.1235,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.000000,-0.002000,-0.003000,0.059000,-0.007000,0.074000,0.004725,0.787894,-1.188337,-0.103512,-1.228720,0.047922,static_pose,0
0.1257,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.000000,-0.002000,-0.005000,-0.013000,0.003000,0.074000,0.002363,0.787894,-1.180069,-0.053673,-1.235429,0.047922,static_pose,0
0.1278,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.000000,-0.002000,-0.005000,-0.013000,0.003000,0.074000,0.002363,0.787894,-1.180069,-0.053673,-1.235429,0.047922,static_pose,0
0.1299,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.000000,0.000000,-0.005000,-0.013000,0.003000,0.074000,0.003544,0.770175,-1.180069,-0.053673,-1.235429,0.047922,static_pose,0
0.1321,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.000000,0.000000,0.004000,-0.076000,-0.028000,-0.093000,0.003544,0.770175,-1.191881,-0.061340,-1.222969,0.091052,static_pose,0
0.1352,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.000000,0.005000,0.004000,-0.076000,-0.028000,-0.093000,0.003544,0.776081,-1.191881,-0.061340,-1.222969,0.091052,static_pose,0
0.1373,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.000000,0.005000,0.004000,-0.076000,-0.028000,0.028000,0.003544,0.776081,-1.191881,-0.061340,-1.222969,-0.041213,static_pose,0
0.1394,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.000000,0.005000,0.004000,-0.076000,-0.028000,0.028000,0.003544,0.776081,-1.191881,-0.061340,-1.222969,-0.041213,static_pose,0
0.1414,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.000000,0.000000,0.006000,0.042000,0.000000,0.097000,-0.003544,0.776081,-1.191881,-0.084343,-1.239263,-0.041213,static_pose,0
0.1435,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.000000,0.000000,0.006000,0.042000,0.000000,0.097000,-0.003544,0.776081,-1.191881,-0.084343,-1.239263,-0.041213,static_pose,0
0.1456,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.003000,0.000000,0.001000,0.001000,0.000000,0.097000,-0.001181,0.776081,-1.202512,-0.074758,-1.242138,-0.041213,static_pose,0
0.1477,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.003000,0.000000,0.001000,0.001000,0.000000,0.097000,-0.001181,0.776081,-1.202512,-0.074758,-1.242138,-0.041213,static_pose,0
0.1500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.003000,-0.004000,0.001000,0.001000,0.000000,0.097000,-0.001181,0.781987,-1.202512,-0.074758,-1.242138,-0.041213,static_pose,0
0.1522,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.003000,-0.004000,0.001000,0.001000,-0.011000,-0.074000,-0.001181,0.781987,-1.202512,-0.074758,-1.237346,0.024919,static_pose,0
0.1545,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.003000,-0.004000,0.001000,0.001000,-0.011000,-0.074000,-0.001181,0.781987,-1.202512,-0.074758,-1.237346,0.024919,static_pose,0
0.1566,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.000000,0.004000,-0.007000,-0.028000,-0.011000,0.001000,-0.004725,0.785531,-1.178887,-0.069008,-1.237346,-0.131306,static_pose,0
0.1587,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.000000,0.004000,-0.007000,-0.028000,-0.011000,0.001000,-0.004725,0.785531,-1.178887,-0.069008,-1.237346,-0.131306,static_pose,0
0.1609,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,-0.001000,0.004000,0.000000,0.047000,-0.021000,0.001000,-0.012994,0.785531,-1.190700,-0.078592,-1.220094,-0.131306,static_pose,0
0.1630,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,-0.001000,0.004000,0.000000,0.047000,-0.021000,0.001000,-0.012994,0.785531,-1.190700,-0.078592,-1.220094,-0.131306,static_pose,0
0.1653,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.000000,-0.002000,0.000000,0.038000,-0.021000,0.001000,-0.007087,0.778444,-1.172981,-0.090093,-1.220094,-0.131306,static_pose,0
0.1674,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.000000,-0.002000,0.000000,0.038000,0.003000,0.047000,-0.007087,0.778444,-1.172981,-0.090093,-1.240221,-0.037379,static_pose,0
0.1704,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.000000,-0.002000,0.000000,0.038000,0.003000,0.047000,-0.007087,0.778444,-1.172981,-0.090093,-1.240221,-0.037379,static_pose,0
0.1724,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.000000,0.002000,0.000000,0.038000,0.003000,0.061000,-0.007087,0.792619,-1.172981,-0.090093,-1.240221,-0.026836,static_pose,0
0.1746,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.000000,0.002000,0.000000,0.038000,0.003000,0.061000,-0.007087,0.792619,-1.172981,-0.090093,-1.240221,-0.026836,static_pose,0
0.1767,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.000000,0.000000,-0.002000,-0.038000,-0.017000,0.070000,0.001181,0.777262,-1.185975,-0.049839,-1.218177,-0.005751,static_pose,0
0.1788,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.000000,0.000000,-0.002000,-0.038000,-0.017000,0.070000,0.001181,0.777262,-1.185975,-0.049839,-1.218177,-0.005751,static_pose,0
0.1809,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.001000,0.000000,0.002000,-0.024000,-0.005000,0.070000,-0.004725,0.777262,-1.188337,-0.065174,-1.243097,-0.005751,static_pose,0
0.1831,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.001000,0.000000,0.002000,-0.024000,-0.005000,0.070000,-0.004725,0.777262,-1.188337,-0.065174,-1.243097,-0.005751,static_pose,0
0.1852,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.001000,0.000000,0.002000,-0.024000,-0.005000,0.070000,-0.004725,0.777262,-1.188337,-0.065174,-1.243097,-0.005751,static_pose,0
0.1874,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.001000,-0.001000,0.002000,-0.024000,-0.003000,-0.013000,-0.004725,0.777262,-1.188337,-0.065174,-1.231595,0.000000,static_pose,0
0.1896,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.001000,-0.001000,0.002000,-0.024000,-0.003000,-0.013000,-0.004725,0.777262,-1.188337,-0.065174,-1.231595,0.000000,static_pose,0
0.1917,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.000000,-0.001000,-0.002000,-0.024000,-0.003000,-0.042000,0.000000,0.766631,-1.181250,-0.059423,-1.231595,0.010543,static_pose,0
0.1939,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.000000,-0.001000,-0.002000,-0.024000,-0.003000,-0.042000,0.000000,0.766631,-1.181250,-0.059423,-1.231595,0.010543,static_pose,0
0.1960,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.000000,-0.001000,0.000000,-0.019000,0.021000,-0.042000,0.000000,0.766631,-1.196606,-0.057506,-1.228720,0.010543,static_pose,0
0.1981,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,0.000000,-0.001000,0.000000,-0.019000,0.021000,-0.042000,0.000000,0.766631,-1.196606,-0.057506,-1.228720,0.010543,static_pose,0
0.2008,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,-0.002000,0.006000,-0.002000,0.015000,-0.009000,-0.063000,0.007087,0.779625,-1.176525,-0.069966,-1.235429,0.023961,static_pose,0
0.2028,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,-0.002000,0.006000,-0.002000,0.015000,-0.009000,-0.063000,0.007087,0.779625,-1.176525,-0.069966,-1.235429,0.023961,static_pose,0
0.2049,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,-0.002000,0.006000,-0.002000,0.015000,-0.009000,-0.063000,0.007087,0.779625,-1.176525,-0.069966,-1.235429,0.023961,static_pose,0
0.2070,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,-0.002000,-0.002000,-0.002000,0.015000,-0.011000,-0.026000,0.007087,0.771356,-1.176525,-0.069966,-1.228720,-0.018210,static_pose,0
0.2091,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,-0.002000,-0.002000,-0.002000,0.015000,-0.011000,-0.026000,0.007087,0.771356,-1.176525,-0.069966,-1.228720,-0.018210,static_pose,0
0.2112,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,-0.001000,0.001000,0.007000,0.011000,-0.011000,0.015000,0.001181,0.773719,-1.181250,-0.054631,-1.228720,-0.014377,static_pose,0
0.2133,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,-0.007000,0.000000,-0.008000,0.000000,-0.001000,0.001000,0.007000,0.011000,-0.011000,0.015000,0.001181,0.773719,-1.181250,-0.054631,-1.228720,-0.014377,static_pose,0
