t_s,q_ref_target_rad,omega_ref_target_rad_s,q_target_rad,tau_ff_target_nm,tau_total_target_est_nm
0.004223,0.005000,0.100000,0.005000,3.182885,3.182885
0.014065,0.006000,0.100000,0.005000,3.182351,3.206351
0.023931,0.007000,0.100000,0.005000,3.182137,3.230137
0.034201,0.008000,0.100000,0.004000,3.183037,3.279037
0.045190,0.009000,0.100000,0.004000,3.182877,3.302877
0.056255,0.010000,0.100000,0.004000,3.182783,3.326783
0.067550,0.011000,0.100000,0.005000,3.180971,3.324971
0.075039,0.012000,0.100000,0.005000,3.180911,3.348911
0.085648,0.013000,0.100000,0.006000,3.179704,3.347704
0.096169,0.014000,0.100000,0.007000,3.178493,3.346493
0.108233,0.015000,0.100000,0.009000,3.176062,3.320062
0.118295,0.016000,0.100000,0.011000,3.173619,3.293619
0.128452,0.017000,0.100000,0.012000,3.172392,3.292392
0.139085,0.018000,0.100000,0.014000,3.169930,3.265930
0.149280,0.019000,0.100000,0.015000,3.168694,3.264694
0.159107,0.020000,0.100000,0.016000,3.167455,3.263455
0.169193,0.021000,0.100000,0.017000,3.166212,3.262212
0.181360,0.022000,0.100000,0.017000,3.166212,3.286212
0.190111,0.023000,0.100000,0.017000,3.166212,3.310212
0.200011,0.024000,0.100000,0.017000,3.166212,3.334212
0.210366,0.025000,0.100000,0.018000,3.164967,3.332967
0.221299,0.026000,0.100000,0.018000,3.164967,3.356967
0.231049,0.027000,0.100000,0.019000,3.163718,3.355718
0.241231,0.028000,0.100000,0.020000,3.162466,3.354466
0.251406,0.029000,0.100000,0.021000,3.161211,3.353211
0.261765,0.030000,0.100000,0.024000,3.157427,3.301427
0.272030,0.031000,0.100000,0.025000,3.156159,3.300159
0.282318,0.032000,0.100000,0.028000,3.152337,3.248337
0.292545,0.033000,0.100000,0.030000,3.149808,3.221808
0.302835,0.034000,0.100000,0.031000,3.148483,3.220483
0.313265,0.035000,0.100000,0.033000,3.145897,3.193897
