t_s,q_ref_target_rad,omega_ref_target_rad_s,q_target_rad,qd_target_rad_s,tau_ff_target_nm,tau_pd_target_nm,tau_total_target_model_nm,tau_total_target_actual_nm
0.325311,0.035500,0.100000,0.005000,0.001000,3.180819,1.045451,4.226270,2.113135
0.331499,0.036000,0.100000,0.005000,0.000000,3.180819,1.062095,4.242915,2.121457
0.339056,0.036500,0.100000,0.005000,0.000000,3.180819,1.077948,4.258767,2.129383
0.344285,0.037000,0.100000,0.005000,0.011000,3.180819,1.085081,4.265900,2.132950
0.349224,0.037500,0.100000,0.005000,0.000000,3.180819,1.109652,4.290471,2.145236
0.354407,0.038000,0.100000,0.005000,0.000000,3.180819,1.125504,4.306323,2.153162
0.359906,0.038500,0.100000,0.005000,0.000000,3.180819,1.141356,4.322175,2.161088
0.364595,0.039000,0.100000,0.005000,0.000000,3.180819,1.157208,4.338028,2.169014
0.369708,0.039500,0.100000,0.005000,0.015000,3.180819,1.161171,4.341991,2.170995
0.374827,0.040000,0.100000,0.005000,0.015000,3.180800,1.176993,4.357793,2.178896
0.380005,0.040500,0.100000,0.005000,0.000000,3.180800,1.204733,4.385533,2.192767
0.385040,0.041000,0.100000,0.005000,0.003000,3.180819,1.218239,4.399058,2.199529
0.390125,0.041500,0.100000,0.005000,0.002000,3.180819,1.234884,4.415703,2.207852
0.395195,0.042000,0.100000,0.005000,0.002000,3.180819,1.250736,4.431555,2.215778
0.400276,0.042500,0.100000,0.005000,0.016000,3.180819,1.255492,4.436311,2.218156
0.405343,0.043000,0.100000,0.006000,0.032000,3.179558,1.226958,4.406516,2.203258
0.410414,0.043500,0.100000,0.006000,0.032000,3.179558,1.242810,4.422368,2.211184
0.416074,0.044000,0.100000,0.006000,0.050000,3.179558,1.244395,4.423953,2.211977
0.420879,0.044500,0.100000,0.006000,0.003000,3.179558,1.297500,4.477058,2.238529
0.426428,0.045000,0.100000,0.006000,0.010000,3.179558,1.307804,4.487362,2.243681
0.434211,0.045500,0.100000,0.006000,0.030000,3.179558,1.307804,4.487362,2.243681
0.439310,0.046000,0.100000,0.006000,0.007000,3.179558,1.341886,4.521444,2.260722
0.444222,0.046500,0.100000,0.006000,0.007000,3.179558,1.357738,4.537296,2.268648
0.449948,0.047000,0.100000,0.006000,0.005000,3.179558,1.375176,4.554734,2.277367
0.454994,0.047500,0.100000,0.006000,0.000000,3.179558,1.394991,4.574549,2.287275
0.460108,0.048000,0.100000,0.006000,0.000000,3.179558,1.410843,4.590401,2.295201
0.465095,0.048500,0.100000,0.006000,0.000000,3.179558,1.426695,4.606253,2.303127
0.470867,0.049000,0.100000,0.006000,0.000000,3.179558,1.442548,4.622106,2.311053
0.475819,0.049500,0.100000,0.006000,-0.023000,3.179558,1.476630,4.656188,2.328094
0.481031,0.050000,0.100000,0.006000,-0.023000,3.179558,1.492482,4.672040,2.336020
0.486293,0.050500,0.100000,0.006000,0.000000,3.179558,1.490104,4.669662,2.334831
0.494204,0.051000,0.100000,0.006000,0.000000,3.179558,1.505956,4.685514,2.342757
0.499054,0.051500,0.100000,0.006000,0.000000,3.179558,1.521808,4.701366,2.350683
0.504414,0.052000,0.100000,0.006000,0.000000,3.179559,1.537662,4.717221,2.358611
0.509556,0.052500,0.100000,0.006000,0.001000,3.179559,1.552722,4.732281,2.366141
0.514795,0.053000,0.100000,0.006000,0.000000,3.179559,1.569367,4.748926,2.374463
0.520639,0.053500,0.100000,0.006000,0.000000,3.179559,1.585219,4.764778,2.382389
0.525474,0.054000,0.100000,0.006000,0.000000,3.179559,1.601071,4.780630,2.390315
0.530320,0.054500,0.100000,0.006000,0.000000,3.179559,1.616923,4.796482,2.398241
0.535370,0.055000,0.100000,0.006000,0.000000,3.179559,1.632776,4.812335,2.406167
0.540454,0.055500,0.100000,0.006000,0.000000,3.179559,1.648628,4.828187,2.414093
0.545513,0.056000,0.100000,0.006000,0.000000,3.179559,1.664480,4.844039,2.422019
0.553599,0.056500,0.100000,0.006000,0.000000,3.179559,1.680332,4.859891,2.429946
0.558799,0.057000,0.100000,0.006000,0.000000,3.179540,1.696139,4.875680,2.437840
0.563941,0.057500,0.100000,0.006000,0.000000,3.179540,1.711991,4.891531,2.445766
0.569588,0.058000,0.100000,0.006000,0.000000,3.179522,1.727797,4.907319,2.453659
0.574567,0.058500,0.100000,0.006000,0.000000,3.179522,1.743649,4.923170,2.461585
0.579942,0.059000,0.100000,0.006000,0.000000,3.179485,1.759407,4.938892,2.469446
0.584851,0.059500,0.100000,0.006000,0.000000,3.179450,1.775163,4.954613,2.477307
0.589969,0.060000,0.100000,0.006000,0.000000,3.179450,1.791013,4.970463,2.485231
0.596827,0.060500,0.100000,0.006000,0.000000,3.179432,1.806815,4.986247,2.493124
0.600649,0.061000,0.100000,0.006000,0.000000,3.179432,1.822664,5.002097,2.501048
0.605795,0.061500,0.100000,0.006000,0.000000,3.179398,1.838416,5.017815,2.508907
0.611025,0.062000,0.100000,0.007000,0.000000,3.178136,1.822568,5.000704,2.500352
0.616493,0.062500,0.100000,0.007000,0.002000,3.178104,1.836735,5.014838,2.507419
0.622458,0.063000,0.100000,0.007000,0.000000,3.178072,1.854069,5.032141,2.516071
0.627588,0.063500,0.100000,0.007000,0.000000,3.178072,1.869916,5.047988,2.523994
0.632814,0.064000,0.100000,0.007000,0.023000,3.178041,1.867440,5.045482,2.522741
0.639326,0.064500,0.100000,0.007000,0.031000,3.177997,1.876800,5.054797,2.527398
0.644548,0.065000,0.100000,0.007000,0.038000,3.177997,1.887099,5.065096,2.532548
0.649695,0.065500,0.100000,0.008000,0.133000,3.176706,1.795897,4.972603,2.486302
0.655043,0.066000,0.100000,0.009000,0.079000,3.175427,1.822784,4.998211,2.499105
0.660051,0.066500,0.100000,0.009000,0.079000,3.175427,1.838627,5.014054,2.507027
0.665093,0.067000,0.100000,0.010000,0.155000,3.174133,1.762486,4.936619,2.468309
0.674021,0.067500,0.100000,0.011000,0.173000,3.172861,1.732385,4.905246,2.452623
0.676408,0.068000,0.100000,0.011000,0.173000,3.172860,1.748226,4.921086,2.460543
0.682386,0.068500,0.100000,0.012000,0.181000,3.171586,1.726046,4.897632,2.448816
0.687487,0.069000,0.100000,0.013000,0.177000,3.170308,1.713372,4.883680,2.441840
0.692689,0.069500,0.100000,0.015000,0.253000,3.167743,1.605643,4.773385,2.386693
0.697954,0.070000,0.100000,0.017000,0.270000,3.165165,1.544649,4.709814,2.354907
0.703299,0.070500,0.100000,0.019000,0.250000,3.162574,1.512964,4.675538,2.337769
0.708462,0.071000,0.100000,0.019000,0.250000,3.162574,1.528806,4.691381,2.345690
0.713465,0.071500,0.100000,0.021000,0.288000,3.159971,1.451178,4.611149,2.305575
0.718753,0.072000,0.100000,0.023000,0.314000,3.157355,1.383055,4.540410,2.270205
0.723893,0.072500,0.100000,0.025000,0.268000,3.154727,1.371965,4.526692,2.263346
0.729105,0.073000,0.100000,0.025000,0.268000,3.154727,1.387808,4.542535,2.271267
0.734832,0.073500,0.100000,0.027000,0.296000,3.152086,1.318100,4.470186,2.235093
0.739839,0.074000,0.100000,0.029000,0.326000,3.149432,1.246809,4.396241,2.198121
0.744706,0.074500,0.100000,0.029000,0.326000,3.149432,1.262652,4.412084,2.206042
0.749905,0.075000,0.100000,0.031000,0.332000,3.146766,1.210371,4.357137,2.178569
0.754988,0.075500,0.100000,0.034000,0.337000,3.142743,1.127198,4.269941,2.134970
0.760037,0.076000,0.100000,0.036000,0.313000,3.140046,1.098681,4.238727,2.119363
0.765062,0.076500,0.100000,0.036000,0.313000,3.140046,1.114524,4.254569,2.127285
0.770125,0.077000,0.100000,0.039000,0.354000,3.135976,1.002834,4.138809,2.069405
0.775314,0.077500,0.100000,0.041000,0.336000,3.133246,0.969564,4.102811,2.051405
0.780961,0.078000,0.100000,0.041000,0.336000,3.133246,0.985407,4.118653,2.059327
0.785949,0.078500,0.100000,0.043000,0.311000,3.130505,0.957682,4.088187,2.044094
0.791200,0.079000,0.100000,0.045000,0.324000,3.127751,0.899857,4.027608,2.013804
0.796439,0.079500,0.100000,0.048000,0.343000,3.123596,0.805594,3.929190,1.964595
0.801773,0.080000,0.100000,0.048000,0.343000,3.123596,0.821436,3.945033,1.972516
0.808821,0.080500,0.100000,0.052000,0.281000,3.118013,0.759650,3.877663,1.938832
0.814096,0.081000,0.100000,0.052000,0.281000,3.118013,0.775493,3.893506,1.946753
0.818956,0.081500,0.100000,0.054000,0.245000,3.115203,0.756482,3.871685,1.935842
0.824157,0.082000,0.100000,0.056000,0.303000,3.112380,0.663011,3.775391,1.887695
0.829327,0.082500,0.100000,0.058000,0.349000,3.109545,0.579045,3.688590,1.844295
0.835053,0.083000,0.100000,0.058000,0.349000,3.109545,0.594888,3.704433,1.852216
0.840219,0.083500,0.100000,0.060000,0.271000,3.106697,0.609146,3.715843,1.857922
0.845125,0.084000,0.100000,0.062000,0.222000,3.103837,0.600433,3.704270,1.852135
0.850198,0.084500,0.100000,0.062000,0.222000,3.103837,0.616275,3.720112,1.860056
0.855288,0.085000,0.100000,0.063000,0.172000,3.102402,0.640039,3.742441,1.871221
0.860774,0.085500,0.100000,0.065000,0.197000,3.099524,0.572708,3.672232,1.836116
0.866296,0.086000,0.100000,0.066000,0.186000,3.098080,0.565579,3.663659,1.831829
0.874419,0.086500,0.100000,0.067000,0.201000,3.096632,0.537855,3.634487,1.817244
0.879978,0.087000,0.100000,0.068000,0.141000,3.095182,0.569540,3.664722,1.832361
0.884915,0.087500,0.100000,0.068000,0.141000,3.095182,0.585382,3.680565,1.840282
0.889909,0.088000,0.100000,0.069000,0.152000,3.093729,0.560826,3.654555,1.827278
0.894969,0.088500,0.100000,0.070000,0.049000,3.092273,0.626573,3.718846,1.859423
0.900050,0.089000,0.100000,0.070000,0.060000,3.092273,0.633702,3.725975,1.862987
0.905405,0.089500,0.100000,0.070000,0.060000,3.092273,0.649545,3.741817,1.870909
0.911800,0.090000,0.100000,0.071000,0.077000,3.090813,0.620236,3.711049,1.855525
0.918386,0.090500,0.100000,0.071000,0.052000,3.090813,0.655882,3.746695,1.873347
0.928828,0.091000,0.100000,0.072000,0.025000,3.089350,0.661427,3.750777,1.875389
0.932350,0.091500,0.100000,0.072000,0.001000,3.089350,0.696280,3.785631,1.892815
0.937613,0.092000,0.100000,0.072000,0.000000,3.089350,0.712915,3.802265,1.901133
0.944114,0.092500,0.100000,0.072000,-0.004000,3.089350,0.731926,3.821276,1.910638
0.949056,0.093000,0.100000,0.072000,-0.015000,3.089350,0.756482,3.845832,1.922916
0.954199,0.093500,0.100000,0.072000,-0.015000,3.089350,0.772325,3.861675,1.930837
0.959228,0.094000,0.100000,0.071000,-0.023000,3.090813,0.826189,3.917002,1.958501
0.964488,0.094500,0.100000,0.071000,0.000000,3.090813,0.823813,3.914626,1.957313
0.969484,0.095000,0.100000,0.071000,0.000000,3.090813,0.839655,3.930468,1.965234
0.974552,0.095500,0.100000,0.071000,0.000000,3.090813,0.855498,3.946311,1.973155
0.979710,0.096000,0.100000,0.071000,0.000000,3.090813,0.871340,3.962154,1.981077
0.984792,0.096500,0.100000,0.071000,0.007000,3.090813,0.881638,3.972451,1.986226
0.990395,0.097000,0.100000,0.071000,0.007000,3.090813,0.897481,3.988294,1.994147
0.995314,0.097500,0.100000,0.072000,0.001000,3.089350,0.886391,3.975741,1.987871
1.000479,0.098000,0.100000,0.072000,0.000000,3.089350,0.903026,3.992376,1.996188
1.006149,0.098500,0.100000,0.072000,0.000000,3.089350,0.918868,4.008219,2.004109
1.011118,0.099000,0.100000,0.072000,0.000000,3.089350,0.934711,4.024061,2.012031
1.016381,0.099500,0.100000,0.072000,0.000000,3.089350,0.950553,4.039904,2.019952
1.028469,0.100000,0.100000,0.072000,0.000000,3.089350,0.966396,4.055746,2.027873
1.030024,0.100500,0.100000,0.072000,0.000000,3.089350,0.982238,4.071589,2.035794
1.035977,0.101000,0.100000,0.072000,0.000000,3.089350,0.998081,4.087431,2.043716
1.040630,0.101500,0.100000,0.072000,0.000000,3.089350,1.013923,4.103274,2.051637
1.045656,0.102000,0.100000,0.072000,0.000000,3.089350,1.029766,4.119116,2.059558
1.051553,0.102500,0.100000,0.072000,0.000000,3.089350,1.045609,4.134959,2.067480
1.058677,0.103000,0.100000,0.072000,0.000000,3.089350,1.061451,4.150802,2.075401
1.064102,0.103500,0.100000,0.072000,0.003000,3.089350,1.074917,4.164268,2.082134
1.069482,0.104000,0.100000,0.072000,0.011000,3.089350,1.084423,4.173773,2.086887
1.074389,0.104500,0.100000,0.072000,0.011000,3.089350,1.100265,4.189616,2.094808
1.079803,0.105000,0.100000,0.072000,0.011000,3.089350,1.116108,4.205458,2.102729
1.088361,0.105500,0.100000,0.072000,0.022000,3.089350,1.123237,4.212588,2.106294
1.091176,0.106000,0.100000,0.072000,0.054000,3.089350,1.113732,4.203082,2.101541
1.097603,0.106500,0.100000,0.072000,0.054000,3.089350,1.129574,4.218925,2.109462
1.102882,0.107000,0.100000,0.073000,0.011000,3.087885,1.147793,4.235678,2.117839
1.108086,0.107500,0.100000,0.073000,0.024000,3.087885,1.153338,4.241223,2.120611
1.113397,0.108000,0.100000,0.073000,0.024000,3.087885,1.169180,4.257065,2.128533
1.118591,0.108500,0.100000,0.073000,0.052000,3.087885,1.162843,4.250728,2.125364
1.123573,0.109000,0.100000,0.074000,0.051000,3.086416,1.147793,4.234209,2.117105
1.128740,0.109500,0.100000,0.074000,0.051000,3.086416,1.163636,4.250052,2.125026
1.133957,0.110000,0.100000,0.074000,0.061000,3.086416,1.171557,4.257973,2.128986
1.139302,0.110500,0.100000,0.075000,0.041000,3.084944,1.171557,4.256501,2.128251
1.144162,0.111000,0.100000,0.075000,0.000000,3.084944,1.219877,4.304821,2.152410
1.149232,0.111500,0.100000,0.075000,0.000000,3.084944,1.235719,4.320663,2.160332
1.154294,0.112000,0.100000,0.075000,0.000000,3.084944,1.251562,4.336506,2.168253
1.159935,0.112500,0.100000,0.075000,0.029000,3.084944,1.244433,4.329377,2.164688
1.165109,0.113000,0.100000,0.075000,0.029000,3.084944,1.260275,4.345219,2.172610
1.170176,0.113500,0.100000,0.075000,0.035000,3.084944,1.271365,4.356309,2.178155
1.175252,0.114000,0.100000,0.075000,0.046000,3.084944,1.278494,4.363438,2.181719
1.180910,0.114500,0.100000,0.076000,0.034000,3.083469,1.272157,4.355626,2.177813
1.185831,0.115000,0.100000,0.076000,0.034000,3.083469,1.288000,4.371469,2.185734
1.190930,0.115500,0.100000,0.076000,0.017000,3.083469,1.317308,4.400778,2.200389
1.196021,0.116000,0.100000,0.076000,0.002000,3.083469,1.345033,4.428502,2.214251
1.201333,0.116500,0.100000,0.076000,0.002000,3.083469,1.360875,4.444345,2.222172
1.206491,0.117000,0.100000,0.076000,0.031000,3.083469,1.353746,4.437216,2.218608
1.211765,0.117500,0.100000,0.076000,0.022000,3.083469,1.376718,4.460187,2.230094
1.219911,0.118000,0.100000,0.076000,0.011000,3.083469,1.401274,4.484743,2.242372
1.224977,0.118500,0.100000,0.076000,0.000000,3.083469,1.425830,4.509299,2.254650
1.230422,0.119000,0.100000,0.076000,0.000000,3.083469,1.441672,4.525142,2.262571
1.235295,0.119500,0.100000,0.076000,0.000000,3.083469,1.457515,4.540984,2.270492
1.241236,0.120000,0.100000,0.076000,0.000000,3.083469,1.473358,4.556827,2.278413
1.245866,0.120500,0.100000,0.076000,0.000000,3.083469,1.489200,4.572669,2.286335
1.254353,0.121000,0.100000,0.076000,0.000000,3.083469,1.505043,4.588512,2.294256
1.259326,0.121500,0.100000,0.076000,0.000000,3.083469,1.520885,4.604354,2.302177
1.264560,0.122000,0.100000,0.076000,0.000000,3.083469,1.536728,4.620197,2.310099
1.269418,0.122500,0.100000,0.076000,0.000000,3.083469,1.552570,4.636040,2.318020
1.275235,0.123000,0.100000,0.076000,0.000000,3.083469,1.568413,4.651882,2.325941
1.280246,0.123500,0.100000,0.076000,0.000000,3.083469,1.584255,4.667725,2.333862
1.285881,0.124000,0.100000,0.076000,0.000000,3.083469,1.600098,4.683567,2.341784
1.291433,0.124500,0.100000,0.076000,0.000000,3.083466,1.615983,4.699449,2.349725
1.295886,0.125000,0.100000,0.076000,0.000000,3.083466,1.631826,4.715292,2.357646
1.301072,0.125500,0.100000,0.076000,0.000000,3.083466,1.647669,4.731135,2.365568
1.306156,0.126000,0.100000,0.076000,0.000000,3.083466,1.663512,4.746978,2.373489
1.311870,0.126500,0.100000,0.076000,0.000000,3.083466,1.679355,4.762821,2.381411
1.317583,0.127000,0.100000,0.076000,0.000000,3.083466,1.695198,4.778664,2.389332
1.323587,0.127500,0.100000,0.076000,0.000000,3.083466,1.711041,4.794507,2.397253
1.332501,0.128000,0.100000,0.076000,0.000000,3.083466,1.726884,4.810350,2.405175
1.338452,0.128500,0.100000,0.076000,0.000000,3.083466,1.742727,4.826193,2.413096
1.348060,0.129000,0.100000,0.076000,0.000000,3.083466,1.758570,4.842036,2.421018
1.354300,0.129500,0.100000,0.076000,0.000000,3.083466,1.774413,4.857879,2.428939
1.361171,0.130000,0.100000,0.076000,0.004000,3.083469,1.787040,4.870509,2.435255
1.366447,0.130500,0.100000,0.076000,0.000000,3.083469,1.806051,4.889520,2.444760
1.371552,0.131000,0.100000,0.076000,0.000000,3.083469,1.821894,4.905363,2.452682
1.376687,0.131500,0.100000,0.076000,0.000000,3.083469,1.837736,4.921206,2.460603
1.382262,0.132000,0.100000,0.076000,0.000000,3.083469,1.853579,4.937048,2.468524
1.388854,0.132500,0.100000,0.076000,0.000000,3.083469,1.869421,4.952891,2.476445
1.393444,0.133000,0.100000,0.076000,0.000000,3.083469,1.885264,4.968733,2.484367
1.398480,0.133500,0.100000,0.076000,0.000000,3.083469,1.901106,4.984576,2.492288
1.403636,0.134000,0.100000,0.076000,0.000000,3.083469,1.916949,5.000418,2.500209
1.408654,0.134500,0.100000,0.076000,0.000000,3.083469,1.932792,5.016261,2.508130
1.414063,0.135000,0.100000,0.076000,0.024000,3.083469,1.929623,5.013092,2.506546
1.419318,0.135500,0.100000,0.077000,0.032000,3.081991,1.907443,4.989435,2.494717
1.424358,0.136000,0.100000,0.077000,0.023000,3.081991,1.930415,5.012407,2.506203
1.429326,0.136500,0.100000,0.077000,0.023000,3.081991,1.946258,5.028249,2.514125
1.434388,0.137000,0.100000,0.078000,0.098000,3.080510,1.871006,4.951516,2.475758
1.439821,0.137500,0.100000,0.078000,0.133000,3.080510,1.859124,4.939634,2.469817
1.444546,0.138000,0.100000,0.078000,0.133000,3.080510,1.874966,4.955476,2.477738
1.450198,0.138500,0.100000,0.080000,0.179000,3.077539,1.791001,4.868540,2.434270
1.455422,0.139000,0.100000,0.081000,0.215000,3.076049,1.746642,4.822690,2.411345
1.460338,0.139500,0.100000,0.082000,0.153000,3.074555,1.779911,4.854466,2.427233
1.465502,0.140000,0.100000,0.082000,0.153000,3.074555,1.795753,4.870309,2.435154
1.470999,0.140500,0.100000,0.084000,0.227000,3.071559,1.689608,4.761167,2.380584
1.476241,0.141000,0.100000,0.086000,0.269000,3.068551,1.608811,4.677362,2.338681
1.481418,0.141500,0.100000,0.088000,0.299000,3.065530,1.537520,4.603050,2.301525
1.488941,0.142000,0.100000,0.088000,0.299000,3.065530,1.553362,4.618893,2.309446
1.492420,0.142500,0.100000,0.090000,0.322000,3.062497,1.487616,4.550113,2.275057
1.497585,0.143000,0.100000,0.092000,0.305000,3.059452,1.453554,4.513007,2.256503
1.503601,0.143500,0.100000,0.094000,0.279000,3.056395,1.426622,4.483017,2.241508
1.508967,0.144000,0.100000,0.096000,0.322000,3.053325,1.345033,4.398358,2.199179
1.514211,0.144500,0.100000,0.099000,0.368000,3.048698,1.229382,4.278080,2.139040
1.519572,0.145000,0.100000,0.099000,0.368000,3.048698,1.245225,4.293923,2.146961
1.524953,0.145500,0.100000,0.101000,0.347000,3.045598,1.214332,4.259930,2.129965
1.529813,0.146000,0.100000,0.104000,0.356000,3.040925,1.127990,4.168915,2.084458
1.535082,0.146500,0.100000,0.104000,0.356000,3.040925,1.143832,4.184758,2.092379
1.539988,0.147000,0.100000,0.106000,0.316000,3.037795,1.127990,4.165785,2.082892
1.545247,0.147500,0.100000,0.108000,0.362000,3.034652,1.044024,4.078676,2.039338
1.550346,0.148000,0.100000,0.111000,0.354000,3.029915,0.971149,4.001064,2.000532
1.555453,0.148500,0.100000,0.111000,0.354000,3.029915,0.986991,4.016906,2.008453
1.561292,0.149000,0.100000,0.113000,0.336000,3.026742,0.953722,3.980464,1.990232
1.569354,0.149500,0.100000,0.116000,0.318000,3.021960,0.888767,3.910727,1.955364
1.574203,0.150000,0.100000,0.118000,0.316000,3.018757,0.842824,3.861581,1.930790
1.579304,0.150500,0.100000,0.120000,0.348000,3.015542,0.769948,3.785490,1.892745
1.584360,0.151000,0.100000,0.123000,0.304000,3.010696,0.725589,3.736285,1.868143
1.589769,0.151500,0.100000,0.123000,0.304000,3.010696,0.741432,3.752128,1.876064
1.594480,0.152000,0.100000,0.124000,0.276000,3.009075,0.747769,3.756843,1.878422
1.599581,0.152500,0.100000,0.126000,0.290000,3.005823,0.689151,3.694975,1.847487
1.604653,0.153000,0.100000,0.126000,0.290000,3.005823,0.704994,3.710817,1.855409
1.609731,0.153500,0.100000,0.128000,0.288000,3.002560,0.659050,3.661610,1.830805
1.615099,0.154000,0.100000,0.130000,0.268000,2.999285,0.627365,3.626650,1.813325
1.620301,0.154500,0.100000,0.132000,0.200000,2.995997,0.633702,3.629699,1.814850
1.625396,0.155000,0.100000,0.132000,0.200000,2.995997,0.649545,3.645542,1.822771
1.630232,0.155500,0.100000,0.133000,0.175000,2.994349,0.653505,3.647854,1.823927
1.635315,0.156000,0.100000,0.135000,0.183000,2.991043,0.599641,3.590684,1.795342
1.641004,0.156500,0.100000,0.135000,0.183000,2.991043,0.615483,3.606527,1.803263
1.645730,0.157000,0.100000,0.136000,0.185000,2.989386,0.598056,3.587443,1.793721
1.651657,0.157500,0.100000,0.137000,0.218000,2.987726,0.556074,3.543800,1.771900
1.656778,0.158000,0.100000,0.139000,0.174000,2.984397,0.543400,3.527796,1.763898
1.661998,0.158500,0.100000,0.139000,0.174000,2.984397,0.559242,3.543639,1.771819
